GAS_LINES_TIMESERIES_1,GAS_LINES_TIMESERIES_2,GAS_LINES_TIMESERIES_3,DispatchGl
ID,MT,20230410,0.0
ID,MT,20230530,0.0
ID,MT,20230517,0.0
ID,MT,20230630,0.0
ID,MT,20230615,0.0
ID,MT,20230727,0.0
ID,MT,20230710,0.0
ID,MT,20230803,0.0
ID,MT,20230831,0.0
ID,MT,20230906,0.0
ID,MT,20230912,0.0
ID,MT,20231005,0.0
ID,MT,20231020,0.0
ID,MT,20231129,0.0
ID,MT,20231121,0.0
ID,MT,20231228,0.0
ID,MT,20231218,0.0
LA,MS,20230103,11342774.48635246
LA,MS,20230130,11915253.433275389
LA,MS,20230213,12322296.765020406
LA,MS,20230216,10367267.716822414
LA,MS,20230306,12556604.046912981
LA,MS,20230315,15809854.992933407
LA,MS,20230403,12287091.564191584
LA,MS,20230410,12144478.50317083
LA,MS,20230530,12268807.8617839
LA,MS,20230517,12224374.671203703
LA,MS,20230630,12083053.692268379
LA,MS,20230615,12846618.827129282
LA,MS,20230727,11211590.570107037
LA,MS,20230710,11499760.504918355
LA,MS,20230803,11728854.350591581
LA,MS,20230831,11654824.38485256
LA,MS,20230906,11612940.39892701
LA,MS,20230912,11565759.023038408
LA,MS,20231005,11513099.236656938
LA,MS,20231020,11538312.198279051
LA,MS,20231129,10952224.19534758
LA,MS,20231121,11652072.529645266
LA,MS,20231228,11578270.921302775
LA,MS,20231218,11787768.05484851
IN,OH,20230103,0.0
IN,OH,20230130,0.0
IN,OH,20230213,0.0
IN,OH,20230216,0.0
IN,OH,20230306,0.0
IN,OH,20230315,0.0
IN,OH,20230403,0.0
IN,OH,20230410,0.0
IN,OH,20230530,0.0
IN,OH,20230517,0.0
IN,OH,20230630,0.0
IN,OH,20230615,0.0
IN,OH,20230727,0.0
IN,OH,20230710,0.0
IN,OH,20230803,0.0
IN,OH,20230831,0.0
IN,OH,20230906,0.0
IN,OH,20230912,0.0
IN,OH,20231005,0.0
IN,OH,20231020,0.0
IN,OH,20231129,0.0
IN,OH,20231121,0.0
IN,OH,20231228,0.0
IN,OH,20231218,0.0
GA,NC,20230103,0.0
GA,NC,20230130,0.0
GA,NC,20230213,0.0
GA,NC,20230216,0.0
GA,NC,20230306,0.0
GA,NC,20230315,0.0
GA,NC,20230403,0.0
GA,NC,20230410,0.0
GA,NC,20230530,0.0
GA,NC,20230517,0.0
GA,NC,20230630,0.0
GA,NC,20230615,0.0
GA,NC,20230727,0.0
GA,NC,20230710,0.0
GA,NC,20230803,0.0
GA,NC,20230831,0.0
GA,NC,20230906,0.0
GA,NC,20230912,0.0
GA,NC,20231005,0.0
GA,NC,20231020,0.0
GA,NC,20231129,0.0
GA,NC,20231121,0.0
GA,NC,20231228,0.0
GA,NC,20231218,0.0
OK,TX,20230103,0.0
OK,TX,20230130,0.0
OK,TX,20230213,65492.58336739335
OK,TX,20230216,0.0
OK,TX,20230306,2845940.548172195
OK,TX,20230315,2617286.123918156
OK,TX,20230403,0.0
OK,TX,20230410,0.0
OK,TX,20230530,0.0
OK,TX,20230517,0.0
OK,TX,20230630,0.0
OK,TX,20230615,0.0
OK,TX,20230727,3311070.7641110513
OK,TX,20230710,4451929.562311315
OK,TX,20230803,3263699.2460063808
OK,TX,20230831,3301674.6877847165
OK,TX,20230906,2274370.0725941095
OK,TX,20230912,1405697.2837053456
OK,TX,20231005,1739793.5217608672
OK,TX,20231020,963670.5579833165
OK,TX,20231129,120542.12617046613
OK,TX,20231121,1041345.6256425184
OK,TX,20231228,0.0
OK,TX,20231218,0.0
MT,ND,20230103,461121.2849641133
MT,ND,20230130,262169.4003541135
MT,ND,20230213,338049.3778566566
MT,ND,20230216,500341.75816188543
MT,ND,20230306,1129330.6639856366
MT,ND,20230315,3317363.0
MT,ND,20230403,209047.79826892904
MT,ND,20230410,314019.73003723205
MT,ND,20230530,1361962.706127691
MT,ND,20230517,855694.7952083657
MT,ND,20230630,1340039.492165815
MT,ND,20230615,1349464.7000666333
MT,ND,20230727,806078.2107490416
MT,ND,20230710,782502.5155186993
MT,ND,20230803,959215.3189976686
MT,ND,20230831,1064619.9152187759
MT,ND,20230906,1221290.0846723681
MT,ND,20230912,1242654.3974496513
MT,ND,20231005,588394.8669545357
MT,ND,20231020,1304605.6836077336
MT,ND,20231129,1263578.949572074
MT,ND,20231121,1198889.627480741
MT,ND,20231228,1177449.330144369
MT,ND,20231218,1138297.9509870892
CO,KS,20230103,0.0
CO,KS,20230130,0.0
CO,KS,20230213,0.0
CO,KS,20230216,0.0
CO,KS,20230306,0.0
CO,KS,20230315,0.0
CO,KS,20230403,0.0
CO,KS,20230410,0.0
CO,KS,20230530,28723.172524077123
CO,KS,20230517,0.0
CO,KS,20230630,0.0
CO,KS,20230615,0.0
CO,KS,20230727,0.0
CO,KS,20230710,0.0
CO,KS,20230803,0.0
CO,KS,20230831,0.0
CO,KS,20230906,0.0
CO,KS,20230912,0.0
CO,KS,20231005,0.0
CO,KS,20231020,0.0
CO,KS,20231129,0.0
CO,KS,20231121,0.0
CO,KS,20231228,0.0
CO,KS,20231218,0.0
TN,VA,20230103,0.0
TN,VA,20230130,0.0
TN,VA,20230213,0.0
TN,VA,20230216,0.0
TN,VA,20230306,0.0
TN,VA,20230315,0.0
TN,VA,20230403,0.0
TN,VA,20230410,0.0
TN,VA,20230530,0.0
TN,VA,20230517,0.0
TN,VA,20230630,0.0
TN,VA,20230615,0.0
TN,VA,20230727,0.0
TN,VA,20230710,0.0
TN,VA,20230803,0.0
TN,VA,20230831,0.0
TN,VA,20230906,0.0
TN,VA,20230912,0.0
TN,VA,20231005,0.0
TN,VA,20231020,0.0
TN,VA,20231129,0.0
TN,VA,20231121,0.0
TN,VA,20231228,0.0
TN,VA,20231218,0.0
AR,MO,20230103,1606509.0470148092
AR,MO,20230130,28267.098278117555
AR,MO,20230213,0.0
AR,MO,20230216,246124.10898524406
AR,MO,20230306,2863157.0
AR,MO,20230315,2863157.0
AR,MO,20230403,2514165.739090957
AR,MO,20230410,2863157.0
AR,MO,20230530,2751276.4834449952
AR,MO,20230517,2863157.0
AR,MO,20230630,539473.4819725117
AR,MO,20230615,1734029.7208201252
AR,MO,20230727,981502.3377519771
AR,MO,20230710,1000283.0364201008
AR,MO,20230803,984931.0842446889
AR,MO,20230831,1012743.9079557337
AR,MO,20230906,87345.88119803648
AR,MO,20230912,0.0
AR,MO,20231005,0.0
AR,MO,20231020,0.0
AR,MO,20231129,0.0
AR,MO,20231121,0.0
AR,MO,20231228,0.0
AR,MO,20231218,1050547.7474277995
WA,OR,20230103,1396943.7359492825
WA,OR,20230130,1133944.875658056
WA,OR,20230213,1934482.165499987
WA,OR,20230216,1723260.399899987
WA,OR,20230306,2012705.0004932343
WA,OR,20230315,2383593.7058548294
WA,OR,20230403,1839904.5993333296
WA,OR,20230410,2267609.6824000003
WA,OR,20230530,2112423.602873874
WA,OR,20230517,2136933.2786438745
WA,OR,20230630,2631099.976191974
WA,OR,20230615,2420291.9837933267
WA,OR,20230727,2438750.288479843
WA,OR,20230710,2453222.5328400256
WA,OR,20230803,2378753.1670116335
WA,OR,20230831,2326835.9138099295
WA,OR,20230906,2396339.1410036264
WA,OR,20230912,2448674.511400588
WA,OR,20231005,2106477.0236834423
WA,OR,20231020,1532458.277094935
WA,OR,20231129,1127264.595601002
WA,OR,20231121,1356922.6522999988
WA,OR,20231228,3221045.655500001
WA,OR,20231218,2232867.8048788593
OH,PA,20230103,0.0
OH,PA,20230130,0.0
OH,PA,20230213,0.0
OH,PA,20230216,0.0
OH,PA,20230306,0.0
OH,PA,20230315,0.0
OH,PA,20230403,0.0
OH,PA,20230410,0.0
OH,PA,20230530,0.0
OH,PA,20230517,0.0
OH,PA,20230630,0.0
OH,PA,20230615,0.0
OH,PA,20230727,0.0
OH,PA,20230710,0.0
OH,PA,20230803,0.0
OH,PA,20230831,0.0
OH,PA,20230906,0.0
OH,PA,20230912,0.0
OH,PA,20231005,0.0
OH,PA,20231020,0.0
OH,PA,20231129,0.0
OH,PA,20231121,0.0
OH,PA,20231228,0.0
OH,PA,20231218,0.0
TN,MO,20230103,0.0
TN,MO,20230130,0.0
TN,MO,20230213,0.0
TN,MO,20230216,0.0
TN,MO,20230306,0.0
TN,MO,20230315,0.0
TN,MO,20230403,0.0
TN,MO,20230410,0.0
TN,MO,20230530,0.0
TN,MO,20230517,0.0
TN,MO,20230630,0.0
TN,MO,20230615,0.0
TN,MO,20230727,0.0
TN,MO,20230710,0.0
TN,MO,20230803,0.0
TN,MO,20230831,0.0
TN,MO,20230906,0.0
TN,MO,20230912,0.0
TN,MO,20231005,0.0
TN,MO,20231020,0.0
TN,MO,20231129,0.0
TN,MO,20231121,0.0
TN,MO,20231228,0.0
TN,MO,20231218,0.0
OR,NV,20230103,0.0
OR,NV,20230130,0.0
OR,NV,20230213,0.0
OR,NV,20230216,0.0
OR,NV,20230306,0.0
OR,NV,20230315,0.0
OR,NV,20230403,0.0
OR,NV,20230410,0.0
OR,NV,20230530,0.0
OR,NV,20230517,0.0
OR,NV,20230630,0.0
OR,NV,20230615,0.0
OR,NV,20230727,0.0
OR,NV,20230710,0.0
OR,NV,20230803,0.0
OR,NV,20230831,0.0
OR,NV,20230906,0.0
OR,NV,20230912,0.0
OR,NV,20231005,0.0
OR,NV,20231020,0.0
OR,NV,20231129,0.0
OR,NV,20231121,0.0
OR,NV,20231228,0.0
OR,NV,20231218,0.0
IA,NE,20230103,0.0
IA,NE,20230130,0.0
IA,NE,20230213,0.0
IA,NE,20230216,0.0
IA,NE,20230306,0.0
IA,NE,20230315,0.0
IA,NE,20230403,0.0
IA,NE,20230410,0.0
IA,NE,20230530,0.0
IA,NE,20230517,0.0
IA,NE,20230630,0.0
IA,NE,20230615,0.0
IA,NE,20230727,0.0
IA,NE,20230710,0.0
IA,NE,20230803,0.0
IA,NE,20230831,0.0
IA,NE,20230906,0.0
IA,NE,20230912,0.0
IA,NE,20231005,0.0
IA,NE,20231020,0.0
IA,NE,20231129,0.0
IA,NE,20231121,0.0
IA,NE,20231228,0.0
IA,NE,20231218,0.0
MA,VT,20230103,0.0
MA,VT,20230130,0.0
MA,VT,20230213,0.0
MA,VT,20230216,0.0
MA,VT,20230306,0.0
MA,VT,20230315,0.0
MA,VT,20230403,0.0
MA,VT,20230410,0.0
MA,VT,20230530,0.0
MA,VT,20230517,0.0
MA,VT,20230630,0.0
MA,VT,20230615,0.0
MA,VT,20230727,0.0
MA,VT,20230710,0.0
MA,VT,20230803,0.0
MA,VT,20230831,0.0
MA,VT,20230906,0.0
MA,VT,20230912,0.0
MA,VT,20231005,0.0
MA,VT,20231020,0.0
MA,VT,20231129,0.0
MA,VT,20231121,0.0
MA,VT,20231228,0.0
MA,VT,20231218,0.0
OH,IN,20230103,2570613.306717932
OH,IN,20230130,1939531.340817927
OH,IN,20230213,2041534.112417926
OH,IN,20230216,3105923.939417932
OH,IN,20230306,2501376.6054179315
OH,IN,20230315,527393.4242816757
OH,IN,20230403,2093011.3280937576
OH,IN,20230410,2576261.1605259874
OH,IN,20230530,3963266.2902793866
OH,IN,20230517,3583080.2916721236
OH,IN,20230630,3822268.8405463393
OH,IN,20230615,3664653.7200060114
OH,IN,20230727,3738411.233317934
OH,IN,20230710,3695872.7550193807
OH,IN,20230803,3695399.9423296964
OH,IN,20230831,3569629.5764519386
OH,IN,20230906,3506156.419151157
OH,IN,20230912,3125494.354191117
OH,IN,20231005,2938260.1622203793
OH,IN,20231020,2825131.473647898
OH,IN,20231129,0.0
OH,IN,20231121,1789408.249133363
OH,IN,20231228,2087231.9728993154
OH,IN,20231218,2565642.7492984487
FL,AL,20230103,0.0
FL,AL,20230130,0.0
FL,AL,20230213,0.0
FL,AL,20230216,0.0
FL,AL,20230306,0.0
FL,AL,20230315,0.0
FL,AL,20230403,0.0
FL,AL,20230410,0.0
FL,AL,20230530,0.0
FL,AL,20230517,0.0
FL,AL,20230630,0.0
FL,AL,20230615,0.0
FL,AL,20230727,0.0
FL,AL,20230710,0.0
FL,AL,20230803,0.0
FL,AL,20230831,0.0
FL,AL,20230906,0.0
FL,AL,20230912,0.0
FL,AL,20231005,0.0
FL,AL,20231020,0.0
FL,AL,20231129,0.0
FL,AL,20231121,0.0
FL,AL,20231228,0.0
FL,AL,20231218,0.0
ID,OR,20230103,444873.0
ID,OR,20230130,444873.0
ID,OR,20230213,444873.0
ID,OR,20230216,444873.0
ID,OR,20230306,444873.0
ID,OR,20230315,444873.0
ID,OR,20230403,444873.0
ID,OR,20230410,444873.0
ID,OR,20230530,444873.0
ID,OR,20230517,444873.0
ID,OR,20230630,444873.0
ID,OR,20230615,444873.0
ID,OR,20230727,444873.0
ID,OR,20230710,444873.0
ID,OR,20230803,444873.0
ID,OR,20230831,444873.0
ID,OR,20230906,444873.0
ID,OR,20230912,444873.0
ID,OR,20231005,444873.0
ID,OR,20231020,444873.0
ID,OR,20231129,444873.0
ID,OR,20231121,444873.0
ID,OR,20231228,444873.0
ID,OR,20231218,444873.0
AZ,CO,20230103,0.0
AZ,CO,20230130,0.0
AZ,CO,20230213,0.0
AZ,CO,20230216,0.0
AZ,CO,20230306,0.0
AZ,CO,20230315,0.0
AZ,CO,20230403,0.0
AZ,CO,20230410,0.0
AZ,CO,20230530,0.0
AZ,CO,20230517,0.0
AZ,CO,20230630,0.0
AZ,CO,20230615,0.0
AZ,CO,20230727,0.0
AZ,CO,20230710,0.0
AZ,CO,20230803,0.0
AZ,CO,20230831,0.0
AZ,CO,20230906,0.0
AZ,CO,20230912,0.0
AZ,CO,20231005,0.0
AZ,CO,20231020,0.0
AZ,CO,20231129,0.0
AZ,CO,20231121,0.0
AZ,CO,20231228,0.0
AZ,CO,20231218,0.0
CO,WY,20230103,0.0
CO,WY,20230130,0.0
CO,WY,20230213,0.0
CO,WY,20230216,0.0
CO,WY,20230306,0.0
CO,WY,20230315,0.0
CO,WY,20230403,0.0
CO,WY,20230410,0.0
CO,WY,20230530,0.0
CO,WY,20230517,0.0
CO,WY,20230630,0.0
CO,WY,20230615,0.0
CO,WY,20230727,0.0
CO,WY,20230710,0.0
CO,WY,20230803,0.0
CO,WY,20230831,0.0
CO,WY,20230906,0.0
CO,WY,20230912,0.0
CO,WY,20231005,0.0
CO,WY,20231020,0.0
CO,WY,20231129,0.0
CO,WY,20231121,0.0
CO,WY,20231228,0.0
CO,WY,20231218,0.0
WI,IL,20230103,0.0
WI,IL,20230130,0.0
WI,IL,20230213,0.0
WI,IL,20230216,0.0
WI,IL,20230306,0.0
WI,IL,20230315,0.0
WI,IL,20230403,0.0
WI,IL,20230410,0.0
WI,IL,20230530,0.0
WI,IL,20230517,0.0
WI,IL,20230630,0.0
WI,IL,20230615,0.0
WI,IL,20230727,0.0
WI,IL,20230710,0.0
WI,IL,20230803,0.0
WI,IL,20230831,0.0
WI,IL,20230906,0.0
WI,IL,20230912,0.0
WI,IL,20231005,0.0
WI,IL,20231020,0.0
WI,IL,20231129,0.0
WI,IL,20231121,0.0
WI,IL,20231228,0.0
WI,IL,20231218,0.0
NJ,NY,20230103,3407612.823594943
NJ,NY,20230130,3018230.9806716447
NJ,NY,20230213,2923445.0358696384
NJ,NY,20230216,1096980.1619333094
NJ,NY,20230306,2784211.458899091
NJ,NY,20230315,4424058.114774612
NJ,NY,20230403,4128545.9163411357
NJ,NY,20230410,3350324.4319214155
NJ,NY,20230530,717888.2826178921
NJ,NY,20230517,896657.5039588676
NJ,NY,20230630,0.0
NJ,NY,20230615,184459.17737225303
NJ,NY,20230727,0.0
NJ,NY,20230710,0.0
NJ,NY,20230803,403812.43358263234
NJ,NY,20230831,689682.571595098
NJ,NY,20230906,1009411.2380340574
NJ,NY,20230912,1368897.8124590423
NJ,NY,20231005,1713707.2857082444
NJ,NY,20231020,2290940.5469873482
NJ,NY,20231129,5390326.0
NJ,NY,20231121,5030179.515403104
NJ,NY,20231228,3487952.3635647222
NJ,NY,20231218,2240940.0831787614
MI,IN,20230103,0.0
MI,IN,20230130,0.0
MI,IN,20230213,0.0
MI,IN,20230216,0.0
MI,IN,20230306,0.0
MI,IN,20230315,0.0
MI,IN,20230403,0.0
MI,IN,20230410,0.0
MI,IN,20230530,0.0
MI,IN,20230517,0.0
MI,IN,20230630,0.0
MI,IN,20230615,0.0
MI,IN,20230727,0.0
MI,IN,20230710,0.0
MI,IN,20230803,0.0
MI,IN,20230831,0.0
MI,IN,20230906,0.0
MI,IN,20230912,0.0
MI,IN,20231005,0.0
MI,IN,20231020,0.0
MI,IN,20231129,0.0
MI,IN,20231121,0.0
MI,IN,20231228,0.0
MI,IN,20231218,0.0
MN,WI,20230103,0.0
MN,WI,20230130,0.0
MN,WI,20230213,252753.88087401039
MN,WI,20230216,0.0
MN,WI,20230306,750982.1560544542
MN,WI,20230315,2773312.783258145
MN,WI,20230403,0.0
MN,WI,20230410,0.0
MN,WI,20230530,1622010.5511384944
MN,WI,20230517,1154966.4365363766
MN,WI,20230630,1602618.918807099
MN,WI,20230615,932682.8269330041
MN,WI,20230727,1606393.206900001
MN,WI,20230710,1616765.551683606
MN,WI,20230803,1615720.0858976303
MN,WI,20230831,1651353.4330987476
MN,WI,20230906,1645163.4505062085
MN,WI,20230912,1549966.4316916899
MN,WI,20231005,622020.1420545105
MN,WI,20231020,1195964.1977377257
MN,WI,20231129,559913.8348294029
MN,WI,20231121,1303868.4949493636
MN,WI,20231228,1274900.1161900368
MN,WI,20231218,1309673.7872261922
NV,OR,20230103,0.0
NV,OR,20230130,0.0
NV,OR,20230213,0.0
NV,OR,20230216,0.0
NV,OR,20230306,0.0
NV,OR,20230315,0.0
NV,OR,20230403,0.0
NV,OR,20230410,0.0
NV,OR,20230530,85206.10304641025
NV,OR,20230517,375697.7555355071
NV,OR,20230630,0.0
NV,OR,20230615,255159.38852490133
NV,OR,20230727,0.0
NV,OR,20230710,0.0
NV,OR,20230803,0.0
NV,OR,20230831,0.0
NV,OR,20230906,0.0
NV,OR,20230912,0.0
NV,OR,20231005,0.0
NV,OR,20231020,0.0
NV,OR,20231129,0.0
NV,OR,20231121,0.0
NV,OR,20231228,0.0
NV,OR,20231218,0.0
AR,TX,20230103,0.0
AR,TX,20230130,0.0
AR,TX,20230213,0.0
AR,TX,20230216,0.0
AR,TX,20230306,0.0
AR,TX,20230315,0.0
AR,TX,20230403,0.0
AR,TX,20230410,0.0
AR,TX,20230530,0.0
AR,TX,20230517,0.0
AR,TX,20230630,0.0
AR,TX,20230615,0.0
AR,TX,20230727,0.0
AR,TX,20230710,0.0
AR,TX,20230803,0.0
AR,TX,20230831,0.0
AR,TX,20230906,0.0
AR,TX,20230912,0.0
AR,TX,20231005,0.0
AR,TX,20231020,0.0
AR,TX,20231129,0.0
AR,TX,20231121,0.0
AR,TX,20231228,0.0
AR,TX,20231218,0.0
VA,KY,20230103,0.0
VA,KY,20230130,0.0
VA,KY,20230213,0.0
VA,KY,20230216,0.0
VA,KY,20230306,0.0
VA,KY,20230315,0.0
VA,KY,20230403,0.0
VA,KY,20230410,0.0
VA,KY,20230530,0.0
VA,KY,20230517,0.0
VA,KY,20230630,0.0
VA,KY,20230615,0.0
VA,KY,20230727,0.0
VA,KY,20230710,0.0
VA,KY,20230803,0.0
VA,KY,20230831,0.0
VA,KY,20230906,0.0
VA,KY,20230912,0.0
VA,KY,20231005,0.0
VA,KY,20231020,0.0
VA,KY,20231129,0.0
VA,KY,20231121,0.0
VA,KY,20231228,0.0
VA,KY,20231218,0.0
AZ,NM,20230103,0.0
AZ,NM,20230130,0.0
AZ,NM,20230213,0.0
AZ,NM,20230216,0.0
AZ,NM,20230306,0.0
AZ,NM,20230315,0.0
AZ,NM,20230403,0.0
AZ,NM,20230410,0.0
AZ,NM,20230530,0.0
AZ,NM,20230517,0.0
AZ,NM,20230630,0.0
AZ,NM,20230615,0.0
AZ,NM,20230727,0.0
AZ,NM,20230710,0.0
AZ,NM,20230803,0.0
AZ,NM,20230831,0.0
AZ,NM,20230906,0.0
AZ,NM,20230912,0.0
AZ,NM,20231005,0.0
AZ,NM,20231020,0.0
AZ,NM,20231129,0.0
AZ,NM,20231121,0.0
AZ,NM,20231228,0.0
AZ,NM,20231218,0.0
WY,CO,20230103,0.0
WY,CO,20230130,0.0
WY,CO,20230213,0.0
WY,CO,20230216,0.0
WY,CO,20230306,0.0
WY,CO,20230315,0.0
WY,CO,20230403,0.0
WY,CO,20230410,0.0
WY,CO,20230530,0.0
WY,CO,20230517,0.0
WY,CO,20230630,0.0
WY,CO,20230615,0.0
WY,CO,20230727,0.0
WY,CO,20230710,0.0
WY,CO,20230803,0.0
WY,CO,20230831,0.0
WY,CO,20230906,0.0
WY,CO,20230912,0.0
WY,CO,20231005,0.0
WY,CO,20231020,0.0
WY,CO,20231129,0.0
WY,CO,20231121,0.0
WY,CO,20231228,0.0
WY,CO,20231218,0.0
GA,SC,20230103,0.0
GA,SC,20230130,0.0
GA,SC,20230213,0.0
GA,SC,20230216,0.0
GA,SC,20230306,0.0
GA,SC,20230315,981016.1201740653
GA,SC,20230403,0.0
GA,SC,20230410,0.0
GA,SC,20230530,0.0
GA,SC,20230517,0.0
GA,SC,20230630,0.0
GA,SC,20230615,0.0
GA,SC,20230727,0.0
GA,SC,20230710,0.0
GA,SC,20230803,0.0
GA,SC,20230831,0.0
GA,SC,20230906,34115.05067691114
GA,SC,20230912,448382.3938559735
GA,SC,20231005,604325.376942808
GA,SC,20231020,613914.8294624038
GA,SC,20231129,1550929.5453761844
GA,SC,20231121,107553.35804510117
GA,SC,20231228,0.0
GA,SC,20231218,0.0
MO,AR,20230103,0.0
MO,AR,20230130,0.0
MO,AR,20230213,0.0
MO,AR,20230216,0.0
MO,AR,20230306,0.0
MO,AR,20230315,0.0
MO,AR,20230403,0.0
MO,AR,20230410,0.0
MO,AR,20230530,0.0
MO,AR,20230517,0.0
MO,AR,20230630,0.0
MO,AR,20230615,0.0
MO,AR,20230727,0.0
MO,AR,20230710,0.0
MO,AR,20230803,0.0
MO,AR,20230831,0.0
MO,AR,20230906,0.0
MO,AR,20230912,0.0
MO,AR,20231005,0.0
MO,AR,20231020,0.0
MO,AR,20231129,0.0
MO,AR,20231121,0.0
MO,AR,20231228,0.0
MO,AR,20231218,0.0
IN,KY,20230103,0.0
IN,KY,20230130,0.0
IN,KY,20230213,0.0
IN,KY,20230216,0.0
IN,KY,20230306,0.0
IN,KY,20230315,0.0
IN,KY,20230403,0.0
IN,KY,20230410,0.0
IN,KY,20230530,0.0
IN,KY,20230517,0.0
IN,KY,20230630,0.0
IN,KY,20230615,0.0
IN,KY,20230727,0.0
IN,KY,20230710,0.0
IN,KY,20230803,0.0
IN,KY,20230831,0.0
IN,KY,20230906,0.0
IN,KY,20230912,0.0
IN,KY,20231005,0.0
IN,KY,20231020,0.0
IN,KY,20231129,0.0
IN,KY,20231121,0.0
IN,KY,20231228,0.0
IN,KY,20231218,0.0
KS,CO,20230103,0.0
KS,CO,20230130,0.0
KS,CO,20230213,0.0
KS,CO,20230216,0.0
KS,CO,20230306,0.0
KS,CO,20230315,0.0
KS,CO,20230403,0.0
KS,CO,20230410,0.0
KS,CO,20230530,0.0
KS,CO,20230517,0.0
KS,CO,20230630,0.0
KS,CO,20230615,0.0
KS,CO,20230727,0.0
KS,CO,20230710,0.0
KS,CO,20230803,0.0
KS,CO,20230831,0.0
KS,CO,20230906,0.0
KS,CO,20230912,0.0
KS,CO,20231005,0.0
KS,CO,20231020,0.0
KS,CO,20231129,0.0
KS,CO,20231121,0.0
KS,CO,20231228,0.0
KS,CO,20231218,0.0
IA,MN,20230103,19607.624088817276
IA,MN,20230130,1078452.269689082
IA,MN,20230213,0.0
IA,MN,20230216,0.0
IA,MN,20230306,0.0
IA,MN,20230315,329277.5444818868
IA,MN,20230403,144785.4195695615
IA,MN,20230410,0.0
IA,MN,20230530,0.0
IA,MN,20230517,0.0
IA,MN,20230630,0.0
IA,MN,20230615,0.0
IA,MN,20230727,0.0
IA,MN,20230710,0.0
IA,MN,20230803,0.0
IA,MN,20230831,0.0
IA,MN,20230906,0.0
IA,MN,20230912,0.0
IA,MN,20231005,0.0
IA,MN,20231020,0.0
IA,MN,20231129,0.0
IA,MN,20231121,0.0
IA,MN,20231228,0.0
IA,MN,20231218,0.0
NH,ME,20230103,476795.2770169261
NH,ME,20230130,402006.1392649233
NH,ME,20230213,314844.560157142
NH,ME,20230216,313846.039257142
NH,ME,20230306,465146.8992252889
NH,ME,20230315,462322.44829199364
NH,ME,20230403,455844.01323604165
NH,ME,20230410,487311.02611295186
NH,ME,20230530,459329.4786517369
NH,ME,20230517,458451.31883271656
NH,ME,20230630,431306.51543258096
NH,ME,20230615,451615.84946918883
NH,ME,20230727,383109.4140827041
NH,ME,20230710,390907.33419555146
NH,ME,20230803,472235.36600989907
NH,ME,20230831,486532.088697794
NH,ME,20230906,508500.6327173098
NH,ME,20230912,521355.12872499134
NH,ME,20231005,492368.6707581096
NH,ME,20231020,502245.03539903293
NH,ME,20231129,624076.9571866661
NH,ME,20231121,631259.9937066664
NH,ME,20231228,561095.516158878
NH,ME,20231218,495439.98439100967
KY,VA,20230103,0.0
KY,VA,20230130,0.0
KY,VA,20230213,0.0
KY,VA,20230216,0.0
KY,VA,20230306,0.0
KY,VA,20230315,0.0
KY,VA,20230403,0.0
KY,VA,20230410,0.0
KY,VA,20230530,0.0
KY,VA,20230517,0.0
KY,VA,20230630,0.0
KY,VA,20230615,0.0
KY,VA,20230727,0.0
KY,VA,20230710,0.0
KY,VA,20230803,0.0
KY,VA,20230831,0.0
KY,VA,20230906,0.0
KY,VA,20230912,0.0
KY,VA,20231005,0.0
KY,VA,20231020,0.0
KY,VA,20231129,0.0
KY,VA,20231121,0.0
KY,VA,20231228,0.0
KY,VA,20231218,0.0
MA,RI,20230103,0.0
MA,RI,20230130,0.0
MA,RI,20230213,0.0
MA,RI,20230216,0.0
MA,RI,20230306,0.0
MA,RI,20230315,0.0
MA,RI,20230403,0.0
MA,RI,20230410,0.0
MA,RI,20230530,0.0
MA,RI,20230517,0.0
MA,RI,20230630,147458.05016103623
MA,RI,20230615,167202.9911105865
MA,RI,20230727,170612.83369903365
MA,RI,20230710,190299.12775585768
MA,RI,20230803,109274.26151064137
MA,RI,20230831,0.0
MA,RI,20230906,0.0
MA,RI,20230912,0.0
MA,RI,20231005,0.0
MA,RI,20231020,0.0
MA,RI,20231129,0.0
MA,RI,20231121,0.0
MA,RI,20231228,0.0
MA,RI,20231218,0.0
IA,MO,20230103,0.0
IA,MO,20230130,0.0
IA,MO,20230213,0.0
IA,MO,20230216,0.0
IA,MO,20230306,0.0
IA,MO,20230315,0.0
IA,MO,20230403,0.0
IA,MO,20230410,0.0
IA,MO,20230530,0.0
IA,MO,20230517,0.0
IA,MO,20230630,0.0
IA,MO,20230615,0.0
IA,MO,20230727,0.0
IA,MO,20230710,0.0
IA,MO,20230803,0.0
IA,MO,20230831,0.0
IA,MO,20230906,0.0
IA,MO,20230912,0.0
IA,MO,20231005,0.0
IA,MO,20231020,0.0
IA,MO,20231129,0.0
IA,MO,20231121,0.0
IA,MO,20231228,0.0
IA,MO,20231218,0.0
IA,IL,20230103,0.0
IA,IL,20230130,0.0
IA,IL,20230213,0.0
IA,IL,20230216,0.0
IA,IL,20230306,0.0
IA,IL,20230315,1272671.302597237
IA,IL,20230403,174972.42101729568
IA,IL,20230410,0.0
IA,IL,20230530,0.0
IA,IL,20230517,1244873.4282826819
IA,IL,20230630,0.0
IA,IL,20230615,0.0
IA,IL,20230727,0.0
IA,IL,20230710,0.0
IA,IL,20230803,128074.69072046131
IA,IL,20230831,702186.338767644
IA,IL,20230906,797887.5874882315
IA,IL,20230912,1807942.924231878
