gas_zone,period,timeseries,GasSupplyQuantity,GasQuantityFromLNG,GLGasNet,GasStorageNetWithdrawalSum,gas_import_ref_quantity,RelaxBalanceUp,GasQuantityLiquefiedToLNG,GasConsumedByElectricity,gas_export_ref_quantity,gas_demand_total,RelaxBalanceDown
IL,2023,20231020,0,0,3.53606e+06,1.16945e+06,0,0,0,2.93042e+06,0,1.7751e+06,0
IL,2023,20231129,0,0,1.60113e+06,7.03702e+06,0,0,0,2.83422e+06,0,5.80392e+06,0
IL,2023,20231121,0,0,3.39268e+06,1.86958e+06,0,0,0,2.49486e+06,0,2.7674e+06,0
IL,2023,20231228,0,0,3.35478e+06,2.31392e+06,0,0,0,2.0512e+06,0,3.61749e+06,0
IL,2023,20231218,0,0,4.56606e+06,463086,0,0,0,1.42219e+06,0,3.60695e+06,0
IN,2023,20230103,0,0,3.00589e+06,0,0,0,0,780644,0,2.22524e+06,0
IN,2023,20230130,0,0,3.34952e+06,0,0,0,0,701163,0,2.64836e+06,0
IN,2023,20230213,0,0,3.0651e+06,0,0,0,0,672236,0,2.39286e+06,0
IN,2023,20230216,0,0,2.65037e+06,0,0,0,0,657243,0,1.99313e+06,0
IN,2023,20230306,0,0,2.85114e+06,0,0,0,0,739929,0,2.11121e+06,0
IN,2023,20230315,0,0,2.82213e+06,1.00763e+06,0,0,0,901078,0,2.92868e+06,0
IN,2023,20230403,0,0,2.97458e+06,0,0,0,0,991412,0,1.98317e+06,0
IN,2023,20230410,0,0,2.74576e+06,0,0,0,0,1.06074e+06,0,1.68503e+06,0
IN,2023,20230530,0,0,2.29563e+06,0,0,0,0,1.03206e+06,0,1.26357e+06,0
IN,2023,20230517,0,0,2.43592e+06,0,0,0,0,1.07001e+06,0,1.3659e+06,0
IN,2023,20230630,0,0,5.96387e+06,-3.63234e+06,0,0,0,1.10982e+06,0,1.22171e+06,0
IN,2023,20230615,0,0,3.40078e+06,-982730,0,0,0,1.1562e+06,0,1.26185e+06,0
IN,2023,20230727,0,0,2.35539e+06,0,0,0,0,1.14038e+06,0,1.21502e+06,0
IN,2023,20230710,0,0,2.46388e+06,-31516.8,0,0,0,1.20407e+06,0,1.2283e+06,0
IN,2023,20230803,0,0,2.49297e+06,0,0,0,0,1.27294e+06,0,1.22003e+06,0
IN,2023,20230831,0,0,2.56852e+06,0,0,0,0,1.2985e+06,0,1.27002e+06,0
IN,2023,20230906,0,0,2.54316e+06,0,0,0,0,1.32319e+06,0,1.21997e+06,0
IN,2023,20230912,0,0,2.60115e+06,0,0,0,0,1.35223e+06,0,1.24892e+06,0
IN,2023,20231005,0,0,2.6469e+06,0,0,0,0,1.39398e+06,0,1.25292e+06,0
IN,2023,20231020,0,0,2.85347e+06,0,0,0,0,1.35617e+06,0,1.49731e+06,0
IN,2023,20231129,0,0,745850,3.82702e+06,0,0,0,1.30177e+06,0,3.2711e+06,0
IN,2023,20231121,0,0,3.13473e+06,0,0,0,0,1.19991e+06,0,1.93482e+06,0
IN,2023,20231228,0,0,3.32419e+06,0,0,0,0,980458,0,2.34373e+06,0
IN,2023,20231218,0,0,3.21538e+06,0,0,0,0,953633,0,2.26175e+06,0
KS,2023,20230103,451173,0,603372,0,0,0,0,137413,0,917133,0
KS,2023,20230130,451173,0,1.17694e+06,0,0,0,0,99589.2,0,1.52852e+06,0
KS,2023,20230213,451173,0,495411,-1.16529e-10,0,0,0,63864.4,0,882720,0
KS,2023,20230216,451173,0,756969,0,0,0,0,67143.2,0,1.141e+06,0
KS,2023,20230306,451173,0,287448,0,0,0,0,71986,0,666636,0
KS,2023,20230315,451173,0,600921,0,0,0,0,80930.5,0,971164,0
KS,2023,20230403,451173,0,212760,0,0,0,0,91832.9,0,572100,0
KS,2023,20230410,451173,0,331261,0,0,0,0,208093,0,574341,0
KS,2023,20230530,451173,0,284900,0,0,0,0,270689,0,465385,0
KS,2023,20230517,451173,0,334452,0,0,0,0,277990,0,507635,0
KS,2023,20230630,451173,0,381799,-1.16529e-10,0,0,0,326759,0,506214,0
KS,2023,20230615,451173,0,371402,0,0,0,0,338821,0,483754,0
KS,2023,20230727,451173,0,444290,0,0,0,0,349637,0,545826,0
KS,2023,20230710,451173,0,406341,0,0,0,0,342206,0,515308,0
KS,2023,20230803,451173,0,449567,0,0,0,0,349968,0,550772,0
KS,2023,20230831,451173,0,423809,0,0,0,0,355303,0,519679,0
KS,2023,20230906,451173,0,435861,1.16529e-10,0,0,0,375484,0,511551,0
KS,2023,20230912,451173,0,495218,0,0,0,0,461379,0,485013,0
KS,2023,20231005,451173,0,531976,1.16529e-10,0,0,0,505880,0,477269,0
KS,2023,20231020,451173,0,552423,0,0,0,0,506812,0,496784,0
KS,2023,20231129,451173,0,991132,1.16529e-10,0,0,0,456656,0,985650,0
KS,2023,20231121,451173,0,667784,0,0,0,0,363833,0,755124,0
KS,2023,20231228,451173,0,848128,-1.16529e-10,0,0,0,262509,0,1.03679e+06,0
KS,2023,20231218,451173,0,520438,0,0,0,0,108279,0,863333,0
KY,2023,20230103,517139,0,469075,0,0,0,0,326056,0,660159,0
KY,2023,20230130,517139,0,593954,0,0,0,0,269439,0,841654,0
KY,2023,20230213,517139,0,609865,0,0,0,0,268931,0,858074,0
KY,2023,20230216,517139,0,660235,-370734,0,0,0,260512,0,546128,0
KY,2023,20230306,517139,0,495545,0,0,0,0,319012,0,693673,0
KY,2023,20230315,517139,0,-1.99227e+06,3.00876e+06,0,0,0,377220,0,1.15641e+06,0
KY,2023,20230403,517139,0,570552,0,0,0,0,448455,0,639237,0
KY,2023,20230410,517139,0,1.66604e+06,-1.13888e+06,0,0,0,456801,0,587499,0
KY,2023,20230530,517139,0,501008,-230708,0,0,0,398698,0,388742,0
KY,2023,20230517,517139,0,345626,0,0,0,0,439205,0,423560,0
KY,2023,20230630,517139,0,434311,0,0,0,0,585783,0,365668,0
KY,2023,20230615,517139,0,2.04249e+06,-1.49131e+06,0,0,0,691534,0,376788,0
KY,2023,20230727,517139,0,670400,0,0,0,0,823162,0,364377,0
KY,2023,20230710,517139,0,707930,0,0,0,0,852752,0,372317,0
KY,2023,20230803,517139,0,719629,0,0,0,0,869952,0,366816,0
KY,2023,20230831,517139,0,781745,0,0,0,0,913275,0,385609,0
KY,2023,20230906,517139,0,839689,0,0,0,0,984534,0,372295,0
KY,2023,20230912,517139,0,977961,0,0,0,0,1.11483e+06,0,380268,0
KY,2023,20231005,517139,0,1.08067e+06,0,0,0,0,1.20365e+06,0,394162,0
KY,2023,20231020,517139,0,1.05656e+06,0,0,0,0,1.11772e+06,0,455982,0
KY,2023,20231129,517139,0,1.83006e+06,0,0,0,0,1.03913e+06,0,1.30807e+06,0
KY,2023,20231121,517139,0,1.01621e+06,0,0,0,0,920541,0,612808,0
KY,2023,20231228,517139,0,843029,0,0,0,0,547040,0,813128,0
KY,2023,20231218,517139,0,635703,0,0,0,0,386562,0,766280,0
LA,2023,20230103,1.73652e+07,0,-1.24161e+07,0,0,0,0,1.20665e+06,0,3.74244e+06,0
LA,2023,20230130,1.73652e+07,0,-1.23623e+07,0,0,0,0,1.24992e+06,0,3.75298e+06,0
LA,2023,20230213,1.73652e+07,0,-1.23223e+07,0,0,0,0,1.01954e+06,0,4.0234e+06,0
LA,2023,20230216,1.73652e+07,0,-1.03673e+07,-2.21065e+06,0,0,0,1.1557e+06,0,3.63162e+06,0
LA,2023,20230306,1.73652e+07,0,-1.25566e+07,0,0,0,0,1.09637e+06,0,3.71226e+06,0
LA,2023,20230315,1.73652e+07,0,-1.45384e+07,2.52419e+06,0,0,0,1.28279e+06,0,4.06823e+06,0
LA,2023,20230403,1.73652e+07,0,-1.22871e+07,0,0,0,0,1.49891e+06,0,3.57923e+06,0
LA,2023,20230410,1.73652e+07,0,-1.2056e+07,0,0,0,0,1.57981e+06,0,3.72947e+06,0
LA,2023,20230530,1.73652e+07,0,-1.22688e+07,0,0,0,0,1.5852e+06,0,3.51123e+06,0
LA,2023,20230517,1.73652e+07,0,-1.22244e+07,0,0,0,0,1.62363e+06,0,3.51723e+06,0
LA,2023,20230630,1.73652e+07,0,-1.20831e+07,0,0,0,0,1.77449e+06,0,3.50769e+06,0
LA,2023,20230615,1.73652e+07,0,-1.19769e+07,0,0,0,0,1.87876e+06,0,3.50962e+06,0
LA,2023,20230727,1.73652e+07,0,-1.12116e+07,-669272,0,0,0,1.97784e+06,0,3.50653e+06,0
LA,2023,20230710,1.73652e+07,0,-1.14998e+07,-290791,0,0,0,2.06774e+06,0,3.50695e+06,0
LA,2023,20230803,1.73652e+07,0,-1.17289e+07,0,0,0,0,2.12974e+06,0,3.50664e+06,0
LA,2023,20230831,1.73652e+07,0,-1.16548e+07,0,0,0,0,2.2017e+06,0,3.50871e+06,0
LA,2023,20230906,1.73652e+07,0,-1.16129e+07,0,0,0,0,2.24192e+06,0,3.51038e+06,0
LA,2023,20230912,1.73652e+07,0,-1.15658e+07,0,0,0,0,2.2967e+06,0,3.50278e+06,0
LA,2023,20231005,1.73652e+07,0,-1.15131e+07,0,0,0,0,2.32121e+06,0,3.53092e+06,0
LA,2023,20231020,1.73652e+07,0,-1.15383e+07,0,0,0,0,2.25921e+06,0,3.56772e+06,0
LA,2023,20231129,1.73652e+07,0,-1.09522e+07,0,0,0,0,2.20408e+06,0,4.20893e+06,0
LA,2023,20231121,1.73652e+07,0,-1.16521e+07,0,0,0,0,2.0168e+06,0,3.69636e+06,0
LA,2023,20231228,1.73652e+07,0,-1.15783e+07,0,0,0,0,1.68108e+06,0,4.10588e+06,0
LA,2023,20231218,1.73652e+07,0,-1.17878e+07,0,0,0,0,1.47066e+06,0,4.10681e+06,0
MA,2023,20230103,0,0,1.41533e+06,0,0,0,0,13793.5,0,1.40154e+06,0
MA,2023,20230130,0,0,1.31268e+06,0,0,0,0,4568.53,0,1.30811e+06,0
MA,2023,20230213,0,0,1.34177e+06,0,0,0,0,9620.42,0,1.33215e+06,0
MA,2023,20230216,0,0,1.08293e+06,0,0,0,0,7351.94,0,1.07558e+06,0
MA,2023,20230306,0,0,1.43171e+06,0,0,0,0,0,0,1.43171e+06,0
MA,2023,20230315,0,0,1.49857e+06,0,0,0,0,434.193,0,1.49814e+06,0
MA,2023,20230403,0,0,1.57657e+06,0,0,0,19828.7,56205.3,0,1.50054e+06,0
MA,2023,20230410,0,0,1.3868e+06,0,0,0,0,227819,0,1.15898e+06,0
MA,2023,20230530,0,0,765345,0,0,0,0,234308,0,531037,0
MA,2023,20230517,0,0,667593,0,0,0,0,180963,0,486630,0
MA,2023,20230630,0,0,491488,0,0,0,0,147809,0,343679,0
MA,2023,20230615,0,0,501104,0,0,0,0,123934,0,377170,0
MA,2023,20230727,0,0,418896,0,0,0,0,96227,0,322669,0
MA,2023,20230710,0,0,462308,0,0,0,0,131977,0,330330,0
MA,2023,20230803,0,0,609701,0,0,0,0,270473,0,339227,0
MA,2023,20230831,0,0,766374,0,0,0,0,439256,0,327119,0
MA,2023,20230906,0,0,943266,0,0,0,0,626227,0,317039,0
MA,2023,20230912,0,0,1.12032e+06,0,0,0,0,801757,0,318565,0
MA,2023,20231005,0,0,1.28848e+06,0,0,0,0,933625,0,354857,0
MA,2023,20231020,0,0,1.44225e+06,0,0,0,0,956481,0,485767,0
MA,2023,20231129,0,215036,1.94171e+06,0,0,0,0,742347,0,1.4144e+06,0
MA,2023,20231121,0,16899.8,1.9213e+06,0,0,0,0,499298,0,1.4389e+06,0
MA,2023,20231228,0,0,1.46728e+06,0,0,0,0,423384,0,1.04389e+06,0
MA,2023,20231218,0,0,1.13843e+06,0,0,0,0,199460,0,938974,0
MD,2023,20230103,0,0,1.01899e+06,0,0,0,0,325125,0,693862,0
MD,2023,20230130,0,0,1.01705e+06,0,0,0,0,258819,0,758227,0
MD,2023,20230213,0,0,1.10701e+06,0,0,0,0,253964,0,853046,0
MD,2023,20230216,0,0,729908,0,0,0,0,257041,0,472867,0
MD,2023,20230306,0,0,892545,0,0,0,0,265712,0,626833,0
MD,2023,20230315,0,0,838552,386411,0,0,0,266625,0,958338,0
MD,2023,20230403,0,0,985224,0,0,0,0,347647,0,637578,0
MD,2023,20230410,0,0,971732,0,0,0,0,409126,0,562606,0
MD,2023,20230530,0,0,1.14157e+06,-424647,0,0,0,489014,0,227909,0
MD,2023,20230517,0,0,1.14758e+06,-424535,0,0,0,496531,0,226519,0
MD,2023,20230630,0,0,697469,0,0,0,0,504198,0,193271,0
MD,2023,20230615,0,0,775208,0,0,0,0,559621,0,215587,0
MD,2023,20230727,0,0,770434,0,0,0,0,585987,0,184448,0
MD,2023,20230710,0,0,926438,-142329,0,0,0,595613,0,188495,0
MD,2023,20230803,0,0,794842,0,0,0,0,611052,0,183789,0
MD,2023,20230831,0,0,891788,-63813.2,0,0,0,644594,0,183380,0
MD,2023,20230906,0,0,847695,0,0,0,0,664663,0,183032,0
MD,2023,20230912,0,0,862823,0,0,0,0,677851,0,184972,0
MD,2023,20231005,0,0,865320,0,0,0,0,653418,0,211902,0
MD,2023,20231020,0,0,878082,0,0,0,0,593994,0,284088,0
MD,2023,20231129,0,0,1.6701e+06,0,0,0,0,583820,0,1.08628e+06,0
MD,2023,20231121,0,0,959829,258702,0,0,0,542596,0,675935,0
MD,2023,20231228,0,0,1.03107e+06,0,0,0,0,495500,0,535566,0
MD,2023,20231218,0,0,937345,0,0,0,0,428618,0,508726,0
ME,2023,20230103,0,0,476795,0,31459.7,0,0,100800,291082,116373,0
ME,2023,20230130,0,0,402006,0,31459.7,0,0,12180.6,291082,130203,0
ME,2023,20230213,0,0,314845,0,162891,0,0,0,349375,128361,0
ME,2023,20230216,0,0,313846,0,162891,0,0,0,349375,127362,0
ME,2023,20230306,0,0,465147,0,18829,0,0,8079.48,350027,125869,0
ME,2023,20230315,0,0,462322,0,18829,0,0,9871.09,350027,121253,0
ME,2023,20230403,0,0,455844,0,20859.7,0,0,67453.1,295304,113946,0
ME,2023,20230410,0,0,487311,0,20859.7,0,0,114854,295304,98012.1,0
ME,2023,20230530,0,0,459329,0,22941.6,0,0,125568,293175,63528.1,0
ME,2023,20230517,0,0,458451,0,22941.6,0,0,122249,293175,65969.4,0
ME,2023,20230630,0,0,431307,0,46075.2,0,0,139698,291025,46658,0
ME,2023,20230615,0,0,451616,0,46075.2,0,0,153047,291025,53618.6,0
ME,2023,20230727,0,0,383109,0,79941.1,0,0,158232,262959,41859.1,0
ME,2023,20230710,0,0,390907,0,79941.1,0,0,163847,262959,44042.1,0
ME,2023,20230803,0,0,472235,0,34027.1,0,0,169835,275695,60732.2,0
ME,2023,20230831,0,0,486532,0,34027.1,0,0,197577,275695,47287.1,0
ME,2023,20230906,0,0,508501,0,17716.8,0,0,209267,282314,34636.5,0
ME,2023,20230912,0,0,521355,0,17716.8,0,0,222738,282314,34020.1,0
ME,2023,20231005,0,0,492369,0,25239.8,0,0,231458,250158,35992.3,0
ME,2023,20231020,0,0,502245,0,25239.8,0,0,228556,250158,48770.7,0
ME,2023,20231129,0,0,624077,0,39348.7,0,0,217666,311074,134686,0
ME,2023,20231121,0,0,631260,0,39348.7,0,0,202371,311074,157164,0
ME,2023,20231228,0,0,561096,0,57209,0,0,195644,331266,91394.5,0
ME,2023,20231218,0,0,495440,0,57209,0,0,138414,331266,82969.2,0
MI,2023,20230103,0,0,6.43571e+06,0,175969,0,0,1.50188e+06,2.26634e+06,2.84345e+06,0
MI,2023,20230130,0,0,5.76941e+06,1.22238e+06,175969,0,0,1.38928e+06,2.26634e+06,3.51214e+06,0
MI,2023,20230213,0,0,5.50276e+06,533872,165977,0,0,1.35254e+06,2.23681e+06,2.61326e+06,0
MI,2023,20230216,0,0,5.7267e+06,0,165977,0,0,1.35561e+06,2.23681e+06,2.30026e+06,0
MI,2023,20230306,0,0,5.97631e+06,0,139400,0,0,1.37691e+06,2.29395e+06,2.44485e+06,0
MI,2023,20230315,0,0,6.65043e+06,607807,139400,0,0,1.57108e+06,2.29395e+06,3.53261e+06,0
MI,2023,20230403,0,0,5.67272e+06,0,243472,0,0,1.90655e+06,1.40917e+06,2.60047e+06,0
MI,2023,20230410,0,0,5.19744e+06,-167986,243472,0,0,2.07127e+06,1.40917e+06,1.79249e+06,0
MI,2023,20230530,0,0,8.93998e+06,-4.76511e+06,244644,0,0,2.12258e+06,1.41312e+06,883811,0
MI,2023,20230517,0,0,5.19744e+06,-766745,244644,0,0,2.08635e+06,1.41312e+06,1.17587e+06,0
MI,2023,20230630,0,0,5.19744e+06,-1.28612e+06,334902,0,0,2.09603e+06,1.39868e+06,751519,0
MI,2023,20230615,0,0,5.99474e+06,-1.9594e+06,334902,0,0,2.11841e+06,1.39868e+06,853150,0
MI,2023,20230727,0,0,5.19744e+06,-1.34306e+06,407917,0,0,2.13902e+06,1.39896e+06,724315,0
MI,2023,20230710,0,0,5.19744e+06,-1.2844e+06,407917,0,0,2.18096e+06,1.39896e+06,741045,0
MI,2023,20230803,0,0,5.19744e+06,-1.85611e+06,645452,0,0,2.21229e+06,1.05177e+06,722723,0
MI,2023,20230831,0,0,5.16331e+06,-1.58822e+06,645452,0,0,2.40098e+06,1.05177e+06,767797,0
MI,2023,20230906,0,0,5.09884e+06,-759350,421172,0,0,2.51707e+06,1.47778e+06,765810,0
MI,2023,20230912,0,0,4.86839e+06,-442252,421172,0,0,2.57592e+06,1.47778e+06,793608,0
MI,2023,20231005,0,0,3.87834e+06,0,704671,0,0,2.62457e+06,1.10271e+06,855726,0
MI,2023,20231020,0,0,4.21212e+06,0,704671,0,0,2.62766e+06,1.10271e+06,1.18643e+06,0
MI,2023,20231129,0,0,1.49011e+06,6.30521e+06,161267,0,0,2.56769e+06,1.88057e+06,3.50833e+06,0
MI,2023,20231121,0,0,4.08319e+06,2.33167e+06,161267,0,0,2.33725e+06,1.88057e+06,2.35831e+06,0
MI,2023,20231228,0,0,3.98497e+06,2.60806e+06,143599,0,0,1.97148e+06,2.44552e+06,2.31963e+06,0
MI,2023,20231218,0,0,4.33087e+06,2.06626e+06,143599,0,0,1.75758e+06,2.44552e+06,2.33763e+06,0
MN,2023,20230103,0,0,1.33654e+06,0,1.23079e+06,0,0,685610,9569.23,1.87216e+06,0
MN,2023,20230130,0,0,1.98682e+06,70504.2,1.23079e+06,0,0,635513,9569.23,2.64304e+06,0
MN,2023,20230213,0,0,925216,0,1.21744e+06,0,0,600881,15099,1.52668e+06,0
MN,2023,20230216,0,0,1.20205e+06,0,1.21744e+06,0,0,562563,15099,1.84183e+06,0
MN,2023,20230306,0,0,1.19339e+06,0,1.00238e+06,0,0,612231,10545.7,1.573e+06,0
MN,2023,20230315,0,0,1.61906e+06,0,1.00238e+06,0,0,692656,10545.7,1.91824e+06,0
MN,2023,20230403,0,0,1.05448e+06,0,1.06429e+06,0,0,941313,12377.1,1.16508e+06,0
MN,2023,20230410,0,0,869762,0,1.06429e+06,0,0,1.02071e+06,12377.1,900961,0
MN,2023,20230530,0,0,322364,0,1.27639e+06,0,0,1.04717e+06,14972.3,536611,0
MN,2023,20230517,0,0,374017,0,1.27639e+06,0,0,1.01363e+06,14972.3,621809,0
MN,2023,20230630,0,0,341756,0,1.23789e+06,0,0,1.04873e+06,11738,519184,0
MN,2023,20230615,0,0,436682,-70504.2,1.23789e+06,0,0,1.04623e+06,11738,546104,0
MN,2023,20230727,0,0,111560,0,1.44303e+06,0,0,1.03404e+06,5858.71,514692,0
MN,2023,20230710,0,0,69506.6,0,1.44303e+06,0,0,984459,5858.71,522224,0
MN,2023,20230803,0,0,252644,0,1.27609e+06,0,0,1.00579e+06,6477.13,516473,0
MN,2023,20230831,0,0,293022,0,1.27609e+06,0,0,1.02738e+06,6477.13,535252,0
MN,2023,20230906,0,0,299212,0,1.33974e+06,0,0,1.10293e+06,6255.8,529766,0
MN,2023,20230912,0,0,379451,0,1.33974e+06,0,0,1.14585e+06,6255.8,567085,0
MN,2023,20231005,0,0,623654,0,1.21532e+06,0,0,1.20336e+06,8039.45,627575,0
MN,2023,20231020,0,0,748411,0,1.21532e+06,0,0,1.16951e+06,8039.45,786176,0
MN,2023,20231129,0,0,1.38446e+06,0,1.55937e+06,0,0,1.11507e+06,7634.77,1.82112e+06,0
MN,2023,20231121,0,0,640507,0,1.55937e+06,0,0,1.0474e+06,7634.77,1.14484e+06,0
MN,2023,20231228,0,0,669475,0,1.71876e+06,0,0,875895,8137.1,1.5042e+06,0
MN,2023,20231218,0,0,634701,0,1.71876e+06,0,0,786927,8137.1,1.5584e+06,0
MO,2023,20230103,0,0,1.3979e+06,0,0,0,0,426258,0,971647,0
MO,2023,20230130,0,0,2.12264e+06,0,0,0,0,334372,0,1.78827e+06,0
MO,2023,20230213,0,0,1.3193e+06,0,0,0,0,274596,0,1.04471e+06,0
MO,2023,20230216,0,0,1.25782e+06,0,0,0,0,262495,0,995322,0
MO,2023,20230306,0,0,985939,0,0,0,0,274548,0,711390,0
MO,2023,20230315,0,0,1.61838e+06,128882,0,0,0,443172,0,1.30409e+06,0
MO,2023,20230403,0,0,1.21891e+06,0,0,0,0,649266,0,569649,0
MO,2023,20230410,0,0,1.25509e+06,0,0,0,0,728465,0,526625,0
MO,2023,20230530,0,0,1.14082e+06,0,0,0,0,832418,0,308397,0
MO,2023,20230517,0,0,1.32211e+06,-128882,0,0,0,832205,0,361024,0
MO,2023,20230630,0,0,1.11731e+06,0,0,0,0,840725,0,276582,0
MO,2023,20230615,0,0,1.09378e+06,0,0,0,0,801553,0,292226,0
MO,2023,20230727,0,0,1.06446e+06,0,0,0,0,794421,0,270041,0
MO,2023,20230710,0,0,1.08324e+06,0,0,0,0,805544,0,277699,0
MO,2023,20230803,0,0,1.06789e+06,0,0,0,0,798623,0,269268,0
MO,2023,20230831,0,0,1.0957e+06,0,0,0,0,821784,0,273920,0
MO,2023,20230906,0,0,1.1903e+06,0,0,0,0,920120,0,270184,0
MO,2023,20230912,0,0,1.26462e+06,0,0,0,0,987683,0,276941,0
MO,2023,20231005,0,0,1.40393e+06,0,0,0,0,1.11407e+06,0,289863,0
MO,2023,20231020,0,0,1.41615e+06,0,0,0,0,1.04861e+06,0,367544,0
MO,2023,20231129,0,0,2.17412e+06,0,0,0,0,1.00902e+06,0,1.1651e+06,0
MO,2023,20231121,0,0,1.55085e+06,0,0,0,0,856798,0,694050,0
MO,2023,20231228,0,0,1.8611e+06,0,0,0,0,702513,0,1.15859e+06,0
MO,2023,20231218,0,0,1.53634e+06,0,0,0,0,571077,0,965258,0
MS,2023,20230103,79495.1,0,1.98548e+06,0,0,0,0,1.58313e+06,0,481851,0
MS,2023,20230130,79495.1,0,2.0799e+06,0,0,0,0,1.57987e+06,0,579517,0
MS,2023,20230213,79495.1,0,2.19485e+06,0,0,0,0,1.55733e+06,0,717014,0
MS,2023,20230216,79495.1,0,1.96158e+06,0,0,0,0,1.57414e+06,0,466934,0
MS,2023,20230306,79495.1,0,2.02479e+06,0,0,0,0,1.57478e+06,0,529502,0
MS,2023,20230315,79495.1,0,2.28343e+06,0,0,0,0,1.58587e+06,0,777052,0
MS,2023,20230403,79495.1,0,2.02754e+06,0,0,0,0,1.60556e+06,0,501479,0
MS,2023,20230410,79495.1,0,2.06883e+06,0,0,0,0,1.61132e+06,0,537012,0
MS,2023,20230530,79495.1,0,1.99633e+06,0,0,0,0,1.6181e+06,0,457720,0
MS,2023,20230517,79495.1,0,1.99195e+06,0,0,0,0,1.62177e+06,0,449679,0
MS,2023,20230630,79495.1,0,1.98462e+06,0,0,0,0,1.6185e+06,0,445619,0
MS,2023,20230615,79495.1,0,1.987e+06,0,0,0,0,1.61863e+06,0,447872,0
MS,2023,20230727,79495.1,0,1.98881e+06,0,0,0,0,1.62818e+06,0,440132,0
MS,2023,20230710,79495.1,0,1.99367e+06,0,0,0,0,1.62943e+06,0,443741,0
MS,2023,20230803,79495.1,0,1.98995e+06,0,0,0,0,1.63087e+06,0,438583,0
MS,2023,20230831,79495.1,0,1.98772e+06,0,0,0,0,1.63357e+06,0,433644,0
MS,2023,20230906,79495.1,0,1.99888e+06,0,0,0,0,1.64643e+06,0,431947,0
MS,2023,20230912,79495.1,0,2.01602e+06,0,0,0,0,1.66395e+06,0,431567,0
MS,2023,20231005,79495.1,0,2.02844e+06,0,0,0,0,1.67391e+06,0,434025,0
MS,2023,20231020,79495.1,0,2.05138e+06,0,0,0,0,1.67145e+06,0,459420,0
MS,2023,20231129,79495.1,0,2.28696e+06,0,0,0,0,1.668e+06,0,698459,0
MS,2023,20231121,79495.1,0,2.06375e+06,0,0,0,0,1.65521e+06,0,488032,0
