gas_zone,period,timeseries,GasSupplyQuantity,GasQuantityFromLNG,GLGasNet,GasStorageNetWithdrawalSum,gas_import_ref_quantity,RelaxBalanceUp,GasQuantityLiquefiedToLNG,GasConsumedByElectricity,gas_export_ref_quantity,gas_demand_total,RelaxBalanceDown
PA,2023,20230727,4.91395e+07,0,-1.37868e+07,0,0,0,0,3.57722e+06,0,918691,3.08568e+07
PA,2023,20230710,4.91395e+07,0,-1.35339e+07,0,0,0,0,3.63446e+06,0,929737,3.10414e+07
PA,2023,20230803,4.91395e+07,0,-1.44836e+07,0,0,0,0,3.72402e+06,0,929894,3.00019e+07
PA,2023,20230831,4.91395e+07,0,-1.50786e+07,0,0,0,0,3.74183e+06,0,950362,2.93687e+07
PA,2023,20230906,4.91395e+07,0,-1.57845e+07,0,0,0,0,3.89483e+06,0,932781,2.85274e+07
PA,2023,20230912,4.91395e+07,0,-1.64873e+07,0,0,0,0,3.95001e+06,0,956215,2.7746e+07
PA,2023,20231005,4.91395e+07,0,-1.69691e+07,0,0,0,0,3.95666e+06,0,1.029e+06,2.71848e+07
PA,2023,20231020,4.91395e+07,0,-1.77274e+07,0,0,0,0,3.85604e+06,0,1.33675e+06,2.62193e+07
PA,2023,20231129,4.91395e+07,0,-2.25388e+07,0,0,0,0,3.8389e+06,0,3.63181e+06,1.913e+07
PA,2023,20231121,4.91395e+07,0,-2.1092e+07,0,0,0,0,3.71369e+06,0,2.5488e+06,2.1785e+07
PA,2023,20231228,4.91395e+07,0,-1.86544e+07,0,0,0,0,3.51057e+06,0,2.1165e+06,2.4858e+07
PA,2023,20231218,4.91395e+07,0,-1.6516e+07,0,0,0,0,3.43167e+06,0,1.9723e+06,2.72195e+07
RI,2023,20230103,0,0,303070,0,0,0,0,120536,0,182534,0
RI,2023,20230130,0,0,266320,0,0,0,0,107441,0,158879,0
RI,2023,20230213,0,0,211473,0,0,0,0,48662.2,0,162811,0
RI,2023,20230216,0,0,151572,0,0,0,0,28147.6,0,123425,0
RI,2023,20230306,0,0,206314,0,0,0,0,31939.8,0,174374,0
RI,2023,20230315,0,0,235546,0,0,0,0,46932.5,0,188614,0
RI,2023,20230403,0,0,281898,0,0,0,0,79841.1,0,202057,0
RI,2023,20230410,0,0,246495,0,0,0,0,86245,0,160250,0
RI,2023,20230530,0,0,159369,0,0,0,0,91423.7,0,67945.7,0
RI,2023,20230517,0,0,157008,0,0,0,0,100020,0,56988.3,0
RI,2023,20230630,0,0,147458,0,0,0,0,103940,0,43518.4,0
RI,2023,20230615,0,0,167203,0,0,0,0,119432,0,47770.7,0
RI,2023,20230727,0,0,170613,0,0,0,0,129539,0,41074.2,0
RI,2023,20230710,0,0,190299,0,0,0,0,148604,0,41695.2,0
RI,2023,20230803,0,0,198917,0,0,0,0,155195,0,43721.7,0
RI,2023,20230831,0,0,223321,0,0,0,0,182621,0,40700.1,0
RI,2023,20230906,0,0,284357,0,0,0,0,245105,0,39251.9,0
RI,2023,20230912,0,0,343929,0,0,0,0,304864,0,39065.1,0
RI,2023,20231005,0,0,348720,0,0,0,0,306718,0,42001.9,0
RI,2023,20231020,0,0,356085,0,0,0,0,298228,0,57856.5,0
RI,2023,20231129,0,394695,57035,0,0,0,0,271341,0,180389,0
RI,2023,20231121,0,338420,57035,0,0,0,0,215769,0,179686,0
RI,2023,20231228,0,0,345273,0,0,0,0,208579,0,136694,0
RI,2023,20231218,0,0,315927,0,0,0,0,195500,0,120427,0
SC,2023,20230103,0,0,951637,0,0,0,0,340357,0,611280,0
SC,2023,20230130,0,0,971501,0,0,0,0,301163,0,670338,0
SC,2023,20230213,0,0,1.05556e+06,0,0,0,0,291712,0,763851,0
SC,2023,20230216,0,0,864746,0,0,0,0,318205,0,546541,0
SC,2023,20230306,0,0,1.03828e+06,0,0,0,0,524724,0,513551,0
SC,2023,20230315,0,0,1.50175e+06,0,0,0,0,629534,0,872212,0
SC,2023,20230403,0,0,1.13454e+06,0,0,0,0,675934,0,458605,0
SC,2023,20230410,0,0,1.2035e+06,0,0,0,0,628504,0,574997,0
SC,2023,20230530,0,0,982810,0,0,0,0,612905,0,369905,0
SC,2023,20230517,0,0,965227,0,0,0,0,599718,0,365510,0
SC,2023,20230630,0,0,920673,0,0,0,0,566356,0,354318,0
SC,2023,20230615,0,0,987409,0,0,0,0,629218,0,358192,0
SC,2023,20230727,0,0,1.00516e+06,0,0,0,0,653879,0,351284,0
SC,2023,20230710,0,0,1.04026e+06,0,0,0,0,687417,0,352838,0
SC,2023,20230803,0,0,1.05497e+06,0,0,0,0,703925,0,351043,0
SC,2023,20230831,0,0,1.1124e+06,0,0,0,0,759622,0,352774,0
SC,2023,20230906,0,0,1.25012e+06,0,0,0,0,896401,0,353716,0
SC,2023,20230912,0,0,1.28311e+06,0,0,0,0,928067,0,355038,0
SC,2023,20231005,0,0,1.2997e+06,0,0,0,0,928067,0,371629,0
SC,2023,20231020,0,0,1.32894e+06,0,0,0,0,914363,0,414580,0
SC,2023,20231129,0,0,1.58512e+06,0,0,0,0,851042,0,734077,0
SC,2023,20231121,0,0,1.11803e+06,0,0,0,0,651280,0,466749,0
SC,2023,20231228,0,0,1.16129e+06,0,0,0,0,618498,0,542796,0
SC,2023,20231218,0,0,1.0677e+06,0,0,0,0,502516,0,565183,0
SD,2023,20230103,0,0,431401,0,0,0,0,146955,0,284446,0
SD,2023,20230130,0,0,583207,0,0,0,0,125748,0,457459,0
SD,2023,20230213,0,0,362361,0,0,0,0,110498,0,251863,0
SD,2023,20230216,0,0,443732,0,0,0,0,98546,0,345186,0
SD,2023,20230306,0,0,359229,0,0,0,0,103944,0,255285,0
SD,2023,20230315,0,0,405671,0,0,0,0,153169,0,252502,0
SD,2023,20230403,0,0,410598,0,0,0,0,199278,0,211320,0
SD,2023,20230410,0,0,414661,0,0,0,0,235288,0,179373,0
SD,2023,20230530,0,0,377563,0,0,0,0,250101,0,127462,0
SD,2023,20230517,0,0,373164,0,0,0,0,236401,0,136763,0
SD,2023,20230630,0,0,361329,0,0,0,0,234741,0,126587,0
SD,2023,20230615,0,0,360384,0,0,0,0,232041,0,128343,0
SD,2023,20230727,0,0,344003,0,0,0,0,218418,0,125585,0
SD,2023,20230710,0,0,349977,0,0,0,0,223070,0,126906,0
SD,2023,20230803,0,0,344710,0,0,0,0,219400,0,125310,0
SD,2023,20230831,0,0,348318,0,0,0,0,224343,0,123975,0
SD,2023,20230906,0,0,374222,0,0,0,0,248884,0,125338,0
SD,2023,20230912,0,0,395095,0,0,0,0,268018,0,127077,0
SD,2023,20231005,0,0,406741,0,0,0,0,276099,0,130642,0
SD,2023,20231020,0,0,409318,0,0,0,0,273738,0,135580,0
SD,2023,20231129,0,0,499037,0,0,0,0,271757,0,227280,0
SD,2023,20231121,0,0,453742,0,0,0,0,255208,0,198535,0
SD,2023,20231228,0,0,437841,0,0,0,0,205143,0,232698,0
SD,2023,20231218,0,0,416136,0,0,0,0,184797,0,231339,0
TN,2023,20230103,1474.32,0,1.46943e+06,0,0,0,0,456626,0,1.01428e+06,0
TN,2023,20230130,1474.32,0,1.72867e+06,0,0,0,0,455091,0,1.27505e+06,0
TN,2023,20230213,1474.32,0,1.85344e+06,0,0,0,0,449540,0,1.40537e+06,0
TN,2023,20230216,1474.32,0,1.30883e+06,0,0,0,0,450758,0,859543,0
TN,2023,20230306,1474.32,0,2.54463e+06,-1.12139e+06,0,0,0,454313,0,970406,0
TN,2023,20230315,1474.32,0,2.22333e+06,0,0,0,0,463124,0,1.76168e+06,0
TN,2023,20230403,1474.32,0,1.37856e+06,0,0,0,0,500630,0,879407,0
TN,2023,20230410,1474.32,0,1.32587e+06,0,0,0,0,478228,0,849114,0
TN,2023,20230530,1474.32,0,1.14304e+06,-59783.4,0,0,0,470439,0,614295,0
TN,2023,20230517,1474.32,0,1.07659e+06,0,0,0,0,468258,0,609804,0
TN,2023,20230630,1474.32,0,1.50361e+06,-426243,0,0,0,499792,0,579044,0
TN,2023,20230615,1474.32,0,1.24445e+06,0,0,0,0,658168,0,587755,0
TN,2023,20230727,1474.32,0,1.49022e+06,-259184,0,0,0,658876,0,573634,0
TN,2023,20230710,1474.32,0,1.28781e+06,0,0,0,0,713493,0,575796,0
TN,2023,20230803,1474.32,0,1.34784e+06,0,0,0,0,775984,0,573327,0
TN,2023,20230831,1474.32,0,1.40331e+06,0,0,0,0,826330,0,578453,0
TN,2023,20230906,1474.32,0,1.44086e+06,0,0,0,0,859869,0,582462,0
TN,2023,20230912,1474.32,0,1.4922e+06,0,0,0,0,907761,0,585910,0
TN,2023,20231005,1474.32,0,1.49316e+06,2735.67,0,0,0,889074,0,608297,0
TN,2023,20231020,1474.32,0,1.52419e+06,0,0,0,0,862733,0,662931,0
TN,2023,20231129,1474.32,0,418354,1.86386e+06,0,0,0,805232,0,1.47846e+06,0
TN,2023,20231121,1474.32,0,1.38415e+06,0,0,0,0,604309,0,781320,0
TN,2023,20231228,1474.32,0,1.68734e+06,0,0,0,0,466135,0,1.22268e+06,0
TN,2023,20231218,1474.32,0,1.61371e+06,0,0,0,0,463683,0,1.1515e+06,0
TX,2023,20230103,2.25888e+07,0,-5.02576e+06,0,661.29,0,0,5.71939e+06,4.98625e+06,6.85803e+06,0
TX,2023,20230130,2.25888e+07,0,-3.56431e+06,0,661.29,0,0,5.14717e+06,4.98625e+06,8.89171e+06,0
TX,2023,20230213,2.25888e+07,0,-3.65883e+06,0,585.714,0,0,5.05627e+06,5.0685e+06,8.80577e+06,0
TX,2023,20230216,2.25888e+07,0,-4.9206e+06,0,585.714,0,0,5.00032e+06,5.0685e+06,7.59994e+06,0
TX,2023,20230306,2.25888e+07,0,-2.37915e+06,-2.26706e+06,793.548,0,0,5.14357e+06,5.32983e+06,7.46994e+06,0
TX,2023,20230315,2.25888e+07,0,-3.6447e+06,0,793.548,0,0,5.57587e+06,5.32983e+06,8.03917e+06,0
TX,2023,20230403,2.25888e+07,0,-3.75464e+06,0,785.833,0,0,6.41586e+06,5.2766e+06,7.14245e+06,0
TX,2023,20230410,2.25888e+07,0,-3.3762e+06,0,785.833,0,0,6.77974e+06,5.2766e+06,7.15701e+06,0
TX,2023,20230530,2.25888e+07,0,-3.5513e+06,0,760.484,0,0,6.47835e+06,5.77213e+06,6.78775e+06,0
TX,2023,20230517,2.25888e+07,0,-3.86995e+06,0,760.484,0,0,6.16368e+06,5.77213e+06,6.78377e+06,0
TX,2023,20230630,2.25888e+07,0,-197399,-2.87614e+06,717.5,0,0,6.30284e+06,6.33363e+06,6.87948e+06,0
TX,2023,20230615,2.25888e+07,0,-2.2471e+06,-582225,717.5,0,0,6.59963e+06,6.33363e+06,6.82691e+06,0
TX,2023,20230727,2.25888e+07,0,-1.19382e+06,-1.48055e+06,727.419,0,0,6.82657e+06,6.13378e+06,6.95478e+06,0
TX,2023,20230710,2.25888e+07,0,4.45193e+06,-6.81391e+06,727.419,0,0,7.18924e+06,6.13378e+06,6.90449e+06,0
TX,2023,20230803,2.25888e+07,0,-1.24549e+06,-683470,727.419,0,0,7.43224e+06,6.26179e+06,6.96651e+06,0
TX,2023,20230831,2.25888e+07,0,-804929,-906057,727.419,0,0,7.6901e+06,6.26179e+06,6.92662e+06,0
TX,2023,20230906,2.25888e+07,0,-1.34261e+06,0,717.5,0,0,8.09841e+06,6.22893e+06,6.91954e+06,0
TX,2023,20230912,2.25888e+07,0,-357636,-415710,717.5,0,0,8.70094e+06,6.22893e+06,6.88627e+06,0
TX,2023,20231005,2.25888e+07,0,-899319,568498,760.484,0,0,9.45039e+06,5.91648e+06,6.89184e+06,0
TX,2023,20231020,2.25888e+07,0,-3.76726e+06,3.63154e+06,760.484,0,0,9.64149e+06,5.91648e+06,6.89583e+06,0
TX,2023,20231129,2.25888e+07,0,-4.70955e+06,5.41538e+06,717.5,0,0,9.49014e+06,5.48566e+06,8.31951e+06,0
TX,2023,20231121,2.25888e+07,0,-3.68382e+06,2.8008e+06,717.5,0,0,8.59775e+06,5.48566e+06,7.62305e+06,0
TX,2023,20231228,2.25888e+07,0,-5.25735e+06,4.31639e+06,727.419,0,0,7.46221e+06,5.21998e+06,8.96634e+06,0
TX,2023,20231218,2.25888e+07,0,-4.75531e+06,2.18382e+06,727.419,0,0,6.28972e+06,5.21998e+06,8.50831e+06,0
UT,2023,20230103,3.5852e+06,0,-2.42511e+06,0,0,0,0,340731,0,819358,0
UT,2023,20230130,3.5852e+06,0,-2.20072e+06,0,0,0,0,340731,0,1.04375e+06,0
UT,2023,20230213,3.5852e+06,0,-2.3824e+06,0,0,0,0,340731,0,862071,0
UT,2023,20230216,3.5852e+06,0,-2.07457e+06,0,0,0,0,340212,0,1.17041e+06,0
UT,2023,20230306,3.5852e+06,0,-2.45849e+06,0,0,0,0,339628,0,787079,0
UT,2023,20230315,3.5852e+06,0,-2.7623e+06,0,0,0,0,338997,0,483905,0
UT,2023,20230403,3.5852e+06,0,-2.63315e+06,0,0,0,0,339886,0,612163,0
UT,2023,20230410,3.5852e+06,0,-2.86775e+06,0,0,0,0,333235,0,384213,0
UT,2023,20230530,3.5852e+06,0,-2.97829e+06,-27076,0,0,0,334764,0,245068,0
UT,2023,20230517,3.5852e+06,0,-3.09052e+06,0,0,0,0,242674,0,252003,0
UT,2023,20230630,3.5852e+06,0,-2.47615e+06,-657699,0,0,0,230306,0,221048,0
UT,2023,20230615,3.5852e+06,0,-2.65363e+06,-530341,0,0,0,168683,0,232551,0
UT,2023,20230727,3.5852e+06,0,-2.60619e+06,-653579,0,0,0,128752,0,196676,0
UT,2023,20230710,3.5852e+06,0,-2.67546e+06,-573460,0,0,0,131920,0,204364,0
UT,2023,20230803,3.5852e+06,0,-2.71394e+06,-538495,0,0,0,132735,0,200026,0
UT,2023,20230831,3.5852e+06,0,-2.72485e+06,-522700,0,0,0,138994,0,198653,0
UT,2023,20230906,3.5852e+06,0,-2.77015e+06,-416926,0,0,0,186828,0,211297,0
UT,2023,20230912,3.5852e+06,0,-2.89021e+06,-232343,0,0,0,259591,0,203061,0
UT,2023,20231005,3.5852e+06,0,-2.96972e+06,0,0,0,0,340731,0,274751,0
UT,2023,20231020,3.5852e+06,0,-3.37836e+06,411646,0,0,0,346208,0,272280,0
UT,2023,20231129,3.5852e+06,0,-3.54747e+06,1.02256e+06,0,0,0,362023,0,698261,0
UT,2023,20231121,3.5852e+06,0,-3.50597e+06,880825,0,0,0,360751,0,599306,0
UT,2023,20231228,3.5852e+06,0,-3.05587e+06,629851,0,0,0,348398,0,810785,0
UT,2023,20231218,3.5852e+06,0,-3.05503e+06,588177,0,0,0,348398,0,769950,0
VA,2023,20230103,270913,0,2.2674e+06,0,0,0,0,1.54778e+06,0,990529,0
VA,2023,20230130,270913,0,2.26553e+06,11363.1,0,0,0,1.41461e+06,0,1.1332e+06,0
VA,2023,20230213,270913,0,2.1532e+06,217253,0,0,0,1.33617e+06,0,1.30519e+06,0
VA,2023,20230216,270913,0,1.95489e+06,-115630,0,0,0,1.36132e+06,0,748847,0
VA,2023,20230306,270913,0,2.3831e+06,-259147,0,0,0,1.47685e+06,0,918016,0
VA,2023,20230315,270913,0,2.54537e+06,124440,0,0,0,1.51566e+06,0,1.42507e+06,0
VA,2023,20230403,270913,0,2.32379e+06,0,0,0,0,1.69097e+06,0,903737,0
VA,2023,20230410,270913,0,2.34915e+06,0,0,0,0,1.68756e+06,0,932496,0
VA,2023,20230530,270913,0,2.19142e+06,0,0,0,0,1.94368e+06,0,518650,0
VA,2023,20230517,270913,0,2.18638e+06,0,0,0,0,1.92573e+06,0,531560,0
VA,2023,20230630,270913,0,2.11196e+06,0,0,0,0,1.88097e+06,0,501903,0
VA,2023,20230615,270913,0,2.15936e+06,0,0,0,0,1.93153e+06,0,498743,0
VA,2023,20230727,270913,0,2.57329e+06,-377563,0,0,0,1.97039e+06,0,496253,0
VA,2023,20230710,270913,0,2.24831e+06,0,0,0,0,2.01837e+06,0,500852,0
VA,2023,20230803,270913,0,2.54844e+06,-273700,0,0,0,2.06215e+06,0,483508,0
VA,2023,20230831,270913,0,2.45123e+06,-151654,0,0,0,2.07556e+06,0,494934,0
VA,2023,20230906,270913,0,2.53223e+06,0,0,0,0,2.29918e+06,0,503968,0
VA,2023,20230912,270913,0,2.51643e+06,0,0,0,0,2.28251e+06,0,504834,0
VA,2023,20231005,270913,0,2.51094e+06,0,0,0,0,2.25173e+06,0,530118,0
VA,2023,20231020,270913,0,2.53779e+06,0,0,0,0,2.20991e+06,0,598790,0
VA,2023,20231129,270913,0,1.81043e+06,1.5138e+06,0,0,0,2.13605e+06,0,1.45909e+06,0
VA,2023,20231121,270913,0,2.57969e+06,122332,0,0,0,1.98296e+06,0,989975,0
VA,2023,20231228,270913,0,2.45916e+06,0,0,0,0,1.77737e+06,0,952702,0
VA,2023,20231218,270913,0,2.38307e+06,-18748.5,0,0,0,1.68213e+06,0,953096,0
VT,2023,20230103,0,15738.7,0,0,55151.6,0,0,0,0,70890.3,0
VT,2023,20230130,0,9190.89,0,0,55151.6,0,0,0,0,64342.5,0
VT,2023,20230213,0,2032.25,0,0,58388.4,0,0,0,0,60420.6,0
VT,2023,20230216,0,0,0,0,58388.4,0,0,0,0,52197.8,6190.55
VT,2023,20230306,0,9177.87,0,0,50324.2,0,0,0,0,59502.1,0
VT,2023,20230315,0,10152.1,0,0,50324.2,0,0,0,0,60476.3,0
VT,2023,20230403,0,39336.3,0,0,33517.5,0,0,0,0,72853.8,0
VT,2023,20230410,0,21743.4,0,0,33517.5,0,0,0,0,55260.9,0
VT,2023,20230530,0,4371.04,0,0,22682.3,0,0,0,0,27053.3,0
VT,2023,20230517,0,12149,0,0,22682.3,0,0,0,0,34831.2,0
VT,2023,20230630,0,5504.95,0,0,18074.2,0,0,0,0,23579.1,0
VT,2023,20230615,0,6439.42,0,0,18074.2,0,0,0,0,24513.6,0
VT,2023,20230727,0,2755.33,0,0,20433.9,0,0,0,0,23189.2,0
VT,2023,20230710,0,2438.47,0,0,20433.9,0,0,0,0,22872.3,0
VT,2023,20230803,0,3692.72,0,0,19739.5,0,0,0,0,23432.2,0
VT,2023,20230831,0,4200.04,0,0,19739.5,0,0,0,0,23939.6,0
VT,2023,20230906,0,3095.09,0,0,21149.2,0,0,0,0,24244.3,0
VT,2023,20230912,0,3436.56,0,0,21149.2,0,0,0,0,24585.7,0
VT,2023,20231005,0,0,0,0,27311.3,0,0,0,0,26817.6,493.662
VT,2023,20231020,0,4856.76,0,0,27311.3,0,0,0,0,32168.1,0
VT,2023,20231129,0,10775.2,0,0,45339.2,0,0,0,0,56114.4,0
VT,2023,20231121,0,9857,0,0,45339.2,0,0,0,0,55196.2,0
VT,2023,20231228,0,11769.4,0,0,50489.5,0,0,0,0,62258.9,0
VT,2023,20231218,0,7267.02,0,0,50489.5,0,0,0,0,57756.5,0
WA,2023,20230103,0,0,200863,0,1.40075e+06,0,0,535880,6054,1.05967e+06,0
WA,2023,20230130,0,0,-49711.5,0,1.40075e+06,0,0,0,6054,1.34498e+06,0
WA,2023,20230213,0,0,-389693,0,1.38792e+06,0,0,0,16576.4,981654,0
WA,2023,20230216,0,0,-239536,0,1.38792e+06,0,0,0,16576.4,1.13181e+06,0
WA,2023,20230306,0,0,-380884,0,1.4558e+06,0,0,0,10024.9,1.06489e+06,0
WA,2023,20230315,0,0,-533489,0,1.4558e+06,0,0,0,10024.9,912284,0
WA,2023,20230403,0,0,-277787,0,1.27913e+06,0,0,0,27613,973732,0
WA,2023,20230410,0,0,-632381,0,1.27913e+06,0,0,0,27613,619138,0
WA,2023,20230530,0,0,-744194,0,1.15696e+06,0,0,0,683.516,412083,0
WA,2023,20230517,0,0,-776839,0,1.15696e+06,0,0,0,683.516,379438,0
WA,2023,20230630,0,0,-800945,0,1.14267e+06,0,0,0,7163.9,334561,0
WA,2023,20230615,0,0,-720433,0,1.14267e+06,0,0,0,7163.9,415073,0
WA,2023,20230727,0,0,-659621,-148639,1.14774e+06,0,0,0,2896.81,336578,0
WA,2023,20230710,0,0,-675018,-130389,1.14774e+06,0,0,0,2896.81,339431,0
WA,2023,20230803,0,0,-497051,-337257,1.20451e+06,0,0,0,46283.8,323916,0
WA,2023,20230831,0,0,-467107,-364713,1.20451e+06,0,0,0,46283.8,326403,0
WA,2023,20230906,0,0,-461372,-378994,1.19737e+06,0,0,0,2219.8,354784,0
WA,2023,20230912,0,0,-511100,-342698,1.19737e+06,0,0,0,2219.8,341353,0
WA,2023,20231005,0,0,-737967,0,1.17511e+06,0,0,28196.5,17022.8,391926,0
WA,2023,20231020,0,0,-172188,0,1.17511e+06,0,0,548591,17022.8,437311,0
WA,2023,20231129,0,0,95023.2,0,1.44884e+06,0,0,553985,4506.87,985369,0
WA,2023,20231121,0,0,-63627.6,0,1.44884e+06,0,0,555097,4506.87,825606,0
WA,2023,20231228,0,0,-1.70554e+06,1.8314e+06,1.43064e+06,0,0,548591,2994.45,1.00491e+06,0
WA,2023,20231218,0,0,-705939,804944,1.43064e+06,0,0,548591,2994.45,978055,0
WI,2023,20230103,0,0,2.48714e+06,0,0,0,0,698920,0,1.78822e+06,0
WI,2023,20230130,0,0,3.06697e+06,0,0,0,0,631583,0,2.43539e+06,0
WI,2023,20230213,0,0,2.0588e+06,0,0,0,0,581063,0,1.47774e+06,0
WI,2023,20230216,0,0,2.10863e+06,0,0,0,0,553473,0,1.55516e+06,0
WI,2023,20230306,0,0,2.04358e+06,0,0,0,0,554823,0,1.48876e+06,0
WI,2023,20230315,0,0,2.77331e+06,0,0,0,0,645683,0,2.12763e+06,0
WI,2023,20230403,0,0,2.07891e+06,0,0,0,0,816601,0,1.26231e+06,0
WI,2023,20230410,0,0,1.8674e+06,0,0,0,0,979151,0,888252,0
WI,2023,20230530,0,0,1.68797e+06,0,0,0,0,1.09716e+06,0,590810,0
WI,2023,20230517,0,0,1.82906e+06,0,0,0,0,1.10734e+06,0,721714,0
WI,2023,20230630,0,0,1.60821e+06,0,0,0,0,1.08492e+06,0,523296,0
WI,2023,20230615,0,0,1.65518e+06,0,0,0,0,1.08644e+06,0,568739,0
WI,2023,20230727,0,0,1.60639e+06,0,0,0,0,1.08216e+06,0,524231,0
WI,2023,20230710,0,0,1.61677e+06,0,0,0,0,1.08771e+06,0,529060,0
WI,2023,20230803,0,0,1.61572e+06,0,0,0,0,1.08907e+06,0,526653,0
WI,2023,20230831,0,0,1.68549e+06,0,0,0,0,1.0884e+06,0,597084,0
WI,2023,20230906,0,0,1.74377e+06,0,0,0,0,1.1988e+06,0,544967,0
WI,2023,20230912,0,0,1.87902e+06,0,0,0,0,1.26146e+06,0,617567,0
WI,2023,20231005,0,0,1.94113e+06,0,0,0,0,1.31256e+06,0,628568,0
WI,2023,20231020,0,0,2.08362e+06,0,0,0,0,1.25692e+06,0,826703,0
WI,2023,20231129,0,0,3.52874e+06,0,0,0,0,1.1925e+06,0,2.33625e+06,0
WI,2023,20231121,0,0,2.41813e+06,0,0,0,0,1.1194e+06,0,1.29873e+06,0
WI,2023,20231228,0,0,2.48737e+06,0,0,0,0,953193,0,1.53418e+06,0
WI,2023,20231218,0,0,2.28013e+06,0,0,0,0,734008,0,1.54612e+06,0
WV,2023,20230103,2.65289e+07,0,-1.67714e+07,0,0,0,0,89842,0,327989,9.33971e+06
WV,2023,20230130,2.65289e+07,0,-1.67714e+07,0,0,0,0,64712.8,0,366206,9.32662e+06
WV,2023,20230213,2.65289e+07,0,-1.67714e+07,0,0,0,0,47582.8,0,397763,9.3122e+06
WV,2023,20230216,2.65289e+07,0,-1.67673e+07,0,0,0,0,32162.7,0,272329,9.4572e+06
WV,2023,20230306,2.65289e+07,0,-1.67714e+07,0,0,0,0,43545.8,0,331138,9.38286e+06
WV,2023,20230315,2.65289e+07,0,-1.67714e+07,0,0,0,0,111395,0,508795,9.13735e+06
WV,2023,20230403,2.65289e+07,0,-1.67714e+07,0,0,0,0,175652,0,331945,9.24995e+06
WV,2023,20230410,2.65289e+07,0,-1.67714e+07,0,0,0,0,223638,0,283426,9.25048e+06
WV,2023,20230530,2.65289e+07,0,-1.67673e+07,0,0,0,0,206047,0,163464,9.39218e+06
WV,2023,20230517,2.65289e+07,0,-1.67673e+07,0,0,0,0,191814,0,177092,9.39279e+06
WV,2023,20230630,2.65289e+07,0,-1.67673e+07,0,0,0,0,203185,0,155066,9.40344e+06
WV,2023,20230615,2.65289e+07,0,-1.67673e+07,0,0,0,0,197982,0,160733,9.40298e+06
WV,2023,20230727,2.65289e+07,0,-1.67714e+07,0,0,0,0,188154,0,156977,9.41241e+06
WV,2023,20230710,2.65289e+07,0,-1.67673e+07,0,0,0,0,196085,0,154965,9.41064e+06
WV,2023,20230803,2.65289e+07,0,-1.67714e+07,0,0,0,0,199348,0,156731,9.40146e+06
WV,2023,20230831,2.65289e+07,0,-1.67714e+07,0,0,0,0,222398,0,162346,9.3728e+06
WV,2023,20230906,2.65289e+07,0,-1.67714e+07,0,0,0,0,281314,0,165288,9.31094e+06
WV,2023,20230912,2.65289e+07,0,-1.67714e+07,0,0,0,0,301908,0,166831,9.2888e+06
WV,2023,20231005,2.65289e+07,0,-1.67714e+07,0,0,0,0,308153,0,177030,9.27236e+06
WV,2023,20231020,2.65289e+07,0,-1.67714e+07,0,0,0,0,308112,0,206283,9.24315e+06
WV,2023,20231129,2.65289e+07,0,-1.67714e+07,0,0,0,0,318421,0,510547,8.92857e+06
WV,2023,20231121,2.65289e+07,0,-1.67714e+07,0,0,0,0,272532,0,301187,9.18382e+06
WV,2023,20231228,2.65289e+07,0,-1.67714e+07,0,0,0,0,191067,0,298354,9.26812e+06
WV,2023,20231218,2.65289e+07,0,-1.67714e+07,0,0,0,0,152027,0,302733,9.30278e+06
WY,2023,20230103,2.47826e+06,0,-2.06398e+06,0,0,0,0,51372.4,0,362906,0
WY,2023,20230130,2.47826e+06,0,-2.58647e+06,684724,0,0,0,47105.7,0,529401,0
WY,2023,20230213,2.47826e+06,0,-2.10602e+06,0,0,0,0,36069.2,0,336171,0
WY,2023,20230216,2.47826e+06,0,-2.0018e+06,0,0,0,0,35978.1,0,440474,0
WY,2023,20230306,2.47826e+06,0,-2.10868e+06,0,0,0,0,32930.9,0,336642,0
WY,2023,20230315,2.47826e+06,0,-2.16465e+06,0,0,0,0,32499.5,0,281103,0
WY,2023,20230403,2.47826e+06,0,-2.16314e+06,0,0,0,0,34763.6,0,280351,0
WY,2023,20230410,2.47826e+06,0,-2.18929e+06,0,0,0,0,36160.3,0,252809,0
WY,2023,20230530,2.47826e+06,0,-2.24472e+06,0,0,0,0,38479.3,0,195055,0
WY,2023,20230517,2.47826e+06,0,-2.23731e+06,0,0,0,0,38297.1,0,202648,0
WY,2023,20230630,2.47826e+06,0,-2.1627e+06,-100159,0,0,0,33590.7,0,181807,0
WY,2023,20230615,2.47826e+06,0,-1.57867e+06,-681320,0,0,0,31157.8,0,187112,0
WY,2023,20230727,2.47826e+06,0,-2.27711e+06,0,0,0,0,31340,0,169801,0
WY,2023,20230710,2.47826e+06,0,-2.27491e+06,0,0,0,0,26884.2,0,176465,0
WY,2023,20230803,2.47826e+06,0,-2.27791e+06,0,0,0,0,31005.4,0,169337,0
WY,2023,20230831,2.47826e+06,0,-2.26957e+06,0,0,0,0,34211.6,0,174471,0
WY,2023,20230906,2.47826e+06,0,-2.25757e+06,0,0,0,0,38183.5,0,182504,0
WY,2023,20230912,2.47826e+06,0,-2.24768e+06,0,0,0,0,46091.7,0,184481,0
WY,2023,20231005,2.47826e+06,0,-2.20783e+06,0,0,0,0,59461.4,0,210963,0
WY,2023,20231020,2.47826e+06,0,-2.19406e+06,0,0,0,0,84775.7,0,199423,0
