GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,GenCapacity,SuspendGen_total,GenStorageCapacity,GenCapitalRecovery,GenFixedOMCosts
SRSG_az_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SRSG,Naturalgas,188.6,0,.,0,4.5264e+06
SRSG_nm_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SRSG,Naturalgas,4.4,0,.,0,105600
SRSG_tx_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SRSG,Naturalgas,4.2,0,.,0,100800
SRSG_az_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRSG,Naturalgas,175,0,.,0,8.97802e+06
SRSG_ca_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRSG,Naturalgas,0,0,.,0,0
SRSG_nm_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRSG,Naturalgas,95,0,.,0,4.87378e+06
SRSG_tx_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRSG,Naturalgas,254,0,.,0,1.3031e+07
TRE_tx_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,TRE,Naturalgas,31954.6,0,.,0,3.46999e+08
TRE_tx_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,TRE,Naturalgas,6247.2,0,.,0,9.86974e+07
TRE_tx_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,TRE,Naturalgas,7166.1,0,.,0,7.06079e+07
TRE_tx_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,TRE,Naturalgas,1566.8,0,.,0,2.10139e+07
TRE_tx_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,TRE,Naturalgas,900.2,0,.,0,2.16048e+07
TRE_tx_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,TRE,Naturalgas,4869.2,0,.,0,1.65402e+08
TREW_tx_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,TREW,Naturalgas,1734.8,0,.,0,1.86392e+07
TREW_tx_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,TREW,Naturalgas,393.1,0,.,0,6.48301e+06
TREW_tx_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,TREW,Naturalgas,872,0,.,0,7.9945e+06
TREW_tx_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,TREW,Naturalgas,336,0,.,0,3.08045e+06
TREW_tx_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,TREW,Naturalgas,9.1,0,.,0,218400
TREW_tx_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,TREW,Naturalgas,0,0,.,0,0
BASN_batteries_1,2023,Batteries,BASN,Electricity,935.8,0,2195.6,0,6.99604e+06
BASN_biomass_1,2023,Biomass,BASN,Waste_biomass,12.6,0,.,0,1.98097e+06
BASN_biomass_2,2023,Biomass,BASN,Waste_biomass,32,0,.,0,5.03104e+06
BASN_conventional_hydroelectric_1,2023,Conventional Hydroelectric,BASN,Water,2489.6,0,.,0,1.17131e+08
BASN_conventional_steam_coal_1,2023,Conventional Steam Coal,BASN,Coal,1700.2,0,.,0,1.17379e+08
BASN_conventional_steam_coal_2,2023,Conventional Steam Coal,BASN,Coal,3622,0,.,0,2.15948e+08
BASN_geothermal_1,2023,Geothermal,BASN,Heat,893.5,0,.,0,1.86832e+08
BASN_onshore_wind_turbine_1,2023,Onshore Wind Turbine,BASN,Wind,1510.1,0,.,0,4.5756e+07
BASN_petroleum_liquids_1,2023,Petroleum Liquids,BASN,Distillate,39.8,0,.,0,955200
BASN_small_hydroelectric_1,2023,Small Hydroelectric,BASN,Water,435.6,0,.,0,2.04941e+07
BASN_solar_photovoltaic_1,2023,Solar Photovoltaic,BASN,Solar,6777.2,0,.,0,1.52677e+08
CANO_batteries_1,2023,Batteries,CANO,Electricity,2273.6,0,9058.7,0,1.69974e+07
CANO_biomass_1,2023,Biomass,CANO,Waste_biomass,465.7,0,.,0,7.32174e+07
CANO_biomass_2,2023,Biomass,CANO,Waste_biomass,212.1,0,.,0,3.33464e+07
CANO_conventional_hydroelectric_1,2023,Conventional Hydroelectric,CANO,Water,7326,0,.,0,3.44674e+08
CANO_geothermal_1,2023,Geothermal,CANO,Heat,0,0,.,0,0
CANO_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,CANO,Electricity,2276.9,0,35291.9,0,1.07124e+08
CANO_nuclear_1,2023,Nuclear,CANO,Uranium,2240,0,.,0,4.32936e+08
CANO_onshore_wind_turbine_1,2023,Onshore Wind Turbine,CANO,Wind,1442,0,.,0,4.36926e+07
CANO_petroleum_liquids_1,2023,Petroleum Liquids,CANO,Distillate,177.3,0,.,0,4.2552e+06
CANO_small_hydroelectric_1,2023,Small Hydroelectric,CANO,Water,664.8,0,.,0,3.12775e+07
CANO_solar_photovoltaic_1,2023,Solar Photovoltaic,CANO,Solar,5278,0,.,0,1.18903e+08
CASO_batteries_1,2023,Batteries,CASO,Electricity,6682.4,0,24587.6,0,4.99576e+07
CASO_biomass_1,2023,Biomass,CASO,Waste_biomass,310.3,0,.,0,4.87854e+07
CASO_biomass_2,2023,Biomass,CASO,Waste_biomass,53.8,0,.,0,8.45844e+06
CASO_conventional_hydroelectric_1,2023,Conventional Hydroelectric,CASO,Water,1022,0,.,0,4.80831e+07
CASO_conventional_steam_coal_1,2023,Conventional Steam Coal,CASO,Coal,50,0,.,0,3.87453e+06
CASO_geothermal_1,2023,Geothermal,CASO,Heat,44.4,0,.,0,9.28408e+06
CASO_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,CASO,Electricity,1665,0,25807.5,0,7.83349e+07
CASO_onshore_wind_turbine_1,2023,Onshore Wind Turbine,CASO,Wind,4089,0,.,0,1.23897e+08
CASO_petroleum_liquids_1,2023,Petroleum Liquids,CASO,Distillate,17.2,0,.,0,412800
CASO_small_hydroelectric_1,2023,Small Hydroelectric,CASO,Water,250.3,0,.,0,1.17761e+07
CASO_solar_photovoltaic_1,2023,Solar Photovoltaic,CASO,Solar,12607.4,0,.,0,2.8402e+08
FRCC_batteries_1,2023,Batteries,FRCC,Electricity,555.2,0,1129.4,0,4.15068e+06
FRCC_biomass_1,2023,Biomass,FRCC,Waste_biomass,411.6,0,.,0,6.47118e+07
FRCC_biomass_2,2023,Biomass,FRCC,Waste_biomass,412.1,0,.,0,6.47904e+07
FRCC_conventional_hydroelectric_1,2023,Conventional Hydroelectric,FRCC,Water,43.5,0,.,0,2.04659e+06
FRCC_conventional_steam_coal_1,2023,Conventional Steam Coal,FRCC,Coal,4229,0,.,0,2.57651e+08
FRCC_conventional_steam_coal_2,2023,Conventional Steam Coal,FRCC,Coal,442,0,.,0,3.32318e+07
FRCC_nuclear_1,2023,Nuclear,FRCC,Uranium,3737,0,.,0,7.22269e+08
FRCC_petroleum_liquids_1,2023,Petroleum Liquids,FRCC,Distillate,455.6,0,.,0,1.09344e+07
FRCC_solar_photovoltaic_1,2023,Solar Photovoltaic,FRCC,Solar,6776.1,0,.,0,1.52652e+08
ISNE_batteries_1,2023,Batteries,ISNE,Electricity,344,0,712.5,0,2.57174e+06
ISNE_biomass_1,2023,Biomass,ISNE,Waste_biomass,393,0,.,0,6.17875e+07
ISNE_biomass_2,2023,Biomass,ISNE,Waste_biomass,803.2,0,.,0,1.26279e+08
ISNE_conventional_hydroelectric_1,2023,Conventional Hydroelectric,ISNE,Water,928.2,0,.,0,4.367e+07
ISNE_conventional_steam_coal_1,2023,Conventional Steam Coal,ISNE,Coal,0,0,.,0,0
ISNE_conventional_steam_coal_2,2023,Conventional Steam Coal,ISNE,Coal,438,0,.,0,3.40364e+07
ISNE_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,ISNE,Electricity,1830,0,28365,0,8.60978e+07
ISNE_nuclear_1,2023,Nuclear,ISNE,Uranium,3355.5,0,.,0,7.51019e+08
ISNE_offshore_wind_turbine_1,2023,Offshore Wind Turbine,ISNE,Wind,29.3,0,.,0,3.26877e+06
ISNE_onshore_wind_turbine_1,2023,Onshore Wind Turbine,ISNE,Wind,1547.1,0,.,0,4.68771e+07
ISNE_petroleum_liquids_1,2023,Petroleum Liquids,ISNE,Distillate,1103.2,0,.,0,2.64768e+07
ISNE_small_hydroelectric_1,2023,Small Hydroelectric,ISNE,Water,693.4,0,.,0,3.26231e+07
ISNE_solar_photovoltaic_1,2023,Solar Photovoltaic,ISNE,Solar,2359.6,0,.,0,5.31571e+07
MISC_batteries_1,2023,Batteries,MISC,Electricity,36.3,0,60.1,0,271379
MISC_biomass_1,2023,Biomass,MISC,Waste_biomass,72.1,0,.,0,1.13356e+07
MISC_biomass_2,2023,Biomass,MISC,Waste_biomass,71.7,0,.,0,1.12727e+07
MISC_conventional_hydroelectric_1,2023,Conventional Hydroelectric,MISC,Water,451.5,0,.,0,2.12422e+07
MISC_conventional_steam_coal_1,2023,Conventional Steam Coal,MISC,Coal,2409,0,.,0,1.78144e+08
MISC_conventional_steam_coal_2,2023,Conventional Steam Coal,MISC,Coal,16326.1,0,.,0,9.97566e+08
MISC_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,MISC,Electricity,471,0,7300.5,0,2.21596e+07
MISC_nuclear_1,2023,Nuclear,MISC,Uranium,2373,0,.,0,6.52981e+08
MISC_onshore_wind_turbine_1,2023,Onshore Wind Turbine,MISC,Wind,6382.6,0,.,0,1.93393e+08
MISC_petroleum_liquids_1,2023,Petroleum Liquids,MISC,Distillate,450.5,0,.,0,1.0812e+07
MISC_small_hydroelectric_1,2023,Small Hydroelectric,MISC,Water,39.6,0,.,0,1.8631e+06
MISC_solar_photovoltaic_1,2023,Solar Photovoltaic,MISC,Solar,1498.9,0,.,0,3.37672e+07
MISE_batteries_1,2023,Batteries,MISE,Electricity,1.3,0,1.5,0,9718.8
MISE_biomass_1,2023,Biomass,MISE,Waste_biomass,170.6,0,.,0,2.68217e+07
MISE_biomass_2,2023,Biomass,MISE,Waste_biomass,139.9,0,.,0,2.19951e+07
MISE_conventional_hydroelectric_1,2023,Conventional Hydroelectric,MISE,Water,32.3,0,.,0,1.51965e+06
MISE_conventional_steam_coal_1,2023,Conventional Steam Coal,MISE,Coal,5761.3,0,.,0,3.56581e+08
MISE_conventional_steam_coal_2,2023,Conventional Steam Coal,MISE,Coal,60,0,.,0,4.4712e+06
MISE_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,MISE,Electricity,2115,0,32782.5,0,9.95065e+07
MISE_nuclear_1,2023,Nuclear,MISE,Uranium,1161,0,.,0,3.19474e+08
MISE_onshore_wind_turbine_1,2023,Onshore Wind Turbine,MISE,Wind,3676.9,0,.,0,1.1141e+08
MISE_petroleum_liquids_1,2023,Petroleum Liquids,MISE,Distillate,59.9,0,.,0,1.4376e+06
MISE_small_hydroelectric_1,2023,Small Hydroelectric,MISE,Water,24.6,0,.,0,1.15738e+06
MISE_solar_photovoltaic_1,2023,Solar Photovoltaic,MISE,Solar,891,0,.,0,2.00724e+07
MISS_batteries_1,2023,Batteries,MISS,Electricity,10.5,0,30.5,0,78498
MISS_biomass_1,2023,Biomass,MISS,Waste_biomass,40.6,0,.,0,6.38313e+06
MISS_biomass_2,2023,Biomass,MISS,Waste_biomass,331.6,0,.,0,5.21342e+07
MISS_conventional_hydroelectric_1,2023,Conventional Hydroelectric,MISS,Water,583.1,0,.,0,2.74337e+07
MISS_conventional_steam_coal_1,2023,Conventional Steam Coal,MISS,Coal,1574.4,0,.,0,1.04053e+08
MISS_conventional_steam_coal_2,2023,Conventional Steam Coal,MISS,Coal,4521.1,0,.,0,2.58398e+08
MISS_nuclear_1,2023,Nuclear,MISS,Uranium,5426,0,.,0,1.34124e+09
MISS_onshore_wind_turbine_1,2023,Onshore Wind Turbine,MISS,Wind,0,0,.,0,0
MISS_petroleum_liquids_1,2023,Petroleum Liquids,MISS,Distillate,40.9,0,.,0,981600
MISS_small_hydroelectric_1,2023,Small Hydroelectric,MISS,Water,74.1,0,.,0,3.48626e+06
MISS_solar_photovoltaic_1,2023,Solar Photovoltaic,MISS,Solar,1526.9,0,.,0,3.4398e+07
MISW_batteries_1,2023,Batteries,MISW,Electricity,31.2,0,62.9,0,233251
MISW_biomass_1,2023,Biomass,MISW,Waste_biomass,468,0,.,0,7.3579e+07
MISW_biomass_2,2023,Biomass,MISW,Waste_biomass,145.3,0,.,0,2.28441e+07
MISW_conventional_hydroelectric_1,2023,Conventional Hydroelectric,MISW,Water,95.2,0,.,0,4.47897e+06
MISW_conventional_steam_coal_1,2023,Conventional Steam Coal,MISW,Coal,15419.6,0,.,0,9.8252e+08
MISW_conventional_steam_coal_2,2023,Conventional Steam Coal,MISW,Coal,330.9,0,.,0,2.43919e+07
MISW_nuclear_1,2023,Nuclear,MISW,Uranium,2928.1,0,.,0,6.63274e+08
MISW_onshore_wind_turbine_1,2023,Onshore Wind Turbine,MISW,Wind,23541,0,.,0,7.13292e+08
MISW_petroleum_liquids_1,2023,Petroleum Liquids,MISW,Distillate,1668.1,0,.,0,4.00344e+07
MISW_small_hydroelectric_1,2023,Small Hydroelectric,MISW,Water,531.1,0,.,0,2.49872e+07
MISW_solar_photovoltaic_1,2023,Solar Photovoltaic,MISW,Solar,2948.1,0,.,0,6.64148e+07
NWPP_batteries_1,2023,Batteries,NWPP,Electricity,41,0,143.4,0,306516
NWPP_biomass_1,2023,Biomass,NWPP,Waste_biomass,187.4,0,.,0,2.9463e+07
NWPP_biomass_2,2023,Biomass,NWPP,Waste_biomass,343,0,.,0,5.39265e+07
NWPP_conventional_hydroelectric_1,2023,Conventional Hydroelectric,NWPP,Water,31942.5,0,.,0,1.50283e+09
NWPP_conventional_steam_coal_1,2023,Conventional Steam Coal,NWPP,Coal,2151.5,0,.,0,1.31088e+08
NWPP_conventional_steam_coal_2,2023,Conventional Steam Coal,NWPP,Coal,147.5,0,.,0,1.07639e+07
NWPP_geothermal_1,2023,Geothermal,NWPP,Heat,30.8,0,.,0,6.44031e+06
NWPP_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,NWPP,Electricity,314,0,4867,0,1.47731e+07
NWPP_nuclear_1,2023,Nuclear,NWPP,Uranium,1172,0,.,0,3.225e+08
NWPP_onshore_wind_turbine_1,2023,Onshore Wind Turbine,NWPP,Wind,8432.7,0,.,0,2.55511e+08
NWPP_petroleum_liquids_1,2023,Petroleum Liquids,NWPP,Distillate,21.3,0,.,0,511200
NWPP_small_hydroelectric_1,2023,Small Hydroelectric,NWPP,Water,770.6,0,.,0,3.62552e+07
NWPP_solar_photovoltaic_1,2023,Solar Photovoltaic,NWPP,Solar,1525.7,0,.,0,3.4371e+07
NYCW_batteries_1,2023,Batteries,NYCW,Electricity,19.3,0,107,0,144287
NYCW_biomass_1,2023,Biomass,NYCW,Waste_biomass,25.4,0,.,0,3.99339e+06
NYCW_biomass_2,2023,Biomass,NYCW,Waste_biomass,99.3,0,.,0,1.56119e+07
NYCW_petroleum_liquids_1,2023,Petroleum Liquids,NYCW,Distillate,634.7,0,.,0,1.52328e+07
NYCW_solar_photovoltaic_1,2023,Solar Photovoltaic,NYCW,Solar,157.3,0,.,0,3.54365e+06
NYUP_batteries_1,2023,Batteries,NYUP,Electricity,170,0,394.4,0,1.27092e+06
NYUP_biomass_1,2023,Biomass,NYUP,Waste_biomass,154.3,0,.,0,2.4259e+07
NYUP_biomass_2,2023,Biomass,NYUP,Waste_biomass,150.5,0,.,0,2.36616e+07
NYUP_conventional_hydroelectric_1,2023,Conventional Hydroelectric,NYUP,Water,3540.6,0,.,0,1.66578e+08
NYUP_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,NYUP,Electricity,1406.7,0,21803.8,0,6.61824e+07
NYUP_nuclear_1,2023,Nuclear,NYUP,Uranium,3358.3,0,.,0,8.65585e+08
NYUP_onshore_wind_turbine_1,2023,Onshore Wind Turbine,NYUP,Wind,2746.3,0,.,0,8.32129e+07
NYUP_petroleum_liquids_1,2023,Petroleum Liquids,NYUP,Distillate,75.5,0,.,0,1.812e+06
NYUP_small_hydroelectric_1,2023,Small Hydroelectric,NYUP,Water,736.9,0,.,0,3.46697e+07
NYUP_solar_photovoltaic_1,2023,Solar Photovoltaic,NYUP,Solar,1467.9,0,.,0,3.30689e+07
PJMC_batteries_1,2023,Batteries,PJMC,Electricity,95.8,0,171.6,0,716201
PJMC_biomass_1,2023,Biomass,PJMC,Waste_biomass,26.4,0,.,0,4.15061e+06
PJMC_biomass_2,2023,Biomass,PJMC,Waste_biomass,28.8,0,.,0,4.52794e+06
PJMC_conventional_hydroelectric_1,2023,Conventional Hydroelectric,PJMC,Water,0.8,0,.,0,37638.4
PJMC_conventional_steam_coal_1,2023,Conventional Steam Coal,PJMC,Coal,1538,0,.,0,8.78959e+07
PJMC_conventional_steam_coal_2,2023,Conventional Steam Coal,PJMC,Coal,1108,0,.,0,6.75287e+07
PJMC_nuclear_1,2023,Nuclear,PJMC,Uranium,10898.1,0,.,0,2.10633e+09
PJMC_onshore_wind_turbine_1,2023,Onshore Wind Turbine,PJMC,Wind,4488.8,0,.,0,1.36011e+08
PJMC_petroleum_liquids_1,2023,Petroleum Liquids,PJMC,Distillate,55.3,0,.,0,1.3272e+06
PJMC_small_hydroelectric_1,2023,Small Hydroelectric,PJMC,Water,25.3,0,.,0,1.19031e+06
PJMC_solar_photovoltaic_1,2023,Solar Photovoltaic,PJMC,Solar,309.1,0,.,0,6.9634e+06
PJMD_batteries_1,2023,Batteries,PJMD,Electricity,40.5,0,74.6,0,302778
PJMD_biomass_1,2023,Biomass,PJMD,Waste_biomass,515.3,0,.,0,8.10155e+07
PJMD_biomass_2,2023,Biomass,PJMD,Waste_biomass,293.4,0,.,0,4.61283e+07
PJMD_conventional_hydroelectric_1,2023,Conventional Hydroelectric,PJMD,Water,613.1,0,.,0,2.88451e+07
PJMD_conventional_steam_coal_1,2023,Conventional Steam Coal,PJMD,Coal,32.5,0,.,0,2.50837e+06
PJMD_conventional_steam_coal_2,2023,Conventional Steam Coal,PJMD,Coal,881,0,.,0,5.55284e+07
PJMD_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,PJMD,Electricity,3003,0,46546.5,0,1.41285e+08
PJMD_nuclear_1,2023,Nuclear,PJMD,Uranium,3708,0,.,0,7.16664e+08
PJMD_onshore_wind_turbine_1,2023,Onshore Wind Turbine,PJMD,Wind,208,0,.,0,6.3024e+06
PJMD_petroleum_liquids_1,2023,Petroleum Liquids,PJMD,Distillate,319.3,0,.,0,7.6632e+06
PJMD_small_hydroelectric_1,2023,Small Hydroelectric,PJMD,Water,12.9,0,.,0,606919
PJMD_solar_photovoltaic_1,2023,Solar Photovoltaic,PJMD,Solar,4533.6,0,.,0,1.02133e+08
PJME_batteries_1,2023,Batteries,PJME,Electricity,107,0,145.5,0,799932
PJME_biomass_1,2023,Biomass,PJME,Waste_biomass,263.8,0,.,0,4.14746e+07
PJME_biomass_2,2023,Biomass,PJME,Waste_biomass,520.3,0,.,0,8.18016e+07
PJME_conventional_hydroelectric_1,2023,Conventional Hydroelectric,PJME,Water,1213.9,0,.,0,5.71116e+07
PJME_conventional_steam_coal_1,2023,Conventional Steam Coal,PJME,Coal,8109,0,.,0,4.89881e+08
PJME_conventional_steam_coal_2,2023,Conventional Steam Coal,PJME,Coal,1315,0,.,0,9.94558e+07
PJME_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,PJME,Electricity,1942,0,30101,0,9.13672e+07
PJME_nuclear_1,2023,Nuclear,PJME,Uranium,12829.4,0,.,0,2.57558e+09
PJME_onshore_wind_turbine_1,2023,Onshore Wind Turbine,PJME,Wind,1314.4,0,.,0,3.98263e+07
PJME_petroleum_liquids_1,2023,Petroleum Liquids,PJME,Distillate,738.7,0,.,0,1.77288e+07
PJME_small_hydroelectric_1,2023,Small Hydroelectric,PJME,Water,148.5,0,.,0,6.98663e+06
PJME_solar_photovoltaic_1,2023,Solar Photovoltaic,PJME,Solar,2089.2,0,.,0,4.70655e+07
PJMW_batteries_1,2023,Batteries,PJMW,Electricity,97.3,0,187.6,0,727415
PJMW_biomass_1,2023,Biomass,PJMW,Waste_biomass,140.5,0,.,0,2.20894e+07
PJMW_biomass_2,2023,Biomass,PJMW,Waste_biomass,23.2,0,.,0,3.6475e+06
PJMW_conventional_hydroelectric_1,2023,Conventional Hydroelectric,PJMW,Water,884.8,0,.,0,4.16281e+07
PJMW_conventional_steam_coal_1,2023,Conventional Steam Coal,PJMW,Coal,20666,0,.,0,1.27817e+09
PJMW_conventional_steam_coal_2,2023,Conventional Steam Coal,PJMW,Coal,1390.2,0,.,0,8.86489e+07
PJMW_conventional_steam_coal_3,2023,Conventional Steam Coal,PJMW,Coal,666,0,.,0,5.05546e+07
PJMW_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,PJMW,Electricity,238,0,3689,0,1.11974e+07
PJMW_nuclear_1,2023,Nuclear,PJMW,Uranium,6326,0,.,0,1.40086e+09
PJMW_onshore_wind_turbine_1,2023,Onshore Wind Turbine,PJMW,Wind,4304,0,.,0,1.30411e+08
PJMW_petroleum_liquids_1,2023,Petroleum Liquids,PJMW,Distillate,217.7,0,.,0,5.2248e+06
PJMW_small_hydroelectric_1,2023,Small Hydroelectric,PJMW,Water,288.8,0,.,0,1.35875e+07
PJMW_solar_photovoltaic_1,2023,Solar Photovoltaic,PJMW,Solar,2361.1,0,.,0,5.31909e+07
RMRG_batteries_1,2023,Batteries,RMRG,Electricity,240.2,0,363.7,0,1.79574e+06
RMRG_biomass_1,2023,Biomass,RMRG,Waste_biomass,18.9,0,.,0,2.97146e+06
RMRG_biomass_2,2023,Biomass,RMRG,Waste_biomass,11,0,.,0,1.72942e+06
RMRG_conventional_hydroelectric_1,2023,Conventional Hydroelectric,RMRG,Water,708.8,0,.,0,3.33476e+07
RMRG_conventional_steam_coal_1,2023,Conventional Steam Coal,RMRG,Coal,5220,0,.,0,3.12694e+08
RMRG_conventional_steam_coal_2,2023,Conventional Steam Coal,RMRG,Coal,4695,0,.,0,3.30355e+08
RMRG_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,RMRG,Electricity,580.8,0,9002.4,0,2.73255e+07
RMRG_onshore_wind_turbine_1,2023,Onshore Wind Turbine,RMRG,Wind,8172.8,0,.,0,2.47636e+08
RMRG_petroleum_liquids_1,2023,Petroleum Liquids,RMRG,Distillate,21.1,0,.,0,506400
RMRG_small_hydroelectric_1,2023,Small Hydroelectric,RMRG,Water,243.3,0,.,0,1.14468e+07
RMRG_solar_photovoltaic_1,2023,Solar Photovoltaic,RMRG,Solar,2306,0,.,0,5.19496e+07
SPPC_batteries_1,2023,Batteries,SPPC,Electricity,2.2,0,3.5,0,16447.2
SPPC_biomass_1,2023,Biomass,SPPC,Waste_biomass,4.6,0,.,0,723212
SPPC_biomass_2,2023,Biomass,SPPC,Waste_biomass,9,0,.,0,1.41498e+06
SPPC_conventional_hydroelectric_1,2023,Conventional Hydroelectric,SPPC,Water,52,0,.,0,2.4465e+06
SPPC_conventional_steam_coal_1,2023,Conventional Steam Coal,SPPC,Coal,4778,0,.,0,3.22684e+08
SPPC_conventional_steam_coal_2,2023,Conventional Steam Coal,SPPC,Coal,2337.8,0,.,0,1.35799e+08
SPPC_nuclear_1,2023,Nuclear,SPPC,Uranium,1255,0,.,0,3.4534e+08
SPPC_onshore_wind_turbine_1,2023,Onshore Wind Turbine,SPPC,Wind,8379.7,0,.,0,2.53905e+08
SPPC_petroleum_liquids_1,2023,Petroleum Liquids,SPPC,Distillate,250.6,0,.,0,6.0144e+06
SPPC_small_hydroelectric_1,2023,Small Hydroelectric,SPPC,Water,21.4,0,.,0,1.00683e+06
SPPC_solar_photovoltaic_1,2023,Solar Photovoltaic,SPPC,Solar,101.9,0,.,0,2.2956e+06
SPPN_batteries_1,2023,Batteries,SPPN,Electricity,4.7,0,12.7,0,35137.2
SPPN_biomass_1,2023,Biomass,SPPN,Waste_biomass,6.2,0,.,0,974764
SPPN_biomass_2,2023,Biomass,SPPN,Waste_biomass,13.2,0,.,0,2.0753e+06
SPPN_conventional_hydroelectric_1,2023,Conventional Hydroelectric,SPPN,Water,2510,0,.,0,1.1809e+08
SPPN_conventional_steam_coal_1,2023,Conventional Steam Coal,SPPN,Coal,4291.2,0,.,0,2.56926e+08
SPPN_conventional_steam_coal_2,2023,Conventional Steam Coal,SPPN,Coal,1068.7,0,.,0,7.91215e+07
SPPN_nuclear_1,2023,Nuclear,SPPN,Uranium,770,0,.,0,2.64852e+08
SPPN_onshore_wind_turbine_1,2023,Onshore Wind Turbine,SPPN,Wind,7510.5,0,.,0,2.27568e+08
SPPN_petroleum_liquids_1,2023,Petroleum Liquids,SPPN,Distillate,59.2,0,.,0,1.4208e+06
SPPN_small_hydroelectric_1,2023,Small Hydroelectric,SPPN,Water,90.6,0,.,0,4.26255e+06
SPPN_solar_photovoltaic_1,2023,Solar Photovoltaic,SPPN,Solar,125.6,0,.,0,2.82952e+06
SPPS_batteries_1,2023,Batteries,SPPS,Electricity,22,0,46.2,0,164472
SPPS_biomass_1,2023,Biomass,SPPS,Waste_biomass,11.8,0,.,0,1.8552e+06
SPPS_biomass_2,2023,Biomass,SPPS,Waste_biomass,166.8,0,.,0,2.62243e+07
SPPS_conventional_hydroelectric_1,2023,Conventional Hydroelectric,SPPS,Water,2008.4,0,.,0,9.44912e+07
SPPS_conventional_steam_coal_1,2023,Conventional Steam Coal,SPPS,Coal,5269,0,.,0,3.05176e+08
SPPS_conventional_steam_coal_2,2023,Conventional Steam Coal,SPPS,Coal,2447,0,.,0,1.83575e+08
SPPS_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,SPPS,Electricity,474,0,7347,0,2.23008e+07
SPPS_onshore_wind_turbine_1,2023,Onshore Wind Turbine,SPPS,Wind,19005,0,.,0,5.75852e+08
SPPS_petroleum_liquids_1,2023,Petroleum Liquids,SPPS,Distillate,52.3,0,.,0,1.2552e+06
SPPS_small_hydroelectric_1,2023,Small Hydroelectric,SPPS,Water,87.8,0,.,0,4.13081e+06
SPPS_solar_photovoltaic_1,2023,Solar Photovoltaic,SPPS,Solar,334.8,0,.,0,7.54237e+06
SRCA_batteries_1,2023,Batteries,SRCA,Electricity,160.8,0,300.7,0,1.20214e+06
SRCA_biomass_1,2023,Biomass,SRCA,Waste_biomass,221,0,.,0,3.47456e+07
SRCA_biomass_2,2023,Biomass,SRCA,Waste_biomass,397.1,0,.,0,6.24321e+07
SRCA_conventional_hydroelectric_1,2023,Conventional Hydroelectric,SRCA,Water,1772.4,0,.,0,8.33879e+07
SRCA_conventional_steam_coal_1,2023,Conventional Steam Coal,SRCA,Coal,12994,0,.,0,8.23463e+08
SRCA_conventional_steam_coal_2,2023,Conventional Steam Coal,SRCA,Coal,1124,0,.,0,7.90084e+07
SRCA_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,SRCA,Electricity,2876,0,44578,0,1.3531e+08
SRCA_nuclear_1,2023,Nuclear,SRCA,Uranium,12106.7,0,.,0,2.62345e+09
SRCA_petroleum_liquids_1,2023,Petroleum Liquids,SRCA,Distillate,197.8,0,.,0,4.7472e+06
SRCA_small_hydroelectric_1,2023,Small Hydroelectric,SRCA,Water,119.2,0,.,0,5.60812e+06
SRCA_solar_photovoltaic_1,2023,Solar Photovoltaic,SRCA,Solar,6802.2,0,.,0,1.5324e+08
