GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,GenCapacity,SuspendGen_total,GenStorageCapacity,GenCapitalRecovery,GenFixedOMCosts
PJME_nj_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,PJME,Naturalgas,5990.8,0,.,0,6.26363e+07
PJME_pa_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,PJME,Naturalgas,16174.7,0,.,0,1.86097e+08
PJME_pa_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,PJME,Naturalgas,170.5,0,.,0,2.81189e+06
PJME_dc_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,PJME,Naturalgas,10.2,0,.,0,136802
PJME_dc_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,PJME,Naturalgas,10,0,.,0,134120
PJME_de_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,PJME,Naturalgas,145.2,0,.,0,1.94742e+06
PJME_de_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,PJME,Naturalgas,144,0,.,0,1.57406e+06
PJME_de_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,PJME,Naturalgas,50,0,.,0,670600
PJME_md_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,PJME,Naturalgas,1275,0,.,0,1.21634e+07
PJME_md_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,PJME,Naturalgas,449,0,.,0,4.11643e+06
PJME_md_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,PJME,Naturalgas,78.5,0,.,0,1.05284e+06
PJME_nj_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,PJME,Naturalgas,1542.1,0,.,0,1.47975e+07
PJME_nj_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,PJME,Naturalgas,241.5,0,.,0,3.239e+06
PJME_nj_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,PJME,Naturalgas,528.6,0,.,0,6.67526e+06
PJME_pa_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,PJME,Naturalgas,169,0,.,0,2.26663e+06
PJME_pa_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,PJME,Naturalgas,400.9,0,.,0,4.38224e+06
PJME_pa_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,PJME,Naturalgas,267.5,0,.,0,2.92404e+06
PJME_md_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,PJME,Naturalgas,11.5,0,.,0,276000
PJME_nj_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,PJME,Naturalgas,41,0,.,0,984000
PJME_pa_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,PJME,Naturalgas,210.3,0,.,0,5.0472e+06
PJME_de_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,PJME,Naturalgas,0,0,.,0,0
PJME_md_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,PJME,Naturalgas,15.1,0,.,0,774675
PJME_nj_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,PJME,Naturalgas,21.9,0,.,0,1.12354e+06
PJME_pa_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,PJME,Naturalgas,2518.2,0,.,0,7.21626e+07
PJMW_in_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,PJMW,Naturalgas,1288,0,.,0,1.58836e+07
PJMW_in_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,PJMW,Naturalgas,755,0,.,0,7.38918e+06
PJMW_mi_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,PJMW,Naturalgas,1097.1,0,.,0,1.35294e+07
PJMW_oh_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,PJMW,Naturalgas,11172.6,0,.,0,1.24391e+08
PJMW_oh_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,PJMW,Naturalgas,28.6,0,.,0,471671
PJMW_pa_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,PJMW,Naturalgas,2957.4,0,.,0,3.16848e+07
PJMW_pa_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,PJMW,Naturalgas,560.5,0,.,0,9.24377e+06
PJMW_va_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,PJMW,Naturalgas,1472.2,0,.,0,1.81552e+07
PJMW_in_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,174,0,.,0,1.90199e+06
PJMW_in_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,9.4,0,.,0,126073
PJMW_in_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,84,0,.,0,1.12661e+06
PJMW_ky_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,567,0,.,0,5.19826e+06
PJMW_ky_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,989,0,.,0,9.06715e+06
PJMW_ky_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,950,0,.,0,8.7096e+06
PJMW_oh_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,5950.2,0,.,0,5.49675e+07
PJMW_oh_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,0,0,.,0,0
PJMW_oh_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,275.7,0,.,0,3.69769e+06
PJMW_pa_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,275.7,0,.,0,3.69769e+06
PJMW_pa_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,829.7,0,.,0,7.60669e+06
PJMW_pa_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,8.9,0,.,0,119367
PJMW_va_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,285,0,.,0,3.11534e+06
PJMW_va_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,0,0,.,0,0
PJMW_va_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,15,0,.,0,201180
PJMW_wv_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,342,0,.,0,3.13546e+06
PJMW_wv_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,339.5,0,.,0,3.11254e+06
PJMW_wv_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,516,0,.,0,4.73069e+06
PJMW_mi_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,PJMW,Naturalgas,6,0,.,0,144000
PJMW_oh_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,PJMW,Naturalgas,32.2,0,.,0,772800
PJMW_pa_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,PJMW,Naturalgas,52.3,0,.,0,1.2552e+06
PJMW_in_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,PJMW,Naturalgas,7.1,0,.,0,364251
PJMW_ky_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,PJMW,Naturalgas,0,0,.,0,0
PJMW_oh_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,PJMW,Naturalgas,32.8,0,.,0,1.68274e+06
PJMW_pa_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,PJMW,Naturalgas,7.1,0,.,0,364251
PJMW_va_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,PJMW,Naturalgas,23.1,0,.,0,1.1851e+06
PJMW_wv_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,PJMW,Naturalgas,0,0,.,0,0
RMRG_co_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,RMRG,Naturalgas,1512.5,0,.,0,2.49442e+07
RMRG_co_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,RMRG,Naturalgas,1955,0,.,0,1.91336e+07
RMRG_wy_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,RMRG,Naturalgas,94,0,.,0,1.55025e+06
RMRG_co_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,RMRG,Naturalgas,2569.4,0,.,0,2.57446e+07
RMRG_co_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,RMRG,Naturalgas,377.8,0,.,0,4.81895e+06
RMRG_sd_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,RMRG,Naturalgas,100,0,.,0,1.0931e+06
RMRG_sd_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,RMRG,Naturalgas,38,0,.,0,509656
RMRG_wy_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,RMRG,Naturalgas,110.6,0,.,0,1.20897e+06
RMRG_wy_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,RMRG,Naturalgas,165,0,.,0,2.21298e+06
RMRG_co_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,RMRG,Naturalgas,238,0,.,0,5.712e+06
RMRG_wy_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,RMRG,Naturalgas,9.2,0,.,0,220800
RMRG_co_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,RMRG,Naturalgas,350,0,.,0,1.7956e+07
RMRG_wy_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,RMRG,Naturalgas,247,0,.,0,1.26718e+07
SPPC_ks_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPC,Naturalgas,297,0,.,0,4.89812e+06
SPPC_mo_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPC,Naturalgas,1576,0,.,0,1.75216e+07
SPPC_ks_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPC,Naturalgas,1831.9,0,.,0,1.80863e+07
SPPC_ks_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SPPC,Naturalgas,135.6,0,.,0,1.81867e+06
SPPC_ks_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,SPPC,Naturalgas,349.2,0,.,0,4.68347e+06
SPPC_mo_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPC,Naturalgas,279.2,0,.,0,3.12637e+06
SPPC_mo_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SPPC,Naturalgas,137,0,.,0,1.83744e+06
SPPC_mo_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,SPPC,Naturalgas,1249.6,0,.,0,1.25519e+07
SPPC_ok_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPC,Naturalgas,338,0,.,0,3.09878e+06
SPPC_ks_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPC,Naturalgas,398.8,0,.,0,9.5712e+06
SPPC_mo_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPC,Naturalgas,26,0,.,0,624000
SPPC_ne_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPC,Naturalgas,8,0,.,0,192000
SPPC_ks_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPC,Naturalgas,5.7,0,.,0,292427
SPPC_mo_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPC,Naturalgas,99.4,0,.,0,5.09952e+06
SPPN_ne_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPN,Naturalgas,124.6,0,.,0,2.0549e+06
SPPN_ne_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SPPN,Naturalgas,220,0,.,0,3.62824e+06
SPPN_sd_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPN,Naturalgas,300,0,.,0,4.9476e+06
SPPN_ia_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPN,Naturalgas,140.1,0,.,0,1.53143e+06
SPPN_mt_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPN,Naturalgas,95,0,.,0,1.27414e+06
SPPN_nd_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPN,Naturalgas,405,0,.,0,4.42706e+06
SPPN_ne_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPN,Naturalgas,901.7,0,.,0,9.37128e+06
SPPN_sd_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPN,Naturalgas,532.5,0,.,0,5.96962e+06
SPPN_ks_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPN,Naturalgas,8.8,0,.,0,211200
SPPN_nd_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPN,Naturalgas,106.8,0,.,0,2.5632e+06
SPPN_ne_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPN,Naturalgas,87.7,0,.,0,2.1048e+06
SPPN_sd_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPN,Naturalgas,63.9,0,.,0,1.5336e+06
SPPN_ne_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPN,Naturalgas,223.7,0,.,0,1.14765e+07
SPPN_sd_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPN,Naturalgas,7.5,0,.,0,384772
SPPS_ar_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPS,Naturalgas,110,0,.,0,1.81412e+06
SPPS_la_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPS,Naturalgas,534,0,.,0,5.22626e+06
SPPS_nm_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPS,Naturalgas,634,0,.,0,6.20496e+06
SPPS_ok_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPS,Naturalgas,6728.4,0,.,0,8.48492e+07
SPPS_tx_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPS,Naturalgas,1521.2,0,.,0,2.12359e+07
SPPS_ar_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPS,Naturalgas,218.2,0,.,0,2.54691e+06
SPPS_ar_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SPPS,Naturalgas,336,0,.,0,3.08045e+06
SPPS_ar_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,SPPS,Naturalgas,13.6,0,.,0,182403
SPPS_ks_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPS,Naturalgas,0,0,.,0,0
SPPS_nm_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPS,Naturalgas,276.2,0,.,0,3.21812e+06
SPPS_ok_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPS,Naturalgas,1339.9,0,.,0,1.449e+07
SPPS_tx_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPS,Naturalgas,1770.1,0,.,0,1.68964e+07
SPPS_ar_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPS,Naturalgas,18,0,.,0,432000
SPPS_ks_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPS,Naturalgas,101.4,0,.,0,2.4336e+06
SPPS_mo_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPS,Naturalgas,42.2,0,.,0,1.0128e+06
SPPS_nm_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPS,Naturalgas,46.5,0,.,0,1.116e+06
SPPS_ok_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPS,Naturalgas,67.2,0,.,0,1.6128e+06
SPPS_tx_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPS,Naturalgas,170.4,0,.,0,4.0896e+06
SPPS_la_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPS,Naturalgas,110,0,.,0,5.64333e+06
SPPS_nm_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPS,Naturalgas,295,0,.,0,1.51344e+07
SPPS_ok_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPS,Naturalgas,2594.7,0,.,0,8.30718e+07
SPPS_tx_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPS,Naturalgas,1447.5,0,.,0,7.42611e+07
SRCA_nc_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRCA,Naturalgas,3793,0,.,0,3.71221e+07
SRCA_nc_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRCA,Naturalgas,2519,0,.,0,3.19587e+07
SRCA_sc_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRCA,Naturalgas,454,0,.,0,7.48737e+06
SRCA_sc_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRCA,Naturalgas,2907.2,0,.,0,2.84528e+07
SRCA_nc_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRCA,Naturalgas,6981.8,0,.,0,6.48723e+07
SRCA_nc_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRCA,Naturalgas,30,0,.,0,402360
SRCA_sc_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRCA,Naturalgas,482.8,0,.,0,5.78293e+06
SRCA_sc_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRCA,Naturalgas,2503.1,0,.,0,2.3197e+07
SRCA_nc_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRCA,Naturalgas,29.7,0,.,0,1.5237e+06
SRCA_sc_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRCA,Naturalgas,536,0,.,0,2.74984e+07
SRCE_al_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,895,0,.,0,8.75936e+06
SRCE_al_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,809,0,.,0,7.91768e+06
SRCE_ky_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,683,0,.,0,6.68452e+06
SRCE_ky_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,1160,0,.,0,1.43051e+07
SRCE_ms_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,4415,0,.,0,4.32096e+07
SRCE_ms_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,883.5,0,.,0,8.64681e+06
SRCE_tn_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,1555,0,.,0,1.52188e+07
SRCE_tn_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,1114.1,0,.,0,1.37391e+07
SRCE_al_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,0,0,.,0,0
SRCE_ky_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,175,0,.,0,1.91292e+06
SRCE_ky_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,2944.4,0,.,0,2.72129e+07
SRCE_ky_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,28.5,0,.,0,382242
SRCE_ms_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,374.4,0,.,0,3.4325e+06
SRCE_tn_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,360,0,.,0,3.30048e+06
SRCE_tn_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,3739.2,0,.,0,3.4281e+07
SRCE_tn_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,95,0,.,0,1.27414e+06
SRCE_tn_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SRCE,Naturalgas,3.2,0,.,0,76800
SRCE_tn_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRCE,Naturalgas,63.8,0,.,0,3.27313e+06
SRSE_al_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,758.4,0,.,0,1.25075e+07
SRSE_al_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,9344.2,0,.,0,1.05011e+08
SRSE_fl_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,619.7,0,.,0,6.065e+06
SRSE_fl_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,247.9,0,.,0,4.08837e+06
SRSE_ga_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,8286.8,0,.,0,9.81117e+07
SRSE_ga_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,330,0,.,0,5.44236e+06
SRSE_ms_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,840,0,.,0,8.22108e+06
SRSE_ms_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,1132.4,0,.,0,1.39648e+07
SRSE_al_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,2324,0,.,0,2.13064e+07
SRSE_al_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,267.6,0,.,0,3.34095e+06
SRSE_fl_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,1028.2,0,.,0,9.60284e+06
SRSE_fl_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,13.8,0,.,0,185086
SRSE_ga_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,385.4,0,.,0,4.68271e+06
SRSE_ga_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,8432.6,0,.,0,7.80227e+07
SRSE_ms_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,80,0,.,0,874480
SRSE_ms_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,0,0,.,0,0
SRSE_fl_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SRSE,Naturalgas,13.7,0,.,0,328800
SRSE_ga_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SRSE,Naturalgas,7,0,.,0,168000
SRSE_al_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRSE,Naturalgas,10.9,0,.,0,559203
SRSE_fl_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRSE,Naturalgas,0,0,.,0,0
SRSE_ga_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRSE,Naturalgas,789.7,0,.,0,2.61604e+07
SRSE_ms_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRSE,Naturalgas,0,0,.,0,0
SRSG_az_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,349.4,0,.,0,5.7623e+06
SRSG_az_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,10363.6,0,.,0,1.1052e+08
SRSG_ca_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,73,0,.,0,1.20392e+06
SRSG_ca_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,145,0,.,0,2.39134e+06
SRSG_nm_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,937.4,0,.,0,1.13628e+07
SRSG_nm_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,40,0,.,0,659680
SRSG_tx_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,233,0,.,0,2.28037e+06
SRSG_tx_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,272,0,.,0,2.66206e+06
SRSG_az_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,2184.7,0,.,0,2.20018e+07
SRSG_az_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,348,0,.,0,3.19046e+06
SRSG_ca_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,39.5,0,.,0,529774
SRSG_ca_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,112,0,.,0,1.50214e+06
SRSG_nm_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,332.6,0,.,0,3.63565e+06
SRSG_nm_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,237.2,0,.,0,3.18133e+06
SRSG_tx_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,65,0,.,0,871780
SRSG_tx_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,617.2,0,.,0,6.13395e+06
