load_zone,period,timepoint_label,Coal,Uranium,Naturalgas,Distillate,Hydrogen,Waste_biomass,Fuel,Electricity,Heat,Solar,Water,Wind,Batteries,Conventional Hydroelectric,Geothermal,Hydroelectric Pumped Storage,Offshore Wind Turbine,Onshore Wind Turbine,Small Hydroelectric,Solar Photovoltaic,distributed_generation,curtail_Electricity,curtail_Heat,curtail_Solar,curtail_Water,curtail_Wind,UnservedLoad,ZoneTotalCentralDispatch,ZoneTotalDistributedDispatch,TXPowerNet,zone_demand_mw,StorageNetCharge,spinning_reserve_provision,spinning_reserve_requirement,marginal_cost,peak_day
BASN,2023,202300,0.0,0,7962.299999999999,0.0,0,28.633200000000002,0,0.0,461.9395,0.0,202.11840000000004,505.00377619150606,0.0,0.0,461.9395,0,0,505.00377619150606,202.11840000000004,0.0,0.0,935.8,0.0,0.0,2489.5999999999995,0.0,0.0,9159.994876191506,0,1125.005123808494,10285,0.0,0.0,0.0,146.60339118663964,peak
BASN,2023,202300,0.0,0,6907.458276559377,0.0,0,28.633200000000002,0,0.0,461.9395,0.0,202.11840000000004,434.4434852207038,0.0,0.0,461.9395,0,0,434.4434852207038,202.11840000000004,0.0,0.0,935.8,0.0,0.0,2489.5999999999995,5.684341886080802e-14,0.0,8034.592861780082,0,1613.4071382199213,9648,0.0,0.0,0.0,145.9789330088989,typical
BASN,2023,202300,0.0,0,4852.236660145978,0.0,0,28.633200000000002,0,0.0,461.9395,0.0,202.11840000000004,376.60740492626815,0.0,0.0,461.9395,0,0,376.60740492626815,202.11840000000004,0.0,0.0,935.8,0.0,0.0,2489.5999999999995,5.684341886080802e-14,0.0,5921.535165072247,0,3315.464834927754,9237,0.0,0.0,0.0,145.37280079385727,peak
BASN,2023,202300,0.0,0,2207.6,0.0,0,28.633200000000002,0,0.0,461.9395,0.0,2392.050079534614,431.56602619101454,0.0,2189.931679534614,461.9395,0,0,431.56602619101454,202.11840000000004,0.0,0.0,935.8,0.0,0.0,299.6683204653855,-5.684341886080802e-14,0.0,5521.788805725629,0,3418.2111942743722,8940,0.0,0.0,0.0,145.32539468296167,typical
BASN,2023,202300,0.0,0,2207.6,0.0,0,28.633200000000002,0,0.0,461.9395,0.0,959.726276169038,422.78923799547783,0.0,757.6078761690379,461.9395,0,0,422.78923799547783,202.11840000000004,0.0,0.0,935.8,0.0,0.0,1731.9921238309616,0.0,0.0,4080.688214164515,0,4755.3117858354835,8836,0.0,0.0,0.0,139.9305849025911,peak
BASN,2023,202300,0.0,0,2207.6,0.0,0,28.633200000000002,0,0.0,461.9395,0.0,202.11840000000004,290.27193565965393,0.0,0.0,461.9395,0,0,290.27193565965393,202.11840000000004,0.0,0.0,935.8,0.0,0.0,2489.5999999999995,0.0,0.0,3190.5630356596535,0,5672.436964340346,8863,0.0,0.0,0.0,139.79822891370296,typical
BASN,2023,202300,0.0,0,2918.8706031957204,0.0,0,28.633200000000002,0,0.0,461.9395,0.0,202.11840000000004,298.5676875275265,0.0,0.0,461.9395,0,0,298.5676875275265,202.11840000000004,0.0,0.0,935.8,0.0,0.0,2489.5999999999995,0.0,0.0,3910.1293907232466,0,5077.870609276752,8988,0.0,0.0,0.0,143.2999172004852,peak
BASN,2023,202300,0.0,0,6898.969059947225,0.0,0,28.633200000000002,0,0.0,461.9395,0.0,202.11840000000004,241.06841802497036,0.0,0.0,461.9395,0,0,241.06841802497036,202.11840000000004,0.0,0.0,935.8,0.0,0.0,2489.5999999999995,0.0,0.0,7832.728577972196,0,1560.271422027805,9393,0.0,0.0,0.0,142.73627681171448,typical
BASN,2023,202300,0.0,0,7962.299999999999,0.0,0,28.633200000000002,0,0.0,461.9395,73.874,578.7662561788206,268.49038360450254,0.0,376.64785617882063,461.9395,0,0,268.49038360450254,202.11840000000004,0.0,73.874,935.8,0.0,0.0,2112.9521438211787,-5.684341886080802e-14,0.0,9374.003339783323,0,796.9966602166775,10171,0.0,0.0,0.0,144.103092542944,peak
BASN,2023,202300,0.0,0,7560.218930646388,0.0,0,28.633200000000002,0,0.0,461.9395,406.23006569754534,202.11840000000004,272.5434923014156,0.0,0.0,461.9395,0,0,272.5434923014156,202.11840000000004,23.97506569754535,382.255,935.8,0.0,0.0,2489.5999999999995,0.0,0.0,8931.683588645348,0,1980.3164113546518,10912,0.0,0.0,0.0,142.1801051314316,typical
BASN,2023,202300,0.0,0,2562.933832272613,0.0,0,28.633200000000002,0,0.0,461.9395,3122.5264336764067,202.11840000000004,186.1662102482304,0.0,0.0,461.9395,0,0,186.1662102482304,202.11840000000004,2633.755433676407,488.77099999999996,935.8,0.0,0.0,2489.5999999999995,0.0,0.0,6564.31757619725,0,4465.68242380275,11030,0.0,0.0,0.0,141.8349782913745,peak
