load_zone,timestamp,UnservedLoad,ZoneTotalCentralDispatch,ZoneTotalDistributedDispatch,TXPowerNet,zone_demand_mw,StorageNetCharge
BASN,202300,0,9159.99,0,1125.01,10285,0
BASN,202300,0,8034.59,0,1613.41,9648,0
BASN,202300,0,5921.54,0,3315.46,9237,0
BASN,202300,0,5521.79,0,3418.21,8940,0
BASN,202300,0,4080.69,0,4755.31,8836,0
BASN,202300,0,3190.56,0,5672.44,8863,0
BASN,202300,0,3910.13,0,5077.87,8988,0
BASN,202300,0,7832.73,0,1560.27,9393,0
BASN,202300,0,9374,0,796.997,10171,0
BASN,202300,0,8931.68,0,1980.32,10912,0
BASN,202300,0,6564.32,0,4465.68,11030,0
BASN,202300,0,6364.32,0,4465.68,10830,0
BASN,202300,0,6547.14,0,4175.86,10723,0
BASN,202300,0,6973.75,0,3654.25,10628,0
BASN,202300,0,7171.83,0,3273.17,10445,0
BASN,202300,0,7091.13,0,3191.87,10283,0
BASN,202300,0,6204.4,0,3962.6,10167,0
BASN,202300,0,6542.79,0,3529.21,10072,0
BASN,202300,0,10134.9,0,35.0575,10170,0
BASN,202300,0,9603.17,0,1220.83,10824,0
BASN,202300,0,9562.31,0,1860.69,11423,0
BASN,202300,0,8798.59,0,2557.41,11356,0
BASN,202300,0,9571.6,0,1609.4,11181,0
BASN,202300,0,8841.68,0,2034.32,10876,0
BASN,202301,0,7775.14,0,2405.86,10181,0
BASN,202301,0,6447.17,0,3201.83,9649,0
BASN,202301,0,5970.33,0,3292.67,9263,0
BASN,202301,0,4520.32,0,4465.68,8986,0
BASN,202301,0,3409.3,0,5516.7,8926,0
BASN,202301,0,4807.25,0,4101.75,8909,0
BASN,202301,0,6347.08,0,2742.92,9090,0
BASN,202301,0,9514,0,0,9514,0
BASN,202301,0,10828.5,0,-510.537,10318,0
BASN,202301,0,11156,0,0,11156,0
BASN,202301,0,6763.32,0,4465.68,11229,0
BASN,202301,0,6599.32,0,4465.68,11065,0
BASN,202301,0,6487.69,0,4457.31,10945,0
BASN,202301,0,7072.72,0,3706.28,10779,0
BASN,202301,0,6838.71,0,3696.29,10535,0
BASN,202301,0,7551.65,0,2824.35,10376,0
BASN,202301,0,6384.91,0,3831.09,10216,0
BASN,202301,0,5671.32,0,4465.68,10137,0
BASN,202301,0,6888.92,0,3309.08,10198,0
BASN,202301,0,8956.05,0,1772.53,10568,160.574
BASN,202301,0,9013.46,0,2321.54,11335,0
BASN,202301,0,10561.4,0,848.574,11410,0
BASN,202301,0,8965.08,0,2258.92,11224,0
BASN,202301,0,8864.44,0,2080.56,10945,0
BASN,202302,0,10258.1,0,-279.089,9979,0
BASN,202302,0,9712.47,0,-203.471,9509,0
BASN,202302,0,7905.18,0,1181.82,9087,0
BASN,202302,0,4575.72,0,4296.28,8872,0
BASN,202302,0,2999.52,0,5802.48,8802,0
BASN,202302,0,2968.36,0,5861.64,8830,0
BASN,202302,0,5452.02,0,3503.98,8956,0
BASN,202302,0,9583.12,0,-286.117,9297,0
BASN,202302,0,9838.39,0,290.606,10129,0
BASN,202302,0,8538.07,0,2324.93,10863,0
BASN,202302,0,7699.79,0,3244.21,10944,0
BASN,202302,0,7157.82,0,3774.18,10932,0
BASN,202302,0,8199.79,0,2635.21,10835,0
BASN,202302,0,8368.53,0,2379.47,10748,0
BASN,202302,0,8160.16,0,2409.84,10570,0
BASN,202302,0,7703.97,0,2760.03,10464,0
BASN,202302,0,7807.35,0,2580.65,10388,0
BASN,202302,0,9029.52,0,1299.48,10329,0
BASN,202302,0,9475.82,0,903.182,10379,0
BASN,202302,0,10901.5,0,-255.457,10646,0
BASN,202302,0,10753.4,0,556.57,11310,0
BASN,202302,0,9802.49,0,1644.51,11447,0
BASN,202302,0,10601.6,0,683.399,11285,0
BASN,202302,0,11454.5,0,-476.49,10978,0
BASN,202303,0,10595.2,0,152.835,10748,0
BASN,202303,0,10190.8,0,-36.7913,10154,0
BASN,202303,0,8717.28,0,1015.72,9733,0
BASN,202303,0,4769.63,0,4743.37,9513,0
BASN,202303,0,5484.97,0,3950.03,9435,0
BASN,202303,0,5465.02,0,3989.98,9455,0
BASN,202303,0,8734.28,0,840.724,9575,0
BASN,202303,0,10384.7,0,-438.662,9946,0
BASN,202303,0,10794.2,0,-58.2388,10736,0
BASN,202303,0,11430.5,0,10.528,11441,0
BASN,202303,0,7942.76,0,3497.24,11440,0
BASN,202303,0,8478.27,0,2777.73,11256,0
BASN,202303,0,7971.84,0,3106.16,11078,0
BASN,202303,0,7436.77,0,3475.23,10912,0
BASN,202303,0,7730.67,0,3041.33,10772,0
BASN,202303,0,7891.27,0,2692.73,10584,0
BASN,202303,0,7391,0,3063,10454,0
BASN,202303,0,7055.71,0,3310.29,10366,0
BASN,202303,0,6506.42,0,3923.58,10430,0
BASN,202303,0,10604.3,0,18.7418,10623,0
BASN,202303,0,9712.85,0,1574.15,11287,0
BASN,202303,0,9710.38,0,1772.62,11483,0
BASN,202303,0,9671.66,0,1641.34,11313,0
BASN,202303,0,9991.76,0,994.24,10986,0
BASN,202304,0,6449.13,0,2895.87,9345,0
BASN,202304,0,5300.92,0,3548.08,8849,0
BASN,202304,0,3817.52,0,4621.48,8439,0
BASN,202304,0,3682.98,0,4558.02,8241,0
BASN,202304,0,3746.32,0,4465.68,8212,0
BASN,202304,0,3776.64,0,4474.36,8251,0
BASN,202304,0,4010.57,0,4414.43,8425,0
BASN,202304,0,4351.32,0,4465.68,8817,0
BASN,202304,0,6198.42,0,3396.58,9595,0
BASN,202304,0,5504.7,0,4664.3,10169,0
BASN,202304,0,6346.86,0,3936.14,10283,0
BASN,202304,0,7127.3,0,3063.7,10191,0
BASN,202304,0,7651.77,0,2520.23,10172,0
BASN,202304,0,7802.78,0,2320.22,10123,0
BASN,202304,0,7684.78,0,2329.22,10014,0
BASN,202304,0,7783.6,0,2177.4,9961,0
BASN,202304,0,7964.45,0,1871.55,9836,0
BASN,202304,0,7071.47,0,3684.33,9820,935.8
BASN,202304,0,7450.53,0,3339.27,9854,935.8
BASN,202304,0,11372.9,0,-461.101,9976,935.8
BASN,202304,0,9819.17,0,606.831,10426,0
BASN,202304,0,9704.94,0,1104.06,10809,0
BASN,202304,0,9738.8,0,1835,10638,935.8
BASN,202304,0,9773.52,0,1453.28,10291,935.8
BASN,202305,0,10026.8,0,-154.832,9872,0
BASN,202305,0,6928.78,0,2375.22,9304,0
BASN,202305,0,4407.32,0,4465.68,8873,0
BASN,202305,0,4263.65,0,4344.35,8608,0
BASN,202305,0,4386.04,0,4115.96,8502,0
BASN,202305,0,3205.05,0,5311.95,8517,0
BASN,202305,0,5852.34,0,2835.66,8688,0
BASN,202305,0,5522.05,0,3690.95,9213,0
BASN,202305,0,5506.32,0,4465.68,9972,0
BASN,202305,0,6153.05,0,4303.95,10457,0
BASN,202305,0,8013.81,0,2398.19,10412,0
BASN,202305,0,6665.17,0,3748.83,10414,0
BASN,202305,0,6910.55,0,3499.45,10410,0
BASN,202305,0,7535.03,0,2809.97,10345,0
BASN,202305,0,7549.02,0,2735.98,10285,0
BASN,202305,0,7542.43,0,2701.57,10244,0
BASN,202305,0,7194.65,0,2964.35,10159,0
BASN,202305,0,8057.73,0,2762.72,10098,722.445
BASN,202305,0,8024.27,0,3004.53,10093,935.8
BASN,202305,0,12711.9,0,-2024.99,10125,561.871
BASN,202305,0,9906.4,0,564.619,10239,232.017
BASN,202305,0,9996.39,0,1313.41,10374,935.8
BASN,202305,0,10555,0,0,10555,0
BASN,202305,0,9339.44,0,1102.95,10228,214.392
BASN,202306,0,7132.76,0,2199.24,9332,0
BASN,202306,0,4878.93,0,4062.07,8941,0
BASN,202306,0,4364.04,0,4182.96,8547,0
BASN,202306,0,4268.59,0,4096.41,8365,0
BASN,202306,0,4589.83,0,3707.17,8297,0
BASN,202306,0,5442.86,0,2930.14,8373,0
BASN,202306,0,5566.57,0,3041.43,8608,0
BASN,202306,0,5903.61,0,3238.39,9142,0
BASN,202306,0,6803.7,0,3060.3,9864,0
BASN,202306,0,6679.66,0,3644.34,10324,0
BASN,202306,0,6961.91,0,3323.09,10285,0
BASN,202306,0,8524.73,0,1801.27,10326,0
BASN,202306,0,9006.6,0,1277.4,10284,0
BASN,202306,0,9138.35,0,1025.65,10164,0
BASN,202306,0,9335.7,0,710.304,10046,0
BASN,202306,0,9535.05,0,325.948,9861,0
BASN,202306,0,8994.14,0,751.858,9746,0
BASN,202306,0,7899.78,0,2617.02,9581,935.8
BASN,202306,0,9182.6,0,1056.84,9517,722.445
BASN,202306,0,11509.2,0,-1994.22,9515,0
BASN,202306,0,10085.9,0,406.909,9557,935.8
BASN,202306,0,9734.54,0,186.483,9780,141.024
BASN,202306,0,10063,0,0,10063,0
BASN,202306,0,10764.5,0,-850.512,9914,0
BASN,202307,0,6907.77,0,1883.23,8791,0
BASN,202307,0,6565.78,0,1809.22,8375,0
BASN,202307,0,5830.44,0,2177.56,8008,0
BASN,202307,0,3616.73,0,4200.27,7817,0
BASN,202307,0,3838.73,0,3876.27,7715,0
BASN,202307,0,4664.51,0,3078.49,7743,0
BASN,202307,0,4973.78,0,3000.22,7974,0
BASN,202307,0,6393.81,0,2070.19,8464,0
BASN,202307,0,7128.36,0,2013.64,9142,0
BASN,202307,0,6797.21,0,2708.79,9506,0
BASN,202307,0,6760.44,0,2859.56,9620,0
BASN,202307,0,8602.85,0,1151.15,9754,0
BASN,202307,0,8868.82,0,946.18,9815,0
BASN,202307,0,8909.63,0,973.368,9883,0
BASN,202307,0,8967.7,0,939.304,9907,0
BASN,202307,0,9107.97,0,780.03,9888,0
BASN,202307,0,9264.27,0,698.73,9963,0
BASN,202307,0,7451.23,0,2539.77,9991,0
BASN,202307,0,8513.93,0,1498.07,10012,0
BASN,202307,0,12872.8,0,-1886.03,10051,935.8
BASN,202307,0,10972.8,0,0,10037,935.8
BASN,202307,0,10781.1,0,288.684,10134,935.8
BASN,202307,0,10278.9,0,62.1393,10341,0
BASN,202307,0,10479.2,0,0,10115,364.221
BASN,202308,0,11306.4,0,434.551,11741,0
BASN,202308,0,9461.05,0,1342.95,10804,0
BASN,202308,0,8267.75,0,1794.25,10062,0
BASN,202308,0,4517.67,0,5042.33,9560,0
BASN,202308,0,5184.23,0,4068.77,9253,0
BASN,202308,0,4228.63,0,4794.37,9023,0
BASN,202308,0,4509.47,0,4508.53,9018,0
BASN,202308,0,4794.53,0,4489.47,9284,0
BASN,202308,0,6363.98,0,3375.02,9739,0
BASN,202308,0,5766.32,0,4465.68,10232,0
BASN,202308,0,7349.3,0,3427.7,10777,0
BASN,202308,0,8584.97,0,2672.03,11257,0
BASN,202308,0,9066.95,0,2695.05,11762,0
BASN,202308,0,9058.32,0,3244.68,12303,0
BASN,202308,0,9353.01,0,3373.99,12727,0
BASN,202308,0,10414.9,0,2636.14,13051,0
BASN,202308,0,11706.6,0,1736.38,13443,0
BASN,202308,0,11890.4,0,1912.62,13803,0
BASN,202308,0,15732.2,0,-1781.2,13951,0
BASN,202308,0,14305.9,0,-192.867,14113,0
BASN,202308,0,13208.9,0,779.078,13988,0
BASN,202308,0,11527.8,0,2113.16,13641,0
BASN,202308,0,11413.1,0,1931.89,13345,0
BASN,202308,0,12140.9,0,888.108,13029,0
BASN,202309,0,9443.69,0,894.311,10338,0
BASN,202309,0,7616.33,0,1977.67,9594,0
BASN,202309,0,6882.79,0,2077.21,8960,0
BASN,202309,0,4619.34,0,3877.66,8497,0
BASN,202309,0,3255.87,0,5000.13,8256,0
BASN,202309,0,3711.32,0,4465.68,8177,0
BASN,202309,0,3269.69,0,4981.31,8251,0
BASN,202309,0,4109.32,0,4465.68,8575,0
BASN,202309,0,5812.02,0,3221.98,9034,0
BASN,202309,0,6102.71,0,3410.29,9513,0
BASN,202309,0,8044.73,0,1937.27,9982,0
BASN,202309,0,8541.39,0,1820.61,10362,0
BASN,202309,0,9033.96,0,1716.04,10750,0
BASN,202309,0,9281.34,0,1816.66,11098,0
BASN,202309,0,9524.34,0,1870.66,11395,0
BASN,202309,0,8252.91,0,3487.09,11740,0
BASN,202309,0,9849.6,0,2174.4,12024,0
BASN,202309,0,10138.5,0,2213.5,12352,0
BASN,202309,0,12570,0,0,12570,0
BASN,202309,0,13148.2,0,-533.249,12615,0
BASN,202309,0,11259.8,0,1366.17,12626,0
BASN,202309,0,9902.5,0,2742.92,12315,330.421
BASN,202309,0,9252.08,0,2742.92,11995,0
BASN,202309,0,9282.2,0,2581.8,11864,0
BASN,202310,0,10375.1,0,2487.95,12863,0
BASN,202310,0,10316.6,0,1539.4,11856,0
BASN,202310,0,10304,0,677.959,10982,0
BASN,202310,0,7942,0,2407,10349,0
BASN,202310,0,5119.61,0,4820.39,9940,0
BASN,202310,0,4640.65,0,5047.35,9688,0
BASN,202310,0,5560.58,0,4047.42,9608,0
BASN,202310,0,6455.62,0,3321.38,9777,0
BASN,202310,0,7854.31,0,2221.69,10076,0
BASN,202310,0,8984.65,0,1596.35,10581,0
BASN,202310,0,9836.7,0,1380.3,11217,0
BASN,202310,0,10377.1,0,1437.92,11815,0
BASN,202310,0,10601.1,0,1758.86,12360,0
BASN,202310,0,12075.6,0,854.401,12930,0
BASN,202310,0,12887.9,0,510.055,13398,0
BASN,202310,0,13634.7,0,186.296,13821,0
BASN,202310,0,14979.1,0,-747.115,14232,0
BASN,202310,0,15529.4,0,-936.433,14593,0
BASN,202310,0,15377.6,0,-489.576,14888,0
BASN,202310,0,14205,0,799.014,15004,0
BASN,202310,0,12709.2,0,2706.24,14925,490.429
BASN,202310,0,11364.7,0,3094.31,14459,0
BASN,202310,0,10669.5,0,3325.52,13995,0
BASN,202310,0,10658.3,0,3019.68,13678,0
BASN,202311,0,11770.2,0,2426.82,14197,0
BASN,202311,0,11577.9,0,1521.1,13099,0
BASN,202311,0,11532.6,0,595.378,12128,0
BASN,202311,0,11483.9,0,-36.9284,11447,0
BASN,202311,0,9887.21,0,1004.79,10892,0
BASN,202311,0,8565.38,0,1970.62,10536,0
BASN,202311,0,8352.2,0,2030.8,10383,0
BASN,202311,0,10564.3,0,-109.323,10455,0
BASN,202311,0,8908.1,0,1776.9,10685,0
BASN,202311,0,11540.4,0,-286.448,11254,0
BASN,202311,0,13045.2,0,-912.228,12133,0
BASN,202311,0,13680.4,0,-736.423,12944,0
BASN,202311,0,16731.8,0,-3010.83,13721,0
BASN,202311,0,16628.6,0,-2305.56,14323,0
BASN,202311,0,16481.5,0,-1676.5,14805,0
BASN,202311,0,16595,0,-1262.04,15333,0
BASN,202311,0,16346.6,0,-627.64,15719,0
BASN,202311,0,15954.1,0,62.9409,16017,0
BASN,202311,0,15220.3,0,1120.7,16341,0
BASN,202311,0,14018.1,0,2391.89,16410,0
BASN,202311,0,13376.8,0,2826.2,16203,0
BASN,202311,0,11232,0,4405.97,15638,0
BASN,202311,0,11310.2,0,3669.77,14980,0
BASN,202311,0,11441.1,0,3034.93,14476,0
BASN,202312,0,11459.8,0,2826.2,14286,0
BASN,202312,0,11262.9,0,1896.07,13159,0
BASN,202312,0,11608.3,0,553.734,12162,0
BASN,202312,0,10872.2,0,503.782,11376,0
BASN,202312,0,9537.88,0,1241.12,10779,0
BASN,202312,0,10409.7,0,4.29157,10414,0
BASN,202312,0,10788.9,0,-488.948,10300,0
BASN,202312,0,11887.1,0,-1423.11,10464,0
BASN,202312,0,11668.1,0,-855.114,10813,0
BASN,202312,0,10608.5,0,811.474,11420,0
BASN,202312,0,9943.55,0,2388.45,12332,0
BASN,202312,0,14322.8,0,-1004.76,13318,0
BASN,202312,0,15860.9,0,-1628.86,14232,0
BASN,202312,0,16372.1,0,-1106.15,15266,0
BASN,202312,0,17028,0,-981.029,16047,0
BASN,202312,0,16378.4,0,425.58,16804,0
BASN,202312,0,16841,0,496.985,17338,0
BASN,202312,0,17353.1,0,463.853,17817,0
BASN,202312,0,16708.4,0,1410.64,18119,0
BASN,202312,0,15518.8,0,2826.2,18345,0
BASN,202312,0,14734.5,0,3504.54,18239,0
BASN,202312,0,13122.7,0,4566.29,17689,0
BASN,202312,0,12398.6,0,4493.41,16892,0
BASN,202312,0,12841.9,0,3472.1,16314,0
BASN,202313,0,10908.8,0,2826.2,13735,0
BASN,202313,0,10636.5,0,1907.52,12544,0
BASN,202313,0,10820.9,0,773.065,11594,0
BASN,202313,0,10123.9,0,759.14,10883,0
BASN,202313,0,9350.06,0,978.94,10329,0
BASN,202313,0,9085.17,0,921.826,10007,0
BASN,202313,0,9851.27,0,21.733,9873,0
BASN,202313,0,10871,0,-865.985,10005,0
BASN,202313,0,9279.71,0,1036.29,10316,0
BASN,202313,0,9064.54,0,1643.46,10708,0
BASN,202313,0,12024.7,0,-555.661,11469,0
BASN,202313,0,12608.8,0,-283.791,12325,0
BASN,202313,0,14320.1,0,-1057.05,13263,0
BASN,202313,0,15408.5,0,-1286.5,14122,0
BASN,202313,0,16318.9,0,-1396.91,14922,0
BASN,202313,0,17805.6,0,-2205.64,15600,0
BASN,202313,0,16037.5,0,73.5098,16111,0
BASN,202313,0,15140.4,0,1454.63,16595,0
BASN,202313,0,16709.4,0,227.622,16937,0
BASN,202313,0,14046.2,0,2956.75,17003,0
BASN,202313,0,12438.1,0,4395.9,16834,0
BASN,202313,0,11562.2,0,4686.84,16249,0
BASN,202313,0,12357.6,0,3180.39,15538,0
BASN,202313,0,12007.8,0,2826.2,14834,0
BASN,202314,0,10451.8,0,2826.2,13278,0
BASN,202314,0,10173.1,0,2066.88,12240,0
BASN,202314,0,9129.23,0,2205.77,11335,0
BASN,202314,0,9084.26,0,1583.74,10668,0
BASN,202314,0,7446.08,0,2742.92,10189,0
BASN,202314,0,7156.08,0,2742.92,9899,0
BASN,202314,0,7344.4,0,2465.6,9810,0
BASN,202314,0,7271.08,0,2742.92,10014,0
BASN,202314,0,8633.59,0,1696.41,10330,0
BASN,202314,0,9008.22,0,1725.78,10734,0
BASN,202314,0,10017.5,0,1526.52,11544,0
BASN,202314,0,11905.2,0,421.782,12327,0
BASN,202314,0,12928.3,0,176.683,13105,0
BASN,202314,0,14806.4,0,-1053.36,13753,0
BASN,202314,0,15790.1,0,-1437.09,14353,0
BASN,202314,0,15310.6,0,-308.583,15002,0
BASN,202314,0,15661.4,0,-35.3589,15626,0
BASN,202314,0,16223.7,0,-125.746,16098,0
BASN,202314,0,13661.8,0,2826.2,16488,0
BASN,202314,0,13832.8,0,2826.2,16659,0
BASN,202314,0,13660.8,0,2826.2,16487,0
BASN,202314,0,13073.8,0,2826.2,15900,0
BASN,202314,0,11855.1,0,3422.88,15278,0
BASN,202314,0,11785.8,0,2826.2,14612,0
BASN,202315,0,10198.6,0,2613.38,12812,0
BASN,202315,0,11275.3,0,537.701,11813,0
BASN,202315,0,10996.5,0,50.4791,11047,0
BASN,202315,0,10200.6,0,279.381,10480,0
BASN,202315,0,8766.55,0,1309.45,10076,0
BASN,202315,0,8731.25,0,1102.75,9834,0
BASN,202315,0,10103.2,0,-294.178,9809,0
BASN,202315,0,10259.3,0,-134.299,10125,0
BASN,202315,0,12677.7,0,-2092.71,10585,0
BASN,202315,0,14031.6,0,-3127.61,10904,0
BASN,202315,0,12150,0,-787.975,11362,0
BASN,202315,0,11336.7,0,718.307,12055,0
BASN,202315,0,12567.7,0,135.34,12703,0
BASN,202315,0,16162.9,0,-2774.93,13388,0
BASN,202315,0,16245.6,0,-2262.55,13983,0
BASN,202315,0,15827.6,0,-1316.61,14511,0
BASN,202315,0,15739.6,0,-819.581,14920,0
BASN,202315,0,15720.3,0,-736.303,14984,0
BASN,202315,0,14800.1,0,128.871,14929,0
BASN,202315,0,12275,0,2457.02,14732,0
BASN,202315,0,11517.8,0,2826.2,14344,0
BASN,202315,0,11073.8,0,2826.2,13900,0
BASN,202315,0,10682.3,0,2992.71,13675,0
BASN,202315,0,10306.8,0,2826.2,13133,0
BASN,202316,0,9700.8,0,2826.2,12527,0
BASN,202316,0,9808.02,0,1751.98,11560,0
BASN,202316,0,9835.57,0,946.433,10782,0
BASN,202316,0,8928.28,0,1256.72,10185,0
BASN,202316,0,7080.08,0,2742.92,9823,0
BASN,202316,0,6805.08,0,2742.92,9548,0
BASN,202316,0,9522,0,0,9522,0
BASN,202316,0,9810.73,0,-38.7271,9772,0
BASN,202316,0,10223,0,0,10223,0
BASN,202316,0,11233.8,0,-664.837,10569,0
BASN,202316,0,8476.28,0,2529.72,11006,0
BASN,202316,0,9691.58,0,1779.42,11471,0
BASN,202316,0,11280.2,0,841.843,12122,0
BASN,202316,0,12686.6,0,40.365,12727,0
BASN,202316,0,13309,0,0,13309,0
BASN,202316,0,13879.7,0,-40.6569,13839,0
BASN,202316,0,14797.6,0,-480.576,14317,0
BASN,202316,0,13729.4,0,967.578,14697,0
BASN,202316,0,13097.3,0,1698.67,14796,0
BASN,202316,0,11734.8,0,2826.2,14561,0
BASN,202316,0,11412.8,0,2826.2,14239,0
BASN,202316,0,10184.6,0,3714.4,13899,0
BASN,202316,0,10239.6,0,3472.41,13712,0
BASN,202316,0,10203.8,0,2826.2,13030,0
BASN,202317,0,10237.5,0,1418.49,11656,0
BASN,202317,0,9728.6,0,1175.4,10904,0
BASN,202317,0,9632.31,0,573.69,10206,0
BASN,202317,0,6322.57,0,3322.43,9645,0
BASN,202317,0,5234.81,0,4068.19,9303,0
BASN,202317,0,6871.75,0,2234.25,9106,0
BASN,202317,0,6110.09,0,2978.91,9089,0
BASN,202317,0,9545.52,0,-122.52,9423,0
BASN,202317,0,11854.8,0,-1889.75,9965,0
BASN,202317,0,7712.76,0,2573.24,10286,0
BASN,202317,0,7789.33,0,2807.67,10597,0
BASN,202317,0,9285.56,0,1722.44,11008,0
BASN,202317,0,9427.62,0,1934.38,11362,0
BASN,202317,0,9546.18,0,2225.82,11772,0
BASN,202317,0,12028.1,0,98.9285,12127,0
BASN,202317,0,11896.3,0,355.69,12252,0
BASN,202317,0,13147.7,0,-944.713,12203,0
BASN,202317,0,15208.6,0,-3242.62,11966,0
BASN,202317,0,12567,0,-684.975,11882,0
BASN,202317,0,11686.7,0,124.269,11811,0
BASN,202317,0,9177.47,0,2564.53,11742,0
BASN,202317,0,9739.71,0,1911.29,11651,0
BASN,202317,0,9770.6,0,1827.4,11598,0
BASN,202317,0,9701.26,0,1462.74,11164,0
BASN,202318,0,9085.83,0,1682.17,10768,0
BASN,202318,0,9400.09,0,625.914,10026,0
BASN,202318,0,8840.12,0,552.878,9393,0
BASN,202318,0,5513.47,0,3406.53,8920,0
BASN,202318,0,3309.32,0,5375.68,8685,0
BASN,202318,0,4267.75,0,4268.25,8536,0
BASN,202318,0,4940.29,0,3628.71,8569,0
BASN,202318,0,8928.37,0,21.6324,8950,0
BASN,202318,0,6608.53,0,2926.47,9535,0
BASN,202318,0,5984.92,0,3938.08,9923,0
BASN,202318,0,7566.95,0,2457.05,10024,0
BASN,202318,0,6854.48,0,3497.52,10352,0
BASN,202318,0,8096.48,0,2458.52,10555,0
BASN,202318,0,8465.14,0,2366.86,10832,0
BASN,202318,0,9112.94,0,1974.06,11087,0
BASN,202318,0,8435.45,0,2860.55,11296,0
BASN,202318,0,9034.54,0,2511.46,11546,0
BASN,202318,0,12798.9,0,-1003.88,11795,0
BASN,202318,0,10807.9,0,1131.07,11939,0
BASN,202318,0,9483.99,0,2553.01,12037,0
BASN,202318,0,9906.27,0,2097.73,12004,0
BASN,202318,0,9479.08,0,2742.92,11971,251.001
BASN,202318,0,9503.14,0,2272.86,11776,0
BASN,202318,0,8886.78,0,2338.22,11225,0
BASN,202319,0,7108.38,0,2441.62,9550,0
BASN,202319,0,6233.12,0,2732.88,8966,0
BASN,202319,0,3871.6,0,4630.4,8502,0
BASN,202319,0,3671.32,0,4465.68,8137,0
BASN,202319,0,3517.32,0,4465.68,7983,0
BASN,202319,0,3470.32,0,4465.68,7936,0
BASN,202319,0,3584.5,0,4472.5,8057,0
BASN,202319,0,4044.8,0,4403.2,8448,0
BASN,202319,0,4581.32,0,4465.68,9047,0
BASN,202319,0,5074.32,0,4465.68,9540,0
BASN,202319,0,5963.75,0,3633.25,9597,0
BASN,202319,0,7119.54,0,2635.46,9755,0
BASN,202319,0,7381.23,0,2506.77,9888,0
BASN,202319,0,7498.98,0,2450.02,9949,0
BASN,202319,0,7892.54,0,2117.46,10010,0
BASN,202319,0,8129.03,0,2012.97,10142,0
BASN,202319,0,7727.31,0,2474.69,10202,0
BASN,202319,0,7898.79,0,2385.21,10284,0
BASN,202319,0,11094,0,-690.961,10403,0
BASN,202319,0,9149.37,0,1346.63,10496,0
BASN,202319,0,9317.07,0,1261.93,10579,0
BASN,202319,0,9366.96,0,1174.04,10541,0
BASN,202319,0,9416.69,0,1820.11,10301,935.8
BASN,202319,0,9521.54,0,1280.26,9866,935.8
BASN,202320,0,9403.24,0,374.758,9778,0
BASN,202320,0,7857.26,0,1317.74,9175,0
BASN,202320,0,7391.99,0,1362.01,8754,0
BASN,202320,0,4503.14,0,3944.86,8448,0
BASN,202320,0,3878.54,0,4453.46,8332,0
BASN,202320,0,3502.98,0,4775.02,8278,0
BASN,202320,0,4826.78,0,3553.22,8380,0
BASN,202320,0,8680,0,0,8680,0
BASN,202320,0,9373,0,0,9373,0
BASN,202320,0,5665.23,0,4231.77,9897,0
BASN,202320,0,5624.32,0,4465.68,10090,0
BASN,202320,0,6011.87,0,4088.13,10100,0
BASN,202320,0,6483.17,0,3616.83,10100,0
BASN,202320,0,6676.94,0,3493.06,10170,0
BASN,202320,0,7155.8,0,2958.2,10114,0
BASN,202320,0,6950.13,0,3119.87,10070,0
BASN,202320,0,6206.21,0,3823.79,10030,0
BASN,202320,0,6246.03,0,3728.97,9975,0
BASN,202320,0,9620.92,0,477.079,10098,0
BASN,202320,0,9293.43,0,1273.57,10567,0
BASN,202320,0,9179.91,0,1753.09,10933,0
BASN,202320,0,9197.48,0,1553.52,10751,0
BASN,202320,0,9723.04,0,811.962,10535,0
BASN,202320,0,9181.88,0,1165.95,10204,143.832
BASN,202321,0,9958.02,0,403.975,10362,0
BASN,202321,0,8716.05,0,1060.95,9777,0
BASN,202321,0,7617.52,0,1684.48,9302,0
BASN,202321,0,4242.45,0,4785.55,9028,0
BASN,202321,0,3671.2,0,5238.8,8910,0
BASN,202321,0,3088.57,0,5806.43,8895,0
BASN,202321,0,5517.81,0,3477.19,8995,0
BASN,202321,0,9455.59,0,-106.591,9349,0
BASN,202321,0,9544.47,0,557.534,10102,0
BASN,202321,0,9164.52,0,1536.48,10701,0
BASN,202321,0,6331.31,0,4434.69,10766,0
BASN,202321,0,6180.32,0,4465.68,10646,0
BASN,202321,0,6095.32,0,4465.68,10561,0
BASN,202321,0,6102.32,0,4465.68,10568,0
BASN,202321,0,6056.32,0,4465.68,10522,0
BASN,202321,0,5975.32,0,4465.68,10441,0
BASN,202321,0,5960.32,0,4465.68,10426,0
BASN,202321,0,7452.62,0,2985.38,10438,0
BASN,202321,0,9474.54,0,1162.46,10637,0
BASN,202321,0,9021.43,0,2232.57,11254,0
BASN,202321,0,8995.55,0,2630.45,11626,0
BASN,202321,0,8996.69,0,2407.31,11404,0
BASN,202321,0,9133.93,0,1989.07,11123,0
BASN,202321,0,11204.4,0,-436.375,10768,0
BASN,202322,0,9488.93,0,1120.07,10609,0
BASN,202322,0,6440.3,0,3499.7,9940,0
BASN,202322,0,4960.32,0,4465.68,9426,0
BASN,202322,0,3602.31,0,5505.69,9108,0
BASN,202322,0,3491.65,0,5476.35,8968,0
BASN,202322,0,3419.61,0,5534.39,8954,0
BASN,202322,0,4064.65,0,4969.35,9034,0
BASN,202322,0,7955.05,0,1412.95,9368,0
BASN,202322,0,9790.23,0,382.766,10173,0
BASN,202322,0,9113.92,0,1797.08,10911,0
