load_zone,timestamp,UnservedLoad,ZoneTotalCentralDispatch,ZoneTotalDistributedDispatch,TXPowerNet,zone_demand_mw,StorageNetCharge
NYCW,202320,0,6746.42,0,2776.88,9504,19.3
NYCW,202320,0,6914.1,0,2453.2,9348,19.3
NYCW,202320,0,6086.42,0,2776.88,8844,19.3
NYCW,202320,0,4998.21,0,3446.79,8445,0
NYCW,202320,0,4441.21,0,3446.79,7888,0
NYCW,202321,0,4422.4,0,3397.6,7820,0
NYCW,202321,0,4422.4,0,2862.6,7285,0
NYCW,202321,0,4212.12,0,2776.88,6989,0
NYCW,202321,0,4056.12,0,2776.88,6833,0
NYCW,202321,0,4001.12,0,2776.88,6778,0
NYCW,202321,0,4145.12,0,2776.88,6922,0
NYCW,202321,0,4623.61,0,2876.39,7500,0
NYCW,202321,0,4895.21,0,3446.79,8342,0
NYCW,202321,0,5451.21,0,3446.79,8898,0
NYCW,202321,0,5527.21,0,3446.79,8974,0
NYCW,202321,0,5643.21,0,3446.79,9090,0
NYCW,202321,0,5599.21,0,3446.79,9046,0
NYCW,202321,0,5569.21,0,3446.79,9016,0
NYCW,202321,0,5499.21,0,3446.79,8946,0
NYCW,202321,0,5493.21,0,3446.79,8940,0
NYCW,202321,0,5507.51,0,3446.79,8935,19.3
NYCW,202321,0,5670.51,0,3446.79,9098,19.3
NYCW,202321,0,6914.1,0,2713.9,9628,0
NYCW,202321,0,6914.1,0,3351.9,10266,0
NYCW,202321,0,6914.1,0,3402.03,10299,17.1339
NYCW,202321,0,6914.1,0,3233.9,10148,0
NYCW,202321,0,6763.12,0,2776.88,9540,0
NYCW,202321,0,5575.21,0,3446.79,9022,0
NYCW,202321,0,4995.21,0,3446.79,8442,0
NYCW,202322,0,4422.4,0,2936.6,7359,0
NYCW,202322,0,4076.12,0,2776.88,6853,0
NYCW,202322,0,3734.12,0,2776.88,6511,0
NYCW,202322,0,3580.12,0,2776.88,6357,0
NYCW,202322,0,3546.12,0,2776.88,6323,0
NYCW,202322,0,3659.12,0,2776.88,6436,0
NYCW,202322,0,4563.33,0,2433.67,6997,0
NYCW,202322,0,4440.18,0,3358.82,7799,0
NYCW,202322,0,5063.21,0,3446.79,8510,0
NYCW,202322,0,5265.21,0,3446.79,8712,0
NYCW,202322,0,5408.21,0,3446.79,8855,0
NYCW,202322,0,5419.21,0,3446.79,8866,0
NYCW,202322,0,5416.21,0,3446.79,8863,0
NYCW,202322,0,5344.21,0,3446.79,8791,0
NYCW,202322,0,5338.21,0,3446.79,8785,0
NYCW,202322,0,5356.21,0,3446.79,8803,0
NYCW,202322,0,5515.21,0,3446.79,8962,0
NYCW,202322,0,6776.12,0,2776.88,9553,0
NYCW,202322,0,6914.1,0,3175.52,10072,17.6227
NYCW,202322,0,6914.1,0,3155.2,10050,19.3
NYCW,202322,0,6914.1,0,2978.9,9893,0
NYCW,202322,0,6569.12,0,2776.88,9346,0
NYCW,202322,0,5412.21,0,3446.79,8859,0
NYCW,202322,0,4766.21,0,3446.79,8213,0
NYCW,202323,0,4930.21,0,3446.79,8377,0
NYCW,202323,0,4422.4,0,3366.6,7789,0
NYCW,202323,0,4437.28,0,2963.72,7401,0
NYCW,202323,0,4422.12,0,2776.88,7199,0
NYCW,202323,0,4329.12,0,2776.88,7106,0
NYCW,202323,0,4390.12,0,2776.88,7167,0
NYCW,202323,0,4424.95,0,3213.05,7638,0
NYCW,202323,0,4799.21,0,3446.79,8246,0
NYCW,202323,0,5241.21,0,3446.79,8688,0
NYCW,202323,0,5537.21,0,3446.79,8984,0
NYCW,202323,0,5869.21,0,3446.79,9316,0
NYCW,202323,0,6031.21,0,3446.79,9478,0
NYCW,202323,0,6133.21,0,3446.79,9580,0
NYCW,202323,0,6051.21,0,3446.79,9498,0
NYCW,202323,0,6026.92,0,3446.79,9472,1.71474
NYCW,202323,0,6050.83,0,3446.79,9487,10.6178
NYCW,202323,0,6195.51,0,3446.79,9623,19.3
NYCW,202323,0,6914.1,0,3251.9,10166,0
NYCW,202323,0,7335.21,0,3446.79,10782,0
NYCW,202323,0,7329.21,0,3446.79,10776,0
NYCW,202323,0,7147.21,0,3446.79,10594,0
NYCW,202323,0,6914.1,0,3020.9,9935,0
NYCW,202323,0,6019.21,0,3446.79,9466,0
NYCW,202323,0,5470.21,0,3446.79,8917,0
NYUP,202300,0,12039.8,0,-4886.8,7153,0
NYUP,202300,0,11063.8,0,-4301.77,6762,0
NYUP,202300,0,10533.1,0,-4006.14,6527,0
NYUP,202300,0,10697.5,0,-4303.52,6394,0
NYUP,202300,0,11227.8,0,-4886.8,6341,0
NYUP,202300,0,11346.8,0,-4886.8,6460,0
NYUP,202300,0,11799.8,0,-4886.8,6913,0
NYUP,202300,0,12706.8,0,-4886.8,7820,0
NYUP,202300,0,13447.8,0,-4886.8,8561,0
NYUP,202300,0,13680.8,0,-4886.8,8794,0
NYUP,202300,0,13813.8,0,-4886.8,8927,0
NYUP,202300,0,13900.8,0,-4886.8,9014,0
NYUP,202300,0,13961.8,0,-4886.8,9075,0
NYUP,202300,0,13950.8,0,-4886.8,9064,0
NYUP,202300,0,13963.8,0,-4886.8,9077,0
NYUP,202300,0,13992.8,0,-4886.8,9106,0
NYUP,202300,0,14117.8,0,-4886.8,9231,0
NYUP,202300,0,14494.8,0,-4886.8,9608,0
NYUP,202300,0,15223.8,0,-4886.8,10337,0
NYUP,202300,0,15226.8,0,-4886.8,10340,0
NYUP,202300,0,15133.8,0,-4886.8,10247,0
NYUP,202300,0,14634.8,0,-4886.8,9748,0
NYUP,202300,0,14205.8,0,-4886.8,9319,0
NYUP,202300,0,13685.8,0,-4886.8,8799,0
NYUP,202301,0,10922.5,0,-4003.47,6919,0
NYUP,202301,0,10217.5,0,-3694.55,6523,0
NYUP,202301,0,9992.55,0,-3694.55,6298,0
NYUP,202301,0,9881.55,0,-3694.55,6187,0
NYUP,202301,0,11047.8,0,-4886.8,6161,0
NYUP,202301,0,11162.8,0,-4886.8,6276,0
NYUP,202301,0,11632.8,0,-4886.8,6746,0
NYUP,202301,0,12569.8,0,-4886.8,7683,0
NYUP,202301,0,13127.8,0,-4886.8,8241,0
NYUP,202301,0,13343.8,0,-4886.8,8457,0
NYUP,202301,0,13410.8,0,-4886.8,8524,0
NYUP,202301,0,13433.8,0,-4886.8,8547,0
NYUP,202301,0,13459.8,0,-4886.8,8573,0
NYUP,202301,0,13392.8,0,-4886.8,8506,0
NYUP,202301,0,13324.8,0,-4886.8,8438,0
NYUP,202301,0,13263.8,0,-4886.8,8377,0
NYUP,202301,0,13267.8,0,-4886.8,8381,0
NYUP,202301,0,13469.8,0,-4886.8,8583,0
NYUP,202301,0,14007.8,0,-4886.8,9121,0
NYUP,202301,0,14259.8,0,-4886.8,9373,0
NYUP,202301,0,14091.8,0,-4886.8,9205,0
NYUP,202301,0,13826.8,0,-4886.8,8770,170
NYUP,202301,0,13204.8,0,-4886.8,8318,0
NYUP,202301,0,12657.8,0,-4886.8,7771,0
NYUP,202302,0,12390.8,0,-4886.8,7504,0
NYUP,202302,0,11968.8,0,-4886.8,7082,0
NYUP,202302,0,11720.8,0,-4886.8,6834,0
NYUP,202302,0,11587.8,0,-4886.8,6701,0
NYUP,202302,0,11542.8,0,-4886.8,6656,0
NYUP,202302,0,11624.8,0,-4886.8,6738,0
NYUP,202302,0,12068.8,0,-4886.8,7182,0
NYUP,202302,0,12934.8,0,-4886.8,8048,0
NYUP,202302,0,13477.8,0,-4886.8,8591,0
NYUP,202302,0,13670.8,0,-4886.8,8784,0
NYUP,202302,0,13728.8,0,-4886.8,8842,0
NYUP,202302,0,13720.8,0,-4886.8,8834,0
NYUP,202302,0,13684.8,0,-4886.8,8798,0
NYUP,202302,0,13558.8,0,-4886.8,8672,0
NYUP,202302,0,13450.8,0,-4886.8,8564,0
NYUP,202302,0,13346.8,0,-4886.8,8460,0
NYUP,202302,0,13493.8,0,-4886.8,8437,170
NYUP,202302,0,13611.8,0,-4886.8,8555,170
NYUP,202302,0,13993.8,0,-4886.8,8937,170
NYUP,202302,0,14285.8,0,-4886.8,9399,0
NYUP,202302,0,14343.8,0,-4886.8,9287,170
NYUP,202302,0,13699.8,0,-4886.8,8813,0
NYUP,202302,0,13317.8,0,-4886.8,8431,0
NYUP,202302,0,12780.8,0,-4886.8,7894,0
NYUP,202303,0,10725.5,0,-3694.55,7031,0
NYUP,202303,0,10290.5,0,-3694.55,6596,0
NYUP,202303,0,10046.5,0,-3694.55,6352,0
NYUP,202303,0,9908.55,0,-3694.55,6214,0
NYUP,202303,0,10251.2,0,-4071.17,6180,0
NYUP,202303,0,11144.8,0,-4886.8,6258,0
NYUP,202303,0,11539.8,0,-4886.8,6653,0
NYUP,202303,0,12345.8,0,-4886.8,7459,0
NYUP,202303,0,12949.8,0,-4886.8,8063,0
NYUP,202303,0,13230.8,0,-4886.8,8344,0
NYUP,202303,0,13318.8,0,-4886.8,8432,0
NYUP,202303,0,13372.8,0,-4886.8,8486,0
NYUP,202303,0,13398.8,0,-4886.8,8512,0
NYUP,202303,0,13380.8,0,-4886.8,8494,0
NYUP,202303,0,13408.8,0,-4886.8,8522,0
NYUP,202303,0,13383.8,0,-4886.8,8497,0
NYUP,202303,0,13412.8,0,-4886.8,8526,0
NYUP,202303,0,13607.8,0,-4886.8,8721,0
NYUP,202303,0,13876.8,0,-4886.8,8990,0
NYUP,202303,0,14200.8,0,-4886.8,9144,170
NYUP,202303,0,13876.8,0,-4886.8,8990,0
NYUP,202303,0,13608.8,0,-4886.8,8552,170
NYUP,202303,0,13015.8,0,-4886.8,8129,0
NYUP,202303,0,12466.8,0,-4886.8,7580,0
NYUP,202304,0,10647.5,0,-3694.55,6953,0
NYUP,202304,0,10314.5,0,-3694.55,6620,0
NYUP,202304,0,10114.6,0,-3694.55,6420,0
NYUP,202304,0,10008.5,0,-3694.55,6314,0
NYUP,202304,0,10758,0,-4466.02,6292,0
NYUP,202304,0,11305.8,0,-4886.8,6419,0
NYUP,202304,0,11786.8,0,-4886.8,6900,0
NYUP,202304,0,12586.8,0,-4886.8,7700,0
NYUP,202304,0,13121.8,0,-4886.8,8235,0
NYUP,202304,0,13387.8,0,-4886.8,8501,0
NYUP,202304,0,13497.8,0,-4886.8,8611,0
NYUP,202304,0,13523.8,0,-4886.8,8637,0
NYUP,202304,0,13486.8,0,-4886.8,8600,0
NYUP,202304,0,13426.8,0,-4886.8,8540,0
NYUP,202304,0,13456.2,0,-4886.8,8482,87.3757
NYUP,202304,0,13426.8,0,-4886.8,8414,125.974
NYUP,202304,0,13473.8,0,-4886.8,8417,170
NYUP,202304,0,13593.8,0,-4886.8,8537,170
NYUP,202304,0,13811.8,0,-4886.8,8755,170
NYUP,202304,0,14324.8,0,-4886.8,9312,125.974
NYUP,202304,0,14407.8,0,-4886.8,9351,170
NYUP,202304,0,13803.8,0,-4886.8,8917,0
NYUP,202304,0,13381.8,0,-4886.8,8495,0
NYUP,202304,0,12904.8,0,-4886.8,8018,0
NYUP,202305,0,9447.39,0,-3568.39,5879,0
NYUP,202305,0,8216.71,0,-2600.71,5616,0
NYUP,202305,0,7475.22,0,-2009.22,5466,0
NYUP,202305,0,7270.45,0,-1858.45,5412,0
NYUP,202305,0,7361.44,0,-1913.44,5448,0
NYUP,202305,0,7647.1,0,-1901.1,5746,0
NYUP,202305,0,10233.5,0,-3694.55,6539,0
NYUP,202305,0,10877.5,0,-3694.55,7183,0
NYUP,202305,0,11095.6,0,-3694.55,7401,0
NYUP,202305,0,11251.5,0,-3694.55,7557,0
NYUP,202305,0,11328.5,0,-3694.55,7634,0
NYUP,202305,0,12217.5,0,-4574.47,7643,0
NYUP,202305,0,11485.1,0,-3853.08,7632,0
NYUP,202305,0,11317.6,0,-3694.55,7623,0
NYUP,202305,0,11721.8,0,-4143.82,7578,0
NYUP,202305,0,12394.8,0,-4886.8,7508,0
NYUP,202305,0,12410.8,0,-4886.8,7524,0
NYUP,202305,0,12421.8,0,-4886.8,7535,0
NYUP,202305,0,12344.8,0,-4886.8,7458,0
NYUP,202305,0,12630.8,0,-4886.8,7744,0
NYUP,202305,0,12674.8,0,-4886.8,7788,0
NYUP,202305,0,12274.8,0,-4886.8,7388,0
NYUP,202305,0,11784.8,0,-4886.8,6898,0
NYUP,202305,0,10015.5,0,-3694.55,6321,0
NYUP,202306,0,9598.65,0,-3651.65,5947,0
NYUP,202306,0,8333.71,0,-2600.71,5733,0
NYUP,202306,0,7910.68,0,-2314.68,5596,0
NYUP,202306,0,6894.65,0,-1341.65,5553,0
NYUP,202306,0,7066.3,0,-1418.3,5648,0
NYUP,202306,0,7538.22,0,-1519.22,6019,0
NYUP,202306,0,10502.5,0,-3694.55,6808,0
NYUP,202306,0,11090.5,0,-3694.55,7396,0
NYUP,202306,0,11358.5,0,-3694.55,7664,0
NYUP,202306,0,11530.5,0,-3694.55,7836,0
NYUP,202306,0,11601.5,0,-3694.55,7907,0
NYUP,202306,0,11925.4,0,-4024.39,7901,0
NYUP,202306,0,11525.5,0,-3694.55,7831,0
NYUP,202306,0,11468.5,0,-3694.55,7774,0
NYUP,202306,0,11370.5,0,-3694.55,7676,0
NYUP,202306,0,12447.7,0,-4863.67,7584,0
NYUP,202306,0,12603.8,0,-4886.8,7591,125.974
NYUP,202306,0,12601.8,0,-4886.8,7589,125.974
NYUP,202306,0,12552.8,0,-4886.8,7540,125.974
NYUP,202306,0,12802.8,0,-4886.8,7746,170
NYUP,202306,0,13051.8,0,-4886.8,8039,125.974
NYUP,202306,0,12522.8,0,-4886.8,7636,0
NYUP,202306,0,11999.8,0,-4886.8,7113,0
NYUP,202306,0,10226.5,0,-3694.55,6532,0
NYUP,202307,0,8267.71,0,-2600.71,5667,0
NYUP,202307,0,7882.19,0,-2404.19,5478,0
NYUP,202307,0,7257.54,0,-1891.54,5366,0
NYUP,202307,0,7043.92,0,-1720.92,5323,0
NYUP,202307,0,7028.46,0,-1644.46,5384,0
NYUP,202307,0,6244.25,0,-536.249,5708,0
NYUP,202307,0,9581.67,0,-3285.67,6296,0
NYUP,202307,0,10509.5,0,-3694.55,6815,0
NYUP,202307,0,10950.5,0,-3694.55,7256,0
NYUP,202307,0,11229.5,0,-3694.55,7535,0
NYUP,202307,0,11381.5,0,-3694.55,7687,0
NYUP,202307,0,11438.5,0,-3694.55,7744,0
NYUP,202307,0,11413.5,0,-3694.55,7719,0
NYUP,202307,0,11377.5,0,-3694.55,7683,0
NYUP,202307,0,11319.6,0,-3694.55,7625,0
NYUP,202307,0,11239.5,0,-3694.55,7545,0
NYUP,202307,0,12408.8,0,-4886.8,7522,0
NYUP,202307,0,12405.8,0,-4886.8,7519,0
NYUP,202307,0,12333.8,0,-4886.8,7447,0
NYUP,202307,0,12428.8,0,-4886.8,7542,0
NYUP,202307,0,12640.8,0,-4886.8,7754,0
NYUP,202307,0,12384.8,0,-4886.8,7372,125.974
NYUP,202307,0,11754.8,0,-4886.8,6868,0
NYUP,202307,0,10020.5,0,-3694.55,6326,0
NYUP,202308,0,9601.55,0,-3694.55,5907,0
NYUP,202308,0,7713.13,0,-2092.13,5621,0
NYUP,202308,0,5976.76,0,-529.756,5447,0
NYUP,202308,0,5839.91,0,-478.911,5361,0
NYUP,202308,0,5884.03,0,-481.032,5403,0
NYUP,202308,0,6382.65,0,-683.648,5699,0
NYUP,202308,0,8656.55,0,-2364.55,6292,0
NYUP,202308,0,10727.5,0,-3694.55,7033,0
NYUP,202308,0,11253.5,0,-3694.55,7559,0
NYUP,202308,0,11597.5,0,-3705.5,7892,0
NYUP,202308,0,12855.8,0,-4735.75,8120,0
NYUP,202308,0,13148.8,0,-4886.8,8262,0
NYUP,202308,0,13231.8,0,-4886.8,8345,0
NYUP,202308,0,13313.8,0,-4886.8,8427,0
NYUP,202308,0,13395.8,0,-4886.8,8509,0
NYUP,202308,0,13344.8,0,-4886.8,8458,0
NYUP,202308,0,13334.8,0,-4886.8,8448,0
NYUP,202308,0,13224.8,0,-4886.8,8338,0
NYUP,202308,0,12951.8,0,-4886.8,8065,0
NYUP,202308,0,12749.8,0,-4886.8,7863,0
NYUP,202308,0,12824.8,0,-4886.8,7938,0
NYUP,202308,0,12718.8,0,-4886.8,7832,0
NYUP,202308,0,12133.8,0,-4886.8,7247,0
NYUP,202308,0,10256.6,0,-3694.55,6562,0
NYUP,202309,0,12545.8,0,-4886.8,7659,0
NYUP,202309,0,12066.8,0,-4769.76,7297,0
NYUP,202309,0,10751.5,0,-3694.55,7057,0
NYUP,202309,0,10609.5,0,-3694.55,6915,0
NYUP,202309,0,10616.5,0,-3694.55,6922,0
NYUP,202309,0,9794.94,0,-2625.94,7169,0
NYUP,202309,0,11291.3,0,-3513.27,7778,0
NYUP,202309,0,13627.8,0,-4886.8,8741,0
NYUP,202309,0,14514.8,0,-4886.8,9628,0
NYUP,202309,0,15287.8,0,-4886.8,10401,0
NYUP,202309,0,15865.8,0,-4886.8,10979,0
NYUP,202309,0,15831.3,0,-4459.34,11372,0
NYUP,202309,0,16227.6,0,-4621.57,11606,0
NYUP,202309,0,16212.6,0,-4697.61,11515,0
NYUP,202309,0,16085.4,0,-4661.43,11424,0
NYUP,202309,0,15539.8,0,-4164.78,11375,0
NYUP,202309,0,14937.8,0,-3556.8,11381,0
NYUP,202309,0,14667.8,0,-3556.8,11111,0
NYUP,202309,0,14315.8,0,-3556.8,10759,0
NYUP,202309,0,13971.8,0,-3556.8,10415,0
NYUP,202309,0,15077.8,0,-4886.8,10191,0
NYUP,202309,0,14666.8,0,-4886.8,9780,0
NYUP,202309,0,13299.6,0,-4234.59,9065,0
NYUP,202309,0,13146.8,0,-4886.8,8260,0
NYUP,202310,0,10011.5,0,-3694.55,6317,0
NYUP,202310,0,9485.43,0,-3473.43,6012,0
NYUP,202310,0,8117.93,0,-2311.93,5806,0
NYUP,202310,0,7344.23,0,-1641.23,5703,0
NYUP,202310,0,6459.03,0,-742.029,5717,0
NYUP,202310,0,6495.16,0,-588.158,5907,0
NYUP,202310,0,8828.55,0,-2364.55,6464,0
NYUP,202310,0,10930.9,0,-3643.85,7287,0
NYUP,202310,0,12144.4,0,-4357.43,7787,0
NYUP,202310,0,13087.8,0,-4886.8,8201,0
NYUP,202310,0,12818.4,0,-4356.43,8462,0
NYUP,202310,0,12937.1,0,-4325.11,8612,0
NYUP,202310,0,12817.2,0,-4112.21,8705,0
NYUP,202310,0,12794.3,0,-3939.29,8855,0
NYUP,202310,0,12616.9,0,-3677.95,8939,0
NYUP,202310,0,12777.9,0,-3786.88,8991,0
NYUP,202310,0,12604.3,0,-3551.28,9053,0
NYUP,202310,0,11933.1,0,-2939.14,8994,0
NYUP,202310,0,12127.2,0,-3427.16,8700,0
NYUP,202310,0,11769.5,0,-3365.5,8404,0
NYUP,202310,0,11925.5,0,-3678.53,8247,0
NYUP,202310,0,11395.7,0,-3174.74,8221,0
NYUP,202310,0,12558.8,0,-4886.8,7672,0
NYUP,202310,0,11855.8,0,-4886.8,6969,0
NYUP,202311,0,13092.8,0,-4886.8,8206,0
NYUP,202311,0,12614.8,0,-4886.8,7728,0
NYUP,202311,0,12289.8,0,-4886.8,7403,0
NYUP,202311,0,12105.8,0,-4886.8,7219,0
NYUP,202311,0,12070.8,0,-4886.8,7184,0
NYUP,202311,0,11622.6,0,-4305.62,7317,0
NYUP,202311,0,12641.8,0,-4886.8,7755,0
NYUP,202311,0,13362.8,0,-4886.8,8476,0
NYUP,202311,0,14109.8,0,-4886.8,9223,0
NYUP,202311,0,14765.8,0,-4886.8,9879,0
NYUP,202311,0,15284,0,-4764.98,10519,0
NYUP,202311,0,14817.6,0,-3659.56,11158,0
NYUP,202311,0,15165.8,0,-3556.8,11609,0
NYUP,202311,0,15620.8,0,-3556.8,12064,0
NYUP,202311,0,15992.8,0,-3556.8,12436,0
NYUP,202311,0,16202.8,0,-3556.8,12646,0
NYUP,202311,0,16329.8,0,-3556.8,12773,0
NYUP,202311,0,16190.8,0,-3556.8,12634,0
NYUP,202311,0,15789.8,0,-3556.8,12233,0
NYUP,202311,0,15260.8,0,-3556.8,11704,0
NYUP,202311,0,16201.8,0,-4886.8,11315,0
NYUP,202311,0,15969.8,0,-4886.8,11083,0
NYUP,202311,0,14342.4,0,-3830.37,10512,0
NYUP,202311,0,14347.6,0,-4549.57,9798,0
NYUP,202312,0,13319.8,0,-4886.8,8433,0
NYUP,202312,0,12769.8,0,-4886.8,7883,0
NYUP,202312,0,12418.8,0,-4886.8,7532,0
NYUP,202312,0,12203.8,0,-4886.8,7317,0
NYUP,202312,0,12152.8,0,-4886.8,7266,0
NYUP,202312,0,11754.9,0,-4361.94,7393,0
NYUP,202312,0,11842.3,0,-4095.32,7747,0
NYUP,202312,0,13381.8,0,-4886.8,8495,0
NYUP,202312,0,14003.8,0,-4886.8,9117,0
NYUP,202312,0,14463.8,0,-4886.8,9577,0
NYUP,202312,0,14903.8,0,-4886.8,10017,0
NYUP,202312,0,15210.8,0,-4886.8,10324,0
NYUP,202312,0,14922.5,0,-4366.52,10556,0
NYUP,202312,0,14333.8,0,-3556.8,10777,0
NYUP,202312,0,14543.8,0,-3556.8,10987,0
NYUP,202312,0,14674.8,0,-3556.8,11118,0
NYUP,202312,0,14783.8,0,-3556.8,11227,0
NYUP,202312,0,14695.8,0,-3556.8,11139,0
NYUP,202312,0,14319.8,0,-3556.8,10763,0
NYUP,202312,0,13873.8,0,-3556.8,10317,0
NYUP,202312,0,14830.8,0,-4886.8,9944,0
NYUP,202312,0,14692.8,0,-4886.8,9806,0
NYUP,202312,0,12816.1,0,-3577.14,9239,0
NYUP,202312,0,13372.8,0,-4886.8,8486,0
NYUP,202313,0,12829.8,0,-4886.8,7943,0
NYUP,202313,0,12400.8,0,-4886.8,7514,0
NYUP,202313,0,11370,0,-4141.01,7229,0
NYUP,202313,0,10757.5,0,-3694.55,7063,0
NYUP,202313,0,10724.5,0,-3694.55,7030,0
NYUP,202313,0,11147.6,0,-3841.64,7306,0
NYUP,202313,0,12638.8,0,-4886.8,7752,0
NYUP,202313,0,13305.8,0,-4886.8,8419,0
NYUP,202313,0,13969.8,0,-4886.8,9083,0
NYUP,202313,0,14513.8,0,-4886.8,9627,0
NYUP,202313,0,14796.8,0,-4886.8,9910,0
NYUP,202313,0,15167.8,0,-4886.8,10281,0
NYUP,202313,0,15212.5,0,-4531.51,10681,0
NYUP,202313,0,15545.4,0,-4418.38,11127,0
NYUP,202313,0,15042.8,0,-3556.8,11486,0
NYUP,202313,0,15385.8,0,-3556.8,11829,0
NYUP,202313,0,15547.8,0,-3556.8,11991,0
NYUP,202313,0,15528.8,0,-3556.8,11972,0
NYUP,202313,0,15106.8,0,-3556.8,11550,0
NYUP,202313,0,14653.8,0,-3556.8,11097,0
NYUP,202313,0,15470.8,0,-4886.8,10584,0
NYUP,202313,0,15091.8,0,-4886.8,10205,0
NYUP,202313,0,13995.7,0,-4425.72,9570,0
NYUP,202313,0,13747.8,0,-4886.8,8861,0
NYUP,202314,0,12741.8,0,-4886.8,7855,0
NYUP,202314,0,12315.8,0,-4886.8,7429,0
NYUP,202314,0,11306,0,-4178.04,7128,0
NYUP,202314,0,10636.5,0,-3694.55,6942,0
NYUP,202314,0,10611.5,0,-3694.55,6917,0
NYUP,202314,0,10855.5,0,-3694.55,7161,0
NYUP,202314,0,11625.1,0,-4025.15,7600,0
NYUP,202314,0,13280.8,0,-4886.8,8394,0
NYUP,202314,0,14109.8,0,-4886.8,9223,0
NYUP,202314,0,14853.8,0,-4886.8,9967,0
NYUP,202314,0,15490.8,0,-4886.8,10604,0
NYUP,202314,0,15676.4,0,-4591.35,11085,0
NYUP,202314,0,15748.6,0,-4350.59,11398,0
NYUP,202314,0,15662.7,0,-4060.7,11602,0
NYUP,202314,0,15255.8,0,-3556.8,11699,0
NYUP,202314,0,15612.8,0,-3556.8,12056,0
NYUP,202314,0,15684.8,0,-3556.8,12128,0
NYUP,202314,0,15507.8,0,-3556.8,11951,0
NYUP,202314,0,15197.8,0,-3556.8,11641,0
NYUP,202314,0,14752.8,0,-3556.8,11196,0
NYUP,202314,0,15894.8,0,-4886.8,11008,0
NYUP,202314,0,15701.8,0,-4886.8,10815,0
NYUP,202314,0,14340.5,0,-4181.52,10159,0
NYUP,202314,0,14282.8,0,-4886.8,9396,0
NYUP,202315,0,10730.4,0,-3876.41,6854,0
NYUP,202315,0,10176.5,0,-3694.55,6482,0
NYUP,202315,0,9670.04,0,-3436.04,6234,0
NYUP,202315,0,8572.01,0,-2467.01,6105,0
NYUP,202315,0,8184.99,0,-2079.99,6105,0
NYUP,202315,0,7385.99,0,-1029.99,6356,0
NYUP,202315,0,9163.55,0,-2364.55,6799,0
NYUP,202315,0,10282.5,0,-2885.51,7397,0
NYUP,202315,0,12098.5,0,-4056.48,8042,0
NYUP,202315,0,13380.8,0,-4886.8,8494,0
NYUP,202315,0,13718.4,0,-4826.38,8892,0
NYUP,202315,0,13407.4,0,-4231.4,9176,0
NYUP,202315,0,13815.1,0,-4440.11,9375,0
NYUP,202315,0,13185,0,-3576.05,9609,0
NYUP,202315,0,13944,0,-4113.99,9830,0
NYUP,202315,0,13537.8,0,-3556.8,9981,0
NYUP,202315,0,13618.8,0,-3556.8,10062,0
NYUP,202315,0,13537.8,0,-3556.8,9981,0
NYUP,202315,0,13163.8,0,-3556.8,9607,0
NYUP,202315,0,12923.8,0,-3556.8,9367,0
NYUP,202315,0,14287.8,0,-4886.8,9401,0
NYUP,202315,0,13262.5,0,-4251.51,9011,0
NYUP,202315,0,11995.8,0,-3556.8,8439,0
NYUP,202315,0,12395.9,0,-4573.9,7822,0
NYUP,202316,0,12928.8,0,-4886.8,8042,0
NYUP,202316,0,12563.8,0,-4886.8,7677,0
NYUP,202316,0,12301.8,0,-4886.8,7415,0
NYUP,202316,0,12161.8,0,-4886.8,7275,0
NYUP,202316,0,12183.8,0,-4886.8,7297,0
NYUP,202316,0,12508.8,0,-4886.8,7622,0
NYUP,202316,0,13212.8,0,-4886.8,8326,0
NYUP,202316,0,13884.8,0,-4886.8,8998,0
NYUP,202316,0,14474.8,0,-4886.8,9588,0
NYUP,202316,0,14873.8,0,-4886.8,9987,0
NYUP,202316,0,15193.8,0,-4886.8,10307,0
NYUP,202316,0,15403.8,0,-4886.8,10517,0
NYUP,202316,0,15413.8,0,-4886.8,10527,0
NYUP,202316,0,15449.7,0,-4838.7,10611,0
NYUP,202316,0,14737.4,0,-4102.44,10635,0
NYUP,202316,0,14249.3,0,-3587.32,10662,0
NYUP,202316,0,14335.8,0,-3556.8,10779,0
NYUP,202316,0,14352.8,0,-3556.8,10796,0
NYUP,202316,0,14027.8,0,-3556.8,10471,0
NYUP,202316,0,13821.8,0,-3556.8,10265,0
NYUP,202316,0,15138.8,0,-4886.8,10252,0
NYUP,202316,0,14616.8,0,-4886.8,9730,0
NYUP,202316,0,13552.7,0,-4559.69,8993,0
NYUP,202316,0,13146.8,0,-4886.8,8260,0
NYUP,202317,0,9717.55,0,-3694.55,6023,0
NYUP,202317,0,8320.17,0,-2577.17,5743,0
NYUP,202317,0,7360.44,0,-1802.44,5558,0
NYUP,202317,0,6845.07,0,-1367.07,5478,0
NYUP,202317,0,6826.88,0,-1313.88,5513,0
NYUP,202317,0,6271.07,0,-454.066,5817,0
NYUP,202317,0,8778.29,0,-2298.29,6480,0
NYUP,202317,0,9920.41,0,-2880.41,7040,0
NYUP,202317,0,11146.2,0,-3665.2,7481,0
NYUP,202317,0,11474.5,0,-3694.55,7780,0
NYUP,202317,0,11695.5,0,-3694.55,8001,0
NYUP,202317,0,13041.8,0,-4886.8,8155,0
NYUP,202317,0,13125.8,0,-4886.8,8239,0
NYUP,202317,0,13223.8,0,-4886.8,8337,0
