GZ_STORAGE_TYPE_TIMESERIES_1,GZ_STORAGE_TYPE_TIMESERIES_2,GZ_STORAGE_TYPE_TIMESERIES_3,GasStorageQuantity
OH,aquifer,20230803,0.0
OH,aquifer,20230831,0.0
OH,aquifer,20230906,0.0
OH,aquifer,20230912,0.0
OH,aquifer,20231005,0.0
OH,aquifer,20231020,0.0
OH,aquifer,20231129,0.0
OH,aquifer,20231121,0.0
OH,aquifer,20231228,0.0
OH,aquifer,20231218,0.0
OH,depleted field,20230103,251013108.9999999
OH,depleted field,20230130,251013108.9999999
OH,depleted field,20230213,251013108.9999999
OH,depleted field,20230216,251013108.9999999
OH,depleted field,20230306,251013108.9999999
OH,depleted field,20230315,251013108.9999999
OH,depleted field,20230403,251013108.9999999
OH,depleted field,20230410,251013108.9999999
OH,depleted field,20230530,251013108.9999999
OH,depleted field,20230517,251013108.9999999
OH,depleted field,20230630,251013108.9999999
OH,depleted field,20230615,251013108.9999999
OH,depleted field,20230727,251013108.9999999
OH,depleted field,20230710,251013108.9999999
OH,depleted field,20230803,251013108.9999999
OH,depleted field,20230831,251013108.9999999
OH,depleted field,20230906,251013108.9999999
OH,depleted field,20230912,251013108.9999999
OH,depleted field,20231005,251013108.9999999
OH,depleted field,20231020,251013108.9999999
OH,depleted field,20231129,251013108.9999999
OH,depleted field,20231121,251013108.9999999
OH,depleted field,20231228,251013108.9999999
OH,depleted field,20231218,251013108.9999999
OH,salt cavern,20230103,0.0
OH,salt cavern,20230130,0.0
OH,salt cavern,20230213,0.0
OH,salt cavern,20230216,0.0
OH,salt cavern,20230306,0.0
OH,salt cavern,20230315,0.0
OH,salt cavern,20230403,0.0
OH,salt cavern,20230410,0.0
OH,salt cavern,20230530,0.0
OH,salt cavern,20230517,0.0
OH,salt cavern,20230630,0.0
OH,salt cavern,20230615,0.0
OH,salt cavern,20230727,0.0
OH,salt cavern,20230710,0.0
OH,salt cavern,20230803,0.0
OH,salt cavern,20230831,0.0
OH,salt cavern,20230906,0.0
OH,salt cavern,20230912,0.0
OH,salt cavern,20231005,0.0
OH,salt cavern,20231020,0.0
OH,salt cavern,20231129,0.0
OH,salt cavern,20231121,0.0
OH,salt cavern,20231228,0.0
OH,salt cavern,20231218,0.0
OK,aquifer,20230103,32147.0
OK,aquifer,20230130,32147.0
OK,aquifer,20230213,32147.0
OK,aquifer,20230216,32147.0
OK,aquifer,20230306,32147.0
OK,aquifer,20230315,32147.0
OK,aquifer,20230403,32147.0
OK,aquifer,20230410,32147.0
OK,aquifer,20230530,32147.0
OK,aquifer,20230517,32147.0
OK,aquifer,20230630,32147.0
OK,aquifer,20230615,32147.0
OK,aquifer,20230727,32147.0
OK,aquifer,20230710,32147.0
OK,aquifer,20230803,32147.0
OK,aquifer,20230831,32147.0
OK,aquifer,20230906,32147.0
OK,aquifer,20230912,32147.0
OK,aquifer,20231005,32147.0
OK,aquifer,20231020,32147.0
OK,aquifer,20231129,32147.0
OK,aquifer,20231121,32147.0
OK,aquifer,20231228,32147.0
OK,aquifer,20231218,32147.0
OK,depleted field,20230103,205211929.9999996
OK,depleted field,20230130,205211929.9999996
OK,depleted field,20230213,205211929.9999996
OK,depleted field,20230216,205211929.9999996
OK,depleted field,20230306,205211929.9999996
OK,depleted field,20230315,205211929.9999996
OK,depleted field,20230403,205211929.9999996
OK,depleted field,20230410,205211929.9999996
OK,depleted field,20230530,205211929.9999996
OK,depleted field,20230517,205211929.9999996
OK,depleted field,20230630,205211929.9999996
OK,depleted field,20230615,205211929.9999996
OK,depleted field,20230727,205211929.9999996
OK,depleted field,20230710,205211929.9999996
OK,depleted field,20230803,205211929.9999996
OK,depleted field,20230831,205211929.9999996
OK,depleted field,20230906,205211929.9999996
OK,depleted field,20230912,205211929.9999996
OK,depleted field,20231005,205211929.9999996
OK,depleted field,20231020,205211929.9999996
OK,depleted field,20231129,205211929.9999996
OK,depleted field,20231121,205211929.9999996
OK,depleted field,20231228,205211929.9999996
OK,depleted field,20231218,205211929.9999996
OK,salt cavern,20230103,0.0
OK,salt cavern,20230130,0.0
OK,salt cavern,20230213,0.0
OK,salt cavern,20230216,0.0
OK,salt cavern,20230306,0.0
OK,salt cavern,20230315,0.0
OK,salt cavern,20230403,0.0
OK,salt cavern,20230410,0.0
OK,salt cavern,20230530,0.0
OK,salt cavern,20230517,0.0
OK,salt cavern,20230630,0.0
OK,salt cavern,20230615,0.0
OK,salt cavern,20230727,0.0
OK,salt cavern,20230710,0.0
OK,salt cavern,20230803,0.0
OK,salt cavern,20230831,0.0
OK,salt cavern,20230906,0.0
OK,salt cavern,20230912,0.0
OK,salt cavern,20231005,0.0
OK,salt cavern,20231020,0.0
OK,salt cavern,20231129,0.0
OK,salt cavern,20231121,0.0
OK,salt cavern,20231228,0.0
OK,salt cavern,20231218,0.0
OR,aquifer,20230103,0.0
OR,aquifer,20230130,0.0
OR,aquifer,20230213,0.0
OR,aquifer,20230216,0.0
OR,aquifer,20230306,0.0
OR,aquifer,20230315,0.0
OR,aquifer,20230403,0.0
OR,aquifer,20230410,0.0
OR,aquifer,20230530,0.0
OR,aquifer,20230517,0.0
OR,aquifer,20230630,0.0
OR,aquifer,20230615,0.0
OR,aquifer,20230727,0.0
OR,aquifer,20230710,0.0
OR,aquifer,20230803,0.0
OR,aquifer,20230831,0.0
OR,aquifer,20230906,0.0
OR,aquifer,20230912,0.0
OR,aquifer,20231005,0.0
OR,aquifer,20231020,0.0
OR,aquifer,20231129,0.0
OR,aquifer,20231121,0.0
OR,aquifer,20231228,0.0
OR,aquifer,20231218,0.0
OR,depleted field,20230103,20489040.434249286
OR,depleted field,20230130,20489040.434249286
OR,depleted field,20230213,20489040.434249286
OR,depleted field,20230216,20489040.434249286
OR,depleted field,20230306,19866335.62924252
OR,depleted field,20230315,19866335.62924252
OR,depleted field,20230403,19866335.62924252
OR,depleted field,20230410,19866335.62924252
OR,depleted field,20230530,19866335.62924252
OR,depleted field,20230517,19866335.62924252
OR,depleted field,20230630,19866335.62924252
OR,depleted field,20230615,22347350.0
OR,depleted field,20230727,22347350.0
OR,depleted field,20230710,22347350.0
OR,depleted field,20230803,22347350.0
OR,depleted field,20230831,22347350.0
OR,depleted field,20230906,22347350.0
OR,depleted field,20230912,22347350.0
OR,depleted field,20231005,22347350.0
OR,depleted field,20231020,22347350.0
OR,depleted field,20231129,22347350.0
OR,depleted field,20231121,22347350.0
OR,depleted field,20231228,22347350.0
OR,depleted field,20231218,22347350.0
OR,salt cavern,20230103,0.0
OR,salt cavern,20230130,0.0
OR,salt cavern,20230213,0.0
OR,salt cavern,20230216,0.0
OR,salt cavern,20230306,0.0
OR,salt cavern,20230315,0.0
OR,salt cavern,20230403,0.0
OR,salt cavern,20230410,0.0
OR,salt cavern,20230530,0.0
OR,salt cavern,20230517,0.0
OR,salt cavern,20230630,0.0
OR,salt cavern,20230615,0.0
OR,salt cavern,20230727,0.0
OR,salt cavern,20230710,0.0
OR,salt cavern,20230803,0.0
OR,salt cavern,20230831,0.0
OR,salt cavern,20230906,0.0
OR,salt cavern,20230912,0.0
OR,salt cavern,20231005,0.0
OR,salt cavern,20231020,0.0
OR,salt cavern,20231129,0.0
OR,salt cavern,20231121,0.0
OR,salt cavern,20231228,0.0
OR,salt cavern,20231218,0.0
PA,aquifer,20230103,972706.0
PA,aquifer,20230130,972706.0
PA,aquifer,20230213,972706.0
PA,aquifer,20230216,972706.0
PA,aquifer,20230306,972706.0
PA,aquifer,20230315,972706.0
PA,aquifer,20230403,972706.0
PA,aquifer,20230410,972706.0
PA,aquifer,20230530,972706.0
PA,aquifer,20230517,972706.0
PA,aquifer,20230630,972706.0
PA,aquifer,20230615,972706.0
PA,aquifer,20230727,972706.0
PA,aquifer,20230710,972706.0
PA,aquifer,20230803,972706.0
PA,aquifer,20230831,972706.0
PA,aquifer,20230906,972706.0
PA,aquifer,20230912,972706.0
PA,aquifer,20231005,972706.0
PA,aquifer,20231020,972706.0
PA,aquifer,20231129,972706.0
PA,aquifer,20231121,972706.0
PA,aquifer,20231228,972706.0
PA,aquifer,20231218,972706.0
PA,depleted field,20230103,441127356.00000036
PA,depleted field,20230130,441127356.00000036
PA,depleted field,20230213,441127356.00000036
PA,depleted field,20230216,441127356.00000036
PA,depleted field,20230306,441127356.00000036
PA,depleted field,20230315,441127356.00000036
PA,depleted field,20230403,441127356.00000036
PA,depleted field,20230410,441127356.00000036
PA,depleted field,20230530,441127356.00000036
PA,depleted field,20230517,441127356.00000036
PA,depleted field,20230630,441127356.00000036
PA,depleted field,20230615,441127356.00000036
PA,depleted field,20230727,441127356.00000036
PA,depleted field,20230710,441127356.00000036
PA,depleted field,20230803,441127356.00000036
PA,depleted field,20230831,441127356.00000036
PA,depleted field,20230906,441127356.00000036
PA,depleted field,20230912,441127356.00000036
PA,depleted field,20231005,441127356.00000036
PA,depleted field,20231020,441127356.00000036
PA,depleted field,20231129,441127356.00000036
PA,depleted field,20231121,441127356.00000036
PA,depleted field,20231228,441127356.00000036
PA,depleted field,20231218,441127356.00000036
PA,salt cavern,20230103,0.0
PA,salt cavern,20230130,0.0
PA,salt cavern,20230213,0.0
PA,salt cavern,20230216,0.0
PA,salt cavern,20230306,0.0
PA,salt cavern,20230315,0.0
PA,salt cavern,20230403,0.0
PA,salt cavern,20230410,0.0
PA,salt cavern,20230530,0.0
PA,salt cavern,20230517,0.0
PA,salt cavern,20230630,0.0
PA,salt cavern,20230615,0.0
PA,salt cavern,20230727,0.0
PA,salt cavern,20230710,0.0
PA,salt cavern,20230803,0.0
PA,salt cavern,20230831,0.0
PA,salt cavern,20230906,0.0
PA,salt cavern,20230912,0.0
PA,salt cavern,20231005,0.0
PA,salt cavern,20231020,0.0
PA,salt cavern,20231129,0.0
PA,salt cavern,20231121,0.0
PA,salt cavern,20231228,0.0
PA,salt cavern,20231218,0.0
RI,aquifer,20230103,0.0
RI,aquifer,20230130,0.0
RI,aquifer,20230213,0.0
RI,aquifer,20230216,0.0
RI,aquifer,20230306,0.0
RI,aquifer,20230315,0.0
RI,aquifer,20230403,0.0
RI,aquifer,20230410,0.0
RI,aquifer,20230530,0.0
RI,aquifer,20230517,0.0
RI,aquifer,20230630,0.0
RI,aquifer,20230615,0.0
RI,aquifer,20230727,0.0
RI,aquifer,20230710,0.0
RI,aquifer,20230803,0.0
RI,aquifer,20230831,0.0
RI,aquifer,20230906,0.0
RI,aquifer,20230912,0.0
RI,aquifer,20231005,0.0
RI,aquifer,20231020,0.0
RI,aquifer,20231129,0.0
RI,aquifer,20231121,0.0
RI,aquifer,20231228,0.0
RI,aquifer,20231218,0.0
RI,depleted field,20230103,0.0
RI,depleted field,20230130,0.0
RI,depleted field,20230213,0.0
RI,depleted field,20230216,0.0
RI,depleted field,20230306,0.0
RI,depleted field,20230315,0.0
RI,depleted field,20230403,0.0
RI,depleted field,20230410,0.0
RI,depleted field,20230530,0.0
RI,depleted field,20230517,0.0
RI,depleted field,20230630,0.0
RI,depleted field,20230615,0.0
RI,depleted field,20230727,0.0
RI,depleted field,20230710,0.0
RI,depleted field,20230803,0.0
RI,depleted field,20230831,0.0
RI,depleted field,20230906,0.0
RI,depleted field,20230912,0.0
RI,depleted field,20231005,0.0
RI,depleted field,20231020,0.0
RI,depleted field,20231129,0.0
RI,depleted field,20231121,0.0
RI,depleted field,20231228,0.0
RI,depleted field,20231218,0.0
RI,salt cavern,20230103,0.0
RI,salt cavern,20230130,0.0
RI,salt cavern,20230213,0.0
RI,salt cavern,20230216,0.0
RI,salt cavern,20230306,0.0
RI,salt cavern,20230315,0.0
RI,salt cavern,20230403,0.0
RI,salt cavern,20230410,0.0
RI,salt cavern,20230530,0.0
RI,salt cavern,20230517,0.0
RI,salt cavern,20230630,0.0
RI,salt cavern,20230615,0.0
RI,salt cavern,20230727,0.0
RI,salt cavern,20230710,0.0
RI,salt cavern,20230803,0.0
RI,salt cavern,20230831,0.0
RI,salt cavern,20230906,0.0
RI,salt cavern,20230912,0.0
RI,salt cavern,20231005,0.0
RI,salt cavern,20231020,0.0
RI,salt cavern,20231129,0.0
RI,salt cavern,20231121,0.0
RI,salt cavern,20231228,0.0
RI,salt cavern,20231218,0.0
SC,aquifer,20230103,0.0
SC,aquifer,20230130,0.0
SC,aquifer,20230213,0.0
SC,aquifer,20230216,0.0
SC,aquifer,20230306,0.0
SC,aquifer,20230315,0.0
SC,aquifer,20230403,0.0
SC,aquifer,20230410,0.0
SC,aquifer,20230530,0.0
SC,aquifer,20230517,0.0
SC,aquifer,20230630,0.0
SC,aquifer,20230615,0.0
SC,aquifer,20230727,0.0
SC,aquifer,20230710,0.0
SC,aquifer,20230803,0.0
SC,aquifer,20230831,0.0
SC,aquifer,20230906,0.0
SC,aquifer,20230912,0.0
SC,aquifer,20231005,0.0
SC,aquifer,20231020,0.0
SC,aquifer,20231129,0.0
SC,aquifer,20231121,0.0
SC,aquifer,20231228,0.0
SC,aquifer,20231218,0.0
SC,depleted field,20230103,0.0
SC,depleted field,20230130,0.0
SC,depleted field,20230213,0.0
SC,depleted field,20230216,0.0
SC,depleted field,20230306,0.0
SC,depleted field,20230315,0.0
SC,depleted field,20230403,0.0
SC,depleted field,20230410,0.0
SC,depleted field,20230530,0.0
SC,depleted field,20230517,0.0
SC,depleted field,20230630,0.0
SC,depleted field,20230615,0.0
SC,depleted field,20230727,0.0
SC,depleted field,20230710,0.0
SC,depleted field,20230803,0.0
SC,depleted field,20230831,0.0
SC,depleted field,20230906,0.0
SC,depleted field,20230912,0.0
SC,depleted field,20231005,0.0
SC,depleted field,20231020,0.0
SC,depleted field,20231129,0.0
SC,depleted field,20231121,0.0
SC,depleted field,20231228,0.0
SC,depleted field,20231218,0.0
SC,salt cavern,20230103,0.0
SC,salt cavern,20230130,0.0
SC,salt cavern,20230213,0.0
SC,salt cavern,20230216,0.0
SC,salt cavern,20230306,0.0
SC,salt cavern,20230315,0.0
SC,salt cavern,20230403,0.0
SC,salt cavern,20230410,0.0
SC,salt cavern,20230530,0.0
SC,salt cavern,20230517,0.0
SC,salt cavern,20230630,0.0
SC,salt cavern,20230615,0.0
SC,salt cavern,20230727,0.0
SC,salt cavern,20230710,0.0
SC,salt cavern,20230803,0.0
SC,salt cavern,20230831,0.0
SC,salt cavern,20230906,0.0
SC,salt cavern,20230912,0.0
SC,salt cavern,20231005,0.0
SC,salt cavern,20231020,0.0
SC,salt cavern,20231129,0.0
SC,salt cavern,20231121,0.0
SC,salt cavern,20231228,0.0
SC,salt cavern,20231218,0.0
SD,aquifer,20230103,0.0
SD,aquifer,20230130,0.0
SD,aquifer,20230213,0.0
SD,aquifer,20230216,0.0
SD,aquifer,20230306,0.0
SD,aquifer,20230315,0.0
SD,aquifer,20230403,0.0
SD,aquifer,20230410,0.0
SD,aquifer,20230530,0.0
SD,aquifer,20230517,0.0
SD,aquifer,20230630,0.0
SD,aquifer,20230615,0.0
SD,aquifer,20230727,0.0
SD,aquifer,20230710,0.0
SD,aquifer,20230803,0.0
SD,aquifer,20230831,0.0
SD,aquifer,20230906,0.0
SD,aquifer,20230912,0.0
SD,aquifer,20231005,0.0
SD,aquifer,20231020,0.0
SD,aquifer,20231129,0.0
SD,aquifer,20231121,0.0
SD,aquifer,20231228,0.0
SD,aquifer,20231218,0.0
SD,depleted field,20230103,0.0
SD,depleted field,20230130,0.0
SD,depleted field,20230213,0.0
SD,depleted field,20230216,0.0
SD,depleted field,20230306,0.0
SD,depleted field,20230315,0.0
SD,depleted field,20230403,0.0
SD,depleted field,20230410,0.0
SD,depleted field,20230530,0.0
SD,depleted field,20230517,0.0
SD,depleted field,20230630,0.0
SD,depleted field,20230615,0.0
SD,depleted field,20230727,0.0
SD,depleted field,20230710,0.0
SD,depleted field,20230803,0.0
SD,depleted field,20230831,0.0
SD,depleted field,20230906,0.0
SD,depleted field,20230912,0.0
SD,depleted field,20231005,0.0
SD,depleted field,20231020,0.0
SD,depleted field,20231129,0.0
SD,depleted field,20231121,0.0
SD,depleted field,20231228,0.0
SD,depleted field,20231218,0.0
SD,salt cavern,20230103,0.0
SD,salt cavern,20230130,0.0
SD,salt cavern,20230213,0.0
SD,salt cavern,20230216,0.0
SD,salt cavern,20230306,0.0
SD,salt cavern,20230315,0.0
SD,salt cavern,20230403,0.0
SD,salt cavern,20230410,0.0
SD,salt cavern,20230530,0.0
SD,salt cavern,20230517,0.0
SD,salt cavern,20230630,0.0
SD,salt cavern,20230615,0.0
SD,salt cavern,20230727,0.0
SD,salt cavern,20230710,0.0
SD,salt cavern,20230803,0.0
SD,salt cavern,20230831,0.0
SD,salt cavern,20230906,0.0
SD,salt cavern,20230912,0.0
SD,salt cavern,20231005,0.0
SD,salt cavern,20231020,0.0
SD,salt cavern,20231129,0.0
SD,salt cavern,20231121,0.0
SD,salt cavern,20231228,0.0
SD,salt cavern,20231218,0.0
TN,aquifer,20230103,0.0
TN,aquifer,20230130,0.0
TN,aquifer,20230213,0.0
TN,aquifer,20230216,0.0
TN,aquifer,20230306,0.0
TN,aquifer,20230315,0.0
TN,aquifer,20230403,0.0
TN,aquifer,20230410,0.0
TN,aquifer,20230530,0.0
TN,aquifer,20230517,0.0
TN,aquifer,20230630,0.0
TN,aquifer,20230615,0.0
TN,aquifer,20230727,0.0
TN,aquifer,20230710,0.0
TN,aquifer,20230803,0.0
TN,aquifer,20230831,0.0
TN,aquifer,20230906,0.0
TN,aquifer,20230912,0.0
TN,aquifer,20231005,0.0
TN,aquifer,20231020,0.0
TN,aquifer,20231129,0.0
TN,aquifer,20231121,0.0
TN,aquifer,20231228,0.0
TN,aquifer,20231218,0.0
TN,depleted field,20230103,0.0
TN,depleted field,20230130,0.0
TN,depleted field,20230213,0.0
TN,depleted field,20230216,0.0
TN,depleted field,20230306,1121389.8457635527
TN,depleted field,20230315,1121389.845763553
TN,depleted field,20230403,1121389.845763553
TN,depleted field,20230410,1121389.845763553
TN,depleted field,20230530,1181173.2546081133
TN,depleted field,20230517,1181173.254608113
TN,depleted field,20230630,1607416.3368841186
TN,depleted field,20230615,1607416.3368841186
TN,depleted field,20230727,1866600.0
TN,depleted field,20230710,1866600.0
TN,depleted field,20230803,1866600.0
TN,depleted field,20230831,1866600.0
TN,depleted field,20230906,1866600.0
TN,depleted field,20230912,1866600.0
TN,depleted field,20231005,1863864.3276927592
TN,depleted field,20231020,1863864.3276927592
TN,depleted field,20231129,0.0
TN,depleted field,20231121,0.0
TN,depleted field,20231228,0.0
TN,depleted field,20231218,0.0
TN,salt cavern,20230103,0.0
TN,salt cavern,20230130,0.0
TN,salt cavern,20230213,0.0
TN,salt cavern,20230216,0.0
TN,salt cavern,20230306,0.0
TN,salt cavern,20230315,0.0
TN,salt cavern,20230403,0.0
TN,salt cavern,20230410,0.0
TN,salt cavern,20230530,0.0
TN,salt cavern,20230517,0.0
TN,salt cavern,20230630,0.0
TN,salt cavern,20230615,0.0
TN,salt cavern,20230727,0.0
TN,salt cavern,20230710,0.0
TN,salt cavern,20230803,0.0
TN,salt cavern,20230831,0.0
TN,salt cavern,20230906,0.0
TN,salt cavern,20230912,0.0
TN,salt cavern,20231005,0.0
TN,salt cavern,20231020,0.0
TN,salt cavern,20231129,0.0
TN,salt cavern,20231121,0.0
TN,salt cavern,20231228,0.0
TN,salt cavern,20231218,0.0
TX,aquifer,20230103,0.0
TX,aquifer,20230130,0.0
TX,aquifer,20230213,0.0
TX,aquifer,20230216,0.0
TX,aquifer,20230306,0.0
TX,aquifer,20230315,0.0
TX,aquifer,20230403,0.0
TX,aquifer,20230410,0.0
TX,aquifer,20230530,0.0
TX,aquifer,20230517,0.0
TX,aquifer,20230630,0.0
TX,aquifer,20230615,0.0
TX,aquifer,20230727,0.0
TX,aquifer,20230710,0.0
TX,aquifer,20230803,0.0
TX,aquifer,20230831,0.0
TX,aquifer,20230906,0.0
TX,aquifer,20230912,0.0
TX,aquifer,20231005,0.0
TX,aquifer,20231020,0.0
TX,aquifer,20231129,0.0
TX,aquifer,20231121,0.0
TX,aquifer,20231228,0.0
TX,aquifer,20231218,0.0
TX,depleted field,20230103,146347310.54668537
TX,depleted field,20230130,146347310.54668537
TX,depleted field,20230213,146347310.54668537
TX,depleted field,20230216,146347310.54668537
TX,depleted field,20230306,148614372.70443165
TX,depleted field,20230315,148614372.70443165
TX,depleted field,20230403,148614372.70443165
TX,depleted field,20230410,148614372.70443165
TX,depleted field,20230530,148614372.70443165
TX,depleted field,20230517,148614372.70443165
TX,depleted field,20230630,151490512.07855237
TX,depleted field,20230615,151490512.07855237
TX,depleted field,20230727,152971063.16584378
TX,depleted field,20230710,353413945.1016241
TX,depleted field,20230803,354097414.927194
TX,depleted field,20230831,380750622.78581995
TX,depleted field,20230906,380750622.78581995
TX,depleted field,20230912,392979445.9999995
TX,depleted field,20231005,392410947.5702294
TX,depleted field,20231020,285583096.7979392
TX,depleted field,20231129,280167717.0398108
TX,depleted field,20231121,197777397.81251055
TX,depleted field,20231228,193461011.94705507
TX,depleted field,20231218,146347310.54668537
TX,salt cavern,20230103,162115213.12547302
TX,salt cavern,20230130,162115213.12547302
TX,salt cavern,20230213,162115213.12547302
TX,salt cavern,20230216,162115213.12547302
TX,salt cavern,20230306,162115213.12547302
TX,salt cavern,20230315,162115213.12547302
TX,salt cavern,20230403,162115213.12547302
TX,salt cavern,20230410,162115213.12547302
TX,salt cavern,20230530,162115213.12547302
TX,salt cavern,20230517,162115213.12547302
TX,salt cavern,20230630,162115213.12547302
TX,salt cavern,20230615,179242339.00000006
TX,salt cavern,20230727,179242339.00000006
TX,salt cavern,20230710,179242339.00000006
TX,salt cavern,20230803,179242339.00000006
TX,salt cavern,20230831,179242339.00000006
TX,salt cavern,20230906,179242339.00000006
TX,salt cavern,20230912,179242339.00000006
TX,salt cavern,20231005,179242339.00000006
TX,salt cavern,20231020,179242339.00000006
TX,salt cavern,20231129,179242339.00000006
TX,salt cavern,20231121,179242339.00000006
TX,salt cavern,20231228,179242339.00000006
TX,salt cavern,20231218,162115213.12547302
UT,aquifer,20230103,0.0
UT,aquifer,20230130,0.0
UT,aquifer,20230213,0.0
UT,aquifer,20230216,0.0
UT,aquifer,20230306,0.0
UT,aquifer,20230315,0.0
UT,aquifer,20230403,0.0
UT,aquifer,20230410,0.0
UT,aquifer,20230530,27076.048569366336
UT,aquifer,20230517,27076.048569366336
UT,aquifer,20230630,27076.048569366336
UT,aquifer,20230615,27076.048569366336
UT,aquifer,20230727,27076.048569366336
UT,aquifer,20230710,27076.048569366336
UT,aquifer,20230803,565571.3884879788
UT,aquifer,20230831,565571.3884879788
UT,aquifer,20230906,982497.8271055762
UT,aquifer,20230912,1028704.0000000002
UT,aquifer,20231005,1028704.0000000002
UT,aquifer,20231020,1028704.0000000002
UT,aquifer,20231129,6146.745682132663
UT,aquifer,20231121,6146.745682132663
UT,aquifer,20231228,6146.745682132663
UT,aquifer,20231218,0.0
UT,depleted field,20230103,0.0
UT,depleted field,20230130,0.0
UT,depleted field,20230213,0.0
UT,depleted field,20230216,0.0
UT,depleted field,20230306,0.0
UT,depleted field,20230315,0.0
UT,depleted field,20230403,0.0
UT,depleted field,20230410,0.0
UT,depleted field,20230530,0.0
UT,depleted field,20230517,0.0
UT,depleted field,20230630,657699.0509259063
UT,depleted field,20230615,16258594.631268933
UT,depleted field,20230727,16912173.162447955
UT,depleted field,20230710,33781486.20118815
UT,depleted field,20230803,33781486.20118815
UT,depleted field,20230831,49157593.49523376
UT,depleted field,20230906,49157593.49523376
UT,depleted field,20230912,55946149.99999999
UT,depleted field,20231005,55946149.99999999
UT,depleted field,20231020,43836882.15754839
UT,depleted field,20231129,43836882.15754839
UT,depleted field,20231121,17925928.87759174
UT,depleted field,20231228,17296078.172574293
UT,depleted field,20231218,0.0
UT,salt cavern,20230103,0.0
UT,salt cavern,20230130,0.0
UT,salt cavern,20230213,0.0
UT,salt cavern,20230216,0.0
UT,salt cavern,20230306,0.0
UT,salt cavern,20230315,0.0
UT,salt cavern,20230403,0.0
UT,salt cavern,20230410,0.0
UT,salt cavern,20230530,0.0
UT,salt cavern,20230517,0.0
UT,salt cavern,20230630,0.0
UT,salt cavern,20230615,0.0
UT,salt cavern,20230727,0.0
UT,salt cavern,20230710,0.0
UT,salt cavern,20230803,0.0
UT,salt cavern,20230831,0.0
UT,salt cavern,20230906,0.0
UT,salt cavern,20230912,0.0
UT,salt cavern,20231005,0.0
UT,salt cavern,20231020,0.0
UT,salt cavern,20231129,0.0
UT,salt cavern,20231121,0.0
UT,salt cavern,20231228,0.0
UT,salt cavern,20231218,0.0
VA,aquifer,20230103,0.0
VA,aquifer,20230130,0.0
VA,aquifer,20230213,0.0
VA,aquifer,20230216,0.0
VA,aquifer,20230306,0.0
VA,aquifer,20230315,0.0
VA,aquifer,20230403,0.0
VA,aquifer,20230410,0.0
VA,aquifer,20230530,0.0
VA,aquifer,20230517,0.0
VA,aquifer,20230630,0.0
VA,aquifer,20230615,0.0
VA,aquifer,20230727,0.0
VA,aquifer,20230710,0.0
VA,aquifer,20230803,0.0
VA,aquifer,20230831,0.0
VA,aquifer,20230906,0.0
VA,aquifer,20230912,0.0
VA,aquifer,20231005,0.0
VA,aquifer,20231020,0.0
VA,aquifer,20231129,0.0
VA,aquifer,20231121,0.0
VA,aquifer,20231228,0.0
VA,aquifer,20231218,0.0
VA,depleted field,20230103,0.0
VA,depleted field,20230130,0.0
VA,depleted field,20230213,0.0
VA,depleted field,20230216,0.0
VA,depleted field,20230306,0.0
VA,depleted field,20230315,0.0
VA,depleted field,20230403,0.0
VA,depleted field,20230410,0.0
VA,depleted field,20230530,0.0
VA,depleted field,20230517,0.0
VA,depleted field,20230630,0.0
VA,depleted field,20230615,0.0
VA,depleted field,20230727,377563.4714957238
VA,depleted field,20230710,377563.4714957238
VA,depleted field,20230803,651263.1114198617
VA,depleted field,20230831,1451800.0000000047
VA,depleted field,20230906,1451800.0000000047
VA,depleted field,20230912,1451800.0000000047
VA,depleted field,20231005,1451800.0000000047
VA,depleted field,20231020,1451800.0000000047
VA,depleted field,20231129,1451800.0000000047
VA,depleted field,20231121,0.0
VA,depleted field,20231228,0.0
VA,depleted field,20231218,0.0
VA,salt cavern,20230103,551518.2264134246
VA,salt cavern,20230130,217253.0641586413
VA,salt cavern,20230213,0.0
VA,salt cavern,20230216,3401462.8600254287
VA,salt cavern,20230306,3660610.0000000005
VA,salt cavern,20230315,0.0
VA,salt cavern,20230403,0.0
VA,salt cavern,20230410,0.0
VA,salt cavern,20230530,0.0
VA,salt cavern,20230517,0.0
VA,salt cavern,20230630,0.0
VA,salt cavern,20230615,0.0
VA,salt cavern,20230727,0.0
VA,salt cavern,20230710,0.0
VA,salt cavern,20230803,0.0
VA,salt cavern,20230831,3660610.0000000005
VA,salt cavern,20230906,3660610.0000000005
VA,salt cavern,20230912,3660610.0000000005
VA,salt cavern,20231005,3660610.0000000005
VA,salt cavern,20231020,3660610.0000000005
VA,salt cavern,20231129,2146807.697934114
VA,salt cavern,20231121,0.0
VA,salt cavern,20231228,0.0
VA,salt cavern,20231218,551518.2264134246
VT,aquifer,20230103,0.0
VT,aquifer,20230130,0.0
VT,aquifer,20230213,0.0
VT,aquifer,20230216,0.0
VT,aquifer,20230306,0.0
VT,aquifer,20230315,0.0
VT,aquifer,20230403,0.0
VT,aquifer,20230410,0.0
VT,aquifer,20230530,0.0
VT,aquifer,20230517,0.0
VT,aquifer,20230630,0.0
VT,aquifer,20230615,0.0
VT,aquifer,20230727,0.0
VT,aquifer,20230710,0.0
VT,aquifer,20230803,0.0
VT,aquifer,20230831,0.0
VT,aquifer,20230906,0.0
VT,aquifer,20230912,0.0
VT,aquifer,20231005,0.0
VT,aquifer,20231020,0.0
VT,aquifer,20231129,0.0
