PERIOD,SystemCostPerYear,SystemCostPerYear_Real,GasCost_per_MMBtu,SystemDemand_base_MMBtu,SystemDemand_final_MMBtu
2023,2.9598e+10,2.7899e+10,23.8158,3.67688e+10,3.67688e+10
