period,GasStorageFixedCosts,GeneralGlFixedCosts,DirectionalGlFixedCosts,LNGStorageFixedCosts,LNGLiquefactionFixedCosts,LNGVaporizationFixedCosts,GasWellFixedCosts
2023,0,0,0,1.67086e+07,1.17717e+07,1.03128e+08,6.31881e+08
