LNG_ROUTE_TIMESERIES_1,LNG_ROUTE_TIMESERIES_2,LNG_ROUTE_TIMESERIES_3,LNGShipped
MS,MA,20230410,0.0
MS,MA,20230530,0.0
MS,MA,20230517,0.0
MS,MA,20230630,0.0
MS,MA,20230615,0.0
MS,MA,20230727,0.0
MS,MA,20230710,0.0
MS,MA,20230803,0.0
MS,MA,20230831,0.0
MS,MA,20230906,0.0
MS,MA,20230912,0.0
MS,MA,20231005,0.0
MS,MA,20231020,0.0
MS,MA,20231129,0.0
MS,MA,20231121,0.0
MS,MA,20231228,0.0
MS,MA,20231218,0.0
OH,CA,20230103,0.0
OH,CA,20230130,0.0
OH,CA,20230213,0.0
OH,CA,20230216,0.0
OH,CA,20230306,0.0
OH,CA,20230315,0.0
OH,CA,20230403,0.0
OH,CA,20230410,0.0
OH,CA,20230530,0.0
OH,CA,20230517,0.0
OH,CA,20230630,0.0
OH,CA,20230615,0.0
OH,CA,20230727,0.0
OH,CA,20230710,0.0
OH,CA,20230803,0.0
OH,CA,20230831,0.0
OH,CA,20230906,0.0
OH,CA,20230912,0.0
OH,CA,20231005,0.0
OH,CA,20231020,0.0
OH,CA,20231129,0.0
OH,CA,20231121,0.0
OH,CA,20231228,0.0
OH,CA,20231218,0.0
IL,OH,20230103,0.0
IL,OH,20230130,0.0
IL,OH,20230213,0.0
IL,OH,20230216,0.0
IL,OH,20230306,0.0
IL,OH,20230315,0.0
IL,OH,20230403,0.0
IL,OH,20230410,0.0
IL,OH,20230530,0.0
IL,OH,20230517,0.0
IL,OH,20230630,0.0
IL,OH,20230615,0.0
IL,OH,20230727,0.0
IL,OH,20230710,0.0
IL,OH,20230803,0.0
IL,OH,20230831,0.0
IL,OH,20230906,0.0
IL,OH,20230912,0.0
IL,OH,20231005,0.0
IL,OH,20231020,0.0
IL,OH,20231129,0.0
IL,OH,20231121,0.0
IL,OH,20231228,0.0
IL,OH,20231218,0.0
IN,NC,20230103,0.0
IN,NC,20230130,0.0
IN,NC,20230213,0.0
IN,NC,20230216,0.0
IN,NC,20230306,0.0
IN,NC,20230315,0.0
IN,NC,20230403,0.0
IN,NC,20230410,0.0
IN,NC,20230530,0.0
IN,NC,20230517,0.0
IN,NC,20230630,0.0
IN,NC,20230615,0.0
IN,NC,20230727,0.0
IN,NC,20230710,0.0
IN,NC,20230803,0.0
IN,NC,20230831,0.0
IN,NC,20230906,0.0
IN,NC,20230912,0.0
IN,NC,20231005,0.0
IN,NC,20231020,0.0
IN,NC,20231129,0.0
IN,NC,20231121,0.0
IN,NC,20231228,0.0
IN,NC,20231218,0.0
SD,NH,20230103,0.0
SD,NH,20230130,0.0
SD,NH,20230213,0.0
SD,NH,20230216,0.0
SD,NH,20230306,0.0
SD,NH,20230315,0.0
SD,NH,20230403,0.0
SD,NH,20230410,0.0
SD,NH,20230530,0.0
SD,NH,20230517,0.0
SD,NH,20230630,0.0
SD,NH,20230615,0.0
SD,NH,20230727,0.0
SD,NH,20230710,0.0
SD,NH,20230803,0.0
SD,NH,20230831,0.0
SD,NH,20230906,0.0
SD,NH,20230912,0.0
SD,NH,20231005,0.0
SD,NH,20231020,0.0
SD,NH,20231129,0.0
SD,NH,20231121,0.0
SD,NH,20231228,0.0
SD,NH,20231218,0.0
WA,WY,20230103,0.0
WA,WY,20230130,0.0
WA,WY,20230213,0.0
WA,WY,20230216,0.0
WA,WY,20230306,0.0
WA,WY,20230315,0.0
WA,WY,20230403,0.0
WA,WY,20230410,0.0
WA,WY,20230530,0.0
WA,WY,20230517,0.0
WA,WY,20230630,0.0
WA,WY,20230615,0.0
WA,WY,20230727,0.0
WA,WY,20230710,0.0
WA,WY,20230803,0.0
WA,WY,20230831,0.0
WA,WY,20230906,0.0
WA,WY,20230912,0.0
WA,WY,20231005,0.0
WA,WY,20231020,0.0
WA,WY,20231129,0.0
WA,WY,20231121,0.0
WA,WY,20231228,0.0
WA,WY,20231218,0.0
OH,SC,20230103,0.0
OH,SC,20230130,0.0
OH,SC,20230213,0.0
OH,SC,20230216,0.0
OH,SC,20230306,0.0
OH,SC,20230315,0.0
OH,SC,20230403,0.0
OH,SC,20230410,0.0
OH,SC,20230530,0.0
OH,SC,20230517,0.0
OH,SC,20230630,0.0
OH,SC,20230615,0.0
OH,SC,20230727,0.0
OH,SC,20230710,0.0
OH,SC,20230803,0.0
OH,SC,20230831,0.0
OH,SC,20230906,0.0
OH,SC,20230912,0.0
OH,SC,20231005,0.0
OH,SC,20231020,0.0
OH,SC,20231129,0.0
OH,SC,20231121,0.0
OH,SC,20231228,0.0
OH,SC,20231218,0.0
CT,CO,20230103,0.0
CT,CO,20230130,0.0
CT,CO,20230213,0.0
CT,CO,20230216,0.0
CT,CO,20230306,0.0
CT,CO,20230315,0.0
CT,CO,20230403,0.0
CT,CO,20230410,0.0
CT,CO,20230530,0.0
CT,CO,20230517,0.0
CT,CO,20230630,0.0
CT,CO,20230615,0.0
CT,CO,20230727,0.0
CT,CO,20230710,0.0
CT,CO,20230803,0.0
CT,CO,20230831,0.0
CT,CO,20230906,0.0
CT,CO,20230912,0.0
CT,CO,20231005,0.0
CT,CO,20231020,0.0
CT,CO,20231129,0.0
CT,CO,20231121,0.0
CT,CO,20231228,0.0
CT,CO,20231218,0.0
OK,NH,20230103,0.0
OK,NH,20230130,0.0
OK,NH,20230213,0.0
OK,NH,20230216,0.0
OK,NH,20230306,0.0
OK,NH,20230315,0.0
OK,NH,20230403,0.0
OK,NH,20230410,0.0
OK,NH,20230530,0.0
OK,NH,20230517,0.0
OK,NH,20230630,0.0
OK,NH,20230615,0.0
OK,NH,20230727,0.0
OK,NH,20230710,0.0
OK,NH,20230803,0.0
OK,NH,20230831,0.0
OK,NH,20230906,0.0
OK,NH,20230912,0.0
OK,NH,20231005,0.0
OK,NH,20231020,0.0
OK,NH,20231129,0.0
OK,NH,20231121,0.0
OK,NH,20231228,0.0
OK,NH,20231218,0.0
CO,MO,20230103,0.0
CO,MO,20230130,0.0
CO,MO,20230213,0.0
CO,MO,20230216,0.0
CO,MO,20230306,0.0
CO,MO,20230315,0.0
CO,MO,20230403,0.0
CO,MO,20230410,0.0
CO,MO,20230530,0.0
CO,MO,20230517,0.0
CO,MO,20230630,0.0
CO,MO,20230615,0.0
CO,MO,20230727,0.0
CO,MO,20230710,0.0
CO,MO,20230803,0.0
CO,MO,20230831,0.0
CO,MO,20230906,0.0
CO,MO,20230912,0.0
CO,MO,20231005,0.0
CO,MO,20231020,0.0
CO,MO,20231129,0.0
CO,MO,20231121,0.0
CO,MO,20231228,0.0
CO,MO,20231218,0.0
CT,LA,20230103,0.0
CT,LA,20230130,0.0
CT,LA,20230213,0.0
CT,LA,20230216,0.0
CT,LA,20230306,0.0
CT,LA,20230315,0.0
CT,LA,20230403,0.0
CT,LA,20230410,0.0
CT,LA,20230530,0.0
CT,LA,20230517,0.0
CT,LA,20230630,0.0
CT,LA,20230615,0.0
CT,LA,20230727,0.0
CT,LA,20230710,0.0
CT,LA,20230803,0.0
CT,LA,20230831,0.0
CT,LA,20230906,0.0
CT,LA,20230912,0.0
CT,LA,20231005,0.0
CT,LA,20231020,0.0
CT,LA,20231129,0.0
CT,LA,20231121,0.0
CT,LA,20231228,0.0
CT,LA,20231218,0.0
CT,OK,20230103,0.0
CT,OK,20230130,0.0
CT,OK,20230213,0.0
CT,OK,20230216,0.0
CT,OK,20230306,0.0
CT,OK,20230315,0.0
CT,OK,20230403,0.0
CT,OK,20230410,0.0
CT,OK,20230530,0.0
CT,OK,20230517,0.0
CT,OK,20230630,0.0
CT,OK,20230615,0.0
CT,OK,20230727,0.0
CT,OK,20230710,0.0
CT,OK,20230803,0.0
CT,OK,20230831,0.0
CT,OK,20230906,0.0
CT,OK,20230912,0.0
CT,OK,20231005,0.0
CT,OK,20231020,0.0
CT,OK,20231129,0.0
CT,OK,20231121,0.0
CT,OK,20231228,0.0
CT,OK,20231218,0.0
VA,WY,20230103,0.0
VA,WY,20230130,0.0
VA,WY,20230213,0.0
VA,WY,20230216,0.0
VA,WY,20230306,0.0
VA,WY,20230315,0.0
VA,WY,20230403,0.0
VA,WY,20230410,0.0
VA,WY,20230530,0.0
VA,WY,20230517,0.0
VA,WY,20230630,0.0
VA,WY,20230615,0.0
VA,WY,20230727,0.0
VA,WY,20230710,0.0
VA,WY,20230803,0.0
VA,WY,20230831,0.0
VA,WY,20230906,0.0
VA,WY,20230912,0.0
VA,WY,20231005,0.0
VA,WY,20231020,0.0
VA,WY,20231129,0.0
VA,WY,20231121,0.0
VA,WY,20231228,0.0
VA,WY,20231218,0.0
WY,CT,20230103,0.0
WY,CT,20230130,0.0
WY,CT,20230213,0.0
WY,CT,20230216,0.0
WY,CT,20230306,0.0
WY,CT,20230315,0.0
WY,CT,20230403,0.0
WY,CT,20230410,0.0
WY,CT,20230530,0.0
WY,CT,20230517,0.0
WY,CT,20230630,0.0
WY,CT,20230615,0.0
WY,CT,20230727,0.0
WY,CT,20230710,0.0
WY,CT,20230803,0.0
WY,CT,20230831,0.0
WY,CT,20230906,0.0
WY,CT,20230912,0.0
WY,CT,20231005,0.0
WY,CT,20231020,0.0
WY,CT,20231129,0.0
WY,CT,20231121,0.0
WY,CT,20231228,0.0
WY,CT,20231218,0.0
MI,IA,20230103,0.0
MI,IA,20230130,0.0
MI,IA,20230213,0.0
MI,IA,20230216,0.0
MI,IA,20230306,0.0
MI,IA,20230315,0.0
MI,IA,20230403,0.0
MI,IA,20230410,0.0
MI,IA,20230530,0.0
MI,IA,20230517,0.0
MI,IA,20230630,0.0
MI,IA,20230615,0.0
MI,IA,20230727,0.0
MI,IA,20230710,0.0
MI,IA,20230803,0.0
MI,IA,20230831,0.0
MI,IA,20230906,0.0
MI,IA,20230912,0.0
MI,IA,20231005,0.0
MI,IA,20231020,0.0
MI,IA,20231129,0.0
MI,IA,20231121,0.0
MI,IA,20231228,0.0
MI,IA,20231218,0.0
AL,OH,20230103,0.0
AL,OH,20230130,0.0
AL,OH,20230213,0.0
AL,OH,20230216,0.0
AL,OH,20230306,0.0
AL,OH,20230315,0.0
AL,OH,20230403,0.0
AL,OH,20230410,0.0
AL,OH,20230530,0.0
AL,OH,20230517,0.0
AL,OH,20230630,0.0
AL,OH,20230615,0.0
AL,OH,20230727,0.0
AL,OH,20230710,0.0
AL,OH,20230803,0.0
AL,OH,20230831,0.0
AL,OH,20230906,0.0
AL,OH,20230912,0.0
AL,OH,20231005,0.0
AL,OH,20231020,0.0
AL,OH,20231129,0.0
AL,OH,20231121,0.0
AL,OH,20231228,0.0
AL,OH,20231218,0.0
NV,AZ,20230103,0.0
NV,AZ,20230130,0.0
NV,AZ,20230213,0.0
NV,AZ,20230216,0.0
NV,AZ,20230306,0.0
NV,AZ,20230315,0.0
NV,AZ,20230403,0.0
NV,AZ,20230410,0.0
NV,AZ,20230530,0.0
NV,AZ,20230517,0.0
NV,AZ,20230630,0.0
NV,AZ,20230615,0.0
NV,AZ,20230727,0.0
NV,AZ,20230710,0.0
NV,AZ,20230803,0.0
NV,AZ,20230831,0.0
NV,AZ,20230906,0.0
NV,AZ,20230912,0.0
NV,AZ,20231005,0.0
NV,AZ,20231020,0.0
NV,AZ,20231129,0.0
NV,AZ,20231121,0.0
NV,AZ,20231228,0.0
NV,AZ,20231218,0.0
MT,SD,20230103,0.0
MT,SD,20230130,0.0
MT,SD,20230213,0.0
MT,SD,20230216,0.0
MT,SD,20230306,0.0
MT,SD,20230315,0.0
MT,SD,20230403,0.0
MT,SD,20230410,0.0
MT,SD,20230530,0.0
MT,SD,20230517,0.0
MT,SD,20230630,0.0
MT,SD,20230615,0.0
MT,SD,20230727,0.0
MT,SD,20230710,0.0
MT,SD,20230803,0.0
MT,SD,20230831,0.0
MT,SD,20230906,0.0
MT,SD,20230912,0.0
MT,SD,20231005,0.0
MT,SD,20231020,0.0
MT,SD,20231129,0.0
MT,SD,20231121,0.0
MT,SD,20231228,0.0
MT,SD,20231218,0.0
OR,CO,20230103,0.0
OR,CO,20230130,0.0
OR,CO,20230213,0.0
OR,CO,20230216,0.0
OR,CO,20230306,0.0
OR,CO,20230315,0.0
OR,CO,20230403,0.0
OR,CO,20230410,0.0
OR,CO,20230530,0.0
OR,CO,20230517,0.0
OR,CO,20230630,0.0
OR,CO,20230615,0.0
OR,CO,20230727,0.0
OR,CO,20230710,0.0
OR,CO,20230803,0.0
OR,CO,20230831,0.0
OR,CO,20230906,0.0
OR,CO,20230912,0.0
OR,CO,20231005,0.0
OR,CO,20231020,0.0
OR,CO,20231129,0.0
OR,CO,20231121,0.0
OR,CO,20231228,0.0
OR,CO,20231218,0.0
FL,KY,20230103,0.0
FL,KY,20230130,0.0
FL,KY,20230213,0.0
FL,KY,20230216,0.0
FL,KY,20230306,0.0
FL,KY,20230315,0.0
FL,KY,20230403,0.0
FL,KY,20230410,0.0
FL,KY,20230530,0.0
FL,KY,20230517,0.0
FL,KY,20230630,0.0
FL,KY,20230615,0.0
FL,KY,20230727,0.0
FL,KY,20230710,0.0
FL,KY,20230803,0.0
FL,KY,20230831,0.0
FL,KY,20230906,0.0
FL,KY,20230912,0.0
FL,KY,20231005,0.0
FL,KY,20231020,0.0
FL,KY,20231129,0.0
FL,KY,20231121,0.0
FL,KY,20231228,0.0
FL,KY,20231218,0.0
VT,KY,20230103,0.0
VT,KY,20230130,0.0
VT,KY,20230213,0.0
VT,KY,20230216,0.0
VT,KY,20230306,0.0
VT,KY,20230315,0.0
VT,KY,20230403,0.0
VT,KY,20230410,0.0
VT,KY,20230530,0.0
VT,KY,20230517,0.0
VT,KY,20230630,0.0
VT,KY,20230615,0.0
VT,KY,20230727,0.0
VT,KY,20230710,0.0
VT,KY,20230803,0.0
VT,KY,20230831,0.0
VT,KY,20230906,0.0
VT,KY,20230912,0.0
VT,KY,20231005,0.0
VT,KY,20231020,0.0
VT,KY,20231129,0.0
VT,KY,20231121,0.0
VT,KY,20231228,0.0
VT,KY,20231218,0.0
OR,LA,20230103,0.0
OR,LA,20230130,0.0
OR,LA,20230213,0.0
OR,LA,20230216,0.0
OR,LA,20230306,0.0
OR,LA,20230315,0.0
OR,LA,20230403,0.0
OR,LA,20230410,0.0
OR,LA,20230530,0.0
OR,LA,20230517,0.0
OR,LA,20230630,0.0
OR,LA,20230615,0.0
OR,LA,20230727,0.0
OR,LA,20230710,0.0
OR,LA,20230803,0.0
OR,LA,20230831,0.0
OR,LA,20230906,0.0
OR,LA,20230912,0.0
OR,LA,20231005,0.0
OR,LA,20231020,0.0
OR,LA,20231129,0.0
OR,LA,20231121,0.0
OR,LA,20231228,0.0
OR,LA,20231218,0.0
OR,OK,20230103,0.0
OR,OK,20230130,0.0
OR,OK,20230213,0.0
OR,OK,20230216,0.0
OR,OK,20230306,0.0
OR,OK,20230315,0.0
OR,OK,20230403,0.0
OR,OK,20230410,0.0
OR,OK,20230530,0.0
OR,OK,20230517,0.0
OR,OK,20230630,0.0
OR,OK,20230615,0.0
OR,OK,20230727,0.0
OR,OK,20230710,0.0
OR,OK,20230803,0.0
OR,OK,20230831,0.0
OR,OK,20230906,0.0
OR,OK,20230912,0.0
OR,OK,20231005,0.0
OR,OK,20231020,0.0
OR,OK,20231129,0.0
OR,OK,20231121,0.0
OR,OK,20231228,0.0
OR,OK,20231218,0.0
OH,OR,20230103,0.0
OH,OR,20230130,0.0
OH,OR,20230213,0.0
OH,OR,20230216,0.0
OH,OR,20230306,0.0
OH,OR,20230315,0.0
OH,OR,20230403,0.0
OH,OR,20230410,0.0
OH,OR,20230530,0.0
OH,OR,20230517,0.0
OH,OR,20230630,0.0
OH,OR,20230615,0.0
OH,OR,20230727,0.0
OH,OR,20230710,0.0
OH,OR,20230803,0.0
OH,OR,20230831,0.0
OH,OR,20230906,0.0
OH,OR,20230912,0.0
OH,OR,20231005,0.0
OH,OR,20231020,0.0
OH,OR,20231129,0.0
OH,OR,20231121,0.0
OH,OR,20231228,0.0
OH,OR,20231218,0.0
WY,GA,20230103,0.0
WY,GA,20230130,0.0
WY,GA,20230213,0.0
WY,GA,20230216,0.0
WY,GA,20230306,0.0
WY,GA,20230315,0.0
WY,GA,20230403,0.0
WY,GA,20230410,0.0
WY,GA,20230530,0.0
WY,GA,20230517,0.0
WY,GA,20230630,0.0
WY,GA,20230615,0.0
WY,GA,20230727,0.0
WY,GA,20230710,0.0
WY,GA,20230803,0.0
WY,GA,20230831,0.0
WY,GA,20230906,0.0
WY,GA,20230912,0.0
WY,GA,20231005,0.0
WY,GA,20231020,0.0
WY,GA,20231129,0.0
WY,GA,20231121,0.0
WY,GA,20231228,0.0
WY,GA,20231218,0.0
TN,WY,20230103,0.0
TN,WY,20230130,0.0
TN,WY,20230213,0.0
TN,WY,20230216,0.0
TN,WY,20230306,0.0
TN,WY,20230315,0.0
TN,WY,20230403,0.0
TN,WY,20230410,0.0
TN,WY,20230530,0.0
TN,WY,20230517,0.0
TN,WY,20230630,0.0
TN,WY,20230615,0.0
TN,WY,20230727,0.0
TN,WY,20230710,0.0
TN,WY,20230803,0.0
TN,WY,20230831,0.0
TN,WY,20230906,0.0
TN,WY,20230912,0.0
TN,WY,20231005,0.0
TN,WY,20231020,0.0
TN,WY,20231129,0.0
TN,WY,20231121,0.0
TN,WY,20231228,0.0
TN,WY,20231218,0.0
KY,ME,20230103,0.0
KY,ME,20230130,0.0
KY,ME,20230213,0.0
KY,ME,20230216,0.0
KY,ME,20230306,0.0
KY,ME,20230315,0.0
KY,ME,20230403,0.0
KY,ME,20230410,0.0
KY,ME,20230530,0.0
KY,ME,20230517,0.0
KY,ME,20230630,0.0
KY,ME,20230615,0.0
KY,ME,20230727,0.0
KY,ME,20230710,0.0
KY,ME,20230803,0.0
KY,ME,20230831,0.0
KY,ME,20230906,0.0
KY,ME,20230912,0.0
KY,ME,20231005,0.0
KY,ME,20231020,0.0
KY,ME,20231129,0.0
KY,ME,20231121,0.0
KY,ME,20231228,0.0
KY,ME,20231218,0.0
ME,AL,20230103,0.0
ME,AL,20230130,0.0
ME,AL,20230213,0.0
ME,AL,20230216,0.0
ME,AL,20230306,0.0
ME,AL,20230315,0.0
ME,AL,20230403,0.0
ME,AL,20230410,0.0
ME,AL,20230530,0.0
ME,AL,20230517,0.0
ME,AL,20230630,0.0
ME,AL,20230615,0.0
ME,AL,20230727,0.0
ME,AL,20230710,0.0
ME,AL,20230803,0.0
ME,AL,20230831,0.0
ME,AL,20230906,0.0
ME,AL,20230912,0.0
ME,AL,20231005,0.0
ME,AL,20231020,0.0
ME,AL,20231129,0.0
ME,AL,20231121,0.0
ME,AL,20231228,0.0
ME,AL,20231218,0.0
MT,IA,20230103,0.0
MT,IA,20230130,0.0
MT,IA,20230213,0.0
MT,IA,20230216,0.0
MT,IA,20230306,0.0
MT,IA,20230315,0.0
MT,IA,20230403,0.0
MT,IA,20230410,0.0
MT,IA,20230530,0.0
MT,IA,20230517,0.0
MT,IA,20230630,0.0
MT,IA,20230615,0.0
MT,IA,20230727,0.0
MT,IA,20230710,0.0
MT,IA,20230803,0.0
MT,IA,20230831,0.0
MT,IA,20230906,0.0
MT,IA,20230912,0.0
MT,IA,20231005,0.0
MT,IA,20231020,0.0
MT,IA,20231129,0.0
MT,IA,20231121,0.0
MT,IA,20231228,0.0
MT,IA,20231218,0.0
MA,ND,20230103,0.0
MA,ND,20230130,0.0
MA,ND,20230213,0.0
MA,ND,20230216,0.0
MA,ND,20230306,0.0
MA,ND,20230315,0.0
MA,ND,20230403,0.0
MA,ND,20230410,0.0
MA,ND,20230530,0.0
MA,ND,20230517,0.0
MA,ND,20230630,0.0
MA,ND,20230615,0.0
MA,ND,20230727,0.0
MA,ND,20230710,0.0
MA,ND,20230803,0.0
MA,ND,20230831,0.0
MA,ND,20230906,0.0
MA,ND,20230912,0.0
MA,ND,20231005,0.0
MA,ND,20231020,0.0
MA,ND,20231129,0.0
MA,ND,20231121,0.0
MA,ND,20231228,0.0
MA,ND,20231218,0.0
CO,KY,20230103,0.0
CO,KY,20230130,0.0
CO,KY,20230213,0.0
CO,KY,20230216,0.0
CO,KY,20230306,0.0
CO,KY,20230315,0.0
CO,KY,20230403,0.0
CO,KY,20230410,0.0
CO,KY,20230530,0.0
CO,KY,20230517,0.0
CO,KY,20230630,0.0
CO,KY,20230615,0.0
CO,KY,20230727,0.0
CO,KY,20230710,0.0
CO,KY,20230803,0.0
CO,KY,20230831,0.0
CO,KY,20230906,0.0
CO,KY,20230912,0.0
CO,KY,20231005,0.0
CO,KY,20231020,0.0
CO,KY,20231129,0.0
CO,KY,20231121,0.0
CO,KY,20231228,0.0
CO,KY,20231218,0.0
MA,MS,20230103,0.0
MA,MS,20230130,0.0
MA,MS,20230213,0.0
MA,MS,20230216,0.0
MA,MS,20230306,0.0
MA,MS,20230315,0.0
MA,MS,20230403,0.0
MA,MS,20230410,0.0
MA,MS,20230530,0.0
MA,MS,20230517,0.0
MA,MS,20230630,0.0
MA,MS,20230615,0.0
MA,MS,20230727,0.0
MA,MS,20230710,0.0
MA,MS,20230803,0.0
MA,MS,20230831,0.0
MA,MS,20230906,0.0
MA,MS,20230912,0.0
MA,MS,20231005,0.0
MA,MS,20231020,0.0
MA,MS,20231129,0.0
MA,MS,20231121,0.0
MA,MS,20231228,0.0
MA,MS,20231218,0.0
PA,WY,20230103,0.0
PA,WY,20230130,0.0
PA,WY,20230213,0.0
PA,WY,20230216,0.0
PA,WY,20230306,0.0
PA,WY,20230315,0.0
PA,WY,20230403,0.0
PA,WY,20230410,0.0
PA,WY,20230530,0.0
PA,WY,20230517,0.0
PA,WY,20230630,0.0
PA,WY,20230615,0.0
PA,WY,20230727,0.0
PA,WY,20230710,0.0
PA,WY,20230803,0.0
PA,WY,20230831,0.0
PA,WY,20230906,0.0
PA,WY,20230912,0.0
PA,WY,20231005,0.0
PA,WY,20231020,0.0
PA,WY,20231129,0.0
PA,WY,20231121,0.0
PA,WY,20231228,0.0
PA,WY,20231218,0.0
MO,RI,20230103,0.0
MO,RI,20230130,0.0
MO,RI,20230213,0.0
MO,RI,20230216,0.0
MO,RI,20230306,0.0
MO,RI,20230315,0.0
MO,RI,20230403,0.0
MO,RI,20230410,0.0
MO,RI,20230530,0.0
MO,RI,20230517,0.0
MO,RI,20230630,0.0
MO,RI,20230615,0.0
MO,RI,20230727,0.0
MO,RI,20230710,0.0
MO,RI,20230803,0.0
MO,RI,20230831,0.0
MO,RI,20230906,0.0
MO,RI,20230912,0.0
MO,RI,20231005,0.0
MO,RI,20231020,0.0
MO,RI,20231129,0.0
MO,RI,20231121,0.0
MO,RI,20231228,0.0
MO,RI,20231218,0.0
CA,CO,20230103,0.0
CA,CO,20230130,0.0
CA,CO,20230213,0.0
CA,CO,20230216,0.0
CA,CO,20230306,0.0
CA,CO,20230315,0.0
CA,CO,20230403,0.0
CA,CO,20230410,0.0
CA,CO,20230530,0.0
CA,CO,20230517,0.0
CA,CO,20230630,0.0
CA,CO,20230615,0.0
CA,CO,20230727,0.0
CA,CO,20230710,0.0
CA,CO,20230803,0.0
CA,CO,20230831,0.0
CA,CO,20230906,0.0
CA,CO,20230912,0.0
CA,CO,20231005,0.0
CA,CO,20231020,0.0
CA,CO,20231129,0.0
CA,CO,20231121,0.0
CA,CO,20231228,0.0
CA,CO,20231218,0.0
SD,MA,20230103,0.0
SD,MA,20230130,0.0
SD,MA,20230213,0.0
SD,MA,20230216,0.0
SD,MA,20230306,0.0
SD,MA,20230315,0.0
SD,MA,20230403,0.0
SD,MA,20230410,0.0
SD,MA,20230530,0.0
SD,MA,20230517,0.0
SD,MA,20230630,0.0
SD,MA,20230615,0.0
SD,MA,20230727,0.0
SD,MA,20230710,0.0
SD,MA,20230803,0.0
SD,MA,20230831,0.0
SD,MA,20230906,0.0
SD,MA,20230912,0.0
SD,MA,20231005,0.0
SD,MA,20231020,0.0
SD,MA,20231129,0.0
SD,MA,20231121,0.0
SD,MA,20231228,0.0
SD,MA,20231218,0.0
CA,LA,20230103,0.0
CA,LA,20230130,0.0
CA,LA,20230213,0.0
CA,LA,20230216,0.0
CA,LA,20230306,0.0
CA,LA,20230315,0.0
CA,LA,20230403,0.0
CA,LA,20230410,0.0
CA,LA,20230530,0.0
CA,LA,20230517,0.0
CA,LA,20230630,0.0
CA,LA,20230615,0.0
CA,LA,20230727,0.0
CA,LA,20230710,0.0
CA,LA,20230803,0.0
CA,LA,20230831,0.0
CA,LA,20230906,0.0
CA,LA,20230912,0.0
CA,LA,20231005,0.0
CA,LA,20231020,0.0
CA,LA,20231129,0.0
CA,LA,20231121,0.0
CA,LA,20231228,0.0
CA,LA,20231218,0.0
CA,OK,20230103,0.0
CA,OK,20230130,0.0
CA,OK,20230213,0.0
CA,OK,20230216,0.0
CA,OK,20230306,0.0
CA,OK,20230315,0.0
CA,OK,20230403,0.0
CA,OK,20230410,0.0
CA,OK,20230530,0.0
CA,OK,20230517,0.0
CA,OK,20230630,0.0
CA,OK,20230615,0.0
CA,OK,20230727,0.0
CA,OK,20230710,0.0
CA,OK,20230803,0.0
CA,OK,20230831,0.0
CA,OK,20230906,0.0
CA,OK,20230912,0.0
CA,OK,20231005,0.0
CA,OK,20231020,0.0
CA,OK,20231129,0.0
CA,OK,20231121,0.0
CA,OK,20231228,0.0
CA,OK,20231218,0.0
GA,SD,20230103,0.0
GA,SD,20230130,0.0
GA,SD,20230213,0.0
GA,SD,20230216,0.0
GA,SD,20230306,0.0
GA,SD,20230315,0.0
GA,SD,20230403,0.0
GA,SD,20230410,0.0
GA,SD,20230530,0.0
GA,SD,20230517,0.0
GA,SD,20230630,0.0
GA,SD,20230615,0.0
GA,SD,20230727,0.0
GA,SD,20230710,0.0
GA,SD,20230803,0.0
GA,SD,20230831,0.0
GA,SD,20230906,0.0
GA,SD,20230912,0.0
GA,SD,20231005,0.0
GA,SD,20231020,0.0
GA,SD,20231129,0.0
GA,SD,20231121,0.0
GA,SD,20231228,0.0
GA,SD,20231218,0.0
OK,MA,20230103,0.0
OK,MA,20230130,0.0
OK,MA,20230213,0.0
OK,MA,20230216,0.0
OK,MA,20230306,0.0
OK,MA,20230315,0.0
OK,MA,20230403,0.0
OK,MA,20230410,0.0
OK,MA,20230530,0.0
OK,MA,20230517,0.0
OK,MA,20230630,0.0
OK,MA,20230615,0.0
OK,MA,20230727,0.0
OK,MA,20230710,0.0
OK,MA,20230803,0.0
OK,MA,20230831,0.0
OK,MA,20230906,0.0
OK,MA,20230912,0.0
OK,MA,20231005,0.0
OK,MA,20231020,0.0
OK,MA,20231129,0.0
OK,MA,20231121,0.0
OK,MA,20231228,0.0
OK,MA,20231218,0.0
WY,TX,20230103,0.0
WY,TX,20230130,0.0
WY,TX,20230213,0.0
WY,TX,20230216,0.0
WY,TX,20230306,0.0
WY,TX,20230315,0.0
WY,TX,20230403,0.0
WY,TX,20230410,0.0
WY,TX,20230530,0.0
WY,TX,20230517,0.0
WY,TX,20230630,0.0
WY,TX,20230615,0.0
WY,TX,20230727,0.0
WY,TX,20230710,0.0
WY,TX,20230803,0.0
WY,TX,20230831,0.0
WY,TX,20230906,0.0
WY,TX,20230912,0.0
WY,TX,20231005,0.0
WY,TX,20231020,0.0
WY,TX,20231129,0.0
WY,TX,20231121,0.0
WY,TX,20231228,0.0
WY,TX,20231218,0.0
CT,MI,20230103,0.0
CT,MI,20230130,0.0
CT,MI,20230213,0.0
CT,MI,20230216,0.0
CT,MI,20230306,0.0
CT,MI,20230315,0.0
CT,MI,20230403,0.0
CT,MI,20230410,0.0
CT,MI,20230530,0.0
CT,MI,20230517,0.0
CT,MI,20230630,0.0
CT,MI,20230615,0.0
CT,MI,20230727,0.0
CT,MI,20230710,0.0
CT,MI,20230803,0.0
CT,MI,20230831,0.0
