GZ_STORAGE_TYPE_TIMESERIES_1,GZ_STORAGE_TYPE_TIMESERIES_2,GZ_STORAGE_TYPE_TIMESERIES_3,GasStorageInjectionQuantity
WI,depleted field,20230912,0.0
WI,depleted field,20231005,0.0
WI,depleted field,20231020,0.0
WI,depleted field,20231129,0.0
WI,depleted field,20231121,0.0
WI,depleted field,20231228,0.0
WI,depleted field,20231218,0.0
WI,salt cavern,20230103,0.0
WI,salt cavern,20230130,0.0
WI,salt cavern,20230213,0.0
WI,salt cavern,20230216,0.0
WI,salt cavern,20230306,0.0
WI,salt cavern,20230315,0.0
WI,salt cavern,20230403,0.0
WI,salt cavern,20230410,0.0
WI,salt cavern,20230530,0.0
WI,salt cavern,20230517,0.0
WI,salt cavern,20230630,0.0
WI,salt cavern,20230615,0.0
WI,salt cavern,20230727,0.0
WI,salt cavern,20230710,0.0
WI,salt cavern,20230803,0.0
WI,salt cavern,20230831,0.0
WI,salt cavern,20230906,0.0
WI,salt cavern,20230912,0.0
WI,salt cavern,20231005,0.0
WI,salt cavern,20231020,0.0
WI,salt cavern,20231129,0.0
WI,salt cavern,20231121,0.0
WI,salt cavern,20231228,0.0
WI,salt cavern,20231218,0.0
WV,aquifer,20230103,0.0
WV,aquifer,20230130,0.0
WV,aquifer,20230213,0.0
WV,aquifer,20230216,0.0
WV,aquifer,20230306,0.0
WV,aquifer,20230315,0.0
WV,aquifer,20230403,0.0
WV,aquifer,20230410,0.0
WV,aquifer,20230530,0.0
WV,aquifer,20230517,0.0
WV,aquifer,20230630,0.0
WV,aquifer,20230615,0.0
WV,aquifer,20230727,0.0
WV,aquifer,20230710,0.0
WV,aquifer,20230803,0.0
WV,aquifer,20230831,0.0
WV,aquifer,20230906,0.0
WV,aquifer,20230912,0.0
WV,aquifer,20231005,0.0
WV,aquifer,20231020,0.0
WV,aquifer,20231129,0.0
WV,aquifer,20231121,0.0
WV,aquifer,20231228,0.0
WV,aquifer,20231218,0.0
WV,depleted field,20230103,0.0
WV,depleted field,20230130,0.0
WV,depleted field,20230213,0.0
WV,depleted field,20230216,0.0
WV,depleted field,20230306,0.0
WV,depleted field,20230315,0.0
WV,depleted field,20230403,0.0
WV,depleted field,20230410,0.0
WV,depleted field,20230530,0.0
WV,depleted field,20230517,0.0
WV,depleted field,20230630,0.0
WV,depleted field,20230615,0.0
WV,depleted field,20230727,0.0
WV,depleted field,20230710,0.0
WV,depleted field,20230803,0.0
WV,depleted field,20230831,0.0
WV,depleted field,20230906,0.0
WV,depleted field,20230912,0.0
WV,depleted field,20231005,0.0
WV,depleted field,20231020,0.0
WV,depleted field,20231129,0.0
WV,depleted field,20231121,0.0
WV,depleted field,20231228,0.0
WV,depleted field,20231218,0.0
WV,salt cavern,20230103,0.0
WV,salt cavern,20230130,0.0
WV,salt cavern,20230213,0.0
WV,salt cavern,20230216,0.0
WV,salt cavern,20230306,0.0
WV,salt cavern,20230315,0.0
WV,salt cavern,20230403,0.0
WV,salt cavern,20230410,0.0
WV,salt cavern,20230530,0.0
WV,salt cavern,20230517,0.0
WV,salt cavern,20230630,0.0
WV,salt cavern,20230615,0.0
WV,salt cavern,20230727,0.0
WV,salt cavern,20230710,0.0
WV,salt cavern,20230803,0.0
WV,salt cavern,20230831,0.0
WV,salt cavern,20230906,0.0
WV,salt cavern,20230912,0.0
WV,salt cavern,20231005,0.0
WV,salt cavern,20231020,0.0
WV,salt cavern,20231129,0.0
WV,salt cavern,20231121,0.0
WV,salt cavern,20231228,0.0
WV,salt cavern,20231218,0.0
WY,aquifer,20230103,0.0
WY,aquifer,20230130,0.0
WY,aquifer,20230213,0.0
WY,aquifer,20230216,0.0
WY,aquifer,20230306,0.0
WY,aquifer,20230315,0.0
WY,aquifer,20230403,0.0
WY,aquifer,20230410,0.0
WY,aquifer,20230530,0.0
WY,aquifer,20230517,0.0
WY,aquifer,20230630,100159.45078306319
WY,aquifer,20230615,26065.892816561234
WY,aquifer,20230727,0.0
WY,aquifer,20230710,0.0
WY,aquifer,20230803,0.0
WY,aquifer,20230831,0.0
WY,aquifer,20230906,0.0
WY,aquifer,20230912,0.0
WY,aquifer,20231005,0.0
WY,aquifer,20231020,0.0
WY,aquifer,20231129,0.0
WY,aquifer,20231121,0.0
WY,aquifer,20231228,0.0
WY,aquifer,20231218,0.0
WY,depleted field,20230103,0.0
WY,depleted field,20230130,0.0
WY,depleted field,20230213,0.0
WY,depleted field,20230216,0.0
WY,depleted field,20230306,0.0
WY,depleted field,20230315,0.0
WY,depleted field,20230403,0.0
WY,depleted field,20230410,0.0
WY,depleted field,20230530,0.0
WY,depleted field,20230517,0.0
WY,depleted field,20230630,0.0
WY,depleted field,20230615,655253.6491057045
WY,depleted field,20230727,0.0
WY,depleted field,20230710,0.0
WY,depleted field,20230803,0.0
WY,depleted field,20230831,0.0
WY,depleted field,20230906,0.0
WY,depleted field,20230912,0.0
WY,depleted field,20231005,0.0
WY,depleted field,20231020,0.0
WY,depleted field,20231129,0.0
WY,depleted field,20231121,0.0
WY,depleted field,20231228,0.0
WY,depleted field,20231218,0.0
WY,salt cavern,20230103,0.0
WY,salt cavern,20230130,0.0
WY,salt cavern,20230213,0.0
WY,salt cavern,20230216,0.0
WY,salt cavern,20230306,0.0
WY,salt cavern,20230315,0.0
WY,salt cavern,20230403,0.0
WY,salt cavern,20230410,0.0
WY,salt cavern,20230530,0.0
WY,salt cavern,20230517,0.0
WY,salt cavern,20230630,0.0
WY,salt cavern,20230615,0.0
WY,salt cavern,20230727,0.0
WY,salt cavern,20230710,0.0
WY,salt cavern,20230803,0.0
WY,salt cavern,20230831,0.0
WY,salt cavern,20230906,0.0
WY,salt cavern,20230912,0.0
WY,salt cavern,20231005,0.0
WY,salt cavern,20231020,0.0
WY,salt cavern,20231129,0.0
WY,salt cavern,20231121,0.0
WY,salt cavern,20231228,0.0
WY,salt cavern,20231218,0.0
