GZ_STORAGE_TYPE_TIMESERIES_1,GZ_STORAGE_TYPE_TIMESERIES_2,GZ_STORAGE_TYPE_TIMESERIES_3,GasStorageInjectionQuantity
MS,aquifer,20230615,0.0
MS,aquifer,20230727,0.0
MS,aquifer,20230710,0.0
MS,aquifer,20230803,0.0
MS,aquifer,20230831,0.0
MS,aquifer,20230906,0.0
MS,aquifer,20230912,0.0
MS,aquifer,20231005,0.0
MS,aquifer,20231020,0.0
MS,aquifer,20231129,0.0
MS,aquifer,20231121,0.0
MS,aquifer,20231228,0.0
MS,aquifer,20231218,0.0
MS,depleted field,20230103,0.0
MS,depleted field,20230130,0.0
MS,depleted field,20230213,0.0
MS,depleted field,20230216,0.0
MS,depleted field,20230306,0.0
MS,depleted field,20230315,0.0
MS,depleted field,20230403,0.0
MS,depleted field,20230410,0.0
MS,depleted field,20230530,0.0
MS,depleted field,20230517,0.0
MS,depleted field,20230630,0.0
MS,depleted field,20230615,0.0
MS,depleted field,20230727,0.0
MS,depleted field,20230710,0.0
MS,depleted field,20230803,0.0
MS,depleted field,20230831,0.0
MS,depleted field,20230906,0.0
MS,depleted field,20230912,0.0
MS,depleted field,20231005,0.0
MS,depleted field,20231020,0.0
MS,depleted field,20231129,0.0
MS,depleted field,20231121,0.0
MS,depleted field,20231228,0.0
MS,depleted field,20231218,0.0
MS,salt cavern,20230103,0.0
MS,salt cavern,20230130,0.0
MS,salt cavern,20230213,0.0
MS,salt cavern,20230216,0.0
MS,salt cavern,20230306,0.0
MS,salt cavern,20230315,0.0
MS,salt cavern,20230403,0.0
MS,salt cavern,20230410,0.0
MS,salt cavern,20230530,0.0
MS,salt cavern,20230517,0.0
MS,salt cavern,20230630,0.0
MS,salt cavern,20230615,0.0
MS,salt cavern,20230727,0.0
MS,salt cavern,20230710,0.0
MS,salt cavern,20230803,0.0
MS,salt cavern,20230831,0.0
MS,salt cavern,20230906,0.0
MS,salt cavern,20230912,0.0
MS,salt cavern,20231005,0.0
MS,salt cavern,20231020,0.0
MS,salt cavern,20231129,0.0
MS,salt cavern,20231121,0.0
MS,salt cavern,20231228,0.0
MS,salt cavern,20231218,0.0
MT,aquifer,20230103,0.0
MT,aquifer,20230130,0.0
MT,aquifer,20230213,0.0
MT,aquifer,20230216,0.0
MT,aquifer,20230306,0.0
MT,aquifer,20230315,0.0
MT,aquifer,20230403,0.0
MT,aquifer,20230410,0.0
MT,aquifer,20230530,0.0
MT,aquifer,20230517,0.0
MT,aquifer,20230630,0.0
MT,aquifer,20230615,0.0
MT,aquifer,20230727,0.0
MT,aquifer,20230710,0.0
MT,aquifer,20230803,0.0
MT,aquifer,20230831,0.0
MT,aquifer,20230906,0.0
MT,aquifer,20230912,0.0
MT,aquifer,20231005,0.0
MT,aquifer,20231020,0.0
MT,aquifer,20231129,0.0
MT,aquifer,20231121,0.0
MT,aquifer,20231228,0.0
MT,aquifer,20231218,0.0
MT,depleted field,20230103,0.0
MT,depleted field,20230130,0.0
MT,depleted field,20230213,0.0
MT,depleted field,20230216,0.0
MT,depleted field,20230306,0.0
MT,depleted field,20230315,0.0
MT,depleted field,20230403,0.0
MT,depleted field,20230410,0.0
MT,depleted field,20230530,120290.80866255343
MT,depleted field,20230517,623021.8049318767
MT,depleted field,20230630,181504.91184141883
MT,depleted field,20230615,156374.72530089735
MT,depleted field,20230727,697006.338881848
MT,depleted field,20230710,724586.01927219
MT,depleted field,20230803,453129.5651874144
MT,depleted field,20230831,339016.1008863076
MT,depleted field,20230906,146606.83378486425
MT,depleted field,20230912,119142.92818758264
MT,depleted field,20231005,0.0
MT,depleted field,20231020,0.0
MT,depleted field,20231129,0.0
MT,depleted field,20231121,0.0
MT,depleted field,20231228,0.0
MT,depleted field,20231218,0.0
MT,salt cavern,20230103,0.0
MT,salt cavern,20230130,0.0
MT,salt cavern,20230213,0.0
MT,salt cavern,20230216,0.0
MT,salt cavern,20230306,0.0
MT,salt cavern,20230315,0.0
MT,salt cavern,20230403,0.0
MT,salt cavern,20230410,0.0
MT,salt cavern,20230530,0.0
MT,salt cavern,20230517,0.0
MT,salt cavern,20230630,0.0
MT,salt cavern,20230615,0.0
MT,salt cavern,20230727,0.0
MT,salt cavern,20230710,0.0
MT,salt cavern,20230803,0.0
MT,salt cavern,20230831,0.0
MT,salt cavern,20230906,0.0
MT,salt cavern,20230912,0.0
MT,salt cavern,20231005,0.0
MT,salt cavern,20231020,0.0
MT,salt cavern,20231129,0.0
MT,salt cavern,20231121,0.0
MT,salt cavern,20231228,0.0
MT,salt cavern,20231218,0.0
NC,aquifer,20230103,0.0
NC,aquifer,20230130,0.0
NC,aquifer,20230213,0.0
NC,aquifer,20230216,0.0
NC,aquifer,20230306,0.0
NC,aquifer,20230315,0.0
NC,aquifer,20230403,0.0
NC,aquifer,20230410,0.0
NC,aquifer,20230530,0.0
NC,aquifer,20230517,0.0
NC,aquifer,20230630,0.0
NC,aquifer,20230615,0.0
NC,aquifer,20230727,0.0
NC,aquifer,20230710,0.0
NC,aquifer,20230803,0.0
NC,aquifer,20230831,0.0
NC,aquifer,20230906,0.0
NC,aquifer,20230912,0.0
NC,aquifer,20231005,0.0
NC,aquifer,20231020,0.0
NC,aquifer,20231129,0.0
NC,aquifer,20231121,0.0
NC,aquifer,20231228,0.0
NC,aquifer,20231218,0.0
NC,depleted field,20230103,0.0
NC,depleted field,20230130,0.0
NC,depleted field,20230213,0.0
NC,depleted field,20230216,0.0
NC,depleted field,20230306,0.0
NC,depleted field,20230315,0.0
NC,depleted field,20230403,0.0
NC,depleted field,20230410,0.0
NC,depleted field,20230530,0.0
NC,depleted field,20230517,0.0
NC,depleted field,20230630,0.0
NC,depleted field,20230615,0.0
NC,depleted field,20230727,0.0
NC,depleted field,20230710,0.0
NC,depleted field,20230803,0.0
NC,depleted field,20230831,0.0
NC,depleted field,20230906,0.0
NC,depleted field,20230912,0.0
NC,depleted field,20231005,0.0
NC,depleted field,20231020,0.0
NC,depleted field,20231129,0.0
NC,depleted field,20231121,0.0
NC,depleted field,20231228,0.0
NC,depleted field,20231218,0.0
NC,salt cavern,20230103,0.0
NC,salt cavern,20230130,0.0
NC,salt cavern,20230213,0.0
NC,salt cavern,20230216,0.0
NC,salt cavern,20230306,0.0
NC,salt cavern,20230315,0.0
NC,salt cavern,20230403,0.0
NC,salt cavern,20230410,0.0
NC,salt cavern,20230530,0.0
NC,salt cavern,20230517,0.0
NC,salt cavern,20230630,0.0
NC,salt cavern,20230615,0.0
NC,salt cavern,20230727,0.0
NC,salt cavern,20230710,0.0
NC,salt cavern,20230803,0.0
NC,salt cavern,20230831,0.0
NC,salt cavern,20230906,0.0
NC,salt cavern,20230912,0.0
NC,salt cavern,20231005,0.0
NC,salt cavern,20231020,0.0
NC,salt cavern,20231129,0.0
NC,salt cavern,20231121,0.0
NC,salt cavern,20231228,0.0
NC,salt cavern,20231218,0.0
ND,aquifer,20230103,0.0
ND,aquifer,20230130,0.0
ND,aquifer,20230213,0.0
ND,aquifer,20230216,0.0
ND,aquifer,20230306,0.0
ND,aquifer,20230315,0.0
ND,aquifer,20230403,0.0
ND,aquifer,20230410,0.0
ND,aquifer,20230530,0.0
ND,aquifer,20230517,0.0
ND,aquifer,20230630,0.0
ND,aquifer,20230615,0.0
ND,aquifer,20230727,0.0
ND,aquifer,20230710,0.0
ND,aquifer,20230803,0.0
ND,aquifer,20230831,0.0
ND,aquifer,20230906,0.0
ND,aquifer,20230912,0.0
ND,aquifer,20231005,0.0
ND,aquifer,20231020,0.0
ND,aquifer,20231129,0.0
ND,aquifer,20231121,0.0
ND,aquifer,20231228,0.0
ND,aquifer,20231218,0.0
ND,depleted field,20230103,0.0
ND,depleted field,20230130,0.0
ND,depleted field,20230213,0.0
ND,depleted field,20230216,0.0
ND,depleted field,20230306,0.0
ND,depleted field,20230315,0.0
ND,depleted field,20230403,0.0
ND,depleted field,20230410,0.0
ND,depleted field,20230530,0.0
ND,depleted field,20230517,0.0
ND,depleted field,20230630,0.0
ND,depleted field,20230615,0.0
ND,depleted field,20230727,0.0
ND,depleted field,20230710,0.0
ND,depleted field,20230803,0.0
ND,depleted field,20230831,0.0
ND,depleted field,20230906,0.0
ND,depleted field,20230912,0.0
ND,depleted field,20231005,0.0
ND,depleted field,20231020,0.0
ND,depleted field,20231129,0.0
ND,depleted field,20231121,0.0
ND,depleted field,20231228,0.0
ND,depleted field,20231218,0.0
ND,salt cavern,20230103,0.0
ND,salt cavern,20230130,0.0
ND,salt cavern,20230213,0.0
ND,salt cavern,20230216,0.0
ND,salt cavern,20230306,0.0
ND,salt cavern,20230315,0.0
ND,salt cavern,20230403,0.0
ND,salt cavern,20230410,0.0
ND,salt cavern,20230530,0.0
ND,salt cavern,20230517,0.0
ND,salt cavern,20230630,0.0
ND,salt cavern,20230615,0.0
ND,salt cavern,20230727,0.0
ND,salt cavern,20230710,0.0
ND,salt cavern,20230803,0.0
ND,salt cavern,20230831,0.0
ND,salt cavern,20230906,0.0
ND,salt cavern,20230912,0.0
ND,salt cavern,20231005,0.0
ND,salt cavern,20231020,0.0
ND,salt cavern,20231129,0.0
ND,salt cavern,20231121,0.0
ND,salt cavern,20231228,0.0
ND,salt cavern,20231218,0.0
NE,aquifer,20230103,0.0
NE,aquifer,20230130,0.0
NE,aquifer,20230213,0.0
NE,aquifer,20230216,0.0
NE,aquifer,20230306,0.0
NE,aquifer,20230315,0.0
NE,aquifer,20230403,0.0
NE,aquifer,20230410,0.0
NE,aquifer,20230530,0.0
NE,aquifer,20230517,0.0
NE,aquifer,20230630,0.0
NE,aquifer,20230615,0.0
NE,aquifer,20230727,0.0
NE,aquifer,20230710,0.0
NE,aquifer,20230803,0.0
NE,aquifer,20230831,0.0
NE,aquifer,20230906,0.0
NE,aquifer,20230912,0.0
NE,aquifer,20231005,0.0
NE,aquifer,20231020,0.0
NE,aquifer,20231129,0.0
NE,aquifer,20231121,0.0
NE,aquifer,20231228,0.0
NE,aquifer,20231218,0.0
NE,depleted field,20230103,0.0
NE,depleted field,20230130,0.0
NE,depleted field,20230213,0.0
NE,depleted field,20230216,0.0
NE,depleted field,20230306,0.0
NE,depleted field,20230315,0.0
NE,depleted field,20230403,0.0
NE,depleted field,20230410,0.0
NE,depleted field,20230530,0.0
NE,depleted field,20230517,0.0
NE,depleted field,20230630,0.0
NE,depleted field,20230615,0.0
NE,depleted field,20230727,1536876.8579598148
NE,depleted field,20230710,0.0
NE,depleted field,20230803,1389722.196618871
NE,depleted field,20230831,346556.9538874616
NE,depleted field,20230906,0.0
NE,depleted field,20230912,0.0
NE,depleted field,20231005,0.0
NE,depleted field,20231020,0.0
NE,depleted field,20231129,0.0
NE,depleted field,20231121,0.0
NE,depleted field,20231228,0.0
NE,depleted field,20231218,0.0
NE,salt cavern,20230103,0.0
NE,salt cavern,20230130,0.0
NE,salt cavern,20230213,0.0
NE,salt cavern,20230216,0.0
NE,salt cavern,20230306,0.0
NE,salt cavern,20230315,0.0
NE,salt cavern,20230403,0.0
NE,salt cavern,20230410,0.0
NE,salt cavern,20230530,0.0
NE,salt cavern,20230517,0.0
NE,salt cavern,20230630,0.0
NE,salt cavern,20230615,0.0
NE,salt cavern,20230727,0.0
NE,salt cavern,20230710,0.0
NE,salt cavern,20230803,0.0
NE,salt cavern,20230831,0.0
NE,salt cavern,20230906,0.0
NE,salt cavern,20230912,0.0
NE,salt cavern,20231005,0.0
NE,salt cavern,20231020,0.0
NE,salt cavern,20231129,0.0
NE,salt cavern,20231121,0.0
NE,salt cavern,20231228,0.0
NE,salt cavern,20231218,0.0
NH,aquifer,20230103,0.0
NH,aquifer,20230130,0.0
NH,aquifer,20230213,0.0
NH,aquifer,20230216,0.0
NH,aquifer,20230306,0.0
NH,aquifer,20230315,0.0
NH,aquifer,20230403,0.0
NH,aquifer,20230410,0.0
NH,aquifer,20230530,0.0
NH,aquifer,20230517,0.0
NH,aquifer,20230630,0.0
NH,aquifer,20230615,0.0
NH,aquifer,20230727,0.0
NH,aquifer,20230710,0.0
NH,aquifer,20230803,0.0
NH,aquifer,20230831,0.0
NH,aquifer,20230906,0.0
NH,aquifer,20230912,0.0
NH,aquifer,20231005,0.0
NH,aquifer,20231020,0.0
NH,aquifer,20231129,0.0
NH,aquifer,20231121,0.0
NH,aquifer,20231228,0.0
NH,aquifer,20231218,0.0
NH,depleted field,20230103,0.0
NH,depleted field,20230130,0.0
NH,depleted field,20230213,0.0
NH,depleted field,20230216,0.0
NH,depleted field,20230306,0.0
NH,depleted field,20230315,0.0
NH,depleted field,20230403,0.0
NH,depleted field,20230410,0.0
NH,depleted field,20230530,0.0
NH,depleted field,20230517,0.0
NH,depleted field,20230630,0.0
NH,depleted field,20230615,0.0
NH,depleted field,20230727,0.0
NH,depleted field,20230710,0.0
NH,depleted field,20230803,0.0
NH,depleted field,20230831,0.0
NH,depleted field,20230906,0.0
NH,depleted field,20230912,0.0
NH,depleted field,20231005,0.0
NH,depleted field,20231020,0.0
NH,depleted field,20231129,0.0
NH,depleted field,20231121,0.0
NH,depleted field,20231228,0.0
NH,depleted field,20231218,0.0
NH,salt cavern,20230103,0.0
NH,salt cavern,20230130,0.0
NH,salt cavern,20230213,0.0
NH,salt cavern,20230216,0.0
NH,salt cavern,20230306,0.0
NH,salt cavern,20230315,0.0
NH,salt cavern,20230403,0.0
NH,salt cavern,20230410,0.0
NH,salt cavern,20230530,0.0
NH,salt cavern,20230517,0.0
NH,salt cavern,20230630,0.0
NH,salt cavern,20230615,0.0
NH,salt cavern,20230727,0.0
NH,salt cavern,20230710,0.0
NH,salt cavern,20230803,0.0
NH,salt cavern,20230831,0.0
NH,salt cavern,20230906,0.0
NH,salt cavern,20230912,0.0
NH,salt cavern,20231005,0.0
NH,salt cavern,20231020,0.0
NH,salt cavern,20231129,0.0
NH,salt cavern,20231121,0.0
NH,salt cavern,20231228,0.0
NH,salt cavern,20231218,0.0
NJ,aquifer,20230103,0.0
NJ,aquifer,20230130,0.0
NJ,aquifer,20230213,0.0
NJ,aquifer,20230216,0.0
NJ,aquifer,20230306,0.0
NJ,aquifer,20230315,0.0
NJ,aquifer,20230403,0.0
NJ,aquifer,20230410,0.0
NJ,aquifer,20230530,0.0
NJ,aquifer,20230517,0.0
NJ,aquifer,20230630,0.0
NJ,aquifer,20230615,0.0
NJ,aquifer,20230727,0.0
NJ,aquifer,20230710,0.0
NJ,aquifer,20230803,0.0
NJ,aquifer,20230831,0.0
NJ,aquifer,20230906,0.0
NJ,aquifer,20230912,0.0
NJ,aquifer,20231005,0.0
NJ,aquifer,20231020,0.0
NJ,aquifer,20231129,0.0
NJ,aquifer,20231121,0.0
NJ,aquifer,20231228,0.0
NJ,aquifer,20231218,0.0
NJ,depleted field,20230103,0.0
NJ,depleted field,20230130,0.0
NJ,depleted field,20230213,0.0
NJ,depleted field,20230216,0.0
NJ,depleted field,20230306,0.0
NJ,depleted field,20230315,0.0
NJ,depleted field,20230403,0.0
NJ,depleted field,20230410,0.0
NJ,depleted field,20230530,0.0
NJ,depleted field,20230517,0.0
NJ,depleted field,20230630,0.0
NJ,depleted field,20230615,0.0
NJ,depleted field,20230727,0.0
NJ,depleted field,20230710,0.0
NJ,depleted field,20230803,0.0
NJ,depleted field,20230831,0.0
NJ,depleted field,20230906,0.0
NJ,depleted field,20230912,0.0
NJ,depleted field,20231005,0.0
NJ,depleted field,20231020,0.0
NJ,depleted field,20231129,0.0
NJ,depleted field,20231121,0.0
NJ,depleted field,20231228,0.0
NJ,depleted field,20231218,0.0
NJ,salt cavern,20230103,0.0
NJ,salt cavern,20230130,0.0
NJ,salt cavern,20230213,0.0
NJ,salt cavern,20230216,0.0
NJ,salt cavern,20230306,0.0
NJ,salt cavern,20230315,0.0
NJ,salt cavern,20230403,0.0
NJ,salt cavern,20230410,0.0
NJ,salt cavern,20230530,0.0
NJ,salt cavern,20230517,0.0
NJ,salt cavern,20230630,0.0
NJ,salt cavern,20230615,0.0
NJ,salt cavern,20230727,0.0
NJ,salt cavern,20230710,0.0
NJ,salt cavern,20230803,0.0
NJ,salt cavern,20230831,0.0
NJ,salt cavern,20230906,0.0
NJ,salt cavern,20230912,0.0
NJ,salt cavern,20231005,0.0
NJ,salt cavern,20231020,0.0
NJ,salt cavern,20231129,0.0
NJ,salt cavern,20231121,0.0
NJ,salt cavern,20231228,0.0
NJ,salt cavern,20231218,0.0
NM,aquifer,20230103,0.0
NM,aquifer,20230130,0.0
NM,aquifer,20230213,0.0
NM,aquifer,20230216,0.0
NM,aquifer,20230306,0.0
NM,aquifer,20230315,0.0
NM,aquifer,20230403,0.0
NM,aquifer,20230410,0.0
NM,aquifer,20230530,0.0
NM,aquifer,20230517,0.0
NM,aquifer,20230630,0.0
NM,aquifer,20230615,0.0
NM,aquifer,20230727,0.0
NM,aquifer,20230710,0.0
NM,aquifer,20230803,0.0
NM,aquifer,20230831,0.0
NM,aquifer,20230906,0.0
NM,aquifer,20230912,0.0
NM,aquifer,20231005,0.0
NM,aquifer,20231020,0.0
NM,aquifer,20231129,0.0
NM,aquifer,20231121,0.0
NM,aquifer,20231228,0.0
NM,aquifer,20231218,0.0
NM,depleted field,20230103,0.0
NM,depleted field,20230130,0.0
NM,depleted field,20230213,0.0
NM,depleted field,20230216,0.0
NM,depleted field,20230306,237778.21447950602
NM,depleted field,20230315,0.0
NM,depleted field,20230403,0.0
NM,depleted field,20230410,739517.1294952749
NM,depleted field,20230530,0.0
NM,depleted field,20230517,0.0
NM,depleted field,20230630,0.0
NM,depleted field,20230615,0.0
NM,depleted field,20230727,0.0
NM,depleted field,20230710,0.0
NM,depleted field,20230803,0.0
NM,depleted field,20230831,0.0
NM,depleted field,20230906,0.0
NM,depleted field,20230912,0.0
NM,depleted field,20231005,0.0
NM,depleted field,20231020,0.0
NM,depleted field,20231129,0.0
NM,depleted field,20231121,0.0
NM,depleted field,20231228,0.0
NM,depleted field,20231218,0.0
NM,salt cavern,20230103,0.0
NM,salt cavern,20230130,0.0
NM,salt cavern,20230213,0.0
NM,salt cavern,20230216,0.0
NM,salt cavern,20230306,0.0
NM,salt cavern,20230315,0.0
NM,salt cavern,20230403,0.0
NM,salt cavern,20230410,0.0
NM,salt cavern,20230530,0.0
NM,salt cavern,20230517,0.0
NM,salt cavern,20230630,0.0
NM,salt cavern,20230615,0.0
NM,salt cavern,20230727,0.0
NM,salt cavern,20230710,0.0
NM,salt cavern,20230803,0.0
NM,salt cavern,20230831,0.0
NM,salt cavern,20230906,0.0
NM,salt cavern,20230912,0.0
NM,salt cavern,20231005,0.0
NM,salt cavern,20231020,0.0
NM,salt cavern,20231129,0.0
NM,salt cavern,20231121,0.0
NM,salt cavern,20231228,0.0
NM,salt cavern,20231218,0.0
NV,aquifer,20230103,0.0
NV,aquifer,20230130,0.0
NV,aquifer,20230213,0.0
NV,aquifer,20230216,0.0
NV,aquifer,20230306,0.0
NV,aquifer,20230315,0.0
NV,aquifer,20230403,0.0
NV,aquifer,20230410,0.0
NV,aquifer,20230530,0.0
NV,aquifer,20230517,0.0
NV,aquifer,20230630,0.0
NV,aquifer,20230615,0.0
NV,aquifer,20230727,0.0
NV,aquifer,20230710,0.0
NV,aquifer,20230803,0.0
NV,aquifer,20230831,0.0
NV,aquifer,20230906,0.0
NV,aquifer,20230912,0.0
NV,aquifer,20231005,0.0
NV,aquifer,20231020,0.0
NV,aquifer,20231129,0.0
NV,aquifer,20231121,0.0
NV,aquifer,20231228,0.0
NV,aquifer,20231218,0.0
NV,depleted field,20230103,0.0
NV,depleted field,20230130,0.0
NV,depleted field,20230213,0.0
NV,depleted field,20230216,0.0
NV,depleted field,20230306,0.0
NV,depleted field,20230315,0.0
NV,depleted field,20230403,0.0
NV,depleted field,20230410,0.0
NV,depleted field,20230530,0.0
NV,depleted field,20230517,0.0
NV,depleted field,20230630,0.0
NV,depleted field,20230615,0.0
NV,depleted field,20230727,0.0
NV,depleted field,20230710,0.0
NV,depleted field,20230803,0.0
NV,depleted field,20230831,0.0
NV,depleted field,20230906,0.0
NV,depleted field,20230912,0.0
NV,depleted field,20231005,0.0
NV,depleted field,20231020,0.0
NV,depleted field,20231129,0.0
NV,depleted field,20231121,0.0
NV,depleted field,20231228,0.0
NV,depleted field,20231218,0.0
NV,salt cavern,20230103,0.0
NV,salt cavern,20230130,0.0
NV,salt cavern,20230213,0.0
NV,salt cavern,20230216,0.0
NV,salt cavern,20230306,0.0
NV,salt cavern,20230315,0.0
NV,salt cavern,20230403,0.0
NV,salt cavern,20230410,0.0
NV,salt cavern,20230530,0.0
NV,salt cavern,20230517,0.0
NV,salt cavern,20230630,0.0
NV,salt cavern,20230615,0.0
NV,salt cavern,20230727,0.0
NV,salt cavern,20230710,0.0
NV,salt cavern,20230803,0.0
NV,salt cavern,20230831,0.0
NV,salt cavern,20230906,0.0
NV,salt cavern,20230912,0.0
NV,salt cavern,20231005,0.0
NV,salt cavern,20231020,0.0
NV,salt cavern,20231129,0.0
NV,salt cavern,20231121,0.0
NV,salt cavern,20231228,0.0
NV,salt cavern,20231218,0.0
NY,aquifer,20230103,0.0
NY,aquifer,20230130,0.0
NY,aquifer,20230213,0.0
NY,aquifer,20230216,0.0
NY,aquifer,20230306,0.0
NY,aquifer,20230315,0.0
NY,aquifer,20230403,0.0
NY,aquifer,20230410,0.0
NY,aquifer,20230530,0.0
NY,aquifer,20230517,0.0
NY,aquifer,20230630,0.0
NY,aquifer,20230615,0.0
NY,aquifer,20230727,0.0
NY,aquifer,20230710,0.0
NY,aquifer,20230803,0.0
NY,aquifer,20230831,0.0
NY,aquifer,20230906,0.0
NY,aquifer,20230912,0.0
NY,aquifer,20231005,0.0
NY,aquifer,20231020,0.0
NY,aquifer,20231129,0.0
NY,aquifer,20231121,0.0
NY,aquifer,20231228,0.0
NY,aquifer,20231218,0.0
NY,depleted field,20230103,0.0
NY,depleted field,20230130,0.0
NY,depleted field,20230213,0.0
NY,depleted field,20230216,0.0
NY,depleted field,20230306,0.0
NY,depleted field,20230315,0.0
NY,depleted field,20230403,0.0
NY,depleted field,20230410,0.0
NY,depleted field,20230530,0.0
NY,depleted field,20230517,0.0
NY,depleted field,20230630,26887.791446841788
NY,depleted field,20230615,0.0
NY,depleted field,20230727,354733.2949154943
NY,depleted field,20230710,18105.18667601576
NY,depleted field,20230803,0.0
NY,depleted field,20230831,0.0
NY,depleted field,20230906,0.0
NY,depleted field,20230912,0.0
NY,depleted field,20231005,0.0
NY,depleted field,20231020,0.0
NY,depleted field,20231129,0.0
NY,depleted field,20231121,0.0
NY,depleted field,20231228,0.0
NY,depleted field,20231218,0.0
NY,salt cavern,20230103,0.0
NY,salt cavern,20230130,0.0
NY,salt cavern,20230213,0.0
NY,salt cavern,20230216,0.0
NY,salt cavern,20230306,0.0
NY,salt cavern,20230315,0.0
NY,salt cavern,20230403,0.0
NY,salt cavern,20230410,0.0
NY,salt cavern,20230530,0.0
NY,salt cavern,20230517,0.0
NY,salt cavern,20230630,0.0
NY,salt cavern,20230615,0.0
NY,salt cavern,20230727,0.0
NY,salt cavern,20230710,0.0
NY,salt cavern,20230803,0.0
NY,salt cavern,20230831,0.0
NY,salt cavern,20230906,0.0
NY,salt cavern,20230912,0.0
NY,salt cavern,20231005,0.0
NY,salt cavern,20231020,0.0
NY,salt cavern,20231129,0.0
NY,salt cavern,20231121,0.0
NY,salt cavern,20231228,0.0
NY,salt cavern,20231218,0.0
OH,aquifer,20230103,0.0
OH,aquifer,20230130,0.0
OH,aquifer,20230213,0.0
OH,aquifer,20230216,0.0
OH,aquifer,20230306,0.0
OH,aquifer,20230315,0.0
OH,aquifer,20230403,0.0
OH,aquifer,20230410,0.0
OH,aquifer,20230530,0.0
OH,aquifer,20230517,0.0
OH,aquifer,20230630,0.0
OH,aquifer,20230615,0.0
OH,aquifer,20230727,0.0
OH,aquifer,20230710,0.0
OH,aquifer,20230803,0.0
OH,aquifer,20230831,0.0
OH,aquifer,20230906,0.0
OH,aquifer,20230912,0.0
OH,aquifer,20231005,0.0
OH,aquifer,20231020,0.0
OH,aquifer,20231129,0.0
OH,aquifer,20231121,0.0
OH,aquifer,20231228,0.0
OH,aquifer,20231218,0.0
OH,depleted field,20230103,0.0
OH,depleted field,20230130,0.0
OH,depleted field,20230213,0.0
OH,depleted field,20230216,0.0
OH,depleted field,20230306,0.0
OH,depleted field,20230315,0.0
OH,depleted field,20230403,0.0
OH,depleted field,20230410,0.0
OH,depleted field,20230530,0.0
OH,depleted field,20230517,0.0
OH,depleted field,20230630,0.0
OH,depleted field,20230615,0.0
OH,depleted field,20230727,0.0
OH,depleted field,20230710,0.0
OH,depleted field,20230803,0.0
OH,depleted field,20230831,0.0
OH,depleted field,20230906,0.0
OH,depleted field,20230912,0.0
OH,depleted field,20231005,0.0
OH,depleted field,20231020,0.0
OH,depleted field,20231129,0.0
OH,depleted field,20231121,0.0
OH,depleted field,20231228,0.0
OH,depleted field,20231218,0.0
OH,salt cavern,20230103,0.0
OH,salt cavern,20230130,0.0
OH,salt cavern,20230213,0.0
OH,salt cavern,20230216,0.0
OH,salt cavern,20230306,0.0
OH,salt cavern,20230315,0.0
OH,salt cavern,20230403,0.0
OH,salt cavern,20230410,0.0
OH,salt cavern,20230530,0.0
OH,salt cavern,20230517,0.0
OH,salt cavern,20230630,0.0
OH,salt cavern,20230615,0.0
OH,salt cavern,20230727,0.0
OH,salt cavern,20230710,0.0
OH,salt cavern,20230803,0.0
OH,salt cavern,20230831,0.0
OH,salt cavern,20230906,0.0
OH,salt cavern,20230912,0.0
OH,salt cavern,20231005,0.0
OH,salt cavern,20231020,0.0
OH,salt cavern,20231129,0.0
OH,salt cavern,20231121,0.0
OH,salt cavern,20231228,0.0
OH,salt cavern,20231218,0.0
OK,aquifer,20230103,0.0
OK,aquifer,20230130,0.0
OK,aquifer,20230213,0.0
OK,aquifer,20230216,0.0
OK,aquifer,20230306,0.0
OK,aquifer,20230315,0.0
OK,aquifer,20230403,0.0
OK,aquifer,20230410,0.0
OK,aquifer,20230530,0.0
OK,aquifer,20230517,0.0
OK,aquifer,20230630,0.0
OK,aquifer,20230615,0.0
OK,aquifer,20230727,0.0
OK,aquifer,20230710,0.0
OK,aquifer,20230803,0.0
OK,aquifer,20230831,0.0
OK,aquifer,20230906,0.0
OK,aquifer,20230912,0.0
OK,aquifer,20231005,0.0
OK,aquifer,20231020,0.0
OK,aquifer,20231129,0.0
OK,aquifer,20231121,0.0
OK,aquifer,20231228,0.0
OK,aquifer,20231218,0.0
OK,depleted field,20230103,0.0
OK,depleted field,20230130,0.0
OK,depleted field,20230213,0.0
OK,depleted field,20230216,0.0
OK,depleted field,20230306,0.0
OK,depleted field,20230315,0.0
OK,depleted field,20230403,0.0
OK,depleted field,20230410,0.0
OK,depleted field,20230530,0.0
OK,depleted field,20230517,0.0
OK,depleted field,20230630,0.0
OK,depleted field,20230615,0.0
OK,depleted field,20230727,0.0
OK,depleted field,20230710,0.0
OK,depleted field,20230803,0.0
OK,depleted field,20230831,0.0
OK,depleted field,20230906,0.0
OK,depleted field,20230912,0.0
OK,depleted field,20231005,0.0
OK,depleted field,20231020,0.0
OK,depleted field,20231129,0.0
OK,depleted field,20231121,0.0
OK,depleted field,20231228,0.0
OK,depleted field,20231218,0.0
OK,salt cavern,20230103,0.0
OK,salt cavern,20230130,0.0
OK,salt cavern,20230213,0.0
OK,salt cavern,20230216,0.0
OK,salt cavern,20230306,0.0
OK,salt cavern,20230315,0.0
OK,salt cavern,20230403,0.0
OK,salt cavern,20230410,0.0
OK,salt cavern,20230530,0.0
OK,salt cavern,20230517,0.0
OK,salt cavern,20230630,0.0
OK,salt cavern,20230615,0.0
OK,salt cavern,20230727,0.0
OK,salt cavern,20230710,0.0
