GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,BuildGen,BuildStorageEnergy,GenCapitalOutlay
PJMW_pa_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,.,.,.
PJMW_va_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,.,.,.
PJMW_va_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,.,.,.
PJMW_wv_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,.,.,.
PJMW_wv_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,.,.,.
PJMW_wv_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,PJMW,Naturalgas,.,.,.
PJMW_mi_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,PJMW,Naturalgas,.,.,.
PJMW_oh_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,PJMW,Naturalgas,.,.,.
PJMW_pa_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,PJMW,Naturalgas,.,.,.
PJMW_in_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,PJMW,Naturalgas,.,.,.
PJMW_oh_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,PJMW,Naturalgas,.,.,.
PJMW_pa_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,PJMW,Naturalgas,.,.,.
PJMW_va_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,PJMW,Naturalgas,.,.,.
RMRG_co_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,RMRG,Naturalgas,.,.,.
RMRG_co_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,RMRG,Naturalgas,.,.,.
RMRG_wy_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,RMRG,Naturalgas,.,.,.
RMRG_co_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,RMRG,Naturalgas,163.8,.,0
RMRG_co_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,RMRG,Naturalgas,.,.,.
RMRG_sd_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,RMRG,Naturalgas,.,.,.
RMRG_sd_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,RMRG,Naturalgas,.,.,.
RMRG_wy_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,RMRG,Naturalgas,.,.,.
RMRG_wy_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,RMRG,Naturalgas,.,.,.
RMRG_co_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,RMRG,Naturalgas,.,.,.
RMRG_wy_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,RMRG,Naturalgas,2.2,.,0
RMRG_co_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,RMRG,Naturalgas,.,.,.
RMRG_wy_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,RMRG,Naturalgas,.,.,.
SPPC_ks_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPC,Naturalgas,.,.,.
SPPC_mo_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPC,Naturalgas,.,.,.
SPPC_ks_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPC,Naturalgas,.,.,.
SPPC_ks_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SPPC,Naturalgas,.,.,.
SPPC_ks_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,SPPC,Naturalgas,.,.,.
SPPC_mo_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPC,Naturalgas,.,.,.
SPPC_mo_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SPPC,Naturalgas,.,.,.
SPPC_mo_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,SPPC,Naturalgas,.,.,.
SPPC_ok_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPC,Naturalgas,.,.,.
SPPC_ks_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPC,Naturalgas,4,.,0
SPPC_mo_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPC,Naturalgas,.,.,.
SPPC_ne_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPC,Naturalgas,.,.,.
SPPC_ks_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPC,Naturalgas,.,.,.
SPPC_mo_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPC,Naturalgas,.,.,.
SPPN_ne_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPN,Naturalgas,.,.,.
SPPN_ne_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SPPN,Naturalgas,.,.,.
SPPN_sd_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPN,Naturalgas,.,.,.
SPPN_ia_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPN,Naturalgas,.,.,.
SPPN_mt_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPN,Naturalgas,.,.,.
SPPN_nd_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPN,Naturalgas,.,.,.
SPPN_ne_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPN,Naturalgas,.,.,.
SPPN_sd_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPN,Naturalgas,.,.,.
SPPN_ks_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPN,Naturalgas,.,.,.
SPPN_nd_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPN,Naturalgas,.,.,.
SPPN_ne_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPN,Naturalgas,.,.,.
SPPN_sd_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPN,Naturalgas,.,.,.
SPPN_ne_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPN,Naturalgas,.,.,.
SPPN_sd_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPN,Naturalgas,.,.,.
SPPS_ar_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPS,Naturalgas,.,.,.
SPPS_la_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPS,Naturalgas,.,.,.
SPPS_nm_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPS,Naturalgas,.,.,.
SPPS_ok_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPS,Naturalgas,.,.,.
SPPS_tx_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SPPS,Naturalgas,.,.,.
SPPS_ar_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPS,Naturalgas,.,.,.
SPPS_ar_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SPPS,Naturalgas,.,.,.
SPPS_ar_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,SPPS,Naturalgas,.,.,.
SPPS_nm_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPS,Naturalgas,.,.,.
SPPS_ok_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPS,Naturalgas,.,.,.
SPPS_tx_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SPPS,Naturalgas,.,.,.
SPPS_ar_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPS,Naturalgas,.,.,.
SPPS_ks_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPS,Naturalgas,.,.,.
SPPS_mo_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPS,Naturalgas,.,.,.
SPPS_nm_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPS,Naturalgas,.,.,.
SPPS_ok_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPS,Naturalgas,.,.,.
SPPS_tx_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SPPS,Naturalgas,.,.,.
SPPS_la_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPS,Naturalgas,.,.,.
SPPS_nm_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPS,Naturalgas,.,.,.
SPPS_ok_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPS,Naturalgas,.,.,.
SPPS_tx_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SPPS,Naturalgas,.,.,.
SRCA_nc_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRCA,Naturalgas,.,.,.
SRCA_nc_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRCA,Naturalgas,.,.,.
SRCA_sc_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRCA,Naturalgas,.,.,.
SRCA_sc_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRCA,Naturalgas,.,.,.
SRCA_nc_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRCA,Naturalgas,.,.,.
SRCA_nc_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRCA,Naturalgas,.,.,.
SRCA_sc_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRCA,Naturalgas,.,.,.
SRCA_sc_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRCA,Naturalgas,.,.,.
SRCA_nc_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRCA,Naturalgas,.,.,.
SRCA_sc_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRCA,Naturalgas,.,.,.
SRCE_al_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,.,.,.
SRCE_al_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,.,.,.
SRCE_ky_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,.,.,.
SRCE_ky_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,.,.,.
SRCE_ms_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,.,.,.
SRCE_ms_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,.,.,.
SRCE_tn_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,.,.,.
SRCE_tn_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRCE,Naturalgas,.,.,.
SRCE_ky_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,.,.,.
SRCE_ky_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,.,.,.
SRCE_ky_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,.,.,.
SRCE_ms_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,.,.,.
SRCE_tn_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,.,.,.
SRCE_tn_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,.,.,.
SRCE_tn_natural_gas_fired_combustion_turbine_3,2023,Natural Gas Fired Combustion Turbine,SRCE,Naturalgas,.,.,.
SRCE_tn_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SRCE,Naturalgas,.,.,.
SRCE_tn_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRCE,Naturalgas,.,.,.
SRSE_al_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,.,.,.
SRSE_al_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,1455.7,.,0
SRSE_fl_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,.,.,.
SRSE_fl_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,.,.,.
SRSE_ga_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,.,.,.
SRSE_ga_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,.,.,.
SRSE_ms_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,.,.,.
SRSE_ms_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSE,Naturalgas,.,.,.
SRSE_al_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,.,.,.
SRSE_al_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,.,.,.
SRSE_fl_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,.,.,.
SRSE_fl_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,.,.,.
SRSE_ga_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,.,.,.
SRSE_ga_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,.,.,.
SRSE_ms_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSE,Naturalgas,.,.,.
SRSE_fl_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SRSE,Naturalgas,.,.,.
SRSE_ga_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SRSE,Naturalgas,.,.,.
SRSE_al_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRSE,Naturalgas,.,.,.
SRSE_ga_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRSE,Naturalgas,.,.,.
SRSG_az_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,.,.,.
SRSG_az_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,.,.,.
SRSG_ca_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,.,.,.
SRSG_ca_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,.,.,.
SRSG_nm_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,.,.,.
SRSG_nm_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,.,.,.
SRSG_tx_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,.,.,.
SRSG_tx_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,SRSG,Naturalgas,.,.,.
SRSG_az_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,.,.,.
SRSG_az_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,.,.,.
SRSG_ca_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,.,.,.
SRSG_ca_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,.,.,.
SRSG_nm_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,.,.,.
SRSG_nm_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,.,.,.
SRSG_tx_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,.,.,.
SRSG_tx_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,SRSG,Naturalgas,227.8,.,0
SRSG_az_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SRSG,Naturalgas,.,.,.
SRSG_nm_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SRSG,Naturalgas,.,.,.
SRSG_tx_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,SRSG,Naturalgas,.,.,.
SRSG_az_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRSG,Naturalgas,.,.,.
SRSG_nm_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRSG,Naturalgas,.,.,.
SRSG_tx_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,SRSG,Naturalgas,.,.,.
TRE_tx_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,TRE,Naturalgas,244,.,0
TRE_tx_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,TRE,Naturalgas,.,.,.
TRE_tx_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,TRE,Naturalgas,298.8,.,0
TRE_tx_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,TRE,Naturalgas,112,.,0
TRE_tx_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,TRE,Naturalgas,.,.,.
TRE_tx_natural_gas_steam_turbine_1,2023,Natural Gas Steam Turbine,TRE,Naturalgas,.,.,.
TREW_tx_natural_gas_fired_combined_cycle_1,2023,Natural Gas Fired Combined Cycle,TREW,Naturalgas,.,.,.
TREW_tx_natural_gas_fired_combined_cycle_2,2023,Natural Gas Fired Combined Cycle,TREW,Naturalgas,.,.,.
TREW_tx_natural_gas_fired_combustion_turbine_1,2023,Natural Gas Fired Combustion Turbine,TREW,Naturalgas,.,.,.
TREW_tx_natural_gas_fired_combustion_turbine_2,2023,Natural Gas Fired Combustion Turbine,TREW,Naturalgas,.,.,.
TREW_tx_natural_gas_internal_combustion_engine_1,2023,Natural Gas Internal Combustion Engine,TREW,Naturalgas,.,.,.
BASN_batteries_1,2023,Batteries,BASN,Electricity,734.8,1469.6,0
BASN_biomass_1,2023,Biomass,BASN,Waste_biomass,.,.,.
BASN_biomass_2,2023,Biomass,BASN,Waste_biomass,.,.,.
BASN_conventional_hydroelectric_1,2023,Conventional Hydroelectric,BASN,Water,.,.,.
BASN_conventional_steam_coal_1,2023,Conventional Steam Coal,BASN,Coal,.,.,.
BASN_conventional_steam_coal_2,2023,Conventional Steam Coal,BASN,Coal,.,.,.
BASN_geothermal_1,2023,Geothermal,BASN,Heat,37,.,0
BASN_onshore_wind_turbine_1,2023,Onshore Wind Turbine,BASN,Wind,.,.,.
BASN_petroleum_liquids_1,2023,Petroleum Liquids,BASN,Distillate,.,.,.
BASN_small_hydroelectric_1,2023,Small Hydroelectric,BASN,Water,.,.,.
BASN_solar_photovoltaic_1,2023,Solar Photovoltaic,BASN,Solar,1688.9,.,0
CANO_batteries_1,2023,Batteries,CANO,Electricity,1071,4284,0
CANO_biomass_1,2023,Biomass,CANO,Waste_biomass,.,.,.
CANO_biomass_2,2023,Biomass,CANO,Waste_biomass,2,.,0
CANO_conventional_hydroelectric_1,2023,Conventional Hydroelectric,CANO,Water,.,.,.
CANO_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,CANO,Electricity,.,.,.
CANO_nuclear_1,2023,Nuclear,CANO,Uranium,.,.,.
CANO_onshore_wind_turbine_1,2023,Onshore Wind Turbine,CANO,Wind,.,.,.
CANO_petroleum_liquids_1,2023,Petroleum Liquids,CANO,Distillate,.,.,.
CANO_small_hydroelectric_1,2023,Small Hydroelectric,CANO,Water,.,.,.
CANO_solar_photovoltaic_1,2023,Solar Photovoltaic,CANO,Solar,610.1,.,0
CASO_batteries_1,2023,Batteries,CASO,Electricity,3121.7,12486.8,0
CASO_biomass_1,2023,Biomass,CASO,Waste_biomass,4.8,.,0
CASO_biomass_2,2023,Biomass,CASO,Waste_biomass,.,.,.
CASO_conventional_hydroelectric_1,2023,Conventional Hydroelectric,CASO,Water,3.3,.,0
CASO_conventional_steam_coal_1,2023,Conventional Steam Coal,CASO,Coal,.,.,.
CASO_geothermal_1,2023,Geothermal,CASO,Heat,.,.,.
CASO_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,CASO,Electricity,.,.,.
CASO_onshore_wind_turbine_1,2023,Onshore Wind Turbine,CASO,Wind,95.5,.,0
CASO_petroleum_liquids_1,2023,Petroleum Liquids,CASO,Distillate,.,.,.
CASO_small_hydroelectric_1,2023,Small Hydroelectric,CASO,Water,.,.,.
CASO_solar_photovoltaic_1,2023,Solar Photovoltaic,CASO,Solar,2851.4,.,0
FRCC_batteries_1,2023,Batteries,FRCC,Electricity,19.8,39.6,0
FRCC_biomass_1,2023,Biomass,FRCC,Waste_biomass,.,.,.
FRCC_biomass_2,2023,Biomass,FRCC,Waste_biomass,.,.,.
FRCC_conventional_hydroelectric_1,2023,Conventional Hydroelectric,FRCC,Water,.,.,.
FRCC_conventional_steam_coal_1,2023,Conventional Steam Coal,FRCC,Coal,.,.,.
FRCC_conventional_steam_coal_2,2023,Conventional Steam Coal,FRCC,Coal,.,.,.
FRCC_nuclear_1,2023,Nuclear,FRCC,Uranium,.,.,.
FRCC_petroleum_liquids_1,2023,Petroleum Liquids,FRCC,Distillate,.,.,.
FRCC_solar_photovoltaic_1,2023,Solar Photovoltaic,FRCC,Solar,1201,.,0
ISNE_batteries_1,2023,Batteries,ISNE,Electricity,43.1,86.7,0
ISNE_biomass_1,2023,Biomass,ISNE,Waste_biomass,.,.,.
ISNE_biomass_2,2023,Biomass,ISNE,Waste_biomass,.,.,.
ISNE_conventional_hydroelectric_1,2023,Conventional Hydroelectric,ISNE,Water,4.6,.,0
ISNE_conventional_steam_coal_2,2023,Conventional Steam Coal,ISNE,Coal,.,.,.
ISNE_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,ISNE,Electricity,.,.,.
ISNE_nuclear_1,2023,Nuclear,ISNE,Uranium,.,.,.
ISNE_offshore_wind_turbine_1,2023,Offshore Wind Turbine,ISNE,Wind,.,.,.
ISNE_onshore_wind_turbine_1,2023,Onshore Wind Turbine,ISNE,Wind,.,.,.
ISNE_petroleum_liquids_1,2023,Petroleum Liquids,ISNE,Distillate,.,.,.
ISNE_small_hydroelectric_1,2023,Small Hydroelectric,ISNE,Water,.,.,.
ISNE_solar_photovoltaic_1,2023,Solar Photovoltaic,ISNE,Solar,167.3,.,0
MISC_batteries_1,2023,Batteries,MISC,Electricity,.,.,.
MISC_biomass_1,2023,Biomass,MISC,Waste_biomass,.,.,.
MISC_biomass_2,2023,Biomass,MISC,Waste_biomass,.,.,.
MISC_conventional_hydroelectric_1,2023,Conventional Hydroelectric,MISC,Water,.,.,.
MISC_conventional_steam_coal_1,2023,Conventional Steam Coal,MISC,Coal,.,.,.
MISC_conventional_steam_coal_2,2023,Conventional Steam Coal,MISC,Coal,.,.,.
MISC_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,MISC,Electricity,.,.,.
MISC_nuclear_1,2023,Nuclear,MISC,Uranium,.,.,.
MISC_onshore_wind_turbine_1,2023,Onshore Wind Turbine,MISC,Wind,471,.,0
MISC_petroleum_liquids_1,2023,Petroleum Liquids,MISC,Distillate,.,.,.
MISC_small_hydroelectric_1,2023,Small Hydroelectric,MISC,Water,.,.,.
MISC_solar_photovoltaic_1,2023,Solar Photovoltaic,MISC,Solar,448.1,.,0
MISE_batteries_1,2023,Batteries,MISE,Electricity,.,.,.
MISE_biomass_1,2023,Biomass,MISE,Waste_biomass,.,.,.
MISE_biomass_2,2023,Biomass,MISE,Waste_biomass,.,.,.
MISE_conventional_hydroelectric_1,2023,Conventional Hydroelectric,MISE,Water,.,.,.
MISE_conventional_steam_coal_1,2023,Conventional Steam Coal,MISE,Coal,.,.,.
MISE_conventional_steam_coal_2,2023,Conventional Steam Coal,MISE,Coal,.,.,.
MISE_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,MISE,Electricity,.,.,.
MISE_nuclear_1,2023,Nuclear,MISE,Uranium,.,.,.
MISE_onshore_wind_turbine_1,2023,Onshore Wind Turbine,MISE,Wind,537.1,.,0
MISE_petroleum_liquids_1,2023,Petroleum Liquids,MISE,Distillate,.,.,.
MISE_small_hydroelectric_1,2023,Small Hydroelectric,MISE,Water,.,.,.
MISE_solar_photovoltaic_1,2023,Solar Photovoltaic,MISE,Solar,212.5,.,0
MISS_batteries_1,2023,Batteries,MISS,Electricity,.,.,.
MISS_biomass_1,2023,Biomass,MISS,Waste_biomass,.,.,.
MISS_biomass_2,2023,Biomass,MISS,Waste_biomass,.,.,.
MISS_conventional_hydroelectric_1,2023,Conventional Hydroelectric,MISS,Water,.,.,.
MISS_conventional_steam_coal_1,2023,Conventional Steam Coal,MISS,Coal,.,.,.
MISS_conventional_steam_coal_2,2023,Conventional Steam Coal,MISS,Coal,.,.,.
MISS_nuclear_1,2023,Nuclear,MISS,Uranium,.,.,.
MISS_petroleum_liquids_1,2023,Petroleum Liquids,MISS,Distillate,.,.,.
MISS_small_hydroelectric_1,2023,Small Hydroelectric,MISS,Water,.,.,.
MISS_solar_photovoltaic_1,2023,Solar Photovoltaic,MISS,Solar,899,.,0
MISW_batteries_1,2023,Batteries,MISW,Electricity,6,12,0
MISW_biomass_1,2023,Biomass,MISW,Waste_biomass,.,.,.
MISW_biomass_2,2023,Biomass,MISW,Waste_biomass,.,.,.
MISW_conventional_hydroelectric_1,2023,Conventional Hydroelectric,MISW,Water,.,.,.
MISW_conventional_steam_coal_1,2023,Conventional Steam Coal,MISW,Coal,.,.,.
MISW_conventional_steam_coal_2,2023,Conventional Steam Coal,MISW,Coal,.,.,.
MISW_nuclear_1,2023,Nuclear,MISW,Uranium,.,.,.
MISW_onshore_wind_turbine_1,2023,Onshore Wind Turbine,MISW,Wind,927,.,0
MISW_petroleum_liquids_1,2023,Petroleum Liquids,MISW,Distillate,1.8,.,0
MISW_small_hydroelectric_1,2023,Small Hydroelectric,MISW,Water,.,.,.
MISW_solar_photovoltaic_1,2023,Solar Photovoltaic,MISW,Solar,842.4,.,0
