generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
BASN_id_natural_gas_fired_combustion_turbine_2,BASN_id_natural_gas_fired_combustion_turbine_2,Natural Gas Fired Combustion Turbine,BASN,Naturalgas,2023,0.0,0.0,0.0,5.3,0.0,71083.59999999999,0.0,0.0,,
BASN_id_natural_gas_steam_turbine_1,BASN_id_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,BASN,Naturalgas,2023,10.012511,10573.211616,4892.939908008601,5.0,0.0,256515.0,26.675447509221215,0.22859589103646644,,
BASN_nv_natural_gas_fired_combined_cycle_1,BASN_nv_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,BASN,Naturalgas,2023,26550.11355277629,100200128.54817772,10938936.179981556,5754.7,0.0,66528538.68569999,6.279772284305099,0.526670644689501,,
BASN_nv_natural_gas_fired_combustion_turbine_1,BASN_nv_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,BASN,Naturalgas,2023,0.0,0.0,0.0,836.0,0.0,7932423.62,0.0,0.0,,
BASN_nv_natural_gas_fired_combustion_turbine_2,BASN_nv_natural_gas_fired_combustion_turbine_2,Natural Gas Fired Combustion Turbine,BASN,Naturalgas,2023,0.0,0.0,0.0,374.0,0.0,4108042.18,0.0,0.0,,
BASN_nv_natural_gas_internal_combustion_engine_1,BASN_nv_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,BASN,Naturalgas,2023,235.49425872,1367044.1718695997,109446.55489553716,117.60000000000001,0.0,2822400.0,17.79000555954445,0.22859589103646644,,
BASN_nv_natural_gas_steam_turbine_1,BASN_nv_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,BASN,Naturalgas,2023,0.0,0.0,0.0,334.0,0.0,17135202.0,0.0,0.0,,
BASN_onshore_wind_turbine_1,BASN_onshore_wind_turbine_1,Onshore Wind Turbine,BASN,Wind,2023,3032.3205934438774,0.0,0.0,1510.1,0.0,45756030.0,15.089443411401895,0.22922650125051885,,
BASN_petroleum_liquids_1,BASN_petroleum_liquids_1,Petroleum Liquids,BASN,Distillate,2023,0.0,0.0,0.0,39.8,0.0,955200.0,0.0,0.0,,
BASN_small_hydroelectric_1,BASN_small_hydroelectric_1,Small Hydroelectric,BASN,Water,2023,1770.55912433664,0.0,0.0,435.60000000000014,0.0,20494108.8,11.57493614209486,0.4639999999999999,,
