gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Natural Gas Internal Combustion Engine,CASO,Naturalgas,2023,119.87354886,685436.95238148,54871.95156516757,50.2,0.0,1204800.0,15.768590905647441,0.2725932286649549,0.0,0.0
Natural Gas Internal Combustion Engine,FRCC,Naturalgas,2023,154.23309516999998,853063.2493852699,68300.3926160448,130.9,0.0,3141600.0,25.90016912376842,0.1345034256583463,0.0,0.0
Natural Gas Internal Combustion Engine,ISNE,Naturalgas,2023,38.293358739999995,211597.37093212001,16940.23392290763,63.6,0.0,1526400.0,45.38639148194291,0.0687324401487632,0.0,0.0
Natural Gas Internal Combustion Engine,MISC,Naturalgas,2023,486.4621426186571,3031327.2973099635,242672.76644178468,89.6,0.0,2150400.0,10.65186135434176,0.6197784286198987,0.0,0.0
Natural Gas Internal Combustion Engine,MISE,Naturalgas,2023,979.1995457933607,6442153.811774519,515770.4670612721,137.10000000000002,0.0,3290400.0,9.939295676336403,0.8153220099810023,0.0,0.0
Natural Gas Internal Combustion Engine,MISS,Naturalgas,2023,458.7587438390603,2634757.3138740608,210935.48793054937,107.79999999999998,0.0,2587200.0,11.382796260567853,0.4858039167432322,0.0,0.0
Natural Gas Internal Combustion Engine,MISW,Naturalgas,2023,5228.215291209253,31304588.129742373,2506157.771060658,774.5,0.0,18588000.0,9.542948281726655,0.7705972569818985,0.0,0.0
Natural Gas Internal Combustion Engine,NWPP,Naturalgas,2023,192.11347263595675,1112305.5111181939,89045.72912253172,309.8,0.0,7435200.0,44.49196297292066,0.07078998606439085,0.0,0.0
Natural Gas Internal Combustion Engine,NYCW,Naturalgas,2023,298.36103981314875,1706923.5087710242,136653.5094200963,37.4,0.0,897600.0,8.729435687722935,0.9106802701954209,0.0,0.0
Natural Gas Internal Combustion Engine,NYUP,Naturalgas,2023,26.136528600000002,140745.206511,11267.7841860675,19.5,0.0,468000.0,23.290973940242385,0.1530060880298579,0.0,0.0
Natural Gas Internal Combustion Engine,PJMC,Naturalgas,2023,800.6461268999999,4743828.3018825,379791.6144302271,118.5,0.0,2844000.0,9.477131090687477,0.7712899538374934,0.0,0.0
Natural Gas Internal Combustion Engine,PJMD,Naturalgas,2023,16.0858343,86992.1918944,6964.677242537279,2.3,0.0,55200.0,8.839590738193792,0.798382800859031,0.0,0.0
Natural Gas Internal Combustion Engine,PJME,Naturalgas,2023,1437.8886966143036,8502763.215496745,680768.2164425363,262.8,0.0,6307200.0,10.29979806529444,0.6245904314823484,0.0,0.0
Natural Gas Internal Combustion Engine,PJMW,Naturalgas,2023,526.1703738493909,3297662.785774802,264016.541338024,90.5,0.0,2172000.0,10.395231388189899,0.6637021585117633,0.0,0.0
Natural Gas Internal Combustion Engine,RMRG,Naturalgas,2023,1449.441941401211,9342264.368181117,747974.3782805926,247.2,0.0,5932800.0,10.538583113866803,0.6693415352280828,0.0,0.0
Natural Gas Internal Combustion Engine,SPPC,Naturalgas,2023,1186.209243546765,9665127.317224484,773765.2106468466,432.79999999999995,0.0,10387200.0,16.90454481476475,0.31287399655024695,0.0,0.0
Natural Gas Internal Combustion Engine,SPPN,Naturalgas,2023,1852.9689176210113,10743359.352357842,860100.1650743037,267.2,0.0,6412800.0,9.258741034028937,0.7916388485752675,0.0,0.0
Natural Gas Internal Combustion Engine,SPPS,Naturalgas,2023,2077.4315740115885,12843769.6583375,1028275.0993344017,445.7,0.0,10696800.0,11.331574022859336,0.532083157215304,0.0,0.0
Natural Gas Internal Combustion Engine,SRCE,Naturalgas,2023,16.634418240000002,101519.85451871998,8127.185510546996,3.2,0.0,76800.0,10.71993333015534,0.59340753462188,0.0,0.0
Natural Gas Internal Combustion Engine,SRSE,Naturalgas,2023,76.14409159,416702.2606947201,33361.97936153287,20.700000000000003,0.0,496800.0,11.997020932543245,0.4199148972300069,0.0,0.0
Natural Gas Internal Combustion Engine,SRSG,Naturalgas,2023,350.52188063508424,2214406.220568428,177276.39843633614,197.2,0.0,4732800.0,19.819607860089384,0.20291008855827325,0.0,0.0
Natural Gas Internal Combustion Engine,TRE,Naturalgas,2023,2922.200736583243,16618555.588948902,1330500.96386414,900.1999999999999,0.0,21604800.0,13.080331926013141,0.37056675560872143,0.0,0.0
Natural Gas Internal Combustion Engine,TREW,Naturalgas,2023,27.434170078809522,148363.99178620195,11878.161645354132,9.100000000000001,0.0,218400.0,13.368875046433237,0.34414847726928777,0.0,0.0
Natural Gas Steam Turbine,BASN,Naturalgas,2023,10.012511,10573.211616,4892.939908008601,576.5,0.0,29576179.5,2954.978297813206,0.0019826183090760315,0.0,0.0
Natural Gas Steam Turbine,CANO,Naturalgas,2023,0.6174590099999999,652.03671456,301.741474400226,2.9,0.0,148778.69999999998,242.00916059927607,0.024305555555555556,0.0,0.0
Natural Gas Steam Turbine,CASO,Naturalgas,2023,0.0,0.0,0.0,1753.8,0.0,53357732.2122,0.0,0.0,0.0,0.0
Natural Gas Steam Turbine,FRCC,Naturalgas,2023,0.0,0.0,0.0,3824.0,0.0,113569534.304,0.0,0.0,0.0,0.0
Natural Gas Steam Turbine,ISNE,Naturalgas,2023,6.68460728,7058.945287680001,3266.651265569328,901.8000000000001,0.0,46265045.4,6922.187408635273,0.0008461767427107997,0.0,0.0
Natural Gas Steam Turbine,MISC,Naturalgas,2023,1095.781155619933,1157144.9003346497,556043.3540009424,216.29999999999998,0.0,11096838.9,11.182875100094247,0.5783126950166396,0.0,0.0
Natural Gas Steam Turbine,MISE,Naturalgas,2023,0.0,0.0,0.0,1853.5,0.0,58986267.7635,0.0,0.0,0.0,0.0
Natural Gas Steam Turbine,MISS,Naturalgas,2023,8076.796013400324,8529096.590150742,4909760.090110182,7825.799999999999,0.0,244642636.3506,31.345564815641012,0.11781641070682143,0.0,0.0
Natural Gas Steam Turbine,MISW,Naturalgas,2023,992.778123599286,1048373.6985208463,582553.8426920654,169.7,0.0,8706119.1,9.82545099116028,0.6678297691766376,0.0,0.0
Natural Gas Steam Turbine,NWPP,Naturalgas,2023,2.1900024,2312.6425344,1070.21606683824,3.0,0.0,153909.0,71.33400517478884,0.08333333333333333,0.0,0.0
Natural Gas Steam Turbine,NYCW,Naturalgas,2023,2092.091306358965,2209248.4195150677,1142921.5311098273,396.5,0.0,10603996.0,6.124610517986898,0.6023277345893797,0.0,0.0
Natural Gas Steam Turbine,NYUP,Naturalgas,2023,0.0,0.0,0.0,1838.4,0.0,50374472.707200006,0.0,0.0,0.0,0.0
Natural Gas Steam Turbine,PJMC,Naturalgas,2023,0.0,0.0,0.0,44.199999999999996,0.0,2267592.5999999996,0.0,0.0,0.0,0.0
Natural Gas Steam Turbine,PJMD,Naturalgas,2023,127.21685605999997,134340.99999935998,62168.663983226565,20.299999999999997,0.0,1041450.8999999999,9.24242224194579,0.7153919329038179,0.0,0.0
Natural Gas Steam Turbine,PJME,Naturalgas,2023,1195.3340869833999,1262272.7958544702,890262.4786116087,2555.2,0.0,74060845.617,63.01428130686321,0.053402282936580926,0.0,0.0
Natural Gas Steam Turbine,PJMW,Naturalgas,2023,487.4540531558372,514751.48013256415,247312.73277145598,70.1,0.0,3596340.3,8.433803665221065,0.7937999839762506,0.0,0.0
Natural Gas Steam Turbine,RMRG,Naturalgas,2023,104.38487602564706,110230.42908308332,76638.45947881858,597.0,0.0,30627891.0,294.469108930405,0.019959914035816016,0.0,0.0
Natural Gas Steam Turbine,SPPC,Naturalgas,2023,347.83996449390804,367319.0025055669,225398.1677109091,105.1,0.0,5391945.3,16.557224270894363,0.3778088961804632,0.0,0.0
