GAS_ZONES,TIMESERIES,DEMAND_SECTORS,gas_ref_price,gas_demand_ref_quantity
AZ,20230630,EI,6.227720892,47895.46943
AZ,20230630,RC,9.260526764,111567.2811
AZ,20230710,EI,6.275143793,46799.72263
AZ,20230710,RC,9.331043901,107431.0016
AZ,20230727,EI,6.011776122,46108.04003
AZ,20230727,RC,8.939420159,102095.8792
AZ,20230803,EI,5.935724538,46216.83979
AZ,20230803,RC,8.826332603,100234.7868
AZ,20230831,EI,6.214810457,46013.83683
AZ,20230831,RC,9.241329143,99474.30193
AZ,20230906,EI,6.042184805,47073.14424
AZ,20230906,RC,8.984637409,99419.54839
AZ,20230912,EI,6.597363024,46614.78278
AZ,20230912,RC,9.810179024,101490.425
AZ,20231005,EI,7.072348409,50392.26885
AZ,20231005,RC,10.51647511,110937.7011
AZ,20231020,EI,6.292764529,49065.64352
AZ,20231020,RC,9.357245669,122240.9062
AZ,20231121,EI,6.360272567,56959.35618
AZ,20231121,RC,9.4576291,195633.7952
AZ,20231129,EI,6.527876196,56498.4599
AZ,20231129,RC,9.706853161,211907.8725
AZ,20231218,EI,6.25537231,57718.94811
AZ,20231218,RC,9.301644005,278073.0572
AZ,20231228,EI,6.147859305,63851.6552
AZ,20231228,RC,9.141773793,444544.9918
CA,20230103,EI,6.799751859,1843106.292
CA,20230103,RC,7.735463244,4040265.949
CA,20230130,EI,7.420744885,1799169.779
CA,20230130,RC,8.441910896,4200251.524
CA,20230213,EI,6.84271908,1821469.163
CA,20230213,RC,7.784343169,3592957.124
CA,20230216,EI,7.145510818,1752170.423
CA,20230216,RC,8.128801969,4574259.537
CA,20230306,EI,7.971056137,1742549.438
CA,20230306,RC,9.067950279,4154370.976
CA,20230315,EI,8.418757104,1854355.692
CA,20230315,RC,9.577259213,2502155.622
CA,20230403,EI,5.569831026,1782043.781
CA,20230403,RC,6.336293453,2628386.826
CA,20230410,EI,5.217548521,1869255.892
CA,20230410,RC,5.93553348,1792485.123
CA,20230517,EI,4.471682895,1864340.242
CA,20230517,RC,5.087029556,1361436.648
CA,20230530,EI,3.991391902,1796118.881
CA,20230530,RC,4.540645893,1478524.252
CA,20230615,EI,3.878728342,1818007.766
CA,20230615,RC,4.412478741,1384718.747
CA,20230630,EI,4.108917633,1866710.622
CA,20230630,RC,4.674344298,1300416.373
CA,20230710,EI,4.028821362,1830825.127
CA,20230710,RC,4.583226007,1360967.191
CA,20230727,EI,3.807458211,2030910.634
CA,20230727,RC,4.331401154,1137442.132
CA,20230803,EI,3.759292207,1976672.775
CA,20230803,RC,4.276607044,1201764.459
CA,20230831,EI,3.936046623,2110165.723
CA,20230831,RC,4.47768457,1092072.305
CA,20230906,EI,3.826717043,2045462.844
CA,20230906,RC,4.353310187,1162814.094
CA,20230912,EI,4.178329915,2086885.093
CA,20230912,RC,4.753308379,1121646.952
CA,20231005,EI,4.479153992,2070896.012
CA,20231005,RC,5.095528748,1169111.632
CA,20231020,EI,3.985417535,2065007.918
CA,20231020,RC,4.533849396,1195225.41
CA,20231121,EI,4.028172626,1934371.367
CA,20231121,RC,4.582487999,1991047.48
CA,20231129,EI,4.134321591,1912903.022
CA,20231129,RC,4.703244084,2398718.47
CA,20231218,EI,3.961735797,1888351.886
CA,20231218,RC,4.506908822,2365084.986
CA,20231228,EI,3.893644227,1874178.223
CA,20231228,RC,4.429447196,2807734.219
CO,20230103,EI,7.303271917,362861.6996
CO,20230103,RC,7.93139333,1335234.282
CO,20230130,EI,7.302242065,514291.6815
CO,20230130,RC,7.930274904,2287197.438
CO,20230213,EI,6.228705969,293995.4261
CO,20230213,RC,6.764408821,907159.1666
CO,20230216,EI,6.366739356,507375.415
CO,20230216,RC,6.914313836,2193772.059
CO,20230306,EI,6.212221015,287986.148
CO,20230306,RC,6.74650607,851507.8075
CO,20230315,EI,6.136244144,238507.0191
CO,20230315,RC,6.663994771,607492.4644
CO,20230403,EI,5.413722519,223109.1675
CO,20230403,RC,5.879332328,496418.2697
CO,20230410,EI,5.638620295,220900.0915
CO,20230410,RC,6.123572544,466890.0128
CO,20230517,EI,4.210930557,191853.1391
CO,20230517,RC,4.573093664,253606.7667
CO,20230530,EI,3.441246306,187792.92
CO,20230530,RC,3.737212349,210375.9958
CO,20230615,EI,3.017289855,194139.3087
CO,20230615,RC,3.27679332,196214.4957
CO,20230630,EI,3.429781929,190750.4402
CO,20230630,RC,3.724761972,162060.4054
CO,20230710,EI,3.524720508,190527.838
CO,20230710,RC,3.82786579,148424.9793
CO,20230727,EI,3.410245313,189587.8609
CO,20230727,RC,3.703545101,130433.1888
CO,20230803,EI,3.367104225,190496.8225
CO,20230803,RC,3.656693643,130752.4663
CO,20230831,EI,3.525418745,187075.6618
CO,20230831,RC,3.828624079,134055.7412
CO,20230906,EI,3.427494968,191024.5708
CO,20230906,RC,3.722278321,152075.0427
CO,20230912,EI,3.742425844,196461.4724
CO,20230912,RC,4.064294978,174610.2332
CO,20231005,EI,4.011866463,206070.0391
CO,20231005,RC,4.356908968,232153.5147
CO,20231020,EI,3.569639039,199945.2191
CO,20231020,RC,3.876647561,249332.9998
CO,20231121,EI,3.607933707,308558.7591
CO,20231121,RC,3.91823578,766466.0935
CO,20231129,EI,3.703008686,304634.4618
CO,20231129,RC,4.021487728,808526.1739
CO,20231218,EI,3.548427897,293893.8659
CO,20231218,RC,3.853612144,950772.2902
CO,20231228,EI,3.487439976,330739.413
CO,20231228,RC,3.787378928,1114997.69
CT,20230103,EI,7.233751855,75580.88385
CT,20230103,RC,11.80759393,513541.3586
CT,20230130,EI,8.063838983,73911.68139
CT,20230130,RC,13.16253836,489462.0725
CT,20230213,EI,7.787035736,75286.76678
CT,20230213,RC,12.71071468,518321.9279
CT,20230216,EI,7.440873805,66429.35196
CT,20230216,RC,12.1456774,375212.0268
CT,20230306,EI,4.328833563,71044.94882
CT,20230306,RC,7.065919587,457024.6564
CT,20230315,EI,3.301681537,76247.75591
CT,20230315,RC,5.389307744,561186.1577
CT,20230403,EI,3.565573005,72358.41011
CT,20230403,RC,5.820055626,512499.0199
CT,20230410,EI,4.000864568,66567.65369
CT,20230410,RC,6.530578482,407779.6827
CT,20230517,EI,3.528195841,51702.63203
CT,20230517,RC,5.759045188,169444.0071
CT,20230530,EI,3.926795582,54610.2022
CT,20230530,RC,6.409676282,164556.7124
CT,20230615,EI,4.942485375,52610.74184
CT,20230615,RC,8.067578417,135884.8081
CT,20230630,EI,4.585654243,52523.67143
CT,20230630,RC,7.48512588,126871.2279
CT,20230710,EI,4.115890152,52161.40364
CT,20230710,RC,6.718333801,124692.8655
CT,20230727,EI,3.721575695,53149.00511
CT,20230727,RC,6.07469754,123239.5373
CT,20230803,EI,3.674496143,56857.57154
CT,20230803,RC,5.997849972,118482.3225
CT,20230831,EI,3.847263616,52280.62324
CT,20230831,RC,6.279856905,122315.3464
CT,20230906,EI,3.740400117,49679.70671
CT,20230906,RC,6.105424491,124560.5232
CT,20230912,EI,4.084081872,48661.31575
CT,20230912,RC,6.666413406,125558.1087
CT,20231005,EI,4.378120444,47351.70544
CT,20231005,RC,7.146370159,137715.0533
CT,20231020,EI,3.895520899,53797.48284
CT,20231020,RC,6.358626873,179261.2922
CT,20231121,EI,3.937311589,77668.9995
CT,20231121,RC,6.426841474,463499.4056
CT,20231129,EI,4.041066216,78935.66051
CT,20231129,RC,6.596199303,518183.2056
CT,20231218,EI,3.872373335,56005.5536
CT,20231218,RC,6.320843294,353883.0918
CT,20231228,EI,3.805817665,60579.31227
CT,20231228,RC,6.212205018,432847.754
DC,20230103,EI,6.149897866,0.0
DC,20230103,RC,9.733037853,125341.7598
DC,20230130,EI,7.993656879,0.0
DC,20230130,RC,12.65103367,129150.1427
DC,20230213,EI,9.320131086,0.0
DC,20230213,RC,14.75035694,151524.3127
DC,20230216,EI,9.178375516,0.0
DC,20230216,RC,14.52600974,82046.06963
DC,20230306,EI,6.320176728,0.0
DC,20230306,RC,10.00252698,98754.91601
DC,20230315,EI,5.244471638,0.0
DC,20230315,RC,8.300079463,165366.0956
DC,20230403,EI,3.870568303,0.0
DC,20230403,RC,6.125693244,102712.8389
DC,20230410,EI,3.774778376,0.0
DC,20230410,RC,5.974092842,90849.6572
DC,20230517,EI,4.913137339,0.0
DC,20230517,RC,7.775698514,36285.03057
DC,20230530,EI,3.674450385,0.0
DC,20230530,RC,5.815310347,37259.25789
DC,20230615,EI,2.901619,0.0
DC,20230615,RC,4.59220107,33307.1871
DC,20230630,EI,3.403745199,0.0
DC,20230630,RC,5.386883098,31002.77779
DC,20230710,EI,3.572125207,0.0
DC,20230710,RC,5.653367034,30510.24162
DC,20230727,EI,3.492555652,0.0
DC,20230727,RC,5.527437546,29963.8003
DC,20230803,EI,3.448373303,0.0
DC,20230803,RC,5.457513055,29825.26375
DC,20230831,EI,3.610508932,0.0
DC,20230831,RC,5.714114425,29990.33031
DC,20230906,EI,3.510221649,0.0
DC,20230906,RC,5.555396353,30202.06661
DC,20230912,EI,3.832753757,0.0
DC,20230912,RC,6.065846655,30468.1103
DC,20231005,EI,4.108697647,0.0
DC,20231005,RC,6.502564855,33457.95303
DC,20231020,EI,3.655796536,0.0
DC,20231020,RC,5.785788129,42079.50026
DC,20231121,EI,3.695015491,0.0
DC,20231121,RC,5.847857384,99315.87394
DC,20231129,EI,3.792385219,0.0
DC,20231129,RC,6.001958031,158083.6293
DC,20231218,EI,3.634073437,0.0
DC,20231218,RC,5.751408413,91320.39369
DC,20231228,EI,3.571613501,0.0
DC,20231228,RC,5.65255719,96339.04342
DE,20230103,EI,8.867123553,150540.381
DE,20230103,RC,13.84064277,111018.1227
DE,20230130,EI,10.61454426,128440.1565
DE,20230130,RC,16.56818182,115713.184
DE,20230213,EI,11.41301973,127534.664
DE,20230213,RC,17.81451765,135632.5114
DE,20230216,EI,11.25137648,107753.1413
DE,20230216,RC,17.56220963,73324.78271
DE,20230306,EI,7.971424192,114474.2639
DE,20230306,RC,12.44255073,105058.7899
DE,20230315,EI,6.709526468,132894.5382
DE,20230315,RC,10.47286174,154663.6266
DE,20230403,EI,4.275946101,126465.4133
DE,20230403,RC,6.674299974,121346.8519
DE,20230410,EI,3.950649469,124786.7651
DE,20230410,RC,6.166546309,106783.6702
DE,20230517,EI,5.949025798,82594.98539
DE,20230517,RC,9.285800567,33495.29689
DE,20230530,EI,5.09887255,98210.38081
DE,20230530,RC,7.958801194,31479.20649
DE,20230615,EI,4.715858455,115164.0972
DE,20230615,RC,7.360956668,26367.51003
DE,20230630,EI,4.838184045,96439.15959
DE,20230630,RC,7.551893987,25312.26933
DE,20230710,EI,4.643605621,93306.84752
DE,20230710,RC,7.248177631,24942.96123
DE,20230727,EI,4.341838311,95543.10419
DE,20230727,RC,6.77715075,23731.28443
DE,20230803,EI,4.286912166,102992.0441
DE,20230803,RC,6.691416844,22222.50853
DE,20230831,EI,4.488474219,91512.17308
DE,20230831,RC,7.006033906,25223.08675
DE,20230906,EI,4.363800137,86024.39944
DE,20230906,RC,6.81143084,27171.23525
DE,20230912,EI,4.764762184,86578.85474
DE,20230912,RC,7.437290221,27865.37976
DE,20231005,EI,5.107807184,99340.00311
DE,20231005,RC,7.972747213,31554.27469
DE,20231020,EI,4.544774382,122179.9218
DE,20231020,RC,7.093912511,38721.29201
DE,20231121,EI,4.593530187,135907.8971
DE,20231121,RC,7.17001517,90744.77037
DE,20231129,EI,4.714577253,124728.6231
DE,20231129,RC,7.358956847,139825.4097
DE,20231218,EI,4.517768891,205059.7212
DE,20231218,RC,7.051759793,70136.63343
DE,20231228,EI,4.440120609,209531.7268
DE,20231228,RC,6.930559032,85041.84506
FL,20230103,EI,5.809867078,395853.7049
FL,20230103,RC,7.359954746,297865.6091
FL,20230130,EI,6.40427314,417373.8619
FL,20230130,RC,8.112949894,287510.658
FL,20230213,EI,7.705931607,433265.5121
FL,20230213,RC,9.76189423,337537.1694
FL,20230216,EI,7.721296711,428356.7917
FL,20230216,RC,9.781358784,284483.0551
FL,20230306,EI,5.974334419,436648.5573
FL,20230306,RC,7.568302402,262628.3925
FL,20230315,EI,5.255087978,430253.3947
FL,20230315,RC,6.657159137,305494.8711
FL,20230403,EI,4.24230512,434745.4939
FL,20230403,RC,5.374163175,244880.5917
FL,20230410,EI,4.276300582,429846.3958
FL,20230410,RC,5.417228715,255670.6193
FL,20230517,EI,3.566282539,406558.9285
FL,20230517,RC,4.517776009,216678.8364
FL,20230530,EI,4.698712031,399540.8773
FL,20230530,RC,5.952340639,207826.8268
FL,20230615,EI,7.260054413,392783.6678
FL,20230615,RC,9.197055839,201067.7267
FL,20230630,EI,7.567203136,388372.2151
FL,20230630,RC,9.586152641,194289.5949
FL,20230710,EI,7.33991332,386264.4141
FL,20230710,RC,9.298221311,190517.3135
FL,20230727,EI,6.899228788,383964.8092
FL,20230727,RC,8.739960998,185830.6983
FL,20230803,EI,6.811950541,383419.2043
FL,20230803,RC,8.629396688,184636.2667
FL,20230831,EI,7.132234858,383158.9996
FL,20230831,RC,9.035133694,185025.9023
FL,20230906,EI,6.934126371,383625.0059
FL,20230906,RC,8.784169348,186176.8407
FL,20230912,EI,7.571259471,384376.0238
FL,20230912,RC,9.591291217,187664.0167
FL,20231005,EI,8.116361746,390749.4514
FL,20231005,RC,10.2818282,195841.2277
FL,20231020,EI,7.221696435,393048.7327
FL,20231020,RC,9.148463854,195403.9963
FL,20231121,EI,7.299169946,425404.138
FL,20231121,RC,9.246607499,226633.1984
FL,20231129,EI,7.491515063,386857.7984
FL,20231129,RC,9.490270794,293926.1496
FL,20231218,EI,7.178784413,443621.6784
FL,20231218,RC,9.094102792,265660.5796
FL,20231228,EI,7.055400441,458881.2572
FL,20231228,RC,8.937799654,271603.8515
GA,20230103,EI,6.371171027,482823.5967
GA,20230103,RC,9.931303772,714291.7414
GA,20230130,EI,6.348846512,497336.1829
GA,20230130,RC,9.89650459,974069.9566
GA,20230213,EI,6.659269237,539181.0657
GA,20230213,RC,10.38038775,1381598.67
GA,20230216,EI,6.726509344,460106.2465
GA,20230216,RC,10.48520081,631228.5693
GA,20230306,EI,5.713562951,447286.9165
GA,20230306,RC,8.906232316,538361.0825
GA,20230315,EI,5.265704317,579390.3796
GA,20230315,RC,8.208115733,1474798.972
GA,20230403,EI,13.91219119,444710.3412
GA,20230403,RC,21.68615412,442280.7205
GA,20230410,EI,21.70541941,487165.4374
GA,20230410,RC,33.83414333,593544.7641
GA,20230517,EI,9.676508646,412975.0573
GA,20230517,RC,15.08362378,235474.6185
GA,20230530,EI,5.798384233,424371.1947
GA,20230530,RC,9.038450696,264755.1483
GA,20230615,EI,3.519089274,418607.3558
GA,20230615,RC,5.485513485,226135.72
GA,20230630,EI,4.252280469,418921.2492
GA,20230630,RC,6.628402987,223461.2411
GA,20230710,EI,4.551712688,418652.3608
GA,20230710,RC,7.095154281,222872.9744
GA,20230727,EI,4.494518339,417884.2004
GA,20230727,RC,7.006000427,222438.0113
GA,20230803,EI,4.437660726,417709.4892
GA,20230803,RC,6.917371472,222164.7378
GA,20230831,EI,4.646310675,419130.557
GA,20230831,RC,7.242612471,219647.4883
GA,20230906,EI,4.517252449,420284.477
GA,20230906,RC,7.041438081,218830.6401
GA,20230912,EI,4.932314261,421267.5111
GA,20230912,RC,7.688431376,218713.4746
GA,20231005,EI,5.287422382,424325.0432
GA,20231005,RC,8.241969588,245908.7311
GA,20231020,EI,4.704590624,439199.5431
GA,20231020,RC,7.333458545,367913.9244
GA,20231121,EI,4.755060919,446778.9055
GA,20231121,RC,7.412131026,455838.0631
GA,20231129,EI,4.880364584,531708.5642
GA,20231129,RC,7.607452853,1460967.953
GA,20231218,EI,4.676635489,478739.6462
GA,20231218,RC,7.289882422,901145.6479
GA,20231228,EI,4.596256719,465757.5591
GA,20231228,RC,7.164588973,851892.1819
IA,20230103,EI,6.404769559,728859.8173
IA,20230103,RC,7.376558776,606067.0407
IA,20230130,EI,5.953762614,922384.1769
IA,20230130,RC,6.857121003,1016060.957
IA,20230213,EI,5.498316468,756162.9742
IA,20230213,RC,6.332570473,527240.0147
IA,20230216,EI,5.789225043,804165.9476
IA,20230216,RC,6.667618312,653492.6145
IA,20230306,EI,6.851003687,760643.7572
IA,20230306,RC,7.890499558,481868.4196
IA,20230315,EI,7.452670223,798990.2413
IA,20230315,RC,8.58345635,648438.1775
IA,20230403,EI,3.527401606,722434.2045
IA,20230403,RC,4.06261069,294804.3513
IA,20230410,EI,2.92073504,710134.0298
IA,20230410,RC,3.363895218,235199.6367
IA,20230517,EI,6.547159987,689601.5818
IA,20230517,RC,7.54055396,148568.6671
IA,20230530,EI,5.197499452,682416.6627
IA,20230530,RC,5.986110795,118414.0612
IA,20230615,EI,4.439544362,674051.0392
IA,20230615,RC,5.113151945,109186.6195
IA,20230630,EI,6.49865899,668716.0385
IA,20230630,RC,7.484693956,96543.8006
IA,20230710,EI,7.905072214,661887.0821
IA,20230710,RC,9.104500838,102128.435
IA,20230727,EI,8.321061554,660154.0399
IA,20230727,RC,9.58360782,90882.33773
IA,20230803,EI,8.215796503,659045.0298
IA,20230803,RC,9.46237101,90444.07542
IA,20230831,EI,8.602086855,666011.2766
IA,20230831,RC,9.907272806,103400.304
IA,20230906,EI,8.363151032,664898.9835
IA,20230906,RC,9.632083492,90442.07826
IA,20230912,EI,9.131588186,679802.3128
IA,20230912,RC,10.51711484,116922.2004
IA,20231005,EI,9.789028274,696115.4733
IA,20231005,RC,11.27430765,127325.4999
IA,20231020,EI,8.709985189,734508.6516
IA,20231020,RC,10.03154245,191621.1625
IA,20231121,EI,8.803424887,760084.8511
IA,20231121,RC,10.13915965,362416.794
IA,20231129,EI,9.035409592,893906.9419
IA,20231129,RC,10.40634316,754907.9859
IA,20231218,EI,8.65822961,752852.0872
IA,20231218,RC,9.971934046,538473.384
IA,20231228,EI,8.509417959,722502.6777
IA,20231228,RC,9.800543353,545884.8341
ID,20230103,EI,8.149933192,162428.5706
ID,20230103,RC,11.09070685,309662.3801
ID,20230130,EI,7.767642623,193022.6733
ID,20230130,RC,10.57047281,483753.3513
ID,20230213,EI,6.291383168,156297.9436
ID,20230213,RC,8.561528635,304230.5081
ID,20230216,EI,6.198727386,163249.641
ID,20230216,RC,8.435439489,358343.7457
ID,20230306,EI,4.70415581,150684.388
ID,20230306,RC,6.401575551,315490.8785
ID,20230315,EI,4.097906989,137110.5114
ID,20230315,RC,5.576571493,204804.9271
ID,20230403,EI,5.288040848,128860.936
ID,20230403,RC,7.196146211,251091.5845
ID,20230410,EI,6.335960625,122390.8588
ID,20230410,RC,8.622191158,129892.1296
ID,20230517,EI,4.236064493,111469.849
ID,20230517,RC,5.764580934,67288.18344
ID,20230530,EI,3.788981718,107173.9041
ID,20230530,RC,5.156175457,63448.91551
ID,20230615,EI,3.698031967,102682.6056
ID,20230615,RC,5.032407935,64703.72774
ID,20230630,EI,4.140722264,96704.26352
ID,20230630,RC,5.634835979,50521.46441
ID,20230710,EI,4.212807252,92444.18651
ID,20230710,RC,5.732931688,45415.66804
ID,20230727,EI,4.055563257,91054.489
ID,20230727,RC,5.5189487,45880.58045
ID,20230803,EI,4.004258617,89241.02393
ID,20230803,RC,5.449131597,43734.55648
ID,20230831,EI,4.192530864,103363.6256
ID,20230831,RC,5.705338888,51584.96897
ID,20230906,EI,4.076077051,103761.2561
ID,20230906,RC,5.54686457,50275.59709
ID,20230912,EI,4.45060204,103360.4969
ID,20230912,RC,6.05653094,48069.10279
ID,20231005,EI,4.771028689,123108.3131
ID,20231005,RC,6.492578444,70513.21713
ID,20231020,EI,4.245118928,123873.247
ID,20231020,RC,5.776902518,76335.05444
ID,20231121,EI,4.290660065,148890.7248
ID,20231121,RC,5.838876449,218089.5802
ID,20231129,EI,4.403726005,161719.476
ID,20231129,RC,5.992740434,280838.1624
ID,20231218,EI,4.219894019,157794.2196
ID,20231218,RC,5.742575602,284277.539
ID,20231228,EI,4.147365404,154926.6091
ID,20231228,RC,5.643876191,293939.7715
IL,20230103,EI,7.363712775,852050.0578
IL,20230103,RC,9.38148661,2854943.261
IL,20230130,EI,5.627640419,1018446.092
IL,20230130,RC,7.169702955,4346905.588
IL,20230213,EI,4.25582143,869725.928
IL,20230213,RC,5.421983853,2722468.666
IL,20230216,EI,4.491280517,860627.9193
IL,20230216,RC,5.721962456,2628248.773
IL,20230306,EI,5.688410345,843170.5533
IL,20230306,RC,7.247124803,2486270.592
IL,20230315,EI,6.401652627,915329.9665
IL,20230315,RC,8.155806757,3639251.98
IL,20230403,EI,5.079783035,772374.1876
IL,20230403,RC,6.471723977,2068743.508
IL,20230410,EI,5.088148811,708686.7005
IL,20230410,RC,6.482382109,1357924.503
IL,20230517,EI,2.472965385,637502.4181
IL,20230517,RC,3.150597037,874412.7594
IL,20230530,EI,3.171336564,613390.0068
IL,20230530,RC,4.040332971,637725.945
IL,20230615,EI,4.743437259,607096.7272
IL,20230615,RC,6.043214135,604925.9169
IL,20230630,EI,4.905342801,598010.9302
IL,20230630,RC,6.249484358,518614.6646
IL,20230710,EI,4.733096491,600625.909
IL,20230710,RC,6.030039834,540063.2888
IL,20230727,EI,4.437263328,597844.5153
IL,20230727,RC,5.653143703,506558.2467
IL,20230803,EI,4.381130016,599375.7325
IL,20230803,RC,5.581628975,512833.1076
IL,20230831,EI,4.587122004,629813.6529
IL,20230831,RC,5.844066027,672093.2014
IL,20230906,EI,4.459707832,601838.9443
IL,20230906,RC,5.681738356,517184.4758
IL,20230912,EI,4.869482232,632525.8098
IL,20230912,RC,6.203797426,672003.1079
IL,20231005,EI,5.220066683,609595.3976
IL,20231005,RC,6.650447565,577010.1043
IL,20231020,EI,4.644659533,695707.3103
IL,20231020,RC,5.91736975,1079388.747
IL,20231121,EI,4.694486895,783010.1045
IL,20231121,RC,5.980850597,1984392.042
IL,20231129,EI,4.818194335,1009281.255
IL,20231129,RC,6.138455834,4794640.038
IL,20231218,EI,4.617060515,841905.0597
IL,20231218,RC,5.882208164,2765047.76
IL,20231228,EI,4.537705678,835801.3711
IL,20231228,RC,5.781108845,2781689.663
IN,20230103,EI,7.635820557,1268501.926
IN,20230103,RC,10.42046396,956741.2595
IN,20230130,EI,8.39485762,1418575.0
IN,20230130,RC,11.45630788,1229783.36
IN,20230213,EI,8.484818788,1378377.543
IN,20230213,RC,11.57907624,1014486.685
IN,20230216,EI,8.250202671,1283677.041
IN,20230216,RC,11.25889993,709451.7927
IN,20230306,EI,5.378069294,1319181.874
