GENERATION_PROJECT,build_year,build_gen_predetermined,build_gen_energy_predetermined
PJME_de_natural_gas_fired_combined_cycle_2,1993,187.0,.
PJME_de_natural_gas_fired_combined_cycle_2,2001,384.0,.
PJME_de_natural_gas_fired_combined_cycle_2,2002,187.0,.
PJME_md_natural_gas_fired_combined_cycle_1,1996,288.8,.
PJME_md_natural_gas_fired_combined_cycle_1,2014,24.5,.
PJME_md_natural_gas_fired_combined_cycle_2,2017,779.4,.
PJME_md_natural_gas_fired_combined_cycle_2,2018,1848.4,.
PJME_nj_natural_gas_fired_combined_cycle_1,1974,224.0,.
PJME_nj_natural_gas_fired_combined_cycle_1,1977,104.0,.
PJME_nj_natural_gas_fired_combined_cycle_1,1984,1.2,.
PJME_nj_natural_gas_fired_combined_cycle_1,1989,38.2,.
PJME_nj_natural_gas_fired_combined_cycle_1,1990,180.0,.
PJME_nj_natural_gas_fired_combined_cycle_1,1991,507.2,.
PJME_nj_natural_gas_fired_combined_cycle_1,1993,172.9,.
PJME_nj_natural_gas_fired_combined_cycle_1,1994,251.0,.
PJME_nj_natural_gas_fired_combined_cycle_1,2016,27.0,.
PJME_nj_natural_gas_fired_combined_cycle_2,1959,204.0,.
PJME_nj_natural_gas_fired_combined_cycle_2,1995,450.0,.
PJME_nj_natural_gas_fired_combined_cycle_2,2002,1414.1,.
PJME_nj_natural_gas_fired_combined_cycle_2,2006,1300.0,.
PJME_nj_natural_gas_fired_combined_cycle_2,2014,772.2,.
PJME_nj_natural_gas_fired_combined_cycle_2,2015,1516.5,.
PJME_nj_natural_gas_fired_combined_cycle_2,2018,538.0,.
PJME_pa_natural_gas_fired_combined_cycle_1,2001,774.7,.
PJME_pa_natural_gas_fired_combined_cycle_1,2002,1558.7,.
PJME_pa_natural_gas_fired_combined_cycle_1,2003,1617.0,.
PJME_pa_natural_gas_fired_combined_cycle_1,2004,2855.0,.
PJME_pa_natural_gas_fired_combined_cycle_1,2011,545.0,.
PJME_pa_natural_gas_fired_combined_cycle_1,2016,1730.0,.
PJME_pa_natural_gas_fired_combined_cycle_1,2018,4656.2,.
PJME_pa_natural_gas_fired_combined_cycle_1,2019,2438.1,.
PJME_pa_natural_gas_fired_combined_cycle_2,1959,30.3,.
PJME_pa_natural_gas_fired_combined_cycle_2,1991,1.2,.
PJME_pa_natural_gas_fired_combined_cycle_2,1998,5.5,.
PJME_pa_natural_gas_fired_combined_cycle_2,2011,98.6,.
PJME_pa_natural_gas_fired_combined_cycle_2,2020,65.2,.
PJME_dc_natural_gas_fired_combustion_turbine_1,2016,2.7,.
PJME_dc_natural_gas_fired_combustion_turbine_1,2018,7.5,.
PJME_dc_natural_gas_fired_combustion_turbine_2,2004,10.0,.
PJME_de_natural_gas_fired_combustion_turbine_1,1991,47.2,.
PJME_de_natural_gas_fired_combustion_turbine_1,2002,48.0,.
PJME_de_natural_gas_fired_combustion_turbine_1,2012,50.0,.
PJME_de_natural_gas_fired_combustion_turbine_2,2000,144.0,.
PJME_de_natural_gas_fired_combustion_turbine_3,2001,50.0,.
PJME_md_natural_gas_fired_combustion_turbine_1,1992,334.0,.
PJME_md_natural_gas_fired_combustion_turbine_1,1995,149.0,.
PJME_md_natural_gas_fired_combustion_turbine_1,2003,672.0,.
PJME_md_natural_gas_fired_combustion_turbine_1,2015,120.0,.
PJME_md_natural_gas_fired_combustion_turbine_2,1991,449.0,.
PJME_md_natural_gas_fired_combustion_turbine_3,2003,26.200000000000003,.
PJME_md_natural_gas_fired_combustion_turbine_3,2008,4.6,.
PJME_md_natural_gas_fired_combustion_turbine_3,2009,4.6,.
PJME_md_natural_gas_fired_combustion_turbine_3,2010,4.6,.
PJME_md_natural_gas_fired_combustion_turbine_3,2016,9.0,.
PJME_md_natural_gas_fired_combustion_turbine_3,2018,28.4,.
PJME_md_natural_gas_fired_combustion_turbine_3,2022,1.1,.
PJME_nj_natural_gas_fired_combustion_turbine_1,1972,210.0,.
PJME_nj_natural_gas_fired_combustion_turbine_1,1973,70.0,.
PJME_nj_natural_gas_fired_combustion_turbine_1,1990,104.1,.
PJME_nj_natural_gas_fired_combustion_turbine_1,1995,164.2,.
PJME_nj_natural_gas_fired_combustion_turbine_1,2000,340.0,.
PJME_nj_natural_gas_fired_combustion_turbine_1,2001,175.0,.
PJME_nj_natural_gas_fired_combustion_turbine_1,2003,375.4,.
PJME_nj_natural_gas_fired_combustion_turbine_1,2009,102.0,.
PJME_nj_natural_gas_fired_combustion_turbine_1,2012,281.4,.
PJME_nj_natural_gas_fired_combustion_turbine_2,1989,11.100000000000001,.
PJME_nj_natural_gas_fired_combustion_turbine_2,1991,30.5,.
PJME_nj_natural_gas_fired_combustion_turbine_2,1992,10.5,.
PJME_nj_natural_gas_fired_combustion_turbine_2,1995,4.4,.
PJME_nj_natural_gas_fired_combustion_turbine_2,1996,15.5,.
PJME_nj_natural_gas_fired_combustion_turbine_2,2002,4.2,.
PJME_nj_natural_gas_fired_combustion_turbine_2,2004,10.6,.
PJME_nj_natural_gas_fired_combustion_turbine_2,2010,7.8,.
PJME_nj_natural_gas_fired_combustion_turbine_2,2012,74.3,.
PJME_nj_natural_gas_fired_combustion_turbine_2,2013,5.8,.
PJME_nj_natural_gas_fired_combustion_turbine_2,2015,61.0,.
PJME_nj_natural_gas_fired_combustion_turbine_2,2021,5.8,.
PJME_nj_natural_gas_fired_combustion_turbine_3,1974,177.6,.
PJME_nj_natural_gas_fired_combustion_turbine_3,1989,85.0,.
PJME_nj_natural_gas_fired_combustion_turbine_3,1991,99.0,.
PJME_nj_natural_gas_fired_combustion_turbine_3,1996,167.0,.
PJME_pa_natural_gas_fired_combustion_turbine_1,1971,79.0,.
PJME_pa_natural_gas_fired_combustion_turbine_1,1972,50.1,.
PJME_pa_natural_gas_fired_combustion_turbine_1,1989,26.0,.
PJME_pa_natural_gas_fired_combustion_turbine_1,2000,50.5,.
PJME_pa_natural_gas_fired_combustion_turbine_1,2001,90.0,.
PJME_pa_natural_gas_fired_combustion_turbine_1,2014,1.0,.
PJME_pa_natural_gas_fired_combustion_turbine_1,2015,1.5,.
PJME_pa_natural_gas_fired_combustion_turbine_2,1985,59.0,.
PJME_pa_natural_gas_fired_combustion_turbine_2,1989,58.9,.
PJME_pa_natural_gas_fired_combustion_turbine_2,1997,127.0,.
PJME_pa_natural_gas_fired_combustion_turbine_2,2002,92.0,.
PJME_pa_natural_gas_fired_combustion_turbine_2,2013,64.0,.
PJME_pa_natural_gas_fired_combustion_turbine_3,2001,267.5,.
PJME_md_natural_gas_internal_combustion_engine_1,2003,5.6,.
PJME_md_natural_gas_internal_combustion_engine_1,2004,2.1,.
PJME_md_natural_gas_internal_combustion_engine_1,2020,2.0,.
PJME_md_natural_gas_internal_combustion_engine_1,2023,1.7999999999999998,.
PJME_nj_natural_gas_internal_combustion_engine_1,1983,5.8,.
PJME_nj_natural_gas_internal_combustion_engine_1,1996,5.6,.
PJME_nj_natural_gas_internal_combustion_engine_1,2003,6.0,.
PJME_nj_natural_gas_internal_combustion_engine_1,2004,8.0,.
PJME_nj_natural_gas_internal_combustion_engine_1,2009,3.0,.
PJME_nj_natural_gas_internal_combustion_engine_1,2015,4.0,.
PJME_nj_natural_gas_internal_combustion_engine_1,2018,5.4,.
PJME_nj_natural_gas_internal_combustion_engine_1,2019,3.2,.
PJME_pa_natural_gas_internal_combustion_engine_1,1986,12.0,.
PJME_pa_natural_gas_internal_combustion_engine_1,1988,24.0,.
PJME_pa_natural_gas_internal_combustion_engine_1,1993,16.0,.
PJME_pa_natural_gas_internal_combustion_engine_1,1999,1.0,.
PJME_pa_natural_gas_internal_combustion_engine_1,2004,1.8,.
PJME_pa_natural_gas_internal_combustion_engine_1,2007,1.6,.
PJME_pa_natural_gas_internal_combustion_engine_1,2011,1.1,.
PJME_pa_natural_gas_internal_combustion_engine_1,2013,3.8,.
PJME_pa_natural_gas_internal_combustion_engine_1,2015,21.0,.
PJME_pa_natural_gas_internal_combustion_engine_1,2016,23.6,.
PJME_pa_natural_gas_internal_combustion_engine_1,2017,48.1,.
PJME_pa_natural_gas_internal_combustion_engine_1,2018,2.0,.
PJME_pa_natural_gas_internal_combustion_engine_1,2019,43.0,.
PJME_pa_natural_gas_internal_combustion_engine_1,2020,1.3,.
PJME_pa_natural_gas_internal_combustion_engine_1,2021,4.5,.
PJME_pa_natural_gas_internal_combustion_engine_1,2022,2.0,.
PJME_pa_natural_gas_internal_combustion_engine_1,2023,3.5,.
PJME_pa_natural_gas_internal_combustion_engine_1,2024,2.0,.
PJME_de_natural_gas_steam_turbine_1,1954,86.0,.
PJME_de_natural_gas_steam_turbine_1,1966,174.0,.
PJME_de_natural_gas_steam_turbine_1,1973,450.0,.
PJME_md_natural_gas_steam_turbine_1,1955,2.5,.
PJME_md_natural_gas_steam_turbine_1,1959,5.0,.
PJME_md_natural_gas_steam_turbine_1,1971,1212.2,.
PJME_md_natural_gas_steam_turbine_1,2001,10.0,.
PJME_md_natural_gas_steam_turbine_1,2003,5.1,.
PJME_nj_natural_gas_steam_turbine_1,1977,5.0,.
PJME_nj_natural_gas_steam_turbine_1,1999,1.0,.
PJME_nj_natural_gas_steam_turbine_1,2004,10.8,.
PJME_nj_natural_gas_steam_turbine_1,2017,5.1,.
PJME_pa_natural_gas_steam_turbine_1,1948,9.0,.
PJME_pa_natural_gas_steam_turbine_1,1954,246.7,.
PJME_pa_natural_gas_steam_turbine_1,1959,172.0,.
PJME_pa_natural_gas_steam_turbine_1,1960,171.0,.
PJME_pa_natural_gas_steam_turbine_1,1962,8.7,.
PJME_pa_natural_gas_steam_turbine_1,1964,1.8,.
PJME_pa_natural_gas_steam_turbine_1,1974,380.0,.
PJME_pa_natural_gas_steam_turbine_1,1975,850.0,.
PJME_pa_natural_gas_steam_turbine_1,1976,380.0,.
PJME_pa_natural_gas_steam_turbine_1,1977,850.0,.
PJME_pa_natural_gas_steam_turbine_1,1984,1.6,.
PJME_pa_natural_gas_steam_turbine_1,1997,56.6,.
PJMW_in_natural_gas_fired_combined_cycle_1,2004,1288.0,.
PJMW_in_natural_gas_fired_combined_cycle_2,2018,755.0,.
PJMW_mi_natural_gas_fired_combined_cycle_1,2022,1097.1,.
PJMW_oh_natural_gas_fired_combined_cycle_1,2002,686.0,.
PJMW_oh_natural_gas_fired_combined_cycle_1,2003,2386.0,.
PJMW_oh_natural_gas_fired_combined_cycle_1,2004,46.5,.
PJMW_oh_natural_gas_fired_combined_cycle_1,2012,1310.1,.
PJMW_oh_natural_gas_fired_combined_cycle_1,2017,1723.8000000000002,.
PJMW_oh_natural_gas_fired_combined_cycle_1,2018,1449.8,.
PJMW_oh_natural_gas_fired_combined_cycle_1,2021,1695.4,.
PJMW_oh_natural_gas_fired_combined_cycle_1,2023,1875.0,.
PJMW_oh_natural_gas_fired_combined_cycle_2,2001,28.6,.
PJMW_pa_natural_gas_fired_combined_cycle_1,2003,1255.9,.
PJMW_pa_natural_gas_fired_combined_cycle_1,2020,1076.9,.
PJMW_pa_natural_gas_fired_combined_cycle_1,2021,624.6,.
PJMW_pa_natural_gas_fired_combined_cycle_2,1973,168.4,.
PJMW_pa_natural_gas_fired_combined_cycle_2,1974,101.0,.
PJMW_pa_natural_gas_fired_combined_cycle_2,2021,291.1,.
PJMW_va_natural_gas_fired_combined_cycle_1,2014,1472.2,.
PJMW_in_natural_gas_fired_combustion_turbine_1,1992,84.0,.
PJMW_in_natural_gas_fired_combustion_turbine_1,2004,90.0,.
PJMW_in_natural_gas_fired_combustion_turbine_2,2019,9.4,.
PJMW_in_natural_gas_fired_combustion_turbine_3,1992,84.0,.
PJMW_ky_natural_gas_fired_combustion_turbine_1,2002,567.0,.
PJMW_ky_natural_gas_fired_combustion_turbine_2,1999,426.0,.
PJMW_ky_natural_gas_fired_combustion_turbine_2,2001,181.0,.
PJMW_ky_natural_gas_fired_combustion_turbine_2,2005,176.0,.
PJMW_ky_natural_gas_fired_combustion_turbine_2,2010,206.0,.
PJMW_ky_natural_gas_fired_combustion_turbine_3,2001,570.0,.
PJMW_ky_natural_gas_fired_combustion_turbine_3,2002,380.0,.
PJMW_oh_natural_gas_fired_combustion_turbine_1,1966,28.0,.
PJMW_oh_natural_gas_fired_combustion_turbine_1,1969,65.4,.
PJMW_oh_natural_gas_fired_combustion_turbine_1,1970,75.0,.
PJMW_oh_natural_gas_fired_combustion_turbine_1,1992,470.0,.
PJMW_oh_natural_gas_fired_combustion_turbine_1,1993,94.0,.
PJMW_oh_natural_gas_fired_combustion_turbine_1,1995,111.9,.
PJMW_oh_natural_gas_fired_combustion_turbine_1,1996,114.9,.
PJMW_oh_natural_gas_fired_combustion_turbine_1,1998,98.9,.
PJMW_oh_natural_gas_fired_combustion_turbine_1,2000,940.0,.
PJMW_oh_natural_gas_fired_combustion_turbine_1,2001,1175.0,.
PJMW_oh_natural_gas_fired_combustion_turbine_1,2002,1940.6,.
PJMW_oh_natural_gas_fired_combustion_turbine_1,2003,1004.9,.
PJMW_oh_natural_gas_fired_combustion_turbine_2,1965,110.0,.
PJMW_oh_natural_gas_fired_combustion_turbine_2,1968,29.9,.
PJMW_oh_natural_gas_fired_combustion_turbine_2,1969,62.3,.
PJMW_oh_natural_gas_fired_combustion_turbine_2,1971,16.0,.
PJMW_oh_natural_gas_fired_combustion_turbine_3,1963,6.0,.
PJMW_oh_natural_gas_fired_combustion_turbine_3,1970,55.5,.
PJMW_oh_natural_gas_fired_combustion_turbine_3,1988,19.5,.
PJMW_oh_natural_gas_fired_combustion_turbine_3,1992,15.3,.
PJMW_oh_natural_gas_fired_combustion_turbine_3,1999,10.4,.
PJMW_oh_natural_gas_fired_combustion_turbine_3,2000,212.5,.
PJMW_oh_natural_gas_fired_combustion_turbine_3,2001,3.5999999999999996,.
PJMW_oh_natural_gas_fired_combustion_turbine_3,2003,5.6,.
PJMW_oh_natural_gas_fired_combustion_turbine_3,2004,7.7,.
PJMW_oh_natural_gas_fired_combustion_turbine_3,2005,1.1,.
PJMW_pa_natural_gas_fired_combustion_turbine_1,1997,5.6,.
PJMW_pa_natural_gas_fired_combustion_turbine_1,1999,88.0,.
PJMW_pa_natural_gas_fired_combustion_turbine_1,2000,88.0,.
PJMW_pa_natural_gas_fired_combustion_turbine_1,2001,88.0,.
PJMW_pa_natural_gas_fired_combustion_turbine_1,2021,6.1,.
PJMW_pa_natural_gas_fired_combustion_turbine_2,2002,829.7,.
PJMW_pa_natural_gas_fired_combustion_turbine_3,2011,8.9,.
PJMW_va_natural_gas_fired_combustion_turbine_1,2001,285.0,.
PJMW_va_natural_gas_fired_combustion_turbine_2,1973,86.0,.
PJMW_va_natural_gas_fired_combustion_turbine_3,2015,15.0,.
PJMW_wv_natural_gas_fired_combustion_turbine_1,2001,342.0,.
PJMW_wv_natural_gas_fired_combustion_turbine_2,2002,339.5,.
PJMW_wv_natural_gas_fired_combustion_turbine_3,2001,516.0,.
PJMW_mi_natural_gas_internal_combustion_engine_1,1981,6.0,.
PJMW_oh_natural_gas_internal_combustion_engine_1,1958,2.5,.
PJMW_oh_natural_gas_internal_combustion_engine_1,1961,2.7,.
PJMW_oh_natural_gas_internal_combustion_engine_1,1966,3.0,.
PJMW_oh_natural_gas_internal_combustion_engine_1,1990,0.9,.
PJMW_oh_natural_gas_internal_combustion_engine_1,1996,2.1,.
PJMW_oh_natural_gas_internal_combustion_engine_1,2001,6.2,.
PJMW_oh_natural_gas_internal_combustion_engine_1,2007,10.0,.
PJMW_oh_natural_gas_internal_combustion_engine_1,2020,10.0,.
PJMW_pa_natural_gas_internal_combustion_engine_1,1967,4.2,.
PJMW_pa_natural_gas_internal_combustion_engine_1,2001,2.9,.
PJMW_pa_natural_gas_internal_combustion_engine_1,2003,23.2,.
PJMW_pa_natural_gas_internal_combustion_engine_1,2021,22.0,.
PJMW_in_natural_gas_steam_turbine_1,1950,2.2,.
PJMW_in_natural_gas_steam_turbine_1,1970,21.1,.
PJMW_in_natural_gas_steam_turbine_1,2008,3.6,.
PJMW_in_natural_gas_steam_turbine_1,2017,3.5,.
PJMW_ky_natural_gas_steam_turbine_1,1963,260.0,.
PJMW_oh_natural_gas_steam_turbine_1,1965,11.8,.
PJMW_oh_natural_gas_steam_turbine_1,1971,23.0,.
PJMW_oh_natural_gas_steam_turbine_1,1978,13.3,.
PJMW_oh_natural_gas_steam_turbine_1,2010,1.2,.
PJMW_oh_natural_gas_steam_turbine_1,2015,2.5,.
PJMW_oh_natural_gas_steam_turbine_1,2017,15.8,.
PJMW_pa_natural_gas_steam_turbine_1,1952,93.0,.
PJMW_pa_natural_gas_steam_turbine_1,1958,92.0,.
PJMW_pa_natural_gas_steam_turbine_1,1964,135.0,.
PJMW_pa_natural_gas_steam_turbine_1,2017,5.0,.
PJMW_pa_natural_gas_steam_turbine_1,2021,2.1,.
PJMW_va_natural_gas_steam_turbine_1,1942,12.0,.
PJMW_va_natural_gas_steam_turbine_1,1944,6.0,.
PJMW_va_natural_gas_steam_turbine_1,1958,470.0,.
PJMW_va_natural_gas_steam_turbine_1,1966,9.2,.
PJMW_va_natural_gas_steam_turbine_1,1976,6.3,.
PJMW_va_natural_gas_steam_turbine_1,1990,16.799999999999997,.
PJMW_wv_natural_gas_steam_turbine_1,1943,7.5,.
PJMW_wv_natural_gas_steam_turbine_1,1954,26.0,.
PJMW_wv_natural_gas_steam_turbine_1,1966,82.0,.
RMRG_co_natural_gas_fired_combined_cycle_1,1990,60.0,.
RMRG_co_natural_gas_fired_combined_cycle_1,1992,33.0,.
RMRG_co_natural_gas_fired_combined_cycle_1,1994,474.9,.
RMRG_co_natural_gas_fired_combined_cycle_1,1999,60.0,.
RMRG_co_natural_gas_fired_combined_cycle_1,2000,78.0,.
RMRG_co_natural_gas_fired_combined_cycle_1,2002,138.6,.
RMRG_co_natural_gas_fired_combined_cycle_1,2003,480.0,.
RMRG_co_natural_gas_fired_combined_cycle_1,2012,188.0,.
RMRG_co_natural_gas_fired_combined_cycle_2,1996,134.0,.
RMRG_co_natural_gas_fired_combined_cycle_2,1998,304.0,.
RMRG_co_natural_gas_fired_combined_cycle_2,1999,139.0,.
RMRG_co_natural_gas_fired_combined_cycle_2,2001,163.0,.
RMRG_co_natural_gas_fired_combined_cycle_2,2004,615.0,.
RMRG_co_natural_gas_fired_combined_cycle_2,2015,600.0,.
RMRG_wy_natural_gas_fired_combined_cycle_1,2014,94.0,.
RMRG_co_natural_gas_fired_combustion_turbine_1,1990,5.6,.
RMRG_co_natural_gas_fired_combustion_turbine_1,2000,320.0,.
RMRG_co_natural_gas_fired_combustion_turbine_1,2001,252.0,.
RMRG_co_natural_gas_fired_combustion_turbine_1,2002,495.0,.
RMRG_co_natural_gas_fired_combustion_turbine_1,2003,292.0,.
RMRG_co_natural_gas_fired_combustion_turbine_1,2004,65.0,.
RMRG_co_natural_gas_fired_combustion_turbine_1,2007,310.0,.
RMRG_co_natural_gas_fired_combustion_turbine_1,2008,128.0,.
RMRG_co_natural_gas_fired_combustion_turbine_1,2009,318.0,.
RMRG_co_natural_gas_fired_combustion_turbine_1,2012,180.0,.
RMRG_co_natural_gas_fired_combustion_turbine_1,2016,40.0,.
RMRG_co_natural_gas_fired_combustion_turbine_1,2023,163.8,.
RMRG_co_natural_gas_fired_combustion_turbine_2,1976,204.0,.
RMRG_co_natural_gas_fired_combustion_turbine_2,1990,30.0,.
RMRG_co_natural_gas_fired_combustion_turbine_2,1999,64.0,.
RMRG_co_natural_gas_fired_combustion_turbine_2,2000,39.9,.
RMRG_co_natural_gas_fired_combustion_turbine_2,2001,39.9,.
RMRG_sd_natural_gas_fired_combustion_turbine_1,1977,50.0,.
RMRG_sd_natural_gas_fired_combustion_turbine_1,1978,25.0,.
RMRG_sd_natural_gas_fired_combustion_turbine_1,1979,25.0,.
RMRG_sd_natural_gas_fired_combustion_turbine_2,2002,38.0,.
RMRG_wy_natural_gas_fired_combustion_turbine_1,2005,110.6,.
RMRG_wy_natural_gas_fired_combustion_turbine_2,1983,2.5,.
RMRG_wy_natural_gas_fired_combustion_turbine_2,1992,2.5,.
RMRG_wy_natural_gas_fired_combustion_turbine_2,2000,37.0,.
RMRG_wy_natural_gas_fired_combustion_turbine_2,2001,38.0,.
RMRG_wy_natural_gas_fired_combustion_turbine_2,2002,48.0,.
RMRG_wy_natural_gas_fired_combustion_turbine_2,2014,37.0,.
RMRG_co_natural_gas_internal_combustion_engine_1,1966,3.8,.
RMRG_co_natural_gas_internal_combustion_engine_1,2002,114.0,.
RMRG_co_natural_gas_internal_combustion_engine_1,2008,116.20000000000002,.
RMRG_co_natural_gas_internal_combustion_engine_1,2022,4.0,.
RMRG_wy_natural_gas_internal_combustion_engine_1,2015,7.0,.
RMRG_wy_natural_gas_internal_combustion_engine_1,2023,2.2,.
RMRG_co_natural_gas_steam_turbine_1,1947,3.0,.
RMRG_co_natural_gas_steam_turbine_1,1953,16.0,.
RMRG_co_natural_gas_steam_turbine_1,1954,16.0,.
RMRG_co_natural_gas_steam_turbine_1,1957,23.0,.
RMRG_co_natural_gas_steam_turbine_1,1976,10.0,.
RMRG_co_natural_gas_steam_turbine_1,1977,320.0,.
RMRG_co_natural_gas_steam_turbine_1,1983,20.0,.
RMRG_wy_natural_gas_steam_turbine_1,1979,247.0,.
SPPC_ks_natural_gas_fired_combined_cycle_1,2007,180.0,.
SPPC_ks_natural_gas_fired_combined_cycle_1,2016,117.0,.
SPPC_mo_natural_gas_fired_combined_cycle_1,1997,370.0,.
SPPC_mo_natural_gas_fired_combined_cycle_1,2000,142.8,.
SPPC_mo_natural_gas_fired_combined_cycle_1,2001,778.4,.
SPPC_mo_natural_gas_fired_combined_cycle_1,2002,284.8,.
SPPC_ks_natural_gas_fired_combustion_turbine_1,1968,12.8,.
SPPC_ks_natural_gas_fired_combustion_turbine_1,1973,60.0,.
SPPC_ks_natural_gas_fired_combustion_turbine_1,1974,165.9,.
SPPC_ks_natural_gas_fired_combustion_turbine_1,1976,57.1,.
SPPC_ks_natural_gas_fired_combustion_turbine_1,1979,113.8,.
SPPC_ks_natural_gas_fired_combustion_turbine_1,2000,143.3,.
SPPC_ks_natural_gas_fired_combustion_turbine_1,2001,150.4,.
SPPC_ks_natural_gas_fired_combustion_turbine_1,2003,510.0,.
SPPC_ks_natural_gas_fired_combustion_turbine_1,2008,348.6,.
SPPC_ks_natural_gas_fired_combustion_turbine_1,2009,342.8,.
SPPC_ks_natural_gas_fired_combustion_turbine_2,1962,11.2,.
SPPC_ks_natural_gas_fired_combustion_turbine_2,1974,75.6,.
SPPC_ks_natural_gas_fired_combustion_turbine_2,1988,32.0,.
SPPC_ks_natural_gas_fired_combustion_turbine_2,1990,28.0,.
SPPC_ks_natural_gas_fired_combustion_turbine_3,1968,13.7,.
SPPC_ks_natural_gas_fired_combustion_turbine_3,1982,33.0,.
SPPC_ks_natural_gas_fired_combustion_turbine_3,1989,21.0,.
SPPC_ks_natural_gas_fired_combustion_turbine_3,1996,38.0,.
SPPC_ks_natural_gas_fired_combustion_turbine_3,1998,99.9,.
SPPC_ks_natural_gas_fired_combustion_turbine_3,2002,67.8,.
SPPC_ks_natural_gas_fired_combustion_turbine_3,2006,76.0,.
SPPC_ks_natural_gas_fired_combustion_turbine_3,2020,13.5,.
SPPC_mo_natural_gas_fired_combustion_turbine_1,1972,19.0,.
SPPC_mo_natural_gas_fired_combustion_turbine_1,1974,20.0,.
SPPC_mo_natural_gas_fired_combustion_turbine_1,1975,125.7,.
SPPC_mo_natural_gas_fired_combustion_turbine_1,1977,62.1,.
SPPC_mo_natural_gas_fired_combustion_turbine_1,1979,61.4,.
SPPC_mo_natural_gas_fired_combustion_turbine_1,1981,10.0,.
SPPC_mo_natural_gas_fired_combustion_turbine_2,1972,17.0,.
SPPC_mo_natural_gas_fired_combustion_turbine_2,1974,48.0,.
SPPC_mo_natural_gas_fired_combustion_turbine_2,1996,40.0,.
SPPC_mo_natural_gas_fired_combustion_turbine_2,2000,49.0,.
SPPC_mo_natural_gas_fired_combustion_turbine_3,1983,104.0,.
SPPC_mo_natural_gas_fired_combustion_turbine_3,1985,190.0,.
SPPC_mo_natural_gas_fired_combustion_turbine_3,1989,75.0,.
SPPC_mo_natural_gas_fired_combustion_turbine_3,1992,80.0,.
SPPC_mo_natural_gas_fired_combustion_turbine_3,1995,104.0,.
SPPC_mo_natural_gas_fired_combustion_turbine_3,2000,158.4,.
SPPC_mo_natural_gas_fired_combustion_turbine_3,2002,100.0,.
SPPC_mo_natural_gas_fired_combustion_turbine_3,2003,113.0,.
SPPC_mo_natural_gas_fired_combustion_turbine_3,2005,325.2,.
SPPC_ok_natural_gas_fired_combustion_turbine_1,2001,338.0,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1949,1.0,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1951,1.4,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1953,0.6,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1954,1.1,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1955,1.4,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1956,5.5,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1957,1.1,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1958,4.3,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1960,1.1,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1961,4.6,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1962,7.300000000000001,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1963,2.1,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1964,3.0,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1965,4.0,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1966,9.9,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1967,3.9,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1968,8.0,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1969,4.5,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1970,2.9,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1971,5.0,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1972,11.0,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1973,1.1,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1974,0.7,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1975,4.8,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1977,2.0,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1978,3.8,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1979,4.5,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1980,0.8,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1981,17.8,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1983,5.7,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1984,3.9,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1985,6.9,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1986,13.8,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1992,0.8,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1993,6.3,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1994,14.6,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1995,0.9,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1996,10.9,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1998,5.5,.
SPPC_ks_natural_gas_internal_combustion_engine_1,1999,1.3,.
SPPC_ks_natural_gas_internal_combustion_engine_1,2000,5.0,.
SPPC_ks_natural_gas_internal_combustion_engine_1,2001,10.3,.
SPPC_ks_natural_gas_internal_combustion_engine_1,2004,7.6,.
